shape,corr_with_mean_resid_curve,corr_lo,corr_hi,beta_pooled,frac_pooled_resid_var_explained,frac_mean_curve_var_explained
tetrad_e1,-0.48575699348870555,-0.7486202534556767,-0.21011291438283938,-0.026523367683079502,0.027571869486302462,0.23604905704791634
ce_anomaly,0.24065753950764532,0.04457348728707896,0.4357875484541372,0.012526039376624842,0.006371487171647077,0.058095995789369304
tetrad_e3,0.13526329138323465,-0.15039290173304695,0.3108176541916476,0.007646795668244866,0.003017755328444092,0.018333185171284794
yb_anomaly,-0.13168484311868542,-0.24001685796130467,0.03171175672328842,-0.009215595292736628,0.003218974773171604,0.017333165597686606
gd_break,0.08450577324687268,-0.46173564883832496,0.3949284711741007,0.010330903122916384,0.001247646408333193,0.007103139030128491
eu_anomaly,-0.0013036263493010007,-0.14665783921830636,0.15465573588572445,0.0009435153690286837,4.059001553623096e-05,2.841455093438583e-07
