cut,level,n_pairs,n_extractants,n_cells,mae_pooled,mean_abs_y,mae_pooled_incumbent,mae_pooled_meancurve,frac_beats_meancurve,mae_macro,mean_abs_y_macro,mae_macro_meancurve,ratio_pooled,ratio_macro,n_pairs_per_seed
crosses_Gd,both heavy of Gd,23800,75,349,0.2605454528912707,0.2883493819568056,0.2638048923234394,0.287850782769623,0.5947899159663865,0.25929791687510756,0.28324862007894364,0.29003070017066757,0.9035755551933178,0.915442824762356,4760.0
crosses_Gd,both light of Gd,19505,90,376,0.39888213159960956,0.5423561600827007,0.4244654672957791,0.47139599220836137,0.6261471417585235,0.44173652768406546,0.545671820353716,0.5410736342169804,0.7354616043058981,0.8095278356095474,3901.0
crosses_Gd,crosses Gd,27445,80,255,0.7580639954854579,1.040098382192516,0.821699058525127,0.9399485810666085,0.7203862269994534,0.6429167532048183,0.8212889512348903,0.8381288389991614,0.7288387410885759,0.7828143216076735,5489.0
