cut,level,n_pairs,n_extractants,n_cells,mae_pooled,mean_abs_y,mae_pooled_incumbent,mae_pooled_meancurve,frac_beats_meancurve,mae_macro,mean_abs_y_macro,mae_macro_meancurve,ratio_pooled,ratio_macro,n_pairs_per_seed
replicate_sd_bin,<=0.05,1980,5,16,0.5039955979344305,0.6235210167984007,0.470977392069157,0.5134023097662178,0.6111111111111112,0.46271188555129383,0.6025638470354012,0.4950041004705291,0.8083057096010998,0.7679051569851469,396.0
replicate_sd_bin,0.05-0.15,795,3,7,0.5920189340972485,0.9322434495287597,0.5999021258066517,0.7846972921076384,0.8012578616352202,1.0486444768060652,1.2106557593798801,1.1861381868190948,0.6350475665948723,0.866178902368746,159.0
replicate_sd_bin,0.15-0.30,775,3,4,0.5328191189276044,0.40472595467196887,0.48442654963505144,0.47184527299393264,0.46580645161290324,0.42638331817808706,0.43532926460588195,0.43956020471401935,1.3164935749165265,0.9794501607056122,155.0
replicate_sd_bin,0.30-0.60,1150,4,6,0.5673693748697235,0.6815427847978228,0.565012206116549,0.6387245123899516,0.6469565217391304,0.5679188131713746,0.5166168236121352,0.5856761243460247,0.832478000684919,1.0993037532160506,230.0
replicate_sd_bin,>0.60,1240,5,8,0.24957530667571012,0.3176840090343124,0.24575079879502207,0.2636403161941747,0.5346774193548387,0.32685570318699664,0.37762467706258296,0.34478789668885446,0.7856086538140924,0.865557054505809,248.0
