feature_set,split_seed,endpoint,threshold,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_rows_unknown_similarity,macro_mae_ligand,pooled_mae,offset_mae,shape_mae,shape_r2,median_ligand_mae,worst_quartile_ligand_mae,frac_within_1_log,frac_within_0_5_log,rank_spearman,sign_accuracy,macro_mae,n_eff_pooled_rows,n_macro_units,arm
MC_lig2d_ext_massaction,104729,nn<0.4,0.4,494,33,33,32,0,1.588170186202791,1.4761395287486723,1.481534322173347,0.4414015939036191,-0.00830352945666002,1.4624385680072283,2.730859827826905,0.3522267206477733,0.18218623481781376,0.04298769950282823,0.6773297491039426,1.588170186202791,4.308697341007804,33,BASE
MC_lig2d_ext_massaction,104729,nn<0.6,0.6,1942,94,88,57,0,1.3987023013797977,1.3027595372754484,1.255609632388881,0.5516272551179812,0.19871546748514124,1.228232191593664,2.529003602060197,0.4691040164778579,0.23635427394438724,0.2873697290720494,0.7257634435908831,1.4103006732594996,12.395690357865952,88,BASE
MC_lig2d_ext_massaction,104729,all,,5248,152,131,79,0,1.2382117767787566,1.2394578276426536,1.0954905050252834,0.520965675416745,0.18887480836057535,1.0746623134808204,2.3725994871221645,0.47789634146341464,0.2501905487804878,0.35131848035125135,0.6427084281959409,1.22593409407938,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,104729,nn<0.4,0.4,494,33,33,32,0,1.1876741162348352,1.2573667685844605,1.1243571438836668,0.3703978351785354,0.033823922687358565,0.9772537999065365,2.3917010563958336,0.44129554655870445,0.25303643724696356,0.23777328171742276,0.6026702508960573,1.1876741162348352,4.308697341007804,33,EXPANDED
MC_lig2d_ext_massaction,104729,nn<0.6,0.6,1942,94,88,57,0,1.2291175018558826,1.30936549658402,1.1035151317779905,0.5202275959798516,0.1542883551685148,1.0708571778900329,2.335757675779485,0.46138002059732236,0.23223480947476827,0.3794405894204635,0.6386684443315769,1.213593368468032,12.395690357865952,88,EXPANDED
MC_lig2d_ext_massaction,104729,all,,5248,152,131,79,0,1.134904738920263,1.300595074469656,0.9999577708885541,0.5049811988987872,0.1558925623933486,1.0016672190210265,2.236266418383275,0.45483993902439024,0.2461890243902439,0.42391810971133675,0.6082030379063129,1.0884582468909267,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,104729,nn<0.4,0.4,494,33,33,32,0,1.1667109872028956,1.2209913109243868,1.0912626696567267,0.37169194740141037,0.036225469477439654,0.9735098456243918,2.3474168372575743,0.4574898785425101,0.25303643724696356,0.2659277334921227,0.5948207885304659,1.1667109872028956,4.308697341007804,33,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,104729,nn<0.6,0.6,1942,94,88,57,0,1.2077094496993455,1.2823551677482763,1.073388392141332,0.5182301622562642,0.15653122545247666,1.0159441247231973,2.2744725974168487,0.4670442842430484,0.2384140061791967,0.42503560810277513,0.620168737081949,1.1911512045767672,12.395690357865952,88,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,104729,all,,5248,152,131,79,0,1.123028086729989,1.2961251538622305,0.9783907705103692,0.5080847638792698,0.15026756435739141,0.9731247144587214,2.190337898127945,0.4535060975609756,0.24523628048780488,0.4317897235935467,0.6026311354517658,1.076453728805515,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,104729,nn<0.4,0.4,494,33,33,32,0,1.6025402879033304,1.657390614492709,1.5431788011345433,0.4087646492402867,-0.002854811789528622,1.5747539254165925,2.638503044074555,0.2935222672064777,0.15587044534412955,0.183828309261829,0.6734229390681004,1.6025402879033304,4.308697341007804,33,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,104729,nn<0.6,0.6,1942,94,88,57,0,1.410326132219396,1.4267873658662498,1.2938106002506722,0.5312498640100061,0.15491776167356752,1.2534477467379288,2.5061129440779006,0.42842430484037075,0.2106076210092688,0.3741026351233882,0.7132527740743092,1.4136267241246516,12.395690357865952,88,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,104729,all,,5248,152,131,79,0,1.255491168880556,1.3131769570416136,1.1201136318625033,0.5216741629944066,0.1510721477843101,1.0842184364025256,2.3813595222020685,0.4487423780487805,0.24294969512195122,0.3844976628321248,0.6274513806238479,1.234381160663727,6.256051615740402,131,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,130363,nn<0.4,0.4,622,37,37,35,0,1.430102662729353,1.259821974922493,1.3022288431083424,0.45699691132803827,0.1019216582512732,1.349929287343868,2.5373856644046278,0.45980707395498394,0.2395498392282958,0.13153593543687875,0.7423749684263703,1.430102662729353,6.012930900500451,37,BASE
MC_lig2d_ext_massaction,130363,nn<0.6,0.6,2162,86,85,57,0,1.3010143334203865,1.0892227789838862,1.1488952533659869,0.519512424459608,0.2568438539238562,1.1841119113424012,2.360352006858801,0.5605920444033302,0.28908418131359853,0.33756003648750543,0.7234449233410872,1.305232316504782,12.890910093767237,85,BASE
MC_lig2d_ext_massaction,130363,all,,5248,152,131,79,0,1.1582146760943437,1.0674039029624076,0.9662583287173977,0.5316187275676758,0.17279123272180152,1.0229251693254748,2.201366211659584,0.5480182926829268,0.29115853658536583,0.35412816679116055,0.6456466829751845,1.1658365523726029,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,130363,nn<0.4,0.4,622,37,37,35,0,1.0857027106348682,1.1800728627900838,0.9782163119745643,0.3805063701405789,0.13235722770430913,0.7767494788334964,2.2323138780559444,0.4919614147909968,0.28135048231511256,0.334875619885691,0.6638355645364992,1.0857027106348682,6.012930900500451,37,EXPANDED
MC_lig2d_ext_massaction,130363,nn<0.6,0.6,2162,86,85,57,0,1.113870847525547,1.0691739801891287,0.9622629196279561,0.47774230316575333,0.2572258302978805,0.8989934964689743,2.2053599082828366,0.5605920444033302,0.3177613320999075,0.427180175073073,0.7153729689593763,1.1159359255381731,12.890910093767237,85,EXPANDED
MC_lig2d_ext_massaction,130363,all,,5248,152,131,79,0,1.033340577572162,1.0557325152913573,0.8465955981317597,0.5079389841793805,0.15767278070338697,0.8648143234333805,2.0066774306147632,0.547827743902439,0.30316310975609756,0.4146070648855139,0.6306031744037918,1.0272919758969734,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,130363,nn<0.4,0.4,622,37,37,35,0,1.0939544660155378,1.1478441474580185,0.9815275489909834,0.38587825752389576,0.10262176160520187,0.7993742383243333,2.2140752815220615,0.5032154340836013,0.2765273311897106,0.2486281187230455,0.6435968678959333,1.0939544660155376,6.012930900500451,37,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,130363,nn<0.6,0.6,2162,86,85,57,0,1.1287716974092339,1.0697749752964563,0.9764170556857206,0.4829617265200451,0.25569419677197225,0.9079848128708738,2.2409220439235784,0.5605920444033302,0.30619796484736356,0.3656575986785896,0.7137255129447116,1.1310285341240087,12.890910093767237,85,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,130363,all,,5248,152,131,79,0,1.0437201854232196,1.0492197911946504,0.8549165773700518,0.5096901327229738,0.1920072493557674,0.8716936225420335,2.034468160072168,0.5504954268292683,0.3016387195121951,0.3805025606735905,0.6386255415673553,1.0363509675069718,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,130363,nn<0.4,0.4,622,37,37,35,0,1.535070279819148,1.3933226570694077,1.454079196518173,0.38639603707816156,0.1794216578005403,1.6195675747938234,2.630219009067799,0.3954983922829582,0.19131832797427653,0.39559377930363687,0.7347815104824451,1.535070279819148,6.012930900500451,37,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,130363,nn<0.6,0.6,2162,86,85,57,0,1.3057391543070729,1.1747267077590158,1.1612183645450664,0.4887871613301036,0.2385738187125005,1.0512178709648154,2.3882335853893735,0.5120259019426457,0.2627197039777983,0.41168474288490553,0.719964382465035,1.3104311959078256,12.890910093767237,85,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,130363,all,,5248,152,131,79,0,1.1496829809419093,1.0948335018214008,0.9726542569009672,0.523873259944668,0.1829661740301548,0.9925491770906616,2.174531505793689,0.5356326219512195,0.28220274390243905,0.38084212638219483,0.6391468279514178,1.166909459447694,6.256051615740402,131,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,155921,nn<0.4,0.4,539,38,38,34,0,1.5501564233271659,1.458324967914456,1.4796324381814074,0.4471389220305936,0.009991038733460855,1.3808060725410232,2.662258563788534,0.3692022263450835,0.19666048237476808,0.009912119049652182,0.7197968638631503,1.5501564233271659,5.088022557312738,38,BASE
MC_lig2d_ext_massaction,155921,nn<0.6,0.6,2195,88,86,58,0,1.3728230851743084,1.2605498726234656,1.2546926759994685,0.5158255378038982,0.24150449402664376,1.2149976474459674,2.490427107788942,0.48200455580865603,0.25649202733485194,0.23872129625271615,0.7231436099222237,1.379323627169758,13.16914805511443,86,BASE
MC_lig2d_ext_massaction,155921,all,,5248,152,131,79,0,1.1715120814049151,1.193614539381164,1.0191484570129894,0.5132797006480685,0.1743361241412198,0.9969804692549133,2.276312638367068,0.4992378048780488,0.2648628048780488,0.34157912531580187,0.6389578878061903,1.181481931624909,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,155921,nn<0.4,0.4,539,38,38,34,0,1.090738740345,1.203693651899493,0.9887308384585708,0.39858269014949,0.003087923908252077,0.9285958726844954,2.106764048267788,0.46382189239332094,0.24860853432282004,0.2976376998713229,0.5730755523877405,1.090738740345,5.088022557312738,38,EXPANDED
MC_lig2d_ext_massaction,155921,nn<0.6,0.6,2195,88,86,58,0,1.1137032569877123,1.1731079797826272,0.981783951434491,0.4819129850781069,0.23181544027342826,0.9212582929659168,2.2160780859881624,0.5111617312072892,0.28154897494305237,0.4266897154129074,0.7031703023609002,1.125995068277735,13.16914805511443,86,EXPANDED
MC_lig2d_ext_massaction,155921,all,,5248,152,131,79,0,1.0266904399359944,1.126870862732762,0.8615555250739566,0.49815434085722304,0.19631532316259626,0.8661414581860585,2.0300365343579974,0.5276295731707317,0.2917301829268293,0.45017784091823176,0.6313207282517331,1.0132398717104885,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,155921,nn<0.4,0.4,539,38,38,34,0,1.0706312047028508,1.179992698667043,0.9774991057763387,0.39202244521256113,0.030274545915646933,0.8868652509715617,2.0739134474140988,0.46938775510204084,0.24860853432282004,0.30820322934508615,0.589967925873129,1.0706312047028508,5.088022557312738,38,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,155921,nn<0.6,0.6,2195,88,86,58,0,1.1076879379049804,1.1643208314174391,0.9760146279175149,0.479652936059065,0.2232736733619578,0.8974851704834625,2.238544173790891,0.516628701594533,0.282004555808656,0.4264113457826006,0.691641930139445,1.1199667223730616,13.16914805511443,86,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,155921,all,,5248,152,131,79,0,1.0203895801069194,1.123789657477632,0.8513719785403854,0.5012096922596863,0.18361064031526775,0.8662507561622246,2.0274768276437087,0.5268673780487805,0.2938262195121951,0.4535277119995584,0.6280857170671046,1.0085277946867413,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,155921,nn<0.4,0.4,539,38,38,34,0,1.649072578925859,1.5726027604905646,1.5889285423858226,0.4859008636992805,-0.022492480469952003,1.6113627743100714,2.81173463052241,0.3784786641929499,0.17625231910946196,-0.027089542113757505,0.6934248039914469,1.6490725789258591,5.088022557312738,38,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,155921,nn<0.6,0.6,2195,88,86,58,0,1.4215031583674067,1.3029782174887163,1.3167472679881351,0.5405424142902202,0.1907716557099015,1.1233673425217434,2.607200531915358,0.47927107061503416,0.2519362186788155,0.2626790791448888,0.6941357172442358,1.4330506707943647,13.16914805511443,86,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,155921,all,,5248,152,131,79,0,1.228462376152314,1.1807763585701343,1.0832819052747547,0.541284635907054,0.19367275301635523,1.0299012738987545,2.3770635835093397,0.5093368902439024,0.2686737804878049,0.3418450522695561,0.6396602636369251,1.2370784720664108,6.256051615740402,131,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,196613,nn<0.4,0.4,524,35,35,33,0,1.5739282235088339,1.463182260178985,1.4631539779591023,0.5026765709135047,-0.11278794780217494,1.4719296710114451,2.707006924717559,0.37404580152671757,0.20229007633587787,-0.04159133146143549,0.5022414345180916,1.5739282235088337,4.809528814153092,35,BASE
MC_lig2d_ext_massaction,196613,nn<0.6,0.6,1695,76,75,52,0,1.4658598584872589,1.3426514459998153,1.3281212415772063,0.5492899042787905,0.14600515569979544,1.3785603881005388,2.6626855823356936,0.45486725663716815,0.2359882005899705,0.15918161802370553,0.6724114209577327,1.474033729973462,9.799826722288357,75,BASE
MC_lig2d_ext_massaction,196613,all,,5248,152,131,79,0,1.2424519551384061,1.299462450951771,1.0861247168562715,0.5339941453244128,0.14396056912067123,1.0568764460271465,2.39729820184391,0.4504573170731707,0.23532774390243902,0.28819177780852484,0.6267893050456963,1.2380440061279792,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,196613,nn<0.4,0.4,524,35,35,33,0,1.168435195399945,1.3018525002018644,1.0443036418224274,0.40039581980782224,-0.04161092417495027,0.8939483919009172,2.37451749378109,0.43702290076335876,0.23473282442748092,0.11517140799897978,0.3957377165830576,1.168435195399945,4.809528814153092,35,EXPANDED
MC_lig2d_ext_massaction,196613,nn<0.6,0.6,1695,76,75,52,0,1.1684853490958178,1.2641843442486955,1.0226741284177194,0.4932128919667506,0.13396450045719788,1.0290918046606348,2.237379928596587,0.46135693215339235,0.26312684365781713,0.29871353502956877,0.6725924531307704,1.1716520729478384,9.799826722288357,75,EXPANDED
MC_lig2d_ext_massaction,196613,all,,5248,152,131,79,0,1.0863890234706766,1.1877278651891772,0.9233577983191958,0.5103510807089408,0.1581775716639534,0.9802136050515864,2.075094985680248,0.4891387195121951,0.26714939024390244,0.3877582992163089,0.6228513946504294,1.0641534620017197,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,196613,nn<0.4,0.4,524,35,35,33,0,1.1659618114261026,1.284149715555177,1.0599739064133233,0.39371418673753555,-0.043944607679003544,0.9271965217238431,2.3562852971699346,0.4580152671755725,0.22900763358778625,0.14867652566428652,0.404276514747216,1.1659618114261026,4.809528814153092,35,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,196613,nn<0.6,0.6,1695,76,75,52,0,1.174262613089132,1.2622501027114437,1.0373888518899577,0.4944127000885669,0.11759751363100068,1.0411184746632984,2.2294916507089986,0.4814159292035398,0.24896755162241888,0.3077914087036664,0.6782551395033926,1.1776803459797698,9.799826722288357,75,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,196613,all,,5248,152,131,79,0,1.087091834701966,1.1696965572873392,0.9250875065304571,0.5130990527607983,0.1702518244518061,0.9643036461732859,2.0831916649405646,0.5034298780487805,0.2738185975609756,0.39741234653913193,0.6277324356321226,1.065024942839316,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,196613,nn<0.4,0.4,524,35,35,33,0,1.6134124235885712,1.491818907329902,1.5522147171191334,0.42651343955192916,-0.005343412088191668,1.7034528272444367,2.821643329130912,0.37404580152671757,0.19083969465648856,0.008269155370857246,0.5347600241932615,1.6134124235885714,4.809528814153092,35,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,196613,nn<0.6,0.6,1695,76,75,52,0,1.474888396121104,1.380695761372885,1.3606563074268794,0.5307729912911915,0.1577187676326195,1.2394495984547078,2.6308711280935935,0.43952802359882004,0.21002949852507374,0.11038015760672666,0.7139908904610527,1.4843841465390053,9.799826722288357,75,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,196613,all,,5248,152,131,79,0,1.2715199796195258,1.3378164296590884,1.1227114661401096,0.5409305474541322,0.15664900144213545,1.1225783584116935,2.3734283126077083,0.4266387195121951,0.22580030487804878,0.23459644106579633,0.6195028100267028,1.2582172358989834,6.256051615740402,131,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,262147,nn<0.4,0.4,542,37,37,35,0,1.5001786376958082,1.3482421993345914,1.4214233314355038,0.45032859301653816,0.08483010343471598,1.3849865365832157,2.6346002397415806,0.42066420664206644,0.22509225092250923,-0.014784422777821273,0.7356640375186527,1.5001786376958082,5.129456958267854,37,BASE
MC_lig2d_ext_massaction,262147,nn<0.6,0.6,1935,90,85,55,0,1.4289314983049017,1.3235057238440489,1.3215202434330067,0.5462354298622879,0.2096843998568957,1.327222341877552,2.450775152177582,0.4506459948320413,0.24392764857881136,0.18858906625312305,0.7132339997042524,1.4260838325799556,12.302972053822268,85,BASE
MC_lig2d_ext_massaction,262147,all,,5248,152,131,79,0,1.234069596910906,1.20633140411102,1.1028252205856586,0.5109351615942734,0.18482922709623206,1.0744394428557986,2.30351441434066,0.4878048780487805,0.2553353658536585,0.30685207085394733,0.6380472067737921,1.2255161017853833,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,262147,nn<0.4,0.4,542,37,37,35,0,1.0516488353156517,1.1482566677596548,0.9445246718181214,0.3756974780645836,0.08982100192865139,0.7876531422176443,2.173239963839003,0.5276752767527675,0.2822878228782288,0.24992385366411815,0.6509273076103176,1.0516488353156517,5.129456958267854,37,EXPANDED
MC_lig2d_ext_massaction,262147,nn<0.6,0.6,1935,90,85,55,0,1.151801655217201,1.229416619643481,1.0279245353775248,0.5083099887611265,0.1772466476725596,1.001522392591868,2.1958665694960438,0.5012919896640827,0.27028423772609816,0.3279956607559595,0.6822086710371585,1.1355220896445883,12.302972053822268,85,EXPANDED
MC_lig2d_ext_massaction,262147,all,,5248,152,131,79,0,1.0557534883730786,1.1452204860016557,0.9079627054190326,0.4948784458370961,0.18582165152191843,0.9049937184552808,2.0849575297728093,0.5167682926829268,0.2888719512195122,0.3952800836550285,0.6284091658475771,1.0261410260577757,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,262147,nn<0.4,0.4,542,37,37,35,0,1.0550849631151624,1.1633875533417386,0.9448577743705858,0.38077439990073236,0.07393071712373434,0.7661995502040923,2.1331676461284377,0.5129151291512916,0.2730627306273063,0.3103024539355838,0.6314751652099766,1.0550849631151624,5.129456958267854,37,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,262147,nn<0.6,0.6,1935,90,85,55,0,1.1800652598799195,1.2706108952533064,1.0598201700237686,0.5113480307274392,0.1625824799911605,0.9997877649192691,2.2361823601188586,0.4785529715762274,0.26304909560723516,0.3899340344639623,0.6833881405223465,1.1606669445001399,12.302972053822268,85,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,262147,all,,5248,152,131,79,0,1.0751037920040447,1.1541929969951805,0.9295313158221042,0.4991452337225334,0.19126847019522564,0.9196270012158838,2.118743075301055,0.5100990853658537,0.2919207317073171,0.42700341327126184,0.6313746363818119,1.0436849377275135,6.256051615740402,131,EXPANDED_ROWMATCHED
