feature_set,split_seed,endpoint,comparison,reference,candidate,statistic,point_delta,ci95_low,ci95_high,p_worse_one_sided,units_improved,units_total,bootstrap_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration,preregistered,question
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,mae,0.13747584718845327,0.05730301966108373,0.25265705771774827,0.0001999600079984003,83,131,79,5000,0.2226512829318978,56,0.21374045801526717,0.04813317804198621,0.04165005077097378,0.23330164360593275,0.00549318865217865,0.04824846923150296,0.24279912661629852,-0.013536206042278412,-0.038714322312344195,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,offset_mae,0.1319044504547517,0.044266517895860974,0.24233792276994137,0.002599480103979204,82,131,79,5000,0.20455989622319165,51,0.21374045801526717,0.04731135396934262,0.037714780083373575,0.22609412082612979,0.006659192146030947,0.04403498139548978,0.24169319826778451,0.017045897714989287,-0.011663943630052282,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,shape_mae,0.020473379605625487,9.122773480811777e-05,0.04869638873264288,0.023795240951809637,67,131,79,5000,0.038962438658700416,47,0.21374045801526717,0.012889775416066568,-0.005188191999091631,0.046134951210342605,0.1162544912618951,-0.003653182792378063,0.04450519739193342,-0.03309353280602721,-0.07880091952893273,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,mae,0.14948036527386463,0.07063393528745435,0.25711364365000555,0.0001999600079984003,82,131,79,5000,0.22779586080067993,57,0.21374045801526717,0.044257039328488165,0.06137136825246024,0.237589362295269,0.0011433529140696197,0.06782196430833537,0.2549565547321947,0.010026681100274765,-0.018153803176737704,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,offset_mae,0.15301665581315546,0.06155214119305798,0.2570913543495308,0.0005998800239952009,80,131,79,5000,0.21598740430414154,53,0.21374045801526717,0.04503153271052071,0.06336576091231753,0.24266755071399337,0.0010715387466585997,0.06267579602614153,0.25846969982662926,0.020054370352950636,-0.0031284999096353404,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,shape_mae,0.017824210790261003,-0.0027720066529430564,0.04611153606531363,0.05038992201559688,69,131,79,5000,0.033586774165216035,45,0.21374045801526717,0.012750650625264785,-0.007560384632489349,0.043208806213011354,0.1661041358281941,-0.0053293062950695025,0.042481714263700114,-0.026573386823392654,-0.06337199490073761,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,mae,0.1459229137728006,0.06920330624369504,0.2527339663864178,0.0003999200159968006,72,131,79,5000,0.21961420097249107,48,0.21374045801526717,0.043905886993902896,0.058513007347411675,0.23333282019818952,0.0013555600253253614,0.06977349103553639,0.2535809090708783,0.02306302451252785,-0.007713464788377344,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,offset_mae,0.1476717583810788,0.06519114656976249,0.25371685491937396,0.0005998800239952009,70,131,79,5000,0.21535872507090317,44,0.21374045801526717,0.04429616624342653,0.059484865655757724,0.23585865110639986,0.0013128496164210403,0.06969944388444327,0.2594146577189979,0.04162204387018853,0.0043490481893250325,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,shape_mae,0.017514178459166984,0.0003275794194464541,0.044101773483735514,0.023195360927814438,64,131,79,5000,0.02957069545798947,42,0.21374045801526717,0.010775688039371848,-0.003938568488445655,0.03896692540677962,0.10812379149886492,-0.00025970944734130636,0.04269738908862026,0.010528033237178323,-0.023438209448464052,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,mae,-0.008447066584347308,-0.05088944208261523,0.04491276267442008,0.640871825634873,65,131,79,5000,0.003037081959406663,37,0.21374045801526717,0.023705329094480868,-0.05564075152731104,0.03874661835861642,0.7225508817840951,-0.05148139543645953,0.04380240259041471,0.006015944146675263,-0.011484416799189866,True,how much of the apparent gain survives destroying the new labels?
