feature_set,split_seed,extractant,n_rows,mae,bias,offset_abs,shape_mae,sse,sse_centred,sse_offset,sst_centred,y_sd,rank_spearman,rank_kendall,sign_accuracy,n_sign_pairs,arm
MC_lig2d_ext_massaction,104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,5,0.7119245841189955,-0.09438064779021726,0.09438064779021726,0.6930484545609521,2.8450661738726963,2.800527640486191,0.044538533386505215,0.3092567451582374,0.2486993144977434,-0.9999999999999999,-0.9999999999999999,0.0,10,BASE
MC_lig2d_ext_massaction,104729,C1COCCOCCOCCOCCOCCO1,5,0.42447530354106916,0.37896138945893804,0.37896138945893804,0.37240974716884645,1.5868768273762641,0.8688181538730193,0.7180586735032446,0.4221789759544825,0.29057838046024087,-0.9999999999999999,-0.9999999999999999,0.0,10,BASE
MC_lig2d_ext_massaction,104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,7,0.9888545637621348,0.003144521973568721,0.003144521973568721,0.9884053463373395,8.670381762942334,8.67031254681324,6.921612909579567e-05,7.159966231014993,1.0113616161969108,-1.0,-1.0,0.0,21,BASE
MC_lig2d_ext_massaction,104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,14,0.8525583924516299,-0.8525583924516299,0.8525583924516299,0.43376319646484135,13.909164911433649,3.7331835358777417,10.175981375555905,6.045066142637481,0.6571076310314925,0.7615968266551469,0.6481357265881276,0.8186813186813187,91,BASE
MC_lig2d_ext_massaction,104729,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,3,3.345845250389921,3.345845250389921,3.345845250389921,0.16985407128557517,33.697282521079586,0.11324120240920249,33.58404131867038,0.17295875944893613,0.24011022430607165,0.5,0.33333333333333337,0.6666666666666666,3,BASE
MC_lig2d_ext_massaction,104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,14,0.26686923614852004,0.21130455555089597,0.21130455555089597,0.21182621791797654,1.408363185202032,0.7832685724501688,0.6250946127518635,3.629066345198619,0.5091355660892728,0.9736263736263736,0.9340659340659341,0.967032967032967,91,BASE
MC_lig2d_ext_massaction,104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6,0.10329688204403187,0.09071444482507185,0.09071444482507185,0.11675196745592764,0.16979309608371132,0.12041843308418529,0.04937466299952603,0.20344216894394254,0.184138611261527,0.8116794499134278,0.6900655593423541,0.8571428571428571,14,BASE
MC_lig2d_ext_massaction,104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,8,0.8401756725351067,-0.8401756725351067,0.8401756725351067,0.1701108368633224,6.004870408146882,0.35770912238833075,5.647161285758551,0.733721693796463,0.30284519432303675,0.9523809523809524,0.8571428571428571,0.9285714285714286,28,BASE
MC_lig2d_ext_massaction,104729,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,6,2.2110947271341543,-2.2110947271341543,2.2110947271341543,0.3089371518715455,30.084710471181623,0.7510711170188715,29.333639354162763,1.763708495258838,0.5421728653081718,0.7714285714285715,0.6,0.8,15,BASE
MC_lig2d_ext_massaction,104729,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,11,1.0328946205767244,1.0328946205767244,1.0328946205767244,0.36256653139917977,13.60417088050849,1.8685866111288,11.73558426937969,1.8353373860150148,0.40847136163272485,0.1801621122315644,0.17336567891911941,0.5918367346938775,49,BASE
