arm,macro_mae,sign_acc,cell_spearman,cell_top1,cross_spearman,cross_top1,cross_regret,calib_slope,rep,design
G14_PERM,0.7375617717871765,0.37180175564476325,-0.10392721512583755,0.22893157107442824,-0.15473971689493263,0.011386946386946387,1.827262192106481,-0.36790295560651687,0,BP
G13_PERM,0.6524468904664292,0.5160000015015305,0.134677640237896,0.19862377371305945,-0.0731171772736561,0.009890109890109891,2.067836555387041,0.1477180558159791,0,BP
FLAT_PERM,0.5885062528901843,0.5,0.0,0.03925248690483951,0.0,0.01707631775900001,1.7832561353232588,,0,BP
MEAN_CURVE_PERM,0.6217330292820759,0.5117685801091951,0.17095014672657893,0.1355441714370286,-0.37419976477664285,0.006287594249794061,2.1746969152968143,-0.24873363210508703,0,BP
O_BOTH_PERM,0.18111057110671816,0.9721828318299754,0.766666955960425,0.3570685101935102,0.884080831647973,0.5274725274725275,0.202840911063111,1.0905575675573076,0,BP
G14_PERM,0.6784384910761496,0.49114283074386017,0.07596175895320487,0.24270343082843088,0.012011070275551605,0.025255403936722615,1.7040373628919425,0.09330079177375288,1,BP
G13_PERM,0.6297251926536627,0.5461148941334197,0.17711604584379365,0.18377899217184931,0.008543615710636604,0.012087912087912088,2.0588104281113337,0.14530155646034706,1,BP
G14_PERM,0.6784384910761496,0.49114283074386017,0.07596175895320487,0.24270343082843088,0.012011070275551605,0.025255403936722615,1.7040373628919425,0.09330079177375288,1,BP
G13_PERM,0.6297251926536627,0.5461148941334197,0.17711604584379365,0.18377899217184931,0.008543615710636604,0.012087912087912088,2.0588104281113337,0.14530155646034706,1,BP
G14_PERM,0.6863455636999065,0.47234544592288874,0.03150707584390271,0.23190956530242243,-0.021786823769585833,0.017958826887398315,1.6868231372942166,-0.02766728555569959,2,BP
G13_PERM,0.6664328470292252,0.5339853315688731,0.10567612195561311,0.2047373757195186,-0.10827705737398134,0.0032967032967032967,2.0120524813565988,-0.023451490053654944,2,BP
G14_PERM,0.6863455636999065,0.47234544592288874,0.03150707584390271,0.23190956530242243,-0.021786823769585833,0.017958826887398315,1.6868231372942166,-0.02766728555569959,2,BP
G13_PERM,0.6664328470292252,0.5339853315688731,0.10567612195561311,0.2047373757195186,-0.10827705737398134,0.0032967032967032967,2.0120524813565988,-0.023451490053654985,2,BP
G14_PERM,0.6902957585802562,0.44054411248927317,-0.011686903258945208,0.24398894756037612,0.06765881248222808,0.015165310879596595,1.5735493460562893,0.035523546374639135,3,BP
G13_PERM,0.6468836066878,0.5405223610042694,0.12287061372879042,0.20327397470254613,-0.07433507892616761,0.002197802197802198,2.003915980654284,0.10654138793501125,3,BP
G14_PERM,0.6902957585802562,0.44054411248927317,-0.011686903258945208,0.24398894756037612,0.06765881248222808,0.015165310879596595,1.5735493460562893,0.035523546374639135,3,BP
G13_PERM,0.6468836066878,0.5405223610042694,0.12287061372879042,0.20327397470254613,-0.07433507892616761,0.002197802197802198,2.003915980654284,0.10654138793501124,3,BP
G14_PERM,0.7574381083719739,0.33958410185069343,-0.14057956933788335,0.2289450992129564,-0.06726463029630073,0.042166048237476814,1.7005338899310423,-0.3762847583615145,4,BP
G13_PERM,0.6754995969893777,0.4685906189451036,0.05609593571752218,0.20274971721400292,-0.14669622460565512,0.001098901098901099,1.920922651149296,-0.0940381898347877,4,BP
G14_PERM,0.7574381083719739,0.33958410185069343,-0.14057956933788335,0.2289450992129564,-0.06726463029630073,0.042166048237476814,1.7005338899310423,-0.3762847583615145,4,BP
G13_PERM,0.6754995969893777,0.4685906189451036,0.05609593571752218,0.20274971721400292,-0.14669622460565512,0.001098901098901099,1.920922651149296,-0.09403818983478769,4,BP
G14_PERM,0.7611550813650979,0.3314998535466883,-0.15961838483566765,0.23517650669436385,-0.21082647280877315,0.004233385661957091,1.8965819758701137,-0.4498570569304825,5,BP
