arm,macro_mae,sign_acc,cell_spearman,cell_top1,cross_spearman,cross_top1,cross_regret,calib_slope,rep,design
G14_PERM,0.7274754362005568,0.374470915138496,-0.08253685371111395,0.2734466195180481,-0.02534882282584408,0.0060915650765274824,1.7891338351115735,-0.20763718763294411,0,BQ
G13_PERM,0.5961080518366678,0.6023984158808757,0.239035936447417,0.24364530310958882,0.043252673425228996,0.002197802197802198,1.7024626165084045,0.4528436344116263,0,BQ
FLAT_PERM,0.5885062528901843,0.5,0.0,0.03925248690483951,0.0,0.01707631775900001,1.7832561353232588,,0,BQ
MEAN_CURVE_PERM,0.5968492850136082,0.567659989233427,0.24620276132532415,0.12244507476650335,-0.2667533598630102,0.006366661715527459,2.064815727973306,0.5376119314696594,0,BQ
O_BOTH_PERM,0.18111057110671816,0.9721828318299754,0.766666955960425,0.3570685101935102,0.884080831647973,0.5274725274725275,0.202840911063111,1.0905575675573076,0,BQ
G14_PERM,0.7124774093906245,0.4009845234395337,-0.07043291957768678,0.2549347147561433,0.011422610376236594,0.01130402356752094,1.7606233447159312,-0.19474851836471035,1,BQ
G13_PERM,0.5792019252833958,0.6233143544544322,0.2895553138695341,0.24730236364164937,0.09659462959023729,0.014285714285714285,1.5168838224061214,0.6588246238755451,1,BQ
G14_PERM,0.7124774093906245,0.4009845234395337,-0.07043291957768678,0.2549347147561433,0.011422610376236594,0.01130402356752094,1.7606233447159312,-0.19474851836471035,1,BQ
G13_PERM,0.5792019252833958,0.6233143544544322,0.2895553138695341,0.24730236364164937,0.09659462959023729,0.014285714285714285,1.5168838224061214,0.658824623875545,1,BQ
G14_PERM,0.7503096117807786,0.33682108919885667,-0.14683432535609642,0.2792204290418576,-0.082005090947431,0.007243049459962981,1.8791095991230555,-0.37318662254625623,2,BQ
G13_PERM,0.5581075002114956,0.616694679463131,0.26266516078031926,0.2613743894993895,0.24218429095952237,0.001098901098901099,1.6155065090368257,0.8051093940051248,2,BQ
G14_PERM,0.7503096117807786,0.33682108919885667,-0.14683432535609642,0.2792204290418576,-0.082005090947431,0.007243049459962981,1.8791095991230555,-0.37318662254625623,2,BQ
G13_PERM,0.5581075002114956,0.616694679463131,0.26266516078031926,0.2613743894993895,0.24218429095952237,0.001098901098901099,1.6155065090368257,0.8051093940051247,2,BQ
G14_PERM,0.6550437768689945,0.5044301791437057,0.10262389981016821,0.3070518899090328,0.12409322248595625,0.008609861267781151,1.7536365815241086,0.2788157551126394,3,BQ
G13_PERM,0.5799273529635516,0.6082101883049589,0.2559825554239334,0.2730641481534339,0.23868070665778057,0.005494505494505494,1.6883735957778145,0.5658044344044582,3,BQ
G14_PERM,0.6550437768689945,0.5044301791437057,0.10262389981016821,0.3070518899090328,0.12409322248595625,0.008609861267781151,1.7536365815241086,0.2788157551126394,3,BQ
G13_PERM,0.5799273529635516,0.6082101883049589,0.2559825554239334,0.2730641481534339,0.23868070665778057,0.005494505494505494,1.6883735957778145,0.5658044344044583,3,BQ
