arm,macro_mae,sign_acc,cell_spearman,cell_top1,cross_spearman,cross_top1,cross_regret,calib_slope,rep,design
G14_PERM,0.7478749767746422,0.35969672949810466,-0.1330619044405101,0.29566922825851394,-0.1538243639513178,0.008597024093918503,1.8670131735980668,-0.40680397064600327,0,BR
G13_PERM,0.6040047020168829,0.5667204125125747,0.174475130834221,0.2781359744752602,0.11093192633589974,0.001098901098901099,1.7385826117208272,0.43278588681303964,0,BR
FLAT_PERM,0.5885062528901843,0.5,0.0,0.03925248690483951,0.0,0.01707631775900001,1.7832561353232588,,0,BR
MEAN_CURVE_PERM,0.596860344871866,0.5705652539119956,0.2501826779778821,0.1332739416667988,-0.2723233408671562,0.004439704607408504,2.065471158865066,0.5553169257725884,0,BR
O_BOTH_PERM,0.18111057110671816,0.9721828318299754,0.766666955960425,0.3570685101935102,0.884080831647973,0.5274725274725275,0.202840911063111,1.0905575675573076,0,BR
G14_PERM,0.6841384986315218,0.47789883246329035,0.034967054405350965,0.3160298927263213,-0.08019530129204856,0.011666723545605532,1.8802712419540994,-0.035206460377718234,1,BR
G13_PERM,0.6041111313053584,0.5814811320033765,0.22546335694443803,0.24326568272996846,0.0489509286840444,0.002197802197802198,1.6263643165239585,0.45655734076366894,1,BR
G14_PERM,0.6841384986315218,0.47789883246329035,0.034967054405350965,0.3160298927263213,-0.08019530129204856,0.011666723545605532,1.8802712419540994,-0.035206460377718234,1,BR
G13_PERM,0.6041111313053584,0.5814811320033765,0.22546335694443803,0.24326568272996846,0.0489509286840444,0.002197802197802198,1.6263643165239585,0.45655734076366883,1,BR
G14_PERM,0.7306760904053144,0.38035321573366543,-0.09596694089374627,0.32297433717076574,-0.13694073143498914,0.014448258250217162,1.9041094061552009,-0.24500399447227378,2,BR
G13_PERM,0.5918102856578917,0.5695157162852512,0.19944672223965831,0.2662102315673744,0.1031942442083591,0.0032967032967032967,1.745597088032777,0.4738063457326209,2,BR
G14_PERM,0.7306760904053144,0.38035321573366543,-0.09596694089374627,0.32297433717076574,-0.13694073143498914,0.014448258250217162,1.9041094061552009,-0.24500399447227378,2,BR
G13_PERM,0.5918102856578917,0.5695157162852512,0.19944672223965831,0.2662102315673744,0.1031942442083591,0.0032967032967032967,1.745597088032777,0.4738063457326209,2,BR
G14_PERM,0.7501695960727466,0.3505305559941239,-0.11657441205733562,0.2873142499035356,-0.16229735593274083,0.0047076600648029215,1.998010017754637,-0.4027335336477573,3,BR
G13_PERM,0.5824181749838819,0.5796596968372653,0.2268993842679218,0.24791747604247605,0.13520811224178503,0.002197802197802198,1.8793581733098699,0.6063339900243981,3,BR
G14_PERM,0.7501695960727466,0.3505305559941239,-0.11657441205733562,0.2873142499035356,-0.16229735593274083,0.0047076600648029215,1.998010017754637,-0.4027335336477573,3,BR
G13_PERM,0.5824181749838819,0.5796596968372653,0.2268993842679218,0.24791747604247605,0.13520811224178503,0.002197802197802198,1.8793581733098699,0.6063339900243981,3,BR
G14_PERM,0.7599077846590528,0.33550320180630655,-0.17730844694140285,0.3018795457188314,-0.1890590077758098,0.009949419932936417,1.8604167657945987,-0.42630090285637345,4,BR
G13_PERM,0.606597673252936,0.5695359230031085,0.18738624588448982,0.23890526801241085,-0.002563225586065207,0.002197802197802198,1.7058033507272097,0.3205960840698365,4,BR
G14_PERM,0.7599077846590528,0.33550320180630655,-0.17730844694140285,0.3018795457188314,-0.1890590077758098,0.009949419932936417,1.8604167657945987,-0.42630090285637345,4,BR
G13_PERM,0.606597673252936,0.5695359230031085,0.18738624588448982,0.23890526801241085,-0.002563225586065207,0.002197802197802198,1.7058033507272097,0.3205960840698365,4,BR
G14_PERM,0.7249773735437446,0.4060952328934972,-0.0691282834409766,0.3228255276469562,-0.1460287196494301,0.010165984808841951,1.936925427245376,-0.22906955226943124,5,BR
G13_PERM,0.6216410811943094,0.5211263285029568,0.11101298238209818,0.22907754613111755,0.01603420405443136,0.001098901098901099,1.534068578965195,0.2954966209069187,5,BR
G14_PERM,0.7249773735437446,0.4060952328934972,-0.0691282834409766,0.3228255276469562,-0.1460287196494301,0.010165984808841951,1.936925427245376,-0.22906955226943124,5,BR
G13_PERM,0.6216410811943094,0.5211263285029568,0.11101298238209818,0.22907754613111755,0.01603420405443136,0.001098901098901099,1.534068578965195,0.2954966209069187,5,BR
G14_PERM,0.7086506096255782,0.42828778931287986,-0.03871533515272729,0.30754774986917843,-0.03796896746372931,0.0033847924562210273,1.878619850771533,-0.1520300398687937,6,BR
G13_PERM,0.6208400549286807,0.5161474020565066,0.08124680303196155,0.25441127655413365,-0.0756169109140018,0.010989010989010988,1.642823032261085,0.20252097086957718,6,BR
G14_PERM,0.7086506096255782,0.42828778931287986,-0.03871533515272729,0.30754774986917843,-0.03796896746372931,0.0033847924562210273,1.878619850771533,-0.1520300398687937,6,BR
G13_PERM,0.6208400549286807,0.5161474020565066,0.08124680303196155,0.25441127655413365,-0.0756169109140018,0.010989010989010988,1.642823032261085,0.20252097086957718,6,BR
G14_PERM,0.7008091280727977,0.42647756827650135,0.0034822936235336223,0.30440290859933716,-0.0586978341768436,0.012354924989540375,1.761428253709629,-0.002033360055323768,7,BR
