rank,smiles,name,aopt_reduction,aopt_reduction_cohort_plus_pool,own_variance,measured_lanthanide,n_rows_bundle,n_publications,chemotype_frozen,chemotype_in_cohort,nn_tanimoto_cohort,nn_cohort_extractant,nn_cohort_name,nn_cohort_chemotype,label,is_new_T_lt_0.7,p_heavy_G14_full_cohort,direction_G14,donor_census,donor_census_source,topo_census,dopt3_pairs_all,dopt3_pairs_with_measured,pool,lead
28,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,TWE-16,4.747930759952893,0.7564576637344219,7.176707980699106,Eu,2,1,sc047,False,0.5384615384615384,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,2-N-2-N-9-N-9-N-tetraoctyl-1-10-phenanthroline-2-9-dicarboxamide,sc029,new,True,4.7210145391098944e-05,light,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=1 n_donor_bearing_branches=2 n_amide_branches=2 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
29,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,Cy5S-Me4-BTBP,2.680541549376218,0.42719028209188786,10.394559600975711,Eu,11,1,sc014,False,0.6111111111111112,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,5-5-8-8-tetramethyl-3-[6-[6-(5-5-8-8-tetramethyl-6-7-dihydro-1-2-4-benzotriazin-3-yl)-2-pyridinyl]-2-pyridinyl]-6-7-dihydro-1-2-4-benzotriazine,sc012,new,True,0.9939598203577196,heavy,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=6 N(amine)=0 S(donor)=2 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=8 dentate=4 core_cn=9 n_ligands=1 n_fill=5,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=10 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=15 frac_donor_pairs_within_3=0.333333 donor_network_diameter=15,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
30,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,Cy5-O-Me4-BTBP,2.680541549376218,0.42719028209188786,10.394559600975711,Eu,5,1,sc013,False,0.6111111111111112,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,5-5-8-8-tetramethyl-3-[6-[6-(5-5-8-8-tetramethyl-6-7-dihydro-1-2-4-benzotriazin-3-yl)-2-pyridinyl]-2-pyridinyl]-6-7-dihydro-1-2-4-benzotriazine,sc012,new,True,0.9939598203577196,heavy,O(amide_carbonyl)=0 O(ether)=2 N(aromatic)=6 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=8 dentate=4 core_cn=8 n_ligands=1 n_fill=4,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=10 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=15 frac_donor_pairs_within_3=0.333333 donor_network_diameter=15,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
31,CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,EsPyTri,2.5832984364999394,0.422219190070722,10.935849866777257,Eu,5,1,sc056,False,0.2727272727272727,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,6-19-dihexyl-7-8-17-18-tetraphenyl-3-6-19-22-tetrazapentacyclo[12.8.0.02-11.04-9.016-21]docosa-1(22)-2-4(9)-7-10-12-14-16(21)-17-nonaene-5-20-dione,sc060,new,True,0.9823752676412197,heavy,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=7 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=7 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=5 n_donor_bearing_branches=2 n_amide_branches=0 n_donor_pairs_within_3=5 frac_donor_pairs_within_3=0.238095 donor_network_diameter=8,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
32,S=P(S)(c1ccccc1Cl)c1ccccc1Cl,(ClPh)2PSSH,2.2318677848464357,0.3574586353220259,4.479276421767594,Eu,1,1,sc094,False,0.15625,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,2-5-8-15-18-21-hexaoxatricyclo[20.4.0.09-14]hexacosa-1(26)-9-11-13-22-24-hexaene,sc097,new,True,0.16678378894047763,light,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=0 N(amine)=0 S(donor)=2 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=2 dentate=2 core_cn=8 n_ligands=4 n_fill=0,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=2 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=1 frac_donor_pairs_within_3=1 donor_network_diameter=2,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
33,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,TWE-29,1.8232701751079823,0.29151131375061284,7.765152364474231,Eu,6,1,sc064,False,0.3548387096774194,CCCCCCOP(=O)(O)OCCCCCC,dihexyl hydrogen phosphate,sc058,new,True,0.9902722174465454,heavy,O(amide_carbonyl)=0 O(ether)=5 N(aromatic)=0 N(amine)=0 S(donor)=2 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=7 dentate=7 core_cn=9 n_ligands=1 n_fill=2,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=7 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=12 frac_donor_pairs_within_3=0.571429 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
34,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,TWE-28,1.8232701751079823,0.29151131375061284,7.765152364474231,Eu,6,1,sc074,False,0.20689655172413793,CCN(CC)C(=O)COCC(=O)N(CC)CC,TEDGA,sc071,new,True,0.9902722174465454,heavy,O(amide_carbonyl)=0 O(ether)=5 N(aromatic)=0 N(amine)=0 S(donor)=2 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=7 dentate=7 core_cn=9 n_ligands=1 n_fill=2,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=7 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=12 frac_donor_pairs_within_3=0.571429 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
35,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,CyMe4-hemi-BTBP,1.399844884813841,0.22692540718122237,3.62346934611703,Eu,2,1,sc012,True,0.8055555555555556,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,5-5-8-8-tetramethyl-3-[6-[6-(5-5-8-8-tetramethyl-6-7-dihydro-1-2-4-benzotriazin-3-yl)-2-pyridinyl]-2-pyridinyl]-6-7-dihydro-1-2-4-benzotriazine,sc012,sc012,False,0.9489768006058826,heavy,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=6 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=6 dentate=4 core_cn=9 n_ligands=1 n_fill=5,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=6 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=7 frac_donor_pairs_within_3=0.466667 donor_network_diameter=10,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
36,CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,2-9-bis(diethoxyphosphoryl)-1-10-phenanthroline,1.3847199864022226,0.22511920514013942,6.653024649051233,Eu,3,1,sc073,False,0.3333333333333333,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,2-N-2-N-9-N-9-N-tetrabutyl-1-10-phenanthroline-2-9-dicarboxamide,sc029,new,True,0.9270073131373912,heavy,O(amide_carbonyl)=0 O(ether)=6 N(aromatic)=2 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=8 dentate=4 core_cn=8 n_ligands=2 n_fill=0,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=8 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=13 frac_donor_pairs_within_3=0.464286 donor_network_diameter=9,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
37,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,TWE-24,1.378646344491598,0.2262404208082637,20.550376299404334,Eu,6,1,sc065,False,0.3793103448275862,CCCCCCOP(=O)(O)OCCCCCC,dihexyl hydrogen phosphate,sc058,new,True,0.9929099144824899,heavy,O(amide_carbonyl)=0 O(ether)=4 N(aromatic)=0 N(amine)=0 S(donor)=2 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=6 dentate=2 core_cn=9 n_ligands=4 n_fill=1,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=6 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=6 frac_donor_pairs_within_3=0.4 donor_network_diameter=4,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
38,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,N-DP(DOM)P,1.3128282557000384,0.21270575771407763,6.7415890025342335,Eu,6,1,sc026,False,0.25396825396825395,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,N-ethyl-6-[6-[ethyl-(4-hexylphenyl)carbamoyl]-2-pyridinyl]-N-(4-hexylphenyl)pyridine-2-carboxamide,sc059,new,True,0.019298229336135602,light,O(amide_carbonyl)=0 O(ether)=1 N(aromatic)=5 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=6 dentate=6 core_cn=9 n_ligands=1 n_fill=3,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=0 n_donor_pairs_within_3=2 frac_donor_pairs_within_3=0.333333 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
39,CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,3-Me-N-DP(DOM)P,1.3128282557000384,0.21270575771407763,6.7415890025342335,Eu,2,1,sc025,False,0.25,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,N-ethyl-6-[6-[ethyl-(4-hexylphenyl)carbamoyl]-2-pyridinyl]-N-(4-hexylphenyl)pyridine-2-carboxamide,sc059,new,True,0.019298229336135602,light,O(amide_carbonyl)=0 O(ether)=1 N(aromatic)=5 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=6 dentate=4 core_cn=9 n_ligands=2 n_fill=1,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=0 n_donor_pairs_within_3=2 frac_donor_pairs_within_3=0.333333 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
40,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,18b,1.1834489518426434,0.19468793295040263,1.831995025230555,Eu,12,2,sc016,True,0.9,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,ADAAM(EH),sc016,sc016,False,0.2939708589491663,light,O(amide_carbonyl)=3 O(ether)=0 N(aromatic)=0 N(amine)=1 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=4 dentate=4 core_cn=9 n_ligands=2 n_fill=1,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=4 n_donor_bearing_branches=1 n_amide_branches=3 n_donor_pairs_within_3=3 frac_donor_pairs_within_3=0.5 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
41,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,TWE-35,1.0379536868911892,0.16325856552242174,1.7689911548183932,Eu,6,1,sc041,False,0.5,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,N-N-N-N-tetraoctylpropanediamide,sc036,new,True,0.9915958407771949,heavy,O(amide_carbonyl)=1 O(ether)=3 N(aromatic)=0 N(amine)=1 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=5 dentate=5 core_cn=9 n_ligands=1 n_fill=4,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=5 n_donor_bearing_branches=1 n_amide_branches=1 n_donor_pairs_within_3=7 frac_donor_pairs_within_3=0.7 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
42,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,TWE-33,1.0379536868911892,0.16325856552242174,1.7689911548183932,Eu,6,1,sc046,False,0.6666666666666666,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,new,True,0.9915958407771949,heavy,O(amide_carbonyl)=1 O(ether)=4 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=5 dentate=5 core_cn=9 n_ligands=1 n_fill=4,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=5 n_donor_bearing_branches=1 n_amide_branches=1 n_donor_pairs_within_3=7 frac_donor_pairs_within_3=0.7 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
43,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,DOmorDGA,0.7969699138093,0.14804174145733134,3.6823183887506907,Eu,12,1,sc044,False,0.631578947368421,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,new,True,0.9000544203966186,heavy,O(amide_carbonyl)=2 O(ether)=2 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=4 dentate=4 core_cn=9 n_ligands=2 n_fill=1,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=2 n_donor_pairs_within_3=2 frac_donor_pairs_within_3=0.333333 donor_network_diameter=9,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
44,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,DHmorDGA,0.7969699138093,0.14804174145733134,3.6823183887506907,Eu,8,1,sc044,False,0.631578947368421,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,sc009,new,True,0.9000544203966186,heavy,O(amide_carbonyl)=2 O(ether)=2 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=4 dentate=4 core_cn=9 n_ligands=2 n_fill=1,frozen chemistry map,topicity=2 estimated_denticity_per_pocket=3 n_donor_bearing_branches=2 n_amide_branches=2 n_donor_pairs_within_3=2 frac_donor_pairs_within_3=0.333333 donor_network_diameter=9,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
45,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,TWE-10,0.6650493857229346,0.10894934577644086,5.229029041684473,Eu,2,1,sc032,True,0.7142857142857143,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,NTAamide(C8),sc032,sc032,False,0.011134417515295177,light,O(amide_carbonyl)=3 O(ether)=0 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=3 estimated_denticity_per_pocket=1 n_donor_bearing_branches=3 n_amide_branches=3 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
46,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,TWE-2,0.6395365300167257,0.10854972414778141,3.2338190318232636,Eu,2,1,sc009,True,0.7142857142857143,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,sc009,False,0.021003979206018868,light,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=3 n_donor_bearing_branches=1 n_amide_branches=2 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=8,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
47,CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC,TWE-1,0.6395365300167257,0.10854972414778141,3.2338190318232636,Eu,2,1,sc037,False,0.6774193548387096,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,new,True,0.021003979206018868,light,O(amide_carbonyl)=2 O(ether)=1 N(aromatic)=0 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=3 n_donor_bearing_branches=1 n_amide_branches=2 n_donor_pairs_within_3=0 frac_donor_pairs_within_3=0 donor_network_diameter=8,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
48,CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,NDDIPIC,0.5538332770711186,0.09260805433894663,2.866728627656071,Eu,1,1,sc024,False,0.37735849056603776,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,N-ethyl-6-[6-[ethyl-(4-hexylphenyl)carbamoyl]-2-pyridinyl]-N-(4-hexylphenyl)pyridine-2-carboxamide,sc059,new,True,0.04111587708125972,light,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=1 N(amine)=2 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=2 n_total=5 dentate=5 core_cn=9 n_ligands=1 n_fill=4,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=5 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=4 frac_donor_pairs_within_3=0.4 donor_network_diameter=8,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
49,CC(C)(C)c1ccc(NC(=O)c2cnccn2)cc1,TBAPYR,0.5354082497606995,0.0851441140943999,2.084717719944957,Eu,1,1,sc005,False,0.17647058823529413,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,new,True,0.09113394528122491,light,O(amide_carbonyl)=1 O(ether)=0 N(aromatic)=2 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=3 n_donor_bearing_branches=1 n_amide_branches=1 n_donor_pairs_within_3=2 frac_donor_pairs_within_3=0.666667 donor_network_diameter=4,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
50,CCCCCCCCNC(=O)c1cnccn1,OPYR,0.5354082497606995,0.0851441140943999,2.084717719944957,Eu,1,1,sc052,False,0.3,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,2-N-2-N-9-N-9-N-tetraoctyl-1-10-phenanthroline-2-9-dicarboxamide,sc029,new,True,0.09113394528122491,light,O(amide_carbonyl)=1 O(ether)=0 N(aromatic)=2 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=3 dentate=3 core_cn=9 n_ligands=3 n_fill=0,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=3 n_donor_bearing_branches=1 n_amide_branches=1 n_donor_pairs_within_3=2 frac_donor_pairs_within_3=0.666667 donor_network_diameter=4,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
51,Cc1ccn(-c2cncc(-n3ccc(C)n3)n2)n1,3-Me-N-DPPz,0.5181440028960048,0.08326228692758221,2.4828689844697864,Eu,1,1,sc082,False,0.14583333333333334,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,new,True,0.04783564963845945,light,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=6 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=6 dentate=4 core_cn=9 n_ligands=2 n_fill=1,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=4 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=3 frac_donor_pairs_within_3=0.5 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
52,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,3-5-diMe-N-DPPz,0.5181440028960048,0.08326228692758221,2.4828689844697864,Eu,6,1,sc080,False,0.14,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,2-N-6-N-diethyl-2-N-6-N-bis(3-methylphenyl)pyridine-2-6-dicarboxamide,sc068,new,True,0.04783564963845945,light,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=6 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=6 dentate=4 core_cn=9 n_ligands=2 n_fill=1,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=4 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=3 frac_donor_pairs_within_3=0.5 donor_network_diameter=6,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
53,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,CyMe4-BTTP,0.4628117018973548,0.07553894767191446,3.4697434209912084,Eu,11,1,sc012,True,1.0,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,5-5-8-8-tetramethyl-3-[6-[6-(5-5-8-8-tetramethyl-6-7-dihydro-1-2-4-benzotriazin-3-yl)-2-pyridinyl]-2-pyridinyl]-6-7-dihydro-1-2-4-benzotriazine,sc012,sc012,False,0.9931855293571651,heavy,O(amide_carbonyl)=0 O(ether)=0 N(aromatic)=8 N(amine)=0 S(donor)=0 O(hydroxyl)=0 O(ester_carbonyl)=0 O(carbonyl)=0 n_total=8 dentate=8 core_cn=9 n_ligands=1 n_fill=1,frozen chemistry map,topicity=1 estimated_denticity_per_pocket=9 n_donor_bearing_branches=1 n_amide_branches=0 n_donor_pairs_within_3=12 frac_donor_pairs_within_3=0.333333 donor_network_diameter=14,La-Er|Nd-Lu|Ce-Gd,La-Eu|Eu-Lu|Ce-Eu,bundle_single_lanthanide,L4
