split_seed,fold,cell_id,extractant,chemotype,y,p,seen,amp,band
104729,0,7ae1cf22d55d9cc1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,1,0.5685602236943027,True,0.39938883955557464,0.2-0.5
104729,0,7ad5ac5e8cdc02e6,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,sc015,1,0.5987351355280959,True,1.1208407620802023,>0.5
104729,0,d0c6d7ffec5d58c3,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,sc009,1,0.5685602236943027,True,0.4482833055526018,0.2-0.5
104729,0,b0a65fc4ebf31640,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,sc009,1,0.5685602236943027,True,0.22040369394033205,0.2-0.5
104729,0,5336017ed36fd28f,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,sc009,1,0.5685602236943027,True,0.2476151434296472,0.2-0.5
104729,0,5a6a2f3bf13a7d55,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,sc009,1,0.5685602236943027,True,0.2860726463123634,0.2-0.5
104729,0,c61ecb085d8df371,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,sc009,1,0.5685602236943027,True,0.2860726463123634,0.2-0.5
104729,0,4f2be71378594542,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.5503697412926626,>0.5
104729,0,b35f13943d04ca50,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.36626495375748336,0.2-0.5
104729,0,d871da32cd728745,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.5901917705245752,>0.5
104729,0,ee9ed6c5b9f7b397,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.6181178487840737,>0.5
104729,0,9ed4efa5a12f8c67,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.4225759536667635,0.2-0.5
104729,0,0f9c166921b14844,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.40204826450726294,0.2-0.5
104729,0,71dc32e0ed7e16a2,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.570810603395907,>0.5
104729,0,815c365f83ac70cf,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.20838191907695072,0.2-0.5
104729,0,9a5a0eda0a6fd590,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.45600213612828866,0.2-0.5
104729,0,e7c3a51331914d65,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.4530438496997287,0.2-0.5
104729,0,a155938e4ae9d704,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,1,0.4935568926549059,True,0.4291523688526365,0.2-0.5
104729,0,ca0b84d43992b03d,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,sc009,1,0.5685602236943027,True,0.7847921858795874,>0.5
104729,0,d4a3b4eae29da29b,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,sc019,1,0.5080654209791899,False,0.569600970402105,>0.5
104729,0,543ce167788b1f3e,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,sc009,1,0.5685602236943027,True,1.2616648349370063,>0.5
104729,0,a1da294020dc650f,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,1,0.5685602236943027,True,0.2726047885943902,0.2-0.5
104729,0,26cbed1ed70886fe,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,1,0.5685602236943027,True,0.3037287353869552,0.2-0.5
104729,0,34036c3b224f37de,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,1,0.5685602236943027,True,0.21206266695898568,0.2-0.5
104729,0,4fcbabe856178b53,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,1,0.5685602236943027,True,0.13568720903087947,0.1-0.2
