model,features,n_cols,macro_acc,baseline_heavy,gain,lo,hi,p_two_sided,frac_gain_le_0,acc_lo,acc_hi,pooled_acc
logit,topo39,39,0.7751018899799388,0.5585524231865696,0.21654946679336917,0.03210011803559044,0.49629629629629607,0.0165,0.00825,0.6818479457649269,0.8729179703629705,0.7072664359861591
logit,chem137,137,0.718936754302608,0.5585524231865696,0.16038433111603834,-0.008406210421009528,0.4176383352386633,0.065,0.0325,0.6053846320346319,0.8047979797979798,0.6961937716262976
logit,lean209,209,0.6421674937528596,0.5585524231865696,0.08361507056629003,-0.11229141635008988,0.3890754585326954,0.468,0.234,0.5551282467532467,0.7517630161913251,0.5896193771626298
rf,topo39,39,0.7024189631506704,0.5585524231865696,0.14386653996410081,-0.016082428445722403,0.3828935574229694,0.082,0.041,0.5873917301233318,0.7911273178210677,0.683044982698962
rf,chem137,137,0.6468387709851124,0.5585524231865696,0.08828634779854283,-0.10989291885144438,0.377167293992557,0.4355,0.21775,0.5542106731510659,0.764454931528004,0.6373702422145329
rf,lean209,209,0.6452908293152195,0.5585524231865696,0.08673840612864991,-0.10026273927547073,0.36025683147262105,0.417,0.2085,0.5497643895241954,0.7580368247976338,0.6380622837370242
