model,macro_mae,offset_mae,shape_mae,pooled_mae,macro_sd
REC_ecfp_plus_recovered,0.9807059571567518,0.82117153046591,0.5024541231074512,1.1589899640913768,0.022326183687605465
GEN9_A0_ROW_ONLY,0.9893875800856147,0.835975761523375,0.49953212894538507,1.1733388747929931,0.025362775007779437
GEN9_A4_MULTI_d05,0.9954521864927575,0.8386551859783056,0.5209943548197169,1.1833487166498717,0.017137873941884676
GEN9_A1_ADJ_d05,0.9966690214030747,0.8431910583690868,0.511699983201592,1.174612792957511,0.027919074434589377
GEN9_A3_RAND_d05,1.0083215605028493,0.8480108199812113,0.5348397383470076,1.1902075580302518,0.021647514689345584
GEN9_A2_END_d05,1.0708683311051341,0.9071210671064488,0.579123184495204,1.2274298342989225,0.06184158247670083
GEN9_X_MULTI_d2,1.1950837853623368,0.9730555016764824,0.6854902210146017,1.333140802157677,0.05183594732725963
GEN9_X_MULTI_d8c,1.2730629582056383,0.9898941880998532,0.7811751676925377,1.3723156702743697,0.057543140689452696
