context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,0.35,2.0,0.14857726211445646,0.14054693402462526,0.14597816389017798,False,
outer_0:baseline,1.0,0.7,2.0,0.14752968001647837,0.11538215508868943,0.1497605610522392,True,
outer_0:baseline,2.0,1.0,4.0,0.1562542849477168,0.07961503250364188,0.1539257981557637,False,
outer_0:delta3d_unshrunk,0.0,0.35,2.0,0.15640559179854877,0.13708112477234136,0.14755974739537012,True,
outer_0:delta3d_unshrunk,1.0,0.7,2.0,0.16007030361335725,0.10639605874452229,0.15218436040719022,False,
outer_0:delta3d_unshrunk,2.0,1.0,4.0,0.16288825527032189,0.10986737286919523,0.15142071873384325,False,
outer_0:delta3d_weight,,,,0.147473809586832,0.11755743940834673,0.14933279954095172,False,0.0
outer_0:delta3d_weight,,,,0.14623766000481425,0.14733322369033774,0.14611112043728577,True,0.25
outer_0:delta3d_weight,,,,0.14731537835257133,0.16321825026378023,0.14441605536773058,False,0.5
outer_0:delta3d_weight,,,,0.15048992721618698,0.1652125191286743,0.14428893472833001,False,0.75
outer_0:delta3d_weight,,,,0.15538666480324959,0.1533160302850196,0.14592336907293343,False,1.0
outer_1:baseline,0.0,0.35,2.0,0.16852054763287294,0.05799323330824746,0.1399143322012635,True,
outer_1:baseline,1.0,0.7,2.0,0.17957499890677855,0.003276632335668994,0.1439212695283236,False,
outer_1:baseline,2.0,1.0,4.0,0.187928620183689,-0.09974879388168856,0.1500361500392334,False,
outer_1:delta3d_unshrunk,0.0,0.35,2.0,0.16390892810142882,0.09887171176773868,0.13347931902316168,True,
outer_1:delta3d_unshrunk,1.0,0.7,2.0,0.17152497765806612,0.07260151511115887,0.1365907751670948,False,
outer_1:delta3d_unshrunk,2.0,1.0,4.0,0.17271476590070198,0.029990636299287,0.13912404173424225,False,
outer_1:delta3d_weight,,,,0.16996342420564656,0.05192544500316387,0.14131291850922312,False,0.0
outer_1:delta3d_weight,,,,0.16617801691298087,0.07067310895929835,0.13855416451375685,False,0.25
outer_1:delta3d_weight,,,,0.16358380799277433,0.08118367328077258,0.13671404377782043,False,0.5
outer_1:delta3d_weight,,,,0.16257562085047333,0.0834571379675868,0.13583466054348878,True,0.75
outer_1:delta3d_weight,,,,0.16305863449387947,0.07749350301974067,0.13615732230776947,False,1.0
outer_2:baseline,0.0,0.35,2.0,0.15409374776879808,0.06009832721833519,0.13744594328073756,True,
outer_2:baseline,1.0,0.7,2.0,0.16407145386931327,0.007266328436792757,0.14321224662017296,False,
outer_2:baseline,2.0,1.0,4.0,0.15599896830931242,0.07467165263629938,0.13482955966747057,False,
outer_2:delta3d_unshrunk,0.0,0.35,2.0,0.15287349308483986,0.12669469551484147,0.13163755065973004,True,
outer_2:delta3d_unshrunk,1.0,0.7,2.0,0.15679339148994303,0.10443617027525598,0.13427885737169343,False,
outer_2:delta3d_unshrunk,2.0,1.0,4.0,0.15917032220597577,0.09839672976939096,0.13422404590007114,False,
outer_2:delta3d_weight,,,,0.15395742129933532,0.07685637608483065,0.135935979730574,False,0.0
outer_2:delta3d_weight,,,,0.15188448749134015,0.1049113498202886,0.13317359697487297,False,0.25
outer_2:delta3d_weight,,,,0.15153664529373684,0.12385906439269256,0.13149069419494339,True,0.5
outer_2:delta3d_weight,,,,0.15256217549864512,0.1336995198020423,0.1306649116574026,False,0.75
outer_2:delta3d_weight,,,,0.15443376121643798,0.13443271604833795,0.13073522755245914,False,1.0
outer_3:baseline,0.0,0.35,2.0,0.18147227918076594,-0.1509914836369901,0.16346598717506022,True,
outer_3:baseline,1.0,0.7,2.0,0.18627457784037613,-0.2510897395512335,0.17201112394147217,False,
outer_3:baseline,2.0,1.0,4.0,0.18485395402704616,-0.1206213369844793,0.16242562507353486,False,
outer_3:delta3d_unshrunk,0.0,0.35,2.0,0.17443761449181266,-0.007923551303698817,0.14862304301363646,False,
outer_3:delta3d_unshrunk,1.0,0.7,2.0,0.1732784177801795,-0.007357041989734192,0.14923451692032658,True,
outer_3:delta3d_unshrunk,2.0,1.0,4.0,0.17764744357137247,-0.02908831959984881,0.15074028541200807,False,
outer_3:delta3d_weight,,,,0.18103225496958772,-0.13300263999846362,0.16196997540224461,False,0.0
outer_3:delta3d_weight,,,,0.17752315925643156,-0.08614846378362961,0.15693889607091674,False,0.25
outer_3:delta3d_weight,,,,0.1750411246130042,-0.05041420735367086,0.15303503387869474,False,0.5
outer_3:delta3d_weight,,,,0.1738278548008751,-0.025799870708587358,0.1505943056835536,True,0.75
outer_3:delta3d_weight,,,,0.17389754740782656,-0.012305453848379111,0.14961042680270978,False,1.0
outer_4:baseline,0.0,0.35,2.0,0.15198242874049356,0.07358040597408089,0.14625647239646114,True,
outer_4:baseline,1.0,0.7,2.0,0.15565724242174975,0.025241045633365822,0.1527461185083983,False,
outer_4:baseline,2.0,1.0,4.0,0.16147908140526773,0.002787630319270318,0.15175335287636088,False,
outer_4:delta3d_unshrunk,0.0,0.35,2.0,0.16398763860375412,0.10132698254336225,0.14308823406891039,True,
outer_4:delta3d_unshrunk,1.0,0.7,2.0,0.17176960780350553,0.09887366601024383,0.14541494700902485,False,
outer_4:delta3d_unshrunk,2.0,1.0,4.0,0.17340980716036128,0.08509879257573416,0.14541408621333785,False,
outer_4:delta3d_weight,,,,0.15118503034840713,0.0542035117638765,0.14934913700527153,True,0.0
outer_4:delta3d_weight,,,,0.15218334208637796,0.08873328493597832,0.14468012249589784,False,0.25
