context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_4:delta3d_weight,,,,0.15515925046998502,0.1056310206791421,0.14246456552952622,False,0.5
outer_4:delta3d_weight,,,,0.16035850385711556,0.10489671899336761,0.14242838529265406,False,0.75
outer_4:delta3d_weight,,,,0.16713697616854178,0.08653037987865497,0.14448698228435636,False,1.0
full_data_deployment_model:baseline,0.0,0.35,2.0,0.15917977779383682,0.04911288530530644,0.14617405296289368,True,
full_data_deployment_model:baseline,1.0,0.7,2.0,0.16369781285704865,0.011367572457694708,0.15023068461335742,False,
full_data_deployment_model:baseline,2.0,1.0,4.0,0.16297013861310417,-0.10068771668280596,0.16123996483018235,False,
full_data_deployment_model:delta3d,0.0,0.35,2.0,0.16035186618510988,0.10604536447196122,0.14122094386672057,True,
full_data_deployment_model:delta3d,1.0,0.7,2.0,0.16533710300413354,0.06640924025773554,0.14456993668400256,False,
full_data_deployment_model:delta3d,2.0,1.0,4.0,0.16161876807088998,-0.0034252143210742325,0.15211239535383692,False,
full_data_deployment_model:delta3d_weight,,,,0.15666960207024594,0.058013086034869876,0.14562023536337135,False,0.0
full_data_deployment_model:delta3d_weight,,,,0.1550649620188834,0.08384927775424267,0.1427685872396937,False,0.25
full_data_deployment_model:delta3d_weight,,,,0.15488238218628617,0.10022817120439032,0.14090122658773777,True,0.5
full_data_deployment_model:delta3d_weight,,,,0.15587854754600064,0.10714976638531337,0.14012872244493926,False,0.75
full_data_deployment_model:delta3d_weight,,,,0.15802134089521014,0.1046140632970115,0.14045251913987036,False,1.0
