claim,design,arm,split,n_tasks,e_random,e_model,saved,saved_frac,saved_frac_task_mean,saved_frac_ci_low,saved_frac_ci_high,saved_heavy,saved_light,e_random_heavy,e_random_light,e_model_heavy,e_model_light,saved_sd_seed,saved_ci_low,saved_ci_high,p_perm,metric,n_seeds,saved_seed_137171,saved_seed_506411,saved_seed_721632,saved_seed_937310,saved_seed_939478
C1_L3A_measurements_saved,B,G14,all,455,6.905645338426908,4.819928712012133,2.085716626414775,0.3020306610315868,0.38198929484796346,0.030416337364757573,0.39279112725327,0.5871674177524672,3.5842658350770824,5.049243086614564,8.762047590239252,4.462075668862097,5.17778175516217,0.21502276990225266,0.23425619141688053,4.169863971713069,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.722762262584101,2.076412176010608,2.144057054095397,2.2575207022164396,2.227830937167329
C1_L3A_measurements_saved,B,G14,dZ=1,60,17.609568191311613,14.729773737471106,2.879794453840506,0.16353577910339495,0.1561996543262711,-0.14847458502062522,0.19927258631059538,0.2884579553000606,5.471130952380952,15.441358604845448,19.77777777777778,15.152900649545387,14.306646825396825,0.4059466796598037,-2.509224782808422,4.5766878638698385,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,2.550119538112959,2.3474761167195375,3.279814553745475,3.096695799327378,3.124866261297182
C1_L3A_measurements_saved,B,G14,dZ 2-4,150,7.693637481061924,5.345866484707395,2.347770996354528,0.3051574761786766,0.3525122012868015,0.02879696205653663,0.4188362747263449,0.9275952509976081,3.767946741711448,5.9225381956223755,9.464736766501474,4.994942944624766,5.696790024790024,0.147463474327878,0.2364425801419512,4.913105860391279,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,2.1742588589698673,2.402887829629287,2.2111037679914802,2.511573455493701,2.439031069688304
C1_L3A_measurements_saved,B,G14,dZ 5-8,150,4.0457999163253255,2.2437283233689382,1.8020715929563877,0.4454178729118056,0.4451271276232268,0.17586135765834826,0.6400681576325692,0.4870068685264588,3.117136317386317,2.1170513718521913,5.97454846079846,1.6300445033257325,2.8574121434121436,0.2628647275536098,0.7097565091802327,4.169674722318433,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.33619633172284,1.8648772041378223,1.907944457965166,1.954860932675278,1.9464790382808335
C1_L3A_measurements_saved,B,G14,dZ 9-13,90,3.390923272934729,1.8018539433313268,1.5890693296034017,0.46862438389179956,0.46692857783216296,0.18422096614169792,0.6765428542207617,0.4050442581467162,2.7730944010600878,1.7540072555301667,5.027839290339291,1.3489629973834507,2.254744889279203,0.297424866291653,0.5937530039012048,3.898785729375664,0.0,"measurements saved = E_random - E_model, seed-macro over tasks",5,1.0627013445480524,1.6946456322830739,1.6653468016033675,1.7767101870251385,1.7459426825573765
C1_L3A_measurements_saved,B,HEAVIER_ALWAYS,all,455,6.905645338426908,6.905645338426908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049243086614564,8.762047590239252,5.049243086614564,8.762047590239252,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
C1_L3A_measurements_saved,B,HEAVIER_ALWAYS,dZ=1,60,17.609568191311613,17.609568191311613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.441358604845448,19.77777777777778,15.441358604845448,19.77777777777778,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
C1_L3A_measurements_saved,B,HEAVIER_ALWAYS,dZ 2-4,150,7.693637481061924,7.693637481061924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9225381956223755,9.464736766501474,5.9225381956223755,9.464736766501474,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
C1_L3A_measurements_saved,B,HEAVIER_ALWAYS,dZ 5-8,150,4.0457999163253255,4.0457999163253255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1170513718521913,5.97454846079846,2.1170513718521913,5.97454846079846,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
C1_L3A_measurements_saved,B,HEAVIER_ALWAYS,dZ 9-13,90,3.390923272934729,3.390923272934729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7540072555301667,5.027839290339291,1.7540072555301667,5.027839290339291,0.0,0.0,0.0,,"measurements saved = E_random - E_model, seed-macro over tasks",5,0.0,0.0,0.0,0.0,0.0
