extractant,extractant_name,chemotype,split_seed,n_cells,sd_obs,sd_pred,range_obs,range_pred,corr,slope_pred_on_obs,acid_slope_obs,acid_slope_pred,rms_within_err,mean_abs_drz,arm
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,262147,6,0.4696530404470176,0.10802122338320297,1.2731636219282607,0.28649506778823647,0.30476937460503944,0.07009762071003559,0.03553380947054091,-0.007856143870650303,0.40959242032924237,0.8288261266412142,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,104729,5,0.06465310258226671,0.012060522673100392,0.16741408545839392,0.02724618254498168,-0.21613367918369195,-0.04031802085443167,-0.08640527566940233,0.05492992265829442,0.06107399082387138,0.8739942092493049,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,130363,5,0.06465310258226671,0.0033972422476369994,0.16741408545839392,0.007534466243447779,0.8656333305501013,0.045485305485001064,-0.08640527566940233,-0.0012282900819961,0.05521815368846495,0.8739942092493049,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,155921,5,0.06465310258226671,0.001837881006662539,0.16741408545839392,0.003801590203176608,0.41566618290093205,0.01181606067076909,-0.08640527566940233,-0.0075611787785825274,0.05716375532411975,0.8739942092493049,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,196613,5,0.06465310258226671,0.0007720726501646028,0.16741408545839392,0.0018872358334945383,-0.433277697485424,-0.005174103744350512,-0.08640527566940233,0.0034352610760408292,0.05813003025611758,0.8739942092493049,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,262147,5,0.06465310258226671,0.003035618095064738,0.16741408545839392,0.007321993310480723,0.7429963496231001,0.034885459063824516,-0.08640527566940233,0.0006392345054734501,0.05583973181336649,0.8739942092493049,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,104729,20,0.0961102067070656,0.0033962416856706187,0.4436245241812457,0.008934174798935546,-0.7047960369343739,-0.02490534317367161,-0.10404262267836506,0.004422788448131732,0.09603840560836495,0.8705748960844092,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,130363,20,0.0961102067070656,0.0048788629238565575,0.4436245241812457,0.023205223313817303,-0.00956327949402975,-0.0004854627968506947,-0.10404262267836506,-0.0026150023855074363,0.09384266916540925,0.8705748960844092,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,155921,20,0.0961102067070656,0.0039011294514130312,0.4436245241812457,0.01775517513800179,-0.3327153476156256,-0.013504971906641844,-0.10404262267836506,0.0009128565802839503,0.09500943021436273,0.8705748960844092,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,196613,20,0.0961102067070656,0.009755817726423107,0.4436245241812457,0.0470479467674782,-0.29655310098704457,-0.030102089034655173,-0.10404262267836506,0.00032394774135093484,0.09692286078711612,0.8705748960844092,M_SELECTED
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,262147,20,0.0961102067070656,0.003851699048130171,0.4436245241812457,0.01755535385196111,-0.4116306148089617,-0.01649645028933646,-0.10404262267836506,0.0012097167137087226,0.09528341978129151,0.8705748960844092,M_SELECTED
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,104729,23,0.2789781649404835,0.010303580933675031,1.0539838473523833,0.03262384961158821,-0.3865169569212124,-0.014275342117635297,-0.34783323137346117,0.003725135699649547,0.2768970156764924,1.248266688360875,M_SELECTED
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,130363,23,0.2789781649404835,0.018651944261871233,1.0539838473523833,0.07782198947340666,-0.077200175054938,-0.005161455422285976,-0.34783323137346117,0.023146240551941342,0.2748567130572758,1.248266688360875,M_SELECTED
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,155921,23,0.2789781649404835,0.0156836564150473,1.0539838473523833,0.06904664947311046,0.18362845847180825,0.01032326544735504,-0.34783323137346117,0.011858906942595903,0.27045000885031345,1.248266688360875,M_SELECTED
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,196613,23,0.2789781649404835,0.018000206594749445,1.0539838473523833,0.07329523242685641,0.05930724304051676,0.0038266171387357187,-0.34783323137346117,-0.017618299824007127,0.2723694740655665,1.248266688360875,M_SELECTED
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,262147,23,0.2789781649404835,0.01938588305867798,1.0539838473523833,0.07581118073232093,0.28311009603158355,0.01967300636438781,-0.34783323137346117,-0.008136391481367588,0.2680957209125257,1.248266688360875,M_SELECTED
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,104729,53,0.4542719300167422,0.03851581941394894,2.401049131971475,0.11603984214611862,-0.3565808021540864,-0.030232996746555607,-0.11003828744039575,0.005209637606819148,0.46493798901673655,1.1071935802043962,M_SELECTED
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,130363,53,0.4542719300167422,0.03760565907012789,2.401049131971475,0.12251488248741216,-0.23954011190506908,-0.019829672904487537,-0.11003828744039575,0.003937079761324174,0.4603114703874727,1.1071935802043962,M_SELECTED
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,155921,53,0.4542719300167422,0.1214561403207134,2.401049131971475,0.4026910962543653,-0.3839559816032509,-0.102656159223536,-0.11003828744039575,0.0014004505428109417,0.5084408105906449,1.1071935802043962,M_SELECTED
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,196613,53,0.4542719300167422,0.0905497199105954,2.401049131971475,0.3688524503306664,0.36497765390599757,0.07275075158968404,-0.11003828744039575,-0.011011358182389179,0.4255047590728663,1.1071935802043962,M_SELECTED
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,262147,53,0.4542719300167422,0.14576489130040302,2.401049131971475,0.46129384170540005,-0.3901176352354893,-0.12517932748425717,-0.11003828744039575,0.003045047362672492,0.5234556401467529,1.1071935802043962,M_SELECTED
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,104729,16,0.15148132836038922,0.009022189417474197,0.572949504824444,0.03211825730065082,0.8379335461195351,0.04990710904224628,-0.38442512838403065,-0.016229295315164906,0.13943276780910807,1.22530035407756,M_SELECTED
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,130363,16,0.15148132836038922,0.021607289943466588,0.572949504824444,0.0740926768883538,0.8397695170076661,0.11978468657536731,-0.38442512838403065,-0.04248686322354253,0.12960095108688635,1.22530035407756,M_SELECTED
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,155921,16,0.15148132836038922,0.004427918366174997,0.572949504824444,0.014737111317693063,0.7415774669971839,0.021676892601880514,-0.38442512838403065,-0.0062040954779354835,0.1435206136511716,1.22530035407756,M_SELECTED
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,196613,16,0.15148132836038922,0.015842822379896513,0.572949504824444,0.04033873219108641,-0.8485322096114721,-0.08874456823162477,-0.38442512838403065,0.0436584172404617,0.15989359394724875,1.22530035407756,M_SELECTED
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C5BTBP,sc061,262147,16,0.15148132836038922,0.025237391851028024,0.572949504824444,0.08533467461571748,0.5132794664990973,0.08551440078678081,-0.38442512838403065,-0.011514823620529312,0.1357582542909548,1.22530035407756,M_SELECTED
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,104729,6,0.3795970571334645,0.01261146363391773,0.903197471211722,0.03538333818510164,-0.5930543966773828,-0.019703219021537835,0.8284465208889924,-0.061212206121472976,0.353472303439018,1.1386424128464625,M_SELECTED
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,130363,6,0.3795970571334645,0.022539984313092377,0.903197471211722,0.052849289610730765,0.8759970902068432,0.05201557888957664,0.8284465208889924,0.06499454892797597,0.3286483920911628,1.1386424128464625,M_SELECTED
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,155921,6,0.3795970571334645,0.027205130630302728,0.903197471211722,0.07612392083357565,0.877435921930331,0.06288446769344144,0.8284465208889924,0.020297928540829263,0.3249506440412396,1.1386424128464625,M_SELECTED
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,196613,6,0.3795970571334645,0.016157310969103538,0.903197471211722,0.03729911396230845,-0.9154843947332718,-0.03896701983088945,0.8284465208889924,-0.04828884745187021,0.3600749993742517,1.1386424128464625,M_SELECTED
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,TBDGA,sc009,262147,6,0.3795970571334645,0.025730436551491223,0.903197471211722,0.07238428549820856,0.8665631188005819,0.05873872551736136,0.8284465208889924,0.011704368131806205,0.326379372865868,1.1386424128464625,M_SELECTED
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,104729,6,0.7497341365983783,0.04278739957303304,2.0354623183673617,0.11070089344200769,0.7044723832192045,0.040204306937025425,-2.803773116153134,-0.11233058588322124,0.6574789304081925,0.8508937923030334,M_SELECTED
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,130363,6,0.7497341365983783,0.1423020889639641,2.0354623183673617,0.2906950696499946,0.7471198290242117,0.14180588449515583,-2.803773116153134,-0.47836418698770095,0.5936698177334558,0.8508937923030334,M_SELECTED
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,155921,6,0.7497341365983783,0.09723608488333203,2.0354623183673617,0.23727480289022823,0.5180294023273795,0.06718535075020855,-2.803773116153134,-0.21129870409127466,0.642927023509322,0.8508937923030334,M_SELECTED
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,196613,6,0.7497341365983783,0.0381920098879289,2.0354623183673617,0.09812642986932413,0.5786456012334287,0.02947663370936,-2.803773116153134,-0.06334420635902399,0.6648447177000997,0.8508937923030334,M_SELECTED
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,DMDPDGA,sc076,262147,6,0.7497341365983783,0.01004070688215189,2.0354623183673617,0.03132384160054566,0.5694508916881408,0.007626289384610879,-2.803773116153134,-0.0259080252098105,0.6792327763694928,0.8508937923030334,M_SELECTED
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,104729,10,0.2720416037053897,0.0017850709536136801,0.7979222450640269,0.004763337598700845,0.8890439829797206,0.005833690762317375,-0.7734658863948339,-0.00424790603464521,0.256576930549242,1.2264927656690603,M_SELECTED
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,130363,10,0.2720416037053897,0.0002220936233994394,0.7979222450640269,0.0005843138877521456,-0.8618138167845917,-0.0007035811826513146,-0.7734658863948339,0.000705444741919927,0.2582629290863838,1.2264927656690603,M_SELECTED
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,155921,10,0.2720416037053897,0.0051132460552473225,0.7979222450640269,0.012115937638830593,-0.7577396387624931,-0.014242340752419615,-0.7734658863948339,0.014367723395196817,0.26177614740701566,1.2264927656690603,M_SELECTED
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,196613,10,0.2720416037053897,0.0011404971926435193,0.7979222450640269,0.0031646520340337103,0.1656627958236174,0.0006945185993203174,-0.7734658863948339,-0.003331684087095956,0.25790429081619376,1.2264927656690603,M_SELECTED
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,DMDPhPDA,sc077,262147,10,0.2720416037053897,0.004762114401050165,0.7979222450640269,0.011324598149163721,0.6050634350396102,0.010591693543578095,-0.7734658863948339,-0.015762385953665012,0.25537313999679295,1.2264927656690603,M_SELECTED
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,104729,4,0.04082267461379379,0.007574640803355457,0.08196700658639061,0.01725046062311575,-0.8497728101225148,-0.1576752102117549,0.2252782134700044,-0.03667744101253777,0.04107366408553799,1.2197602841934114,X_ENS_DIRECT+LOWRANK_K2
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,130363,4,0.04082267461379379,0.012499439724838619,0.08196700658639061,0.026749747207916563,-0.964986319114494,-0.29546786057447255,0.2252782134700044,-0.0612372856036778,0.045887217800747414,1.2197602841934114,X_ENS_DIRECT+LOWRANK_K2
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,155921,4,0.04082267461379379,0.006764202204544976,0.08196700658639061,0.014044425329877541,-0.9986200503090574,-0.16546852967641873,0.2252782134700044,-0.03713432899419035,0.041204508975132254,1.2197602841934114,X_ENS_DIRECT+LOWRANK_K2
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,196613,4,0.04082267461379379,0.0034285776601429693,0.08196700658639061,0.007278543910474,-0.8430680565636756,-0.07080683301768897,0.2252782134700044,-0.01743248470817686,0.0378904055174712,1.2197602841934114,X_ENS_DIRECT+LOWRANK_K2
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,262147,4,0.04082267461379379,0.016369919906761638,0.08196700658639061,0.03339132575633175,-0.9896724350139349,-0.3968593103802571,0.2252782134700044,-0.09213533765211701,0.049425624351119385,1.2197602841934114,X_ENS_DIRECT+LOWRANK_K2
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,104729,12,0.1930890364679906,0.011302986302025479,0.7173987791384324,0.04004214022045206,-0.25985290805286715,-0.015211189169458385,0.13458013192277798,-0.028887078200134912,0.18797145333231186,0.9652971570555547,X_ENS_DIRECT+LOWRANK_K2
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,130363,12,0.1930890364679906,0.04202111864026242,0.7173987791384324,0.12537242552786226,-0.2596020698710606,-0.05649605786456949,0.13458013192277798,-0.13259054510398494,0.1991399544444461,0.9652971570555547,X_ENS_DIRECT+LOWRANK_K2
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,155921,12,0.1930890364679906,0.04468430273704245,0.7173987791384324,0.14708763526738827,-0.2820211333142273,-0.0652648018228931,0.13458013192277798,-0.10935313307469686,0.20116600095524842,0.9652971570555547,X_ENS_DIRECT+LOWRANK_K2
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,196613,12,0.1930890364679906,0.04785675914505336,0.7173987791384324,0.14335938902813924,-0.1894948044213167,-0.04696593540635007,0.13458013192277798,-0.12113316691326792,0.19871109037183268,0.9652971570555547,X_ENS_DIRECT+LOWRANK_K2
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,262147,12,0.1930890364679906,0.010622914800547167,0.7173987791384324,0.031746701155959456,0.09606031735679998,0.005284818784436498,0.13458013192277798,0.027510000864580265,0.18417013331522622,0.9652971570555547,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,104729,8,0.9351176584667671,0.13150122593059793,2.9078424473739286,0.2865445084955436,0.4697700526696225,0.06606156698273108,1.8250926102648148,0.07564347900968493,0.8241224365565358,1.0844417373689088,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,130363,8,0.9351176584667671,0.11468046680974571,2.9078424473739286,0.25511569457169553,0.44742477936698166,0.05487104440331395,1.8250926102648148,0.06618171682438477,0.8322734331006107,1.0844417373689088,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,155921,8,0.9351176584667671,0.15413950912225408,2.9078424473739286,0.33662948161428285,0.35576157094115407,0.05864172643188339,1.8250926102648148,0.023787155104172758,0.8343802065520171,1.0844417373689088,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,196613,8,0.9351176584667671,0.18812385212839353,2.9078424473739286,0.43556759682460816,0.29028924812890605,0.05839942289081002,1.8250926102648148,-0.0024697453382519006,0.8406775642863534,1.0844417373689088,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,TDdDGA,sc009,262147,8,0.9351176584667671,0.15106470029669847,2.9078424473739286,0.31361762148947414,0.46816958298384465,0.07563101509327154,1.8250926102648148,0.0724863068005136,0.8181508672620731,1.0844417373689088,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,104729,6,0.4696530404470176,0.12413386879265757,1.2731636219282607,0.3069389591609163,0.024524023579069847,0.006481938075679997,0.03553380947054091,0.03246197549825292,0.44076042438452867,0.8288261266412142,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,130363,6,0.4696530404470176,0.1538820420717173,1.2731636219282607,0.3994063159997992,-0.08973241372512458,-0.029400868034205933,0.03553380947054091,0.05831189456368537,0.4629828957736924,0.8288261266412142,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,155921,6,0.4696530404470176,0.05779159442547175,1.2731636219282607,0.15001736063270713,-0.23673704925921196,-0.029130891015310547,0.03553380947054091,0.016892506466927484,0.44418922379112974,0.8288261266412142,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,196613,6,0.4696530404470176,0.16662475448653363,1.2731636219282607,0.455699192254733,-0.21937213861207044,-0.07782943064231185,0.03553380947054091,0.027551117716019754,0.48534530793014125,0.8288261266412142,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,DOODA (C12),sc009,262147,6,0.4696530404470176,0.13386753864528023,1.2731636219282607,0.3357263712061607,-0.04237753358004718,-0.012079078863875919,0.03553380947054091,0.03268313778095522,0.4507615382743276,0.8288261266412142,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,104729,5,0.06465310258226671,0.00847166032591503,0.16741408545839392,0.02207169421246888,-0.45330975798824713,-0.05939832952660968,-0.08640527566940233,0.01390324232159405,0.06163353340101479,0.8739942092493049,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,130363,5,0.06465310258226671,0.006943933890898565,0.16741408545839392,0.01479132786661741,0.20830484456277365,0.02237255463428524,-0.08640527566940233,-0.0014247089837386925,0.05685916830469976,0.8739942092493049,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,155921,5,0.06465310258226671,0.013246394875156805,0.16741408545839392,0.037212570924845007,-0.2267722894575323,-0.04646204393788443,-0.08640527566940233,-0.031115660144709713,0.06160464617453466,0.8739942092493049,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,196613,5,0.06465310258226671,0.015281705825403809,0.16741408545839392,0.041069957360515025,-0.510741930456464,-0.12072132074409214,-0.08640527566940233,0.06472559255116428,0.0658652573890875,0.8739942092493049,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,mTDDGA,sc027,262147,5,0.06465310258226671,0.024172217433582343,0.16741408545839392,0.05241520321353982,0.05111841966732181,0.019111929755997993,-0.08640527566940233,0.10310906887642236,0.06069295268161734,0.8739942092493049,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,104729,20,0.0961102067070656,0.01828275176128349,0.4436245241812457,0.0873604357582074,-0.3623802073560464,-0.06893448262458057,-0.10404262267836506,0.0043632912008921805,0.10150222982445165,0.8705748960844092,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,130363,20,0.0961102067070656,0.01992666555159329,0.4436245241812457,0.07770754028987725,0.31698596939626245,0.06572115088628253,-0.10404262267836506,-0.022961000880167007,0.08943759986920094,0.8705748960844092,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,155921,20,0.0961102067070656,0.02628010477195691,0.4436245241812457,0.11332158320913766,0.26006553679646915,0.07111158938006963,-0.10404262267836506,-0.028700842605615836,0.09046199206991323,0.8705748960844092,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,196613,20,0.0961102067070656,0.015728331541426468,0.4436245241812457,0.07560918320458504,0.15747118092320245,0.025769988710241637,-0.10404262267836506,-0.010697244649100313,0.09250970320838786,0.8705748960844092,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,DHD2DGA,sc009,262147,20,0.0961102067070656,0.01525114635353537,0.4436245241812457,0.06883512977762041,-0.41842925628167654,-0.06639800334217348,-0.10404262267836506,0.006552470580200229,0.10080479844403979,0.8705748960844092,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,104729,23,0.2789781649404835,0.011667850329724096,1.0539838473523833,0.04201168156049,0.1701373215912791,0.00711574256806326,-0.34783323137346117,-0.01842674988940147,0.2711378105550138,1.248266688360875,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,130363,23,0.2789781649404835,0.014811507386534917,1.0539838473523833,0.06556356541087,0.663217294448272,0.03521152939583614,-0.34783323137346117,-0.006467214976588069,0.26346186810628297,1.248266688360875,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,155921,23,0.2789781649404835,0.017017694944560107,1.0539838473523833,0.06831865671190379,0.5713621132688652,0.03485314396760431,-0.34783323137346117,-0.0426944250116836,0.26369050801099064,1.248266688360875,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,196613,23,0.2789781649404835,0.011490175558339697,1.0539838473523833,0.03583462049301406,0.2021993272668525,0.008327912575415888,-0.34783323137346117,-0.01999072216737623,0.27079751979663863,1.248266688360875,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,DMDODGA,sc009,262147,23,0.2789781649404835,0.020336798055431704,1.0539838473523833,0.08970353928855541,-0.5579650802871746,-0.040674233993200935,-0.34783323137346117,0.004943004490798801,0.28442317300414527,1.248266688360875,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,104729,53,0.4542719300167422,0.09960870323491892,2.401049131971475,0.29802060992496493,0.34069346591179595,0.07470422911411984,-0.11003828744039575,-0.01623830565459681,0.42655996139897595,1.1071935802043962,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,130363,53,0.4542719300167422,0.15000933332756028,2.401049131971475,0.496517216646636,0.38792265380249585,0.12809952549219963,-0.11003828744039575,-0.018284872202498328,0.4155419473645878,1.1071935802043962,X_ENS_DIRECT+LOWRANK_K2
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,TODGA,sc009,155921,53,0.4542719300167422,0.17589825700752143,2.401049131971475,0.579942724371799,0.34400880421270247,0.13320336357570234,-0.11003828744039575,-0.02509409687383952,0.4229498422728961,1.1071935802043962,X_ENS_DIRECT+LOWRANK_K2
