cell_id,extractant,extractant_name,chemotype,publication_id,n_metals,amp,quad,amp_lin,amp_se,rz_span,rmse_fit,curve_rms,metal_set,cond__acid_concentration_M,cond__extractant_concentration_M,cond__temperature_C,cond__contact_time_min,cond__metal_concentration_mM,in_analysis_set
0f09c750ad725e62,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2-5-8-15-18-21-hexaoxatricyclo[20.4.0.09-14]hexacosane,sc000,pub_1927dff570,5,0.19163273416357945,0.060832652601625375,0.24605638908975824,0.03849055394137556,2.6827875657069296,0.03273614842510381,0.24869931449774338,"La,Ce,Pr,Eu,Er",1.0,0.05,25.0,,,True
109e14b8ccc21bad,C1COCCOCCOCCOCCOCCO1,1-4-7-10-13-16-hexaoxacyclooctadecane,sc001,pub_1927dff570,5,0.1711787531736182,0.12124871102396227,0.27965335894538407,0.04338702708459174,2.6827875657069296,0.03690059022087525,0.29057838046024087,"La,Ce,Pr,Eu,Er",1.0,0.05,25.0,,,True
7ae1cf22d55d9cc1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,DMDdecdDGA,sc007,pub_126bbe7976,14,-0.41347681814696813,-0.18341283638894884,-0.48157236945671356,0.017735959960204762,3.1471161828485137,0.053922407365542616,0.5091355660892728,"La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu",3.0,0.1,25.0,60.0,0.5,True
2d78f120adfe3686,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6-MH-C9-B8D(iB)CMPO,sc008,pub_9428119866,6,0.3368589257104626,-0.31896104101134987,-0.28020798225122695,0.17131817956714654,1.6165514819003277,0.03830367250236448,0.184138611261527,"La,Ce,Pr,Nd,Sm,Eu",3.0,0.25,25.0,,,True
b3e96da836b2a8d7,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,TIBDGA,sc010,pub_b9dfc468cd,8,-0.29150928822057415,-0.04911285106039548,-0.31154114429731583,0.029984546034007922,3.1471161828485137,0.05872969846640979,0.30284519432303675,"La,Nd,Sm,Eu,Gd,Dy,Er,Lu",1.5,0.1,25.0,15.0,5.0,True
80c823b698d1e2e3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,5-5-8-8-tetramethyl-3-[6-[6-(5-5-8-8-tetramethyl-6-7-dihydro-1-2-4-benzotriazin-3-yl)-2-pyridinyl]-2-pyridinyl]-6-7-dihydro-1-2-4-benzotriazine,sc012,pub_401a06b4b7,14,-0.16555438700881547,-0.33846793512255513,-0.2912171328482897,0.06868616933401395,3.1471161828485137,0.2088256633143967,0.45989879253987964,"La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu",1.0,0.01,20.0,,,True
7ad5ac5e8cdc02e6,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,8-11-11-trimethyl-5-[6-(8-11-11-trimethyl-3-4-6-triazatricyclo[6.2.1.02-7]undeca-2(7)-3-5-trien-5-yl)-2-pyridinyl]-3-4-6-triazatricyclo[6.2.1.02-7]undeca-2(7)-3-5-triene,sc015,pub_1845fd6492,14,-1.1619342897926834,-0.411851026857625,-1.3148419231051158,0.08201505978010788,3.1471161828485137,0.24934931480986774,1.3834780448575712,"La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu",0.1,0.03,20.0,,,True
d0c6d7ffec5d58c3,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,DMDetHDGA,sc009,pub_126bbe7976,14,-0.46292617623012966,-0.283151815670847,-0.5680517463487511,0.02812813014986848,3.1471161828485137,0.085517586630518,0.6230147099084412,"La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu",3.0,0.1,25.0,60.0,0.5,True
b0a65fc4ebf31640,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,pub_126bbe7976,14,-0.228886968417165,-0.054389473426689594,-0.2490801089375104,0.02382916815792164,3.1471161828485137,0.07244750864777169,0.2635055025637885,"La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu",3.0,0.1,25.0,60.0,0.5,True
5336017ed36fd28f,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,pub_4cba27f5f3,14,-0.25718998234181645,-0.05818411491274844,-0.2787919566662912,0.023977056512533183,3.1471161828485137,0.07289713168029299,0.29239423345049426,"La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu",3.0,0.1,22.0,60.0,0.5,True
5a6a2f3bf13a7d55,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,pub_b9dfc468cd,8,-0.3108539750035556,-0.018092380722236734,-0.31823338708997234,0.0253641593340743,3.1471161828485137,0.049679906037418294,0.30409969231173506,"La,Nd,Sm,Eu,Gd,Dy,Er,Lu",1.5,0.1,25.0,15.0,5.0,True
c61ecb085d8df371,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,TEHDGA,sc009,pub_b9dfc468cd,8,-0.3108539750035556,-0.018092380722236734,-0.31823338708997234,0.0253641593340743,3.1471161828485137,0.049679906037418294,0.30409969231173506,"La,Nd,Sm,Eu,Gd,Dy,Er,Lu",1.5,0.1,25.0,,5.0,True
51b8bb1801b4ae88,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,2-EH-C9-B8D(iB)CMPO,sc017,pub_9428119866,6,0.3557710959292096,-0.29073209071082673,-0.20668365306248163,0.15230092946223225,1.6165514819003277,0.03405175643744568,0.14396437947477358,"La,Ce,Pr,Nd,Sm,Eu",3.0,0.25,25.0,,,True
4f2be71378594542,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,pub_bdb1564c49,6,-0.6895709290580362,0.0664447526850157,-0.7100724975091292,0.09654804468818687,2.1324721676132015,0.10959315084658602,0.5325708155895184,"Nd,Sm,Gd,Dy,Er,Yb",1.0,0.075,15.0,30.0,4.0,True
