term,df_unique,ss_unique,rss_full,frac_of_within_extractant_SS,SS_within_reference
measured metal set (design nuisance),33,1.3684399810988372,3.625367820193568,0.052848563559458515,25.893607866167294
"acid concentration (log10 M, slope per extractant)",9,2.569652893835213,3.6253678201935675,0.09923888965634384,25.893607866167294
acid identity,5,0.48520796646143083,3.625367820193567,0.018738522996457584,25.893607866167294
"extractant concentration (log10 M, slope per extractant)",5,1.2294052006160419,3.625367820193567,0.04747910013043753,25.893607866167294
"temperature (C, slope per extractant)",3,0.03057157623448692,3.625367820193568,0.0011806611265798878,25.893607866167294
diluent identity,19,6.357428826895543,3.625367820193567,0.2455211672222081,25.893607866167294
publication_id,2,0.05160055538747477,3.625367820193567,0.0019927912577565633,25.893607866167294
