split_seed,extractant,chemotype,n_pairs,n_cells,n_adjacent,n_far,n_strong,y_abs_mean,arm,mae_all,mae_adjacent,mae_far,sign_acc_strong,pair_spearman,n_cells_spearman
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,FLAT,0.34647875220000035,0.1276362525,0.45539896033333377,0.0,,0
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G14,0.10501652159071076,0.08833010313012005,0.11564012250300448,1.0,0.7454545454545454,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,O_CURV,0.17653545885288843,0.08403337256455559,0.22067221541068263,1.0,0.9393939393939393,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,O_CURV_LPO,0.15499969572492736,0.116319332691057,0.1982253691286033,1.0,0.9272727272727272,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,FLAT,0.4034118878000001,0.16621922999999997,0.5113686603333335,0.0,,0
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G14,0.2544948662882971,0.1798714694807203,0.2797092328221292,0.8571428571428571,0.4787878787878787,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,O_CURV,0.2292739515774183,0.10093030098674358,0.2945706209660002,1.0,0.9393939393939393,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,O_CURV_LPO,0.20360404777667637,0.13751716453876645,0.26944569496144183,1.0,0.9151515151515152,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,FLAT,0.5615598713855251,0.11540617475884823,0.8602440489171217,0.0,,0
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G14,0.2137037446186977,0.04956278606254029,0.3211960771196352,1.0,0.9858576206402295,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,O_CURV,0.17540275362512497,0.04987862516139444,0.25760818125572027,1.0,0.9750278706800447,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,O_CURV_LPO,0.17190865500693883,0.050875005137486745,0.24875910795648842,1.0,0.9729574773053035,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,FLAT,0.2243023744352886,0.10629578340845103,0.43113558515426137,0.0,,0
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G14,0.34797388418010317,0.15718883687662188,0.6608843290838999,0.0,-0.2365606593017758,1
