reproducible_rms,lo,hi,raw_mean_curve_rms,pooled_resid_rms,share_of_pooled_var_pct
0.03489105997809004,0.023089546410761122,0.03815970360669097,0.03908042277490499,0.13020327472581478,7.180993146099368
