arm,base_macro_mae,nonsmooth_macro_mae,delta_nonsmooth,nonsmooth_corr_rms,full_macro_mae,delta_full,smooth_macro_mae,delta_smooth
X_ENS_DIRECT+LOWRANK_K2,0.48098083670010805,0.47983638811409773,-0.001144448586010316,0.04731836812633085,0.5198235590927027,0.038842722392594675,0.5222044280020077,0.041223591301899676
C_DIRECT_ROW,0.49532081290529495,0.49629225565078094,0.0009714427454859953,0.05387278033067338,0.5635431617921907,0.06822234888689571,0.5643777741480773,0.06905696124278238
B1_MEAN_CURVE,0.6032535776161898,0.6037986284082696,0.000545050792079782,0.05982597951058145,0.6695733329689114,0.06631975535272161,0.6696052464905811,0.06635166887439126
