design,model,n_units,n_chemotypes,macro_accuracy,ci_low,ci_high,pooled_accuracy,seconds,gain,gain_lo,gain_hi,p_two_sided,units_better,units_worse
BR,morgan2_P16_C1,82,40,0.5539129975715341,0.4383660435112942,0.6628099173553719,0.4996539792387543,1.4,-0.2807369865906451,-0.42151464540852057,-0.12690800865800883,0.0006,8.0,50.0
BR,morgan2_C0.01,82,40,0.5463023967902016,0.42999887357540423,0.7396829004329003,0.4076124567474048,1.0,-0.28834758737197763,-0.4270779333955805,-0.058604572070740164,0.0114,8.0,44.0
BR,morgan2_P20_C1,82,40,0.5185334178017105,0.417888726179319,0.6676963209746228,0.44359861591695504,1.4,-0.31611656636046875,-0.4478303890070441,-0.11515590037667961,0.0012,8.0,52.0
BR,chemberta_mlm__mean_P8_C1,82,40,0.4714613029247176,0.385071240479663,0.5830709051297284,0.37785467128027683,1.3,-0.3631886812374618,-0.48762635316752967,-0.19057648371499947,0.0002,12.0,55.0
BR,chemberta_mtr__mean_P8_C1,82,40,0.43640903811635523,0.2903026151930261,0.5448653672931623,0.5072664359861592,1.3,-0.3982409460458241,-0.5715270340390203,-0.2679497275385434,0.0,9.0,56.0
BR,l2:chemberta_mtr__mean_P8_C1,82,40,0.3798701298701299,0.28137616978609625,0.448757169172558,0.3875432525951557,1.3,-0.45477985429204937,-0.5770154306408439,-0.34267487490864124,0.0,6.0,64.0
BQ,TOPO39,82,40,0.8400158378207159,0.7376664483177641,0.9148332664995824,0.8,0.8,,,,,,
BQ,l2:chemberta_mtr__mean_C1,82,40,0.6359360152043079,0.4727863636363636,0.7526763793936007,0.5183391003460207,1.3,-0.20407982261640797,-0.3713629907024793,-0.08867436510857567,0.0,4.0,30.0
BQ,chemberta_mtr__mean_C1,82,40,0.6310579664238201,0.47070417287630406,0.7490396467196565,0.5190311418685121,1.3,-0.20895787139689576,-0.3724464421997756,-0.0913119429590018,0.0,4.0,29.0
BQ,chemberta_mtr__mean_P20_C1,82,40,0.6297571534156899,0.5392948514943168,0.7165812834224597,0.5321799307958478,1.4,-0.21025868440502588,-0.3205685606060606,-0.08971976381461677,0.001,8.0,40.0
BQ,l2:chemberta_mtr__mean_C0.1,82,40,0.6227652834969909,0.47083224089343484,0.7433813686313686,0.5141868512110727,1.3,-0.21725055432372503,-0.37558795233892317,-0.09230413223140503,0.0002,5.0,30.0
BQ,l2:chemberta_mtr__mean_P20_C1,82,40,0.6204888607327631,0.5240099699828474,0.6918377701372459,0.5038062283737024,1.4,-0.21952697708795268,-0.3164349529780564,-0.13333004746257762,0.0,9.0,45.0
BQ,chemberta_mlm__mean_C1,82,40,0.6203262591067469,0.5402852714951599,0.7407499999999997,0.6055363321799307,1.3,-0.21968957871396894,-0.30549044117647056,-0.08149253246753249,0.0012,10.0,31.0
BQ,chemberta_mtr__mean_C0.1,82,40,0.6203262591067469,0.47468809523809524,0.7409697931697932,0.5155709342560554,1.2,-0.21968957871396894,-0.3761198674135362,-0.08597948786106682,0.0008,6.0,31.0
BQ,morgan2_P8_C1,82,40,0.6188628444726005,0.48432911100558157,0.7211130883884046,0.6283737024221453,1.8,-0.22115299334811533,-0.36526617778772946,-0.10090909090909092,0.0006,7.0,37.0
BQ,l2:chemberta_mtr__mean_C0.01,82,40,0.6131717875620314,0.463052660059239,0.7250677055200676,0.5231833910034602,1.0,-0.2268440502586844,-0.38805653170359045,-0.10650574504986271,0.0,6.0,34.0
BQ,chemberta_mtr__mean_C0.01,82,40,0.60975715341569,0.47390191387559816,0.7228057489699057,0.4982698961937716,1.0,-0.2302586844050259,-0.38579858077340917,-0.09084443413729133,0.0012,6.0,33.0
BQ,morgan2_C1,82,40,0.6091067469116249,0.48009833892699066,0.7359390625,0.5930795847750865,1.4,-0.2309090909090909,-0.3821173691758288,-0.07017311874728144,0.0068,8.0,37.0
BQ,chemberta_mlm__mean_C0.1,82,40,0.6056921127652835,0.5291540838679393,0.7225400987900987,0.5958477508650519,1.2,-0.23432372505543236,-0.3194497654795296,-0.09360262626262628,0.0008,10.0,35.0
BQ,morgan2_P16_C1,82,40,0.5907031992397845,0.43953476471445224,0.697568879546631,0.6456747404844291,1.6,-0.24931263858093128,-0.4244636134067952,-0.10981416765053133,0.0008,9.0,39.0
BQ,morgan2_C0.1,82,40,0.5863657480730651,0.465531463908864,0.7150011755485893,0.5515570934256055,1.4,-0.25365008974765074,-0.3975261911766767,-0.08407822563615265,0.0052,8.0,42.0
BQ,l2:chemberta_mtr__mean_P16_C1,82,40,0.5830904867490232,0.473228273299028,0.6612631636924433,0.5432525951557093,1.4,-0.2569253510716925,-0.37924103567645767,-0.16120818575364035,0.0,9.0,46.0
BQ,chemberta_mtr__mean_P16_C1,82,40,0.574147397318129,0.4922947208159073,0.6651763623803095,0.4906574394463668,1.4,-0.2658684405025869,-0.35842538499751614,-0.14819589931788268,0.0,7.0,46.0
BQ,chemberta_mlm__mean_C0.01,82,40,0.5721835075493612,0.49034530818772565,0.7057555631203641,0.4782006920415225,1.0,-0.2678323302713546,-0.36961290043290046,-0.09290867768595042,0.0032,10.0,43.0
BQ,morgan2_C0.01,82,40,0.5450966107063667,0.437965945058419,0.6951645268597165,0.46228373702422143,1.0,-0.2949192271143491,-0.4264854119899189,-0.10488636363636375,0.002,8.0,44.0
BQ,morgan2_P20_C1,82,40,0.5449466793369233,0.42464092253062846,0.6628896073833574,0.5342560553633218,1.7,-0.2950691584837926,-0.447062908496732,-0.12592592592592597,0.001,8.0,49.0
BQ,chemberta_mlm__mean_P16_C1,82,40,0.538073065146236,0.4519387816745037,0.5973917995906497,0.5411764705882353,1.4,-0.30194277267447994,-0.42083475904574674,-0.1895369318181819,0.0002,8.0,53.0
BQ,chemberta_mlm__mean_P20_C1,82,40,0.5362612184563403,0.45632529375386527,0.6302370982552801,0.5418685121107266,1.4,-0.3037546193643754,-0.4213944977772051,-0.1588665590529998,0.0004,9.0,46.0
BQ,chemberta_mlm__mean_P8_C1,82,40,0.5073666983423082,0.37935217634053553,0.6048979536455016,0.4401384083044983,1.3,-0.33264913947840774,-0.4871011730205278,-0.19383746098862392,0.0002,9.0,53.0
BQ,chemberta_mtr__mean_P8_C1,82,40,0.46848801604899165,0.29298813394752293,0.5977681541288804,0.5169550173010381,1.4,-0.37152782177172416,-0.5701096015801898,-0.22705434906646646,0.0,9.0,55.0
BQ,l2:chemberta_mtr__mean_P8_C1,82,40,0.4387551472917327,0.280973138882975,0.545284177522173,0.4588235294117647,1.4,-0.4012606905289831,-0.5805870073065261,-0.2750496562261268,0.0,6.0,58.0
A,TOPO39,82,40,0.8346499841621794,0.7317930267930267,0.9090923120089786,0.7986159169550173,0.8,,,,,,
A,chemberta_mlm__mean_C1,82,40,0.7954482103262591,0.721502098542183,0.8644071409430658,0.714878892733564,1.2,-0.03920177383592018,-0.1295,0.0692334360554699,0.4176,13.0,19.0
A,morgan2_C1,82,40,0.7848495407031992,0.6822885215794305,0.8605666486291486,0.7432525951557093,1.2,-0.04980044345898005,-0.16393122926782366,0.061500961538461525,0.3238,10.0,19.0
A,l2:chemberta_mtr__mean_C1,82,40,0.78205574912892,0.7056335644305568,0.8565678524374176,0.6359861591695501,1.3,-0.05259423503325942,-0.13417411500570964,0.052649715061058304,0.2762,8.0,16.0
A,chemberta_mtr__mean_C1,82,40,0.7807253721887869,0.7018762899542961,0.8539805123604466,0.6408304498269897,1.3,-0.05392461197339246,-0.13823887122416534,0.05128342245989304,0.2654,7.0,16.0
A,l2:chemberta_mtr__mean_C0.1,82,40,0.7799714919227115,0.7030658581614464,0.8553477860364652,0.629757785467128,1.2,-0.05467849223946786,-0.1370389898989899,0.051289251792983145,0.2678,7.0,15.0
A,chemberta_mlm__mean_C0.1,82,40,0.7790254460986169,0.7078934512733854,0.8633757208579017,0.6768166089965398,1.2,-0.055624538063562455,-0.1418050062597101,0.06687238608848776,0.325,12.0,20.0
A,chemberta_mtr__mean_C0.1,82,40,0.7750934431422236,0.7028332649806334,0.8553461739704967,0.6131487889273356,1.1,-0.059556541019955646,-0.13731925544387505,0.052174550554634706,0.2616,7.0,16.0
A,morgan2_C0.1,82,40,0.7731422236300285,0.6753827620466966,0.8457789396750435,0.7162629757785467,1.2,-0.06150776053215077,-0.1737520026080477,0.05180706035767506,0.2322,9.0,21.0
A,morgan2_C0.01,82,40,0.7707031992397846,0.677111768777759,0.8436259968102073,0.701038062283737,1.1,-0.06394678492239467,-0.176,0.054456818181818134,0.2384,9.0,23.0
A,l2:chemberta_mtr__mean_P20_C1,82,40,0.7617601098088903,0.6711053921568627,0.8188212878016172,0.6768166089965398,1.6,-0.072889874353289,-0.1805597389558233,0.0283353019441728,0.1282,7.0,27.0
A,l2:chemberta_mtr__mean_C0.01,82,40,0.7481311371555274,0.6662804737006964,0.8202734199811664,0.5910034602076124,1.0,-0.08651884700665187,-0.17336160456879274,0.016400273224043624,0.0874,5.0,21.0
A,chemberta_mlm__mean_C0.01,82,40,0.7471555273994298,0.673978556097946,0.8459159578238526,0.6636678200692041,1.1,-0.08749445676274945,-0.17373521267377462,0.048389540566959884,0.183,10.0,26.0
A,chemberta_mtr__mean_C0.01,82,40,0.7417896737408933,0.6669459547302014,0.813934202228295,0.5806228373702422,1.0,-0.09286031042128602,-0.1761047077922078,0.014446969696969686,0.0818,6.0,24.0
A,chemberta_mtr__mean_P20_C1,82,40,0.7257660225952909,0.6311964143312827,0.7983369748835507,0.6346020761245674,1.4,-0.10888396156688841,-0.21975448987948987,0.004964765300059387,0.0592,7.0,33.0
A,chemberta_mtr__mean_P16_C1,82,40,0.695226480836237,0.6032021604938272,0.7612531565118132,0.643598615916955,1.4,-0.13942350332594236,-0.2535414673046252,-0.029447751976284763,0.0178,8.0,36.0
A,morgan2_P20_C1,82,40,0.6906145074437757,0.5708101676101675,0.7908510592172564,0.6629757785467129,1.5,-0.14403547671840353,-0.2983912617554859,0.01142168925241734,0.0652,10.0,38.0
A,morgan2_P16_C1,82,40,0.6849825783972125,0.5180233675911768,0.7964603213513074,0.6948096885813149,1.5,-0.14966740576496676,-0.3457209674383588,-0.0006537237684778846,0.0496,9.0,31.0
A,morgan2_P8_C1,82,40,0.6842286981311372,0.5353536363636363,0.779498787980567,0.673356401384083,1.6,-0.15042128603104216,-0.299907625855667,-0.04816209276437849,0.004,7.0,31.0
A,l2:chemberta_mtr__mean_P16_C1,82,40,0.6764238200823566,0.5564516129032258,0.7559891453431058,0.6089965397923875,1.5,-0.1582261640798226,-0.2937212121212121,-0.04796067821067826,0.008,9.0,36.0
A,chemberta_mlm__mean_P20_C1,82,40,0.6382588955759687,0.5755750550894772,0.7096321963674905,0.5674740484429066,1.7,-0.19639108858621057,-0.288411700641131,-0.07099780912942995,0.0042,8.0,41.0
A,chemberta_mlm__mean_P16_C1,82,40,0.6127072114876992,0.5197899756493506,0.6787242608225108,0.6332179930795848,1.4,-0.22194277267447998,-0.3515735554300771,-0.10092189372327628,0.0022,9.0,47.0
A,chemberta_mlm__mean_P8_C1,82,40,0.5319723366064829,0.4479255314073681,0.6347509576015673,0.4532871972318339,1.4,-0.30267764755569637,-0.4294410627717209,-0.1401129943502825,0.001,12.0,52.0
A,chemberta_mtr__mean_P8_C1,82,40,0.4927726744799916,0.33009268093226113,0.6005250027283641,0.5141868512110727,1.4,-0.34187730968218777,-0.5132447657222915,-0.2241359628026295,0.0,8.0,48.0
A,l2:chemberta_mtr__mean_P8_C1,82,40,0.49195966634991023,0.3624626060916384,0.5745809265954896,0.5252595155709343,1.4,-0.34269031781226905,-0.47838128451031675,-0.2488259541166381,0.0,8.0,50.0
BP,TOPO39,82,40,0.8205036426987645,0.7036516858962746,0.9000004833354347,0.7820069204152249,0.8,,,,,,
BP,chemberta_mlm__mean_C1,82,40,0.568688628444726,0.478813280556978,0.7038256620428751,0.4906574394463668,1.5,-0.2518150142540386,-0.36545553067622033,-0.0707452988381843,0.0058,10.0,45.0
BP,chemberta_mtr__mean_P16_C1,82,40,0.5552497096399536,0.47822366305449104,0.6452396694214876,0.4657439446366782,1.4,-0.2652539330588111,-0.35357090706564387,-0.13949945887445891,0.0,8.0,53.0
BP,l2:chemberta_mtr__mean_P16_C1,82,40,0.5465283496990815,0.4595028204119113,0.6409232905648566,0.45259515570934256,1.4,-0.27397529299968326,-0.37103702245833914,-0.15087078725128777,0.0,9.0,51.0
BP,l2:chemberta_mtr__mean_C0.1,82,40,0.5463066202090592,0.4628817136253577,0.6571022727272727,0.4671280276816609,1.2,-0.27419702248970534,-0.37157245227890384,-0.12110653409090917,0.001,7.0,55.0
BP,morgan2_C1,82,40,0.5427673952064195,0.46650113921166547,0.6526909440559442,0.4740484429065744,1.1,-0.27773624749234505,-0.3729358891299395,-0.119293931550187,0.0008,9.0,57.0
BP,chemberta_mlm__mean_C0.1,82,40,0.5347048886073277,0.4397941306392687,0.674967885375494,0.4463667820069204,1.1,-0.28579875409143707,-0.40455299143013623,-0.09491416775315081,0.0028,11.0,51.0
BP,l2:chemberta_mtr__mean_C1,82,40,0.517828106852497,0.43787587412587414,0.6050864149974319,0.4885813148788927,1.3,-0.30267553584626755,-0.4022605184941945,-0.16374785591766725,0.0006,5.0,53.0
BP,chemberta_mtr__mean_C0.1,82,40,0.5121602787456445,0.4399655308941307,0.5901526292335115,0.4491349480968858,1.1,-0.30834336395312,-0.4102720366934653,-0.16512549381401842,0.0,7.0,59.0
BP,morgan2_P8_C1,82,40,0.5108911413789463,0.4104772020961494,0.6536269846586722,0.4615916955017301,1.3,-0.30961250131981843,-0.433891254849047,-0.11675082700318551,0.0006,12.0,49.0
BP,l2:chemberta_mtr__mean_P20_C1,82,40,0.5099134199134199,0.426281408967015,0.6191588901668873,0.4387543252595156,1.3,-0.31059022278534476,-0.4053848456199553,-0.16896551724137931,0.0,6.0,56.0
BP,chemberta_mlm__mean_P20_C1,82,40,0.5093369232393624,0.42053475325816253,0.6188196085145238,0.5557093425605536,1.4,-0.31116671945940244,-0.4345246745645341,-0.14505034213098728,0.0012,9.0,56.0
BP,chemberta_mtr__mean_C1,82,40,0.5031939605110336,0.40783677290142806,0.6055838555153623,0.49896193771626296,1.3,-0.317309682187731,-0.4385835894152796,-0.1596987263943786,0.0006,5.0,52.0
BP,chemberta_mlm__mean_P16_C1,82,40,0.5027293844367015,0.39046451029658547,0.6075617021803521,0.5709342560553633,1.4,-0.3177742582620631,-0.4552192682317683,-0.16428187721369544,0.0004,9.0,58.0
BP,morgan2_C0.1,82,40,0.49218561925878995,0.3979691253982327,0.6313646694214876,0.38269896193771624,1.0,-0.3283180234399746,-0.44033698939948934,-0.14011818181818184,0.0002,9.0,60.0
BP,l2:chemberta_mtr__mean_C0.01,82,40,0.47874036532573117,0.37193476258527286,0.6336524338534599,0.3806228373702422,1.1,-0.34176327737303347,-0.46621175015460736,-0.14779679441804028,0.0002,8.0,55.0
BP,chemberta_mtr__mean_P20_C1,82,40,0.47652095871608074,0.409904509332011,0.5719845494417863,0.4401384083044983,1.5,-0.343982683982684,-0.43287797367914616,-0.19683763096806578,0.0,6.0,62.0
BP,chemberta_mtr__mean_C0.01,82,40,0.47332171893147496,0.3747604112554113,0.6214293698105172,0.4013840830449827,1.0,-0.34718192376728957,-0.4677310134696894,-0.1567088744588745,0.0,8.0,59.0
BP,chemberta_mlm__mean_C0.01,82,40,0.4585798754091437,0.3389095811390621,0.6329231563890653,0.3494809688581315,1.0,-0.36192376728962095,-0.5083468434343434,-0.13225518433179725,0.0014,13.0,57.0
BP,morgan2_P20_C1,82,40,0.4370721148769929,0.3291517569310123,0.6032938076416337,0.3245674740484429,1.4,-0.3834315278217717,-0.518183743134336,-0.1526845270639694,0.0004,10.0,58.0
BP,morgan2_C0.01,82,40,0.43693907718297953,0.3081077790388499,0.6080871212121212,0.3349480968858132,1.0,-0.383564565515785,-0.5314324710509236,-0.1548821548821549,0.0,11.0,60.0
BP,morgan2_P16_C1,82,40,0.4288153310104529,0.334298128342246,0.5839894165535957,0.3916955017301038,1.4,-0.3916883116883117,-0.517008455377966,-0.17626692250293152,0.0002,10.0,58.0
BP,chemberta_mlm__mean_P8_C1,82,40,0.3846700454017527,0.289068972901635,0.5296303948576677,0.2906574394463668,1.5,-0.43583359729701193,-0.5645600527913913,-0.22280570715733672,0.0,11.0,64.0
BP,chemberta_mtr__mean_P8_C1,82,40,0.32652412628022387,0.2759859515330691,0.404256164587047,0.31141868512110726,1.3,-0.49397951641854076,-0.5861306277056276,-0.33787878787878795,0.0,10.0,67.0
BP,l2:chemberta_mtr__mean_P8_C1,82,40,0.32060500475134623,0.24138572047617607,0.43333333333333324,0.2837370242214533,1.4,-0.49989863794741846,-0.6149349322061585,-0.31282003710575146,0.0,11.0,66.0
