design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
BP,MAG_morgan2_ridge_vs_G14,mae_all,G14,MAG_morgan2_ridge,-0.011374595467010678,-0.03482101978992586,0.02327152805445355,-0.041209666895309895,0.015431826878916803,0.561,0.015374972437095851,0.04304992282386838,-0.00024500350983322114,90,35,2,5,-0.01469615034828865,0.005164061173445413,False,0.02,False,False
BP,MAG_morgan2_rbf_vs_G14,mae_all,G14,MAG_morgan2_rbf,-0.0032380256822233987,-0.02390516675790687,0.027168760508087874,-0.029702507747801386,0.02070852738682722,0.8778,0.013464075883013052,0.03769941247243654,0.005068402978590447,90,41,2,5,-0.006222753187718293,0.010813610183521038,False,0.02,False,False
BP,MAG_morgan2_cos_vs_G14,mae_all,G14,MAG_morgan2_cos,-0.008959780451173321,-0.03637692048907145,0.029874954153884265,-0.04594045556864045,0.02128859723508824,0.7346,0.01773719411478323,0.04966414352139304,0.00692995023389562,90,37,1,5,-0.012051872632336683,0.011676934059013972,False,0.02,False,False
BP,CUR_morgan2_ridge_vs_G14,mae_all,G14,CUR_morgan2_ridge,-0.006745691445541202,-0.02028848656590026,0.012761484947092037,-0.019489786500580433,0.014239942135184718,0.4536,0.00854821841297666,0.023935011556334644,-0.007754600405435238,90,30,0,5,-0.013148914588413644,-0.0015230578014478965,True,0.02,False,False
BP,CUR_morgan2_sign_vs_G14,mae_all,G14,CUR_morgan2_sign,-0.023156733156803635,-0.055301942878046816,0.018140824401657898,-0.0665460439538787,0.009817243138247653,0.408,0.020075994811089428,0.056212785471050394,-0.005710245782856677,90,30,0,5,-0.03172665636327482,0.001452854849391693,False,0.02,False,False
BP,MAG_morgan2_ridge_vs_FLAT,mae_all,FLAT,MAG_morgan2_ridge,0.07705221600280451,0.018137211025239977,0.1165224943228177,0.029659887081043865,0.1258909467304255,0.0088,0.02573056199527827,0.07204557358677914,0.0598165947290313,90,66,5,5,0.05197990254548284,0.0850422900679287,True,0.02,True,True
BP,MAG_morgan2_rbf_vs_FLAT,mae_all,FLAT,MAG_morgan2_rbf,0.08518878578759179,0.02574027893079561,0.12487109352646675,0.03862987436624285,0.135261386763113,0.002,0.026084125911328783,0.07303555255172059,0.06513000121745498,90,68,5,5,0.057629451555558465,0.09262060368414719,True,0.02,True,True
BP,MAG_morgan2_cos_vs_FLAT,mae_all,FLAT,MAG_morgan2_cos,0.07946703101864187,0.02536251869393764,0.11574568798100117,0.03467111000856551,0.12267444540264298,0.0018,0.02327947444590537,0.06518252844853503,0.06699154847276012,90,67,5,5,0.0584927754310514,0.08661954496500822,True,0.02,True,True
BP,CUR_morgan2_ridge_vs_FLAT,mae_all,FLAT,CUR_morgan2_ridge,0.081681120024274,-0.0036561045332331632,0.1359435449174284,0.014285183821515763,0.14867680440406247,0.0614,0.03637656936899028,0.10185439423317277,0.052306997833429285,90,58,5,5,0.04529278357058954,0.09141931076338973,True,0.02,False,False
BP,CUR_morgan2_sign_vs_FLAT,mae_all,FLAT,CUR_morgan2_sign,0.06527007831301157,-0.002231155191675114,0.10871734312634625,-0.0006385768379401909,0.10960521259826062,0.0564,0.028209480718317602,0.07898654601128928,0.054351352456007834,90,59,5,5,0.048268696221429125,0.07538968042844495,True,0.02,False,False
