ablation,estimator_kind,outer_fold,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_n_rows,inner_mae,inner_rmse,inner_r2,inner_pearson,inner_spearman,selected
A0,forest,0,0,3,104729,0.35,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,0.11321468132483364,0.09767914445460023,True
A0,forest,0,1,3,104729,0.7,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,0.032919350191603906,0.04813598886139182,False
A0,forest,0,2,3,104729,1.0,4,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.11712614151170143,-0.11012549773849982,False
A1,forest,0,0,3,104729,0.35,2,0.3782290064146846,5743,0.4941675950396811,0.7425037746155486,0.02821412532903933,0.46558108600369197,0.44848329210877375,True
A1,forest,0,1,3,104729,0.7,2,0.3976026631814311,5743,0.5357752122544008,0.818130489176813,-0.1798272048916425,0.3765850585032501,0.3120303733727385,False
A1,forest,0,2,3,104729,1.0,4,0.40875372608645477,5743,0.5691686791328346,0.8890265674434059,-0.393165559018134,0.2931856567188951,0.2713701482304967,False
A2,forest,0,0,3,104729,0.35,2,0.3443680298627648,5743,0.3706973405632485,0.542272707532505,0.48166713694099106,0.6991801422158316,0.718104649115887,True
A2,forest,0,1,3,104729,0.7,2,0.3514515454514187,5743,0.38699557071230534,0.5647327821867244,0.43784089614277,0.6701683248502895,0.7000429984448063,False
A2,forest,0,2,3,104729,1.0,4,0.3669976704362089,5743,0.40381598593167767,0.5872411078437602,0.39213638413434493,0.6416442525096786,0.6883277518441144,False
A3,forest,0,0,3,104729,0.35,2,0.36081215778538916,5743,0.49149893640731684,0.7452748841875586,0.020946956097553593,0.4541647629631706,0.4204254571689603,True
A3,forest,0,1,3,104729,0.7,2,0.3667821852022935,5743,0.5164027165779206,0.8008188102089648,-0.13042507325681418,0.3833184918114791,0.33639558164395383,False
A3,forest,0,2,3,104729,1.0,4,0.37309996446438487,5743,0.5357487668377063,0.8360178408718894,-0.23198194040895692,0.34383808092973345,0.3068925638782277,False
A4,forest,0,0,3,104729,0.35,2,0.34630964901089023,5743,0.3600380801491802,0.5282204148680912,0.5081829115135202,0.7153805017917853,0.7299551427655566,True
A4,forest,0,1,3,104729,0.7,2,0.35056802803228954,5743,0.384013275949071,0.5637822151677838,0.43973177335227864,0.6715455274093893,0.7164475244440918,False
