ablation,n_rows,mae,rmse,r2,pearson,spearman,fold_mae_mean,fold_mae_sample_sd,fold_rmse_mean,fold_rmse_sample_sd,fold_r2_mean,fold_r2_sample_sd,fold_pearson_mean,fold_pearson_sample_sd,fold_spearman_mean,fold_spearman_sample_sd,macro_group_mae
A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526443,-0.0677841576757897,-0.004372081509417507,0.6283638275465184,0.23987451673163537,0.9104516021064306,0.2658233691181214,-0.6697151491077745,0.26778178592707264,0.03799840768637811,0.27880593878945115,0.007878386896277668,0.2749542289543737,0.635955683807689
A1,6699,0.4789282314539339,0.7110100261650817,0.0752189064798261,0.4878185648281585,0.31873511940264376,0.4148822934134901,0.13282171249149669,0.588445445732926,0.18867780886027427,0.20874414050318046,0.4881120008937819,0.6479507027593636,0.20543968760426734,0.5440235843302512,0.2330091976810698,0.34627634824042974
A2,6699,0.4155549170373346,0.6074581373377612,0.32497446643281624,0.6095560017089267,0.5752312348372092,0.3783335092276217,0.0982489339849972,0.5435232466349775,0.14014075724270697,0.31523151234598934,0.4042112344544102,0.6823593683648201,0.14903352910517859,0.6463066656541987,0.18990909305799042,0.31644229490997167
A3,6699,0.48570387137031323,0.7421471881454085,-0.007552268604883672,0.4185872951132464,0.3044553173054767,0.4229269438368758,0.13989907495995804,0.6119381932941172,0.20793641361977983,0.13883754830160003,0.5507775073123906,0.591970425401538,0.274926535770944,0.5289008116505283,0.29059147000835656,0.3620938702574074
A4,6699,0.41896551347412836,0.610093610500589,0.3191045283649375,0.6029173957631239,0.5766055908315253,0.38262467363013475,0.09682676993309894,0.5446417563253646,0.14320491547926475,0.3185583444615273,0.38808911173211796,0.6778250886520266,0.14861537804242747,0.6446354509824668,0.18850630207818359,0.3256800718331448
A5,6699,0.41655481550879725,0.6045346760762195,0.3314561060543082,0.608863551290025,0.5764124586529111,0.38336797667916156,0.09302249244830614,0.543920199951881,0.13911521769505553,0.3286418858122957,0.3567030572918713,0.6752464552285968,0.14022623458727781,0.6401982292239126,0.1904060048000969,0.33179551727196166
A6,6699,0.4137177489933822,0.6002417996430338,0.3409172218824259,0.6138875322699916,0.5814522011261075,0.38207565193824944,0.09208590191959674,0.5416192624757896,0.13835004325095074,0.3378094669639331,0.3447728333724692,0.6779203899437004,0.1353466783529922,0.6402700992930355,0.191558603334546,0.3322704953850006
A2+D1,6699,0.41798424649732985,0.6104310421893677,0.3183511382563582,0.6019161323138885,0.5880011640166841,0.382313095640042,0.09937367934839339,0.5450763695389058,0.14208194125678092,0.31754733156239345,0.3872800718223201,0.6742143581763377,0.15246649662279632,0.6506354915012352,0.18997015618682372,0.32516367983306427
A2+D2,6699,0.41738897918246526,0.6078657939667786,0.3240681621104141,0.6056618375543602,0.5800687541296042,0.3814400435828652,0.09577228577254118,0.5431634467568421,0.14027533722353375,0.31874291577344654,0.39284772864354445,0.6787423692065543,0.15043587344196674,0.6459645414727487,0.18914500235070708,0.323686331083914
A2+D3,6699,0.4175933717590982,0.6088095728256132,0.32196761487278336,0.6094353462264924,0.564430917484956,0.3799342770299627,0.09731309224936067,0.5466006209943187,0.14077883706228717,0.31631197122364907,0.38147061240436575,0.6793008931590736,0.1405579542695067,0.6417171975050374,0.18901166383379575,0.31804639439455895
A2+D4,6699,0.41803199615049674,0.6109544302164103,0.3171817357343164,0.6022530757161491,0.5794588730353627,0.3821858665029481,0.0977617100557062,0.5460544082455654,0.14147011873258983,0.3103938649315844,0.40141582125058506,0.6765235005331152,0.15224083043364867,0.6468188855047315,0.19266822173150083,0.3234907829234801
A2+D5,6699,0.4189606240617255,0.6140288720540217,0.31029229540649417,0.5994918116713684,0.5829444054579692,0.38015858069532255,0.1012129267948553,0.544608426387501,0.14536841720734503,0.3130549021725705,0.4052698760577294,0.6763545307281429,0.15911152957500224,0.6522975855697869,0.19234220101379215,0.31848220960322715
A5_SHUFFLED_s1009,6699,0.419614607931295,0.6068065503220708,0.32642181547939,0.6048121855738977,0.5757679970496913,0.3859653423942655,0.09540715149913558,0.5451962747467691,0.13902439724751495,0.3178980516317037,0.3815844150398411,0.675729991947266,0.14635310288188952,0.6386881087692211,0.18942374612779478,0.32884197039474633
A5_SHUFFLED_s2017,6699,0.4198618546505029,0.609308427529868,0.3208560087621972,0.6029101626258843,0.5780278570048971,0.38604385432435523,0.09494987429793957,0.5464973630641501,0.14053876006324806,0.3114727864427941,0.3948707650394126,0.6739174172205111,0.15062175928628208,0.6413817357229424,0.19402397027278603,0.3274430534547089
A5_SHUFFLED_s3019,6699,0.41833229833079566,0.603672490575114,0.33336169671349913,0.610132662049924,0.5811187634746058,0.3851519451380766,0.09117356576500767,0.542735692537107,0.13572217196112585,0.32291455916993284,0.3784155538432017,0.6786485979925616,0.14399139546425058,0.6449148421182667,0.19342588402692967,0.33050881996142284
A5s,6699,0.41259144551015786,0.5991309084851274,0.34335454532023724,0.6149811628484446,0.5839184803080135,0.3825076735385038,0.09424866628027001,0.5436296491800346,0.14222109020375112,0.33435049143684054,0.34839377134258814,0.6756534152209938,0.13396219715303523,0.640991413275487,0.19128185697466188,0.3314019684058436
A6s,6699,0.41659781004742963,0.6044453637988706,0.33165362910601903,0.6066144298392316,0.5799554381674101,0.384352168190074,0.09507955195609644,0.544930185121754,0.14330906369721047,0.3311473011568129,0.34763154240663857,0.6734693431656914,0.13626173441498968,0.6436891127513864,0.1882083721779099,0.3340629607982136
C1,6699,0.4172237336585351,0.6036095281180462,0.33350074892251746,0.6085358997428024,0.5718173055066338,0.385492213307571,0.0902170328162641,0.5453909345015194,0.13561997497927755,0.3273072909037695,0.34469609114660626,0.6739981548802813,0.13539066180394024,0.6352154105519252,0.19015657736289693,0.3362713343044825
C2,6699,0.4037331011700551,0.5844171246929473,0.37521102269678697,0.636211208208527,0.5910304220145345,0.3731765953366418,0.08873181363391235,0.5305350607161535,0.129044113633814,0.3562153438321607,0.35528807958113495,0.6939360992606556,0.13244804859105938,0.6489484692429919,0.18977641892658512,0.3170165414502109
C3,6699,0.40528520610362884,0.58446947313923,0.3750990882730094,0.6327143130308134,0.6010236485247945,0.37988179535455036,0.08394498712474162,0.5371090145687398,0.12596078678727868,0.34861842612296867,0.33188514168564137,0.6845028040387855,0.1211169414400839,0.6441204135498533,0.19139606545828736,0.33371150833141233
E2,6699,0.4251641925193713,0.6235275712938535,0.2887884244644161,0.5857889381904419,0.5562199269915878,0.384016263265656,0.10492102998605665,0.5513184741715778,0.15031587728279394,0.2958334124264126,0.41847095512166455,0.6696982090989578,0.1638366418863829,0.6371032195937324,0.19163642002951606,0.31942805459798523
E3,6699,0.4079631255264215,0.5896703146474064,0.3639283746846891,0.6300318231068323,0.5890792939022205,0.3764649100746896,0.09307792495435632,0.5338408243579827,0.13358975171684417,0.34584309090884113,0.3722595671933474,0.6922042167556623,0.13539781688222885,0.6501388228428255,0.19057192657554836,0.31861692219495374
E4,6699,0.42594431252169707,0.6230423252222574,0.2898949620129756,0.5874658112466029,0.5628903476191397,0.3851590325547939,0.10272886553366115,0.550670124341734,0.14773974537766152,0.29494704518661985,0.42070547009759357,0.6694099404294602,0.1661255021200974,0.6414773950430389,0.19536906219474764,0.31985455311333916
G2,6699,0.4200132190966785,0.6073466676508227,0.32522218055989827,0.6026137396546121,0.5770411408510695,0.3879553218487916,0.0894042973814343,0.5470564563871942,0.13289676756700186,0.3129162857203295,0.37474278433816127,0.6708258363254878,0.1468053442212466,0.6376980196931303,0.19473426726560233,0.3364574809047509
G4,6699,0.4261736800988911,0.6248444574899269,0.2857811036019732,0.5810865208706494,0.5732460562311688,0.38826174355517024,0.09776333067545753,0.5538166509942414,0.1451577082803192,0.29196439260375995,0.40043467618705486,0.6628833244434513,0.16734055218962363,0.6442081398298714,0.19302390206185172,0.3302639619426222
G2_SHUFFLED_s1009,6699,0.416849699444194,0.5987706305898531,0.3441440345912271,0.6164130721329735,0.5760288348299177,0.3864503291160997,0.08587425987310089,0.5434871320604522,0.12688061766894165,0.3208718105428086,0.37094865322732873,0.67864972695001,0.13594437468107035,0.6340460536685061,0.1916961397271268,0.3334343872637761
G2_SHUFFLED_s2017,6699,0.42149701303344,0.6105405136481684,0.31810662976579196,0.6005208486235133,0.5725685177865292,0.3884337255084024,0.09204493182169247,0.5498284354331402,0.13680750845766204,0.3029620377094857,0.3924361537444609,0.6714618443563953,0.1483303509007469,0.6378620920766077,0.19465196893775924,0.3324830588954167
G2_SHUFFLED_s3019,6699,0.41925186179489765,0.6044125966225062,0.3317260896826765,0.6080627351180478,0.5765924748219273,0.3866214112343108,0.08863221466652021,0.5446277853290613,0.13330361583232364,0.3210527184476429,0.3694477755984099,0.6767117332775653,0.1419513028890134,0.6413563627845164,0.19030984665086323,0.3331144665207409
E3_SHUFFLED_s1009,6699,0.4174971584774678,0.6048858022880487,0.3306792723470404,0.608672998256976,0.580329870886917,0.3840935930388601,0.09653747735563012,0.5439145014884391,0.13989592264149464,0.3193421539969502,0.39030020509737884,0.6794357962007589,0.1457633250723308,0.6449226823803538,0.19181253236341836,0.32597622863301645
E3_SHUFFLED_s2017,6699,0.4196241397868121,0.6109013141934861,0.31730045821900243,0.6021099820038938,0.5774577505254658,0.38364011057184316,0.09732275719334034,0.5451249974129755,0.14171003188605816,0.3138872950584883,0.3971009248161808,0.6763185732647872,0.15480930421674707,0.6451175247716894,0.19083960920003254,0.3243059234291853
E3_SHUFFLED_s3019,6699,0.41743731112292615,0.6094574445159301,0.32052377516193054,0.602536302527226,0.5851543531162955,0.38174312227850427,0.09829415636050073,0.5431723490692465,0.14327802413126545,0.32117817738756216,0.38934312672731647,0.677820161885587,0.15508687470685276,0.6507292480970736,0.19145174139232954,0.3222821543885081
E2_SHUFFLED_s1009,6699,0.41629135960436264,0.6055579498144011,0.32919095100198925,0.6092125090881214,0.5793763596620155,0.381181121655359,0.09618104789283076,0.5429921755003667,0.1404104487424394,0.3196588300436342,0.3921759914373176,0.6814311328232024,0.1461417711936053,0.645655601387557,0.19163999636634085,0.32165219108790627
E2_SHUFFLED_s2017,6699,0.42045729183304387,0.6142583203734209,0.3097767436189549,0.5976071168657141,0.5719289864805764,0.3833432404289547,0.10039550694527939,0.5479660540772539,0.14554904220619114,0.3049195159898132,0.4085575075212212,0.6747815441779862,0.15581023169650415,0.6414741279712783,0.19335603526187967,0.3209972915194803
E2_SHUFFLED_s3019,6699,0.42195928834383617,0.6164795258524073,0.3047759171528176,0.594599298370685,0.5717726707300219,0.3839069787876338,0.10051131888150121,0.5485348430217184,0.14529220654504635,0.30491903043066887,0.40398611054040345,0.6731234032303839,0.15556080055524274,0.6454018846374112,0.19240594982532094,0.32502775155458835
E4_SHUFFLED_s1009,6699,0.42031040868104,0.6142982275558141,0.3096870557490823,0.600225181571644,0.5709959606879138,0.38107177632984124,0.10005979244351963,0.5456304864906836,0.14189208679367055,0.3122688040684916,0.39573544204181993,0.6767931563346469,0.15562576357982272,0.6440635829368839,0.18909007427419994,0.3175211603228661
E4_SHUFFLED_s2017,6699,0.42644485588811176,0.6250388539910836,0.2853366305799412,0.5838957515694461,0.560537965461542,0.38507659128941746,0.10528966194953875,0.5502314294584422,0.15115201940516987,0.2972227245204516,0.4200482904205542,0.6686133976330738,0.17095293462114206,0.6407272543170034,0.19208479171868667,0.3194566017278662
E4_SHUFFLED_s3019,6699,0.42381364870094057,0.6203821804282255,0.2959457535547082,0.589936202013583,0.5657178230402903,0.38377243030902297,0.10190923581486515,0.5491610214421946,0.14769934006251148,0.3008538499673821,0.4141320810097544,0.6700909383561023,0.16577271927878254,0.6415662903664027,0.19195201544659649,0.3190366681825351
G4_SHUFFLED_s1009,6699,0.4171507915197404,0.6085350508714001,0.3225789482621403,0.6027216636642084,0.5828797629795203,0.3827126177649953,0.0958592757054376,0.5448527571363464,0.14096736557787404,0.31751135727935265,0.388087501478614,0.675117417994934,0.15225320062533604,0.6441155730275885,0.18908594395389244,0.3257811396366228
G4_SHUFFLED_s2017,6699,0.41813218716344847,0.6118112123526165,0.31526526971664637,0.5991999058642878,0.5853630363589406,0.383249336436651,0.09724683684500994,0.5464018291407711,0.1429292132727388,0.3104378428092627,0.399600501801102,0.672865309767313,0.1579438144574182,0.6480203359215276,0.19543344574037871,0.3260008135223414
G4_SHUFFLED_s3019,6699,0.41956778272704887,0.6130654518103894,0.31245492034775224,0.5966562475703215,0.5825886799427633,0.3844068463578848,0.09690846169914215,0.5475611146810939,0.14198693562559145,0.31149801516568526,0.38742931424448585,0.6713968796482594,0.15529359984003113,0.6447695410991459,0.19282440623709887,0.32691477105996064
S1,6699,0.4230148554583947,0.6071332134078221,0.32569640355522267,0.6090342736408272,0.6052776904732786,0.3934341347077795,0.0776259393425206,0.5585347069967246,0.11066416141110204,0.26631375192512874,0.4265243178322564,0.7115515455013768,0.12260195316201249,0.668618774885566,0.1859117370028918,0.33744763114444903
S2,6699,0.4360015303343085,0.6316768904364758,0.27007629158711677,0.583394402716153,0.5616652280396982,0.4047954721314236,0.1087693868202847,0.5721526526161933,0.14364344250951136,0.23965791505610728,0.4514085521018914,0.6644029093520791,0.14671565318771246,0.6302013018519111,0.1873162654407099,0.35961995671553837
