scheme,pooled_r2,upper_bound_only,pooled_r2_sd
uncorrected,0.3117376829435329,False,
oracle_per_extractant_offset,0.5131795630059908,True,
oracle_per_extractant_affine,0.5810506012914711,True,
2_shot_offset_scored_on_rest,0.2569210884039468,False,0.20151007697468026
5_shot_offset_scored_on_rest,0.4100124223707556,False,0.10675067791008698
10_shot_offset_scored_on_rest,0.46200346206039933,False,0.027452181294467755
