grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,delta3d_extended_unshrunk_mae,delta3d_extended_unshrunk_rmse,delta3d_extended_unshrunk_sign_accuracy,delta3d_extended_unshrunk_r2,delta3d_extended_mae,delta3d_extended_rmse,delta3d_extended_sign_accuracy,delta3d_extended_r2,mae_reduction_delta3d_vs_2d_ensemble,mae_reduction_extended_vs_delta3d
pair_type,Sm-Eu,106,0.168107887098256,0.21765398070052297,0.6792452830188679,-0.1354907400823837,0.1611008720423313,0.21158505141592307,0.6886792452830188,-0.07305091869651825,0.16786229413511453,0.2174629814026642,0.6886792452830188,-0.13349874550237373,0.17438971352552024,0.21909724847826462,0.6981132075471698,-0.15059959043413085,0.16649367436252255,0.2142397483670652,0.7075471698113207,-0.1001463625713801,0.1720726505813569,0.21564885739057887,0.7264150943396226,-0.11466583707018341,0.1642943209836621,0.21002366996390226,0.7452830188679245,-0.05727230040299203,0.001368619772591978,0.002199353378860458
pair_type,Gd-Tb,98,0.12215617244990523,0.16911068732847379,0.8979591836734694,-0.047616823261287244,0.12289918933627104,0.16934383525550897,0.8979591836734694,-0.05050745145825597,0.12212961102752942,0.1689213656874344,0.8979591836734694,-0.045272494595725465,0.12934402248996302,0.17190879685579064,0.9489795918367347,-0.0825714169284757,0.12060092276251103,0.16693841685245753,0.8979591836734694,-0.020875863145365825,0.12834108095216556,0.17085564512506726,0.9387755102040817,-0.06934789734427116,0.12062461794072869,0.16676149032348764,0.8979591836734694,-0.01871309782125774,0.0015286882650183964,-2.369517821766698e-05
pair_type,Dy-Ho,96,0.11046947017752472,0.17553932953032286,0.75,-0.2054831813670448,0.11064176286175965,0.17540025578826848,0.7291666666666666,-0.2035738127327169,0.11058563667206978,0.1755125633902614,0.75,-0.2051155865744756,0.10480425203499612,0.16790114359573802,0.7916666666666666,-0.10285798882328923,0.10932399743302494,0.17302109252708772,0.7395833333333334,-0.17114423550085078,0.10114414736889554,0.16533353453015234,0.78125,-0.06938524023970194,0.10991791499285931,0.17280880030477216,0.7291666666666666,-0.1682720737221699,0.0012616392390448344,-0.0005939175598343727
pair_type,Ho-Er,96,0.1091312074084716,0.15311494271676337,0.6770833333333334,-0.40793719977928555,0.11006559532094062,0.15456663297713763,0.65625,-0.4347612025599359,0.10922208544464225,0.1531460284696063,0.6770833333333334,-0.4085089432009492,0.08651470811474844,0.13776776222647513,0.6875,-0.13983854669220008,0.10989794714722294,0.15337271182973786,0.6979166666666666,-0.4126817166369465,0.08740343040122056,0.13717583807169625,0.7083333333333334,-0.13006487358627017,0.11002811241362513,0.15313269067190163,0.6979166666666666,-0.40826361409298295,-0.0006758617025806879,-0.0001301652664021935
pair_type,La-Ce,95,0.20137318546916014,0.26165889854425833,0.8210526315789474,-0.2651388651960631,0.20760262214151867,0.2683196580792738,0.8210526315789474,-0.3303691437220555,0.201375769978305,0.2618433982384626,0.8210526315789474,-0.266923631762475,0.19385422533834035,0.2542483397010976,0.8315789473684211,-0.1944925099302537,0.2035759970812956,0.2620920322456812,0.8315789473684211,-0.269330794640426,0.193328022819107,0.255238655503726,0.8315789473684211,-0.20381590295020957,0.20280649173779747,0.26205416801564485,0.8315789473684211,-0.26896406268728623,-0.0022002271029905873,0.0007695053434981225
pair_type,Er-Tm,89,0.07269937838332075,0.09813520472618965,0.5617977528089888,-0.05948827774154042,0.07154368844578025,0.09684191412329755,0.5393258426966292,-0.03174701274474545,0.07267518227165887,0.09810026930629334,0.5617977528089888,-0.058734071752711836,0.0696089819251101,0.09837886935047757,0.4943820224719101,-0.06475611842254314,0.07342396133639595,0.09870734169211827,0.5056179775280899,-0.07187811133632649,0.06929041413169378,0.09903090333155731,0.5056179775280899,-0.07891683949926476,0.07466977639367953,0.0999453988323952,0.4943820224719101,-0.09893524208828874,-0.0007487790647370818,-0.001245815057283578
pair_type,Tb-Dy,88,0.1470310995449717,0.18373316168310877,0.6477272727272727,-0.47593301638763497,0.15119757366353592,0.18783130340746054,0.5909090909090909,-0.5425082497723894,0.14748474067905998,0.18374136146048892,0.6477272727272727,-0.47606475735488485,0.13577456654335807,0.1729313723114367,0.7272727272727273,-0.3074922604812671,0.14841270082440802,0.183916993966719,0.6477272727272727,-0.4788879524441214,0.13654597975696506,0.17514779166490652,0.7159090909090909,-0.34122266207715946,0.15060320608488775,0.1857669170751003,0.6363636363636364,-0.5087882684744622,-0.0009279601453480446,-0.0021905052604797304
pair_type,Tm-Yb,86,0.054145831327121814,0.07517516125664513,0.5581395348837209,-0.190853748011804,0.05433661055437748,0.07448215801132992,0.5116279069767442,-0.16899914503739022,0.05438798376426543,0.0754188281181952,0.5232558139534884,-0.19858613887577103,0.05997252861767217,0.07831631211689606,0.5116279069767442,-0.2924511823721654,0.054305092609832455,0.07473177683433095,0.5232558139534884,-0.17684782110761343,0.06401489461365044,0.08280713838785099,0.5232558139534884,-0.444924798226052,0.05437191987801138,0.07445863135716554,0.5116279069767442,-0.1682607589402807,8.289115443297496e-05,-6.682726817892198e-05
pair_type,Eu-Gd,83,0.10361777825775016,0.15947567648669583,0.7590361445783133,-0.03532504918868473,0.1009714366490015,0.15729990987817657,0.7831325301204819,-0.007267364755790151,0.10314936926891932,0.15916308077732724,0.7831325301204819,-0.03127024928227651,0.1003794996356176,0.1528385223353504,0.7710843373493976,0.04905921137146796,0.10365214032910385,0.1576718928502734,0.7710843373493976,-0.012036971268496677,0.10477785203948736,0.15510003772756414,0.7831325301204819,0.02070931745367044,0.1031033703326657,0.15621603502181625,0.7710843373493976,0.006565960564565376,-0.0005027710601845231,0.0005487699964381448
pair_type,Yb-Lu,82,0.09245990656968577,0.1253647992797979,0.5853658536585366,0.013356131271071492,0.09121067544189276,0.12448071961601045,0.5853658536585366,0.02722280085845097,0.09295855751574718,0.12564834099622724,0.5853658536585366,0.00888803396016491,0.08782434183384026,0.13263577910002985,0.5,-0.10441065422991547,0.09426679604652913,0.12872952549726682,0.5365853658536586,-0.04031662513110468,0.09021892131904478,0.13345915601227276,0.524390243902439,-0.11816514433938696,0.09645315044967201,0.13013064420526907,0.5487804878048781,-0.06308590868347386,-0.0013082385307819494,-0.0021863544031428817
