species,kind,canonical_smiles,charge,uhf,mode,energy_Eh,energy_eV,converged,xtb_version
strain_lig_008,ligand_at_complex_geometry,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0,0,sp,,,,
strain_lig_009,ligand_at_complex_geometry,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1,0,0,sp,,,,
strain_lig_010,ligand_at_complex_geometry,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0,0,sp,,,,
strain_lig_011,ligand_at_complex_geometry,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,0,0,sp,,,,
strain_lig_012,ligand_at_complex_geometry,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,0,0,sp,,,,
strain_lig_013,ligand_at_complex_geometry,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21,0,0,sp,,,,
strain_lig_014,ligand_at_complex_geometry,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0,0,sp,,,,
strain_lig_015,ligand_at_complex_geometry,CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,0,0,sp,,,,
strain_lig_016,ligand_at_complex_geometry,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0,0,sp,,,,
strain_lig_017,ligand_at_complex_geometry,CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,0,0,sp,,,,
strain_lig_018,ligand_at_complex_geometry,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0,0,sp,,,,
strain_lig_019,ligand_at_complex_geometry,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0,0,sp,,,,
strain_lig_021,ligand_at_complex_geometry,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CCOCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0,0,sp,,,,
strain_lig_022,ligand_at_complex_geometry,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0,0,sp,,,,
strain_lig_023,ligand_at_complex_geometry,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0,0,sp,,,,
strain_lig_024,ligand_at_complex_geometry,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0,0,sp,,,,
strain_lig_025,ligand_at_complex_geometry,CCCCCC(C)Oc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0,0,sp,,,,
strain_lig_026,ligand_at_complex_geometry,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0,0,sp,,,,
strain_lig_027,ligand_at_complex_geometry,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0,0,sp,,,,
strain_lig_028,ligand_at_complex_geometry,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,0,0,sp,,,,
strain_lig_029,ligand_at_complex_geometry,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0,0,sp,,,,
strain_lig_030,ligand_at_complex_geometry,CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,0,0,sp,,,,
strain_lig_031,ligand_at_complex_geometry,CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,0,0,sp,,,,
strain_lig_032,ligand_at_complex_geometry,CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,0,0,sp,,,,
strain_lig_033,ligand_at_complex_geometry,CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,0,0,sp,,,,
strain_lig_034,ligand_at_complex_geometry,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,0,0,sp,,,,
strain_lig_035,ligand_at_complex_geometry,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,0,0,sp,,,,
strain_lig_036,ligand_at_complex_geometry,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_037,ligand_at_complex_geometry,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0,0,sp,,,,
strain_lig_038,ligand_at_complex_geometry,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0,0,sp,,,,
strain_lig_040,ligand_at_complex_geometry,CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,0,0,sp,,,,
strain_lig_042,ligand_at_complex_geometry,CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0,0,sp,,,,
strain_lig_043,ligand_at_complex_geometry,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0,0,sp,,,,
strain_lig_044,ligand_at_complex_geometry,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0,0,sp,,,,
strain_lig_045,ligand_at_complex_geometry,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0,0,sp,,,,
strain_lig_046,ligand_at_complex_geometry,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0,0,sp,,,,
strain_lig_047,ligand_at_complex_geometry,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0,0,sp,,,,
strain_lig_048,ligand_at_complex_geometry,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0,0,sp,,,,
strain_lig_049,ligand_at_complex_geometry,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,0,0,sp,,,,
strain_lig_050,ligand_at_complex_geometry,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,0,0,sp,,,,
strain_lig_051,ligand_at_complex_geometry,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,0,0,sp,,,,
strain_lig_052,ligand_at_complex_geometry,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0,0,sp,,,,
strain_lig_053,ligand_at_complex_geometry,CCCCCCCCN(C)C(=O)COCC(=O)N(C)Cc1cccc(CN(C)C(=O)COCC(=O)N(C)CCCCCCCC)c1,0,0,sp,,,,
strain_lig_054,ligand_at_complex_geometry,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_055,ligand_at_complex_geometry,CCCCCCCCN(C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(C)CCCCCCCC)c1,0,0,sp,,,,
strain_lig_056,ligand_at_complex_geometry,CCCCCCCCN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_057,ligand_at_complex_geometry,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0,0,sp,,,,
strain_lig_058,ligand_at_complex_geometry,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0,0,sp,,,,
strain_lig_059,ligand_at_complex_geometry,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0,0,sp,,,,
strain_lig_060,ligand_at_complex_geometry,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,0,0,sp,,,,
strain_lig_061,ligand_at_complex_geometry,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0,0,sp,,,,
strain_lig_062,ligand_at_complex_geometry,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,0,0,sp,,,,
strain_lig_063,ligand_at_complex_geometry,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,0,0,sp,,,,
strain_lig_064,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,0,0,sp,,,,
strain_lig_065,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_066,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,0,0,sp,,,,
strain_lig_067,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_068,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_069,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_070,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,0,0,sp,,,,
strain_lig_071,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)CNCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_072,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,0,0,sp,,,,
strain_lig_073,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,0,0,sp,,,,
strain_lig_074,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)CO,0,0,sp,,,,
strain_lig_075,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,0,0,sp,,,,
strain_lig_076,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_077,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0,0,sp,,,,
strain_lig_078,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_079,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0,0,sp,,,,
strain_lig_080,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0,0,sp,,,,
strain_lig_081,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0,0,sp,,,,
strain_lig_082,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_083,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_084,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_085,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_086,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCOCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_087,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,0,0,sp,,,,
strain_lig_088,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,0,0,sp,,,,
strain_lig_089,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_090,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC,0,0,sp,,,,
strain_lig_091,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,0,0,sp,,,,
strain_lig_092,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_093,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_094,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_095,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,0,0,sp,,,,
strain_lig_096,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,0,0,sp,,,,
strain_lig_097,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,0,0,sp,,,,
strain_lig_099,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,0,0,sp,,,,
strain_lig_100,ligand_at_complex_geometry,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,0,0,sp,,,,
strain_lig_101,ligand_at_complex_geometry,CCCCCCCCNC(=O)c1cc(Cl)ccn1,0,0,sp,,,,
strain_lig_103,ligand_at_complex_geometry,CCCCCCCCNC(=O)c1cnccn1,0,0,sp,,,,
strain_lig_104,ligand_at_complex_geometry,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,0,0,sp,,,,
strain_lig_105,ligand_at_complex_geometry,CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,0,0,sp,,,,
strain_lig_106,ligand_at_complex_geometry,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0,0,sp,,,,
strain_lig_107,ligand_at_complex_geometry,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0,0,sp,,,,
strain_lig_108,ligand_at_complex_geometry,CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,0,0,sp,,,,
strain_lig_109,ligand_at_complex_geometry,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,0,0,sp,,,,
strain_lig_110,ligand_at_complex_geometry,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,0,0,sp,,,,
strain_lig_111,ligand_at_complex_geometry,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,0,0,sp,,,,
strain_lig_112,ligand_at_complex_geometry,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,0,0,sp,,,,
strain_lig_113,ligand_at_complex_geometry,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0,0,sp,,,,
strain_lig_114,ligand_at_complex_geometry,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0,0,sp,,,,
strain_lig_115,ligand_at_complex_geometry,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,0,0,sp,,,,
strain_lig_116,ligand_at_complex_geometry,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,0,0,sp,,,,
strain_lig_117,ligand_at_complex_geometry,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0,0,sp,,,,
strain_lig_118,ligand_at_complex_geometry,CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,0,0,sp,,,,
strain_lig_119,ligand_at_complex_geometry,CCCCCCOP(=O)(O)OCCCCCC,0,0,sp,,,,
strain_lig_120,ligand_at_complex_geometry,CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0,0,sp,,,,
strain_lig_121,ligand_at_complex_geometry,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,0,0,sp,,,,
strain_lig_122,ligand_at_complex_geometry,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,0,0,sp,,,,
strain_lig_123,ligand_at_complex_geometry,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0,0,sp,,,,
strain_lig_124,ligand_at_complex_geometry,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0,0,sp,,,,
strain_lig_125,ligand_at_complex_geometry,CCCCN(C)C(=O)CC(=O)N(C)CCCC,0,0,sp,,,,
strain_lig_126,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,0,0,sp,,,,
strain_lig_127,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,0,0,sp,,,,
strain_lig_128,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0,0,sp,,,,
strain_lig_129,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,0,0,sp,,,,
strain_lig_130,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,0,0,sp,,,,
strain_lig_131,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,0,0,sp,,,,
strain_lig_132,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0,0,sp,,,,
strain_lig_133,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,0,0,sp,,,,
strain_lig_134,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0,0,sp,,,,
strain_lig_135,ligand_at_complex_geometry,CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,0,0,sp,,,,
strain_lig_136,ligand_at_complex_geometry,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,0,0,sp,,,,
strain_lig_138,ligand_at_complex_geometry,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,0,0,sp,,,,
strain_lig_139,ligand_at_complex_geometry,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,0,0,sp,,,,
strain_lig_140,ligand_at_complex_geometry,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0,0,sp,,,,
strain_lig_141,ligand_at_complex_geometry,CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,0,0,sp,,,,
strain_lig_142,ligand_at_complex_geometry,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,0,0,sp,,,,
strain_lig_143,ligand_at_complex_geometry,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0,0,sp,,,,
strain_lig_144,ligand_at_complex_geometry,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,0,0,sp,,,,
strain_lig_145,ligand_at_complex_geometry,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,0,0,sp,,,,
strain_lig_146,ligand_at_complex_geometry,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,0,0,sp,,,,
strain_lig_147,ligand_at_complex_geometry,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,0,0,sp,,,,
strain_lig_148,ligand_at_complex_geometry,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,0,0,sp,,,,
strain_lig_149,ligand_at_complex_geometry,CCN(CC)C(=O)COCC(=O)N(CC)CC,0,0,sp,,,,
strain_lig_150,ligand_at_complex_geometry,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,0,0,sp,,,,
strain_lig_151,ligand_at_complex_geometry,CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,0,0,sp,,,,
strain_lig_152,ligand_at_complex_geometry,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,0,0,sp,,,,
strain_lig_153,ligand_at_complex_geometry,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,0,0,sp,,,,
strain_lig_154,ligand_at_complex_geometry,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,0,0,sp,,,,
strain_lig_155,ligand_at_complex_geometry,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0,0,sp,,,,
strain_lig_156,ligand_at_complex_geometry,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,0,0,sp,,,,
strain_lig_157,ligand_at_complex_geometry,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,0,0,sp,,,,
strain_lig_158,ligand_at_complex_geometry,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0,0,sp,,,,
strain_lig_159,ligand_at_complex_geometry,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,0,0,sp,,,,
strain_lig_160,ligand_at_complex_geometry,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,0,0,sp,,,,
strain_lig_161,ligand_at_complex_geometry,Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,0,0,sp,,,,
strain_lig_163,ligand_at_complex_geometry,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,0,0,sp,,,,
strain_lig_164,ligand_at_complex_geometry,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,0,0,sp,,,,
strain_lig_165,ligand_at_complex_geometry,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,0,0,sp,,,,
strain_lig_166,ligand_at_complex_geometry,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,0,0,sp,,,,
strain_lig_167,ligand_at_complex_geometry,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,0,0,sp,,,,
strain_lig_168,ligand_at_complex_geometry,O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,0,0,sp,,,,
strain_lig_169,ligand_at_complex_geometry,O=C(c1ccccc1)c1ccc2ccccc2n1,0,0,sp,,,,
strain_lig_170,ligand_at_complex_geometry,O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,0,0,sp,,,,
strain_lig_171,ligand_at_complex_geometry,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0,0,sp,,,,
strain_lig_173,ligand_at_complex_geometry,S=P(S)(c1ccccc1Cl)c1ccccc1Cl,0,0,sp,,,,
strain_lig_174,ligand_at_complex_geometry,c1cc(-n2cccn2)nc(-n2cccn2)c1,0,0,sp,,,,
strain_lig_175,ligand_at_complex_geometry,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,0,0,sp,,,,
strain_lig_176,ligand_at_complex_geometry,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,0,0,sp,,,,
nitrate,fill_species,,-1,0,opt,,,,
water,fill_species,,0,0,opt,,,,
Ce3+,metal_ion,,3,0,sp,,,,
Dy3+,metal_ion,,3,0,sp,,,,
Er3+,metal_ion,,3,0,sp,,,,
Eu3+,metal_ion,,3,0,sp,,,,
Gd3+,metal_ion,,3,0,sp,,,,
Ho3+,metal_ion,,3,0,sp,,,,
La3+,metal_ion,,3,0,sp,,,,
Lu3+,metal_ion,,3,0,sp,,,,
Nd3+,metal_ion,,3,0,sp,,,,
Pr3+,metal_ion,,3,0,sp,,,,
Sm3+,metal_ion,,3,0,sp,,,,
