design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1,family,endpoint,lead,loco_stable,p_bh_within_lead_family
B,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,-0.019645801708513867,-0.08922989789233803,0.060192443059590546,-0.1198344590508142,0.04832680533320095,0.7816,0.043924221852960375,0.12298782118828905,0.03074146905085803,88,45,2,5,-0.028363957152982486,0.03940457842989135,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.8684444444444445
B,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,-0.0034498935488465913,-0.06352238224178593,0.07709222861847331,-0.08489432752466078,0.05899338069554271,0.961,0.038279601662004496,0.10718288465361259,0.042737343538579005,88,38,3,5,-0.018816731845737487,0.04405461618847011,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.961
B,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,-0.055198153502510186,-0.10783223834585735,0.017174487311008152,-0.12412211227224694,0.0029951093624637163,0.1856,0.03382670776031393,0.094714781728879,-0.020495498049288807,88,26,2,5,-0.06877280336337567,-0.016486745676640494,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.34530232558139534
B,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,-0.039002245342842905,-0.08761597636554501,0.02950704988808566,-0.09770833164660242,0.01807557783963307,0.2842,0.030491130444837602,0.08537516524554528,-0.008499623561567827,88,30,2,5,-0.050174945161712885,-0.011836707918061722,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.45472
B,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.016195908159667274,-0.0402233590865453,0.01920885495702092,-0.044443527567075355,0.013879523330089566,0.3544,0.015198707348375437,0.04255638057545122,-0.01199587448772098,88,42,1,5,-0.02037668722243279,-0.004650037758578767,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.5250370370370371
B,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,-0.04492363974385019,-0.15437498700812965,0.09005743416750775,-0.19748338690082187,0.06759744876284493,0.7354,0.07080310939531642,0.19824870630688596,0.04352633688367446,84,43,2,5,-0.05975589080812018,0.0505789945955755,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.8619130434782608
B,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,-0.003956982607640909,-0.1013958316834654,0.13606703838718995,-0.12736314839075388,0.10402651264283762,0.947,0.06377869160865993,0.1785803365042478,0.06799705529440797,84,34,3,5,-0.03415784535037165,0.0730950595665464,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.9593924050632912
B,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,-0.07317967484385253,-0.19251302387094807,0.08074074326175054,-0.2438986620098574,0.05186906422129607,0.5718,0.07691429736273452,0.21536003261565664,0.015257219648836426,84,39,2,5,-0.09517464619284276,0.026330246467146143,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.72075
B,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,-0.03221301770764324,-0.13752869085814198,0.10830526511648902,-0.17760849258663422,0.08129944614810701,0.7626,0.0672951757041908,0.18842649197173422,0.03972793805956992,84,41,2,5,-0.04901687237126812,0.048846311438117025,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.8684444444444445
B,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.04096665713620927,-0.08549959447508707,0.02304885207877687,-0.09341877102281906,0.013931597917842535,0.2034,0.027733996978340107,0.0776551915393523,-0.02447071841073351,84,35,1,5,-0.049366853833084375,-0.022516064970970872,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.3640888888888889
BR,AOPT_vs_RANDOM,mae_all,RANDOM,AOPT,0.023452157942270364,0.013549740146217354,0.035932291615978544,0.013949603829012983,0.03655653195677223,0.0,0.005645814592945002,0.015808280860246004,0.02376468225042755,90,72,5,5,0.020638158614691517,0.025530078165832956,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0
BR,AOPT_vs_MAXMIN,mae_all,MAXMIN,AOPT,0.0417216590642302,0.01482966146551366,0.06007552138412558,0.019556758221814716,0.0636748737161799,0.0014,0.011604958446770904,0.03249388365095853,0.034462308624065144,90,65,5,5,0.032215913684529744,0.04487191894155609,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.004666666666666667
BR,UNCERT_vs_RANDOM,mae_all,RANDOM,UNCERT,-0.004080871910152892,-0.024036015079993887,0.022462571112668757,-0.02258953450833244,0.02442566499011899,0.711,0.011750426430267151,0.03290119400474802,0.0001439833521216966,90,36,3,5,-0.011305398341718394,0.0006682979490086695,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889
BR,UNCERT_vs_MAXMIN,mae_all,MAXMIN,UNCERT,0.014188629211806941,-0.019496297345420095,0.03892417222654439,-0.0177936556879167,0.040064995995497524,0.3602,0.014772020785279824,0.041361658198783506,0.010841609725759297,90,45,3,5,0.0073541334677054565,0.018448589656317294,True,0.02,False,False,registered,ABC_mae_all,L4,True,0.7204
BR,MAXMIN_vs_RANDOM,mae_all,RANDOM,MAXMIN,-0.018269501121959835,-0.03547807395270761,0.006669936423809225,-0.03991026280431351,0.0017977343184944492,0.1804,0.011097465802818292,0.031072904247891216,-0.010697626373637595,90,36,0,5,-0.020961323293725184,-0.006685835518696785,True,0.02,False,False,exploratory,ABC_mae_all,L4,True,0.3436190476190476
BR,AOPT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.07262128714343401,0.04723883382010363,0.09816333519436564,0.04589664897415879,0.09713335973719152,0.0,0.012586721766737493,0.035242820946864976,0.07409612352461237,86,74,5,5,0.06720589432272547,0.07849293910489902,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
BR,AOPT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.18797240303382656,0.13197866305508468,0.22730298235167654,0.14128610477518255,0.2372497525268833,0.0,0.024059262195526815,0.06736593414747508,0.1709609789824858,86,79,5,5,0.17251522192338517,0.19471394213245116,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
BR,UNCERT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.04739094704590353,0.008812171697349127,0.10396485318874567,-0.001658153408294286,0.09189813523700127,0.0098,0.02542864460198117,0.07120020488554728,0.07517514144064139,86,47,4,5,0.037140539129827226,0.07577644782861573,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.02529032258064516
BR,UNCERT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.16274206293629603,0.12446317608309515,0.2115810177200893,0.12459035298968833,0.21198275414458265,0.0,0.022515939208478945,0.06304462978374104,0.1720399968985148,86,74,5,5,0.15197029750479837,0.1747877199732398,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
BR,MAXMIN_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.11535111589039253,-0.14458275427823522,-0.06984764385851192,-0.1510398210858607,-0.07816159777710299,0.0,0.01938628943980071,0.05428161043144199,-0.0968648554578734,86,11,0,5,-0.11962205449423813,-0.09901127214462402,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.0
BR,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,0.037729765353837014,0.0213042631109313,0.05905887642864402,0.02176854446990907,0.05953316086461964,0.0,0.009478059579156982,0.026538566821639548,0.03890661457653049,88,71,5,5,0.0332351678045466,0.04160972459573994,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0
BR,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,0.06936887395980634,0.02542739751500844,0.09913448958603294,0.03298651488666333,0.10467962552131349,0.001,0.01890616572535461,0.0529372640309929,0.05964801809929214,88,65,5,5,0.05404034465354936,0.07472457180374303,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0032
BR,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,-0.011199913113901056,-0.03827888337915729,0.025768643451290027,-0.037270746666538776,0.02747270029839435,0.4884,0.01611155793579549,0.04511236222022737,-0.0029837937913932966,88,34,3,5,-0.020163454569675283,-0.004055247232821188,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.6622372881355932
BR,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,0.020439195492068265,-0.03152197036245708,0.0564589347317997,-0.029104027410498372,0.05820030672305509,0.3812,0.02230412988805733,0.062451563686560525,0.017757609731368352,88,46,3,5,0.008375372824988231,0.0273906274991983,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.5445714285714286
BR,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.03163910860596931,-0.059702449629395624,0.009463475544887532,-0.06697283586272462,0.0014246032039144233,0.1586,0.01822040337761348,0.051017129457317734,-0.020741403522761645,88,35,0,5,-0.036063063669336884,-0.012430620057809419,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.3172
BR,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,0.051952060607341664,0.018159960317231615,0.09029283165028694,0.016790817833002437,0.08885658541699654,0.0068,0.017951176540098517,0.050263294312275844,0.056635787527079484,84,62,4,5,0.04480678720752903,0.059293297585888007,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.01813333333333333
BR,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,0.11442547600627602,0.03615548312094109,0.16715435824428965,0.04873223249945617,0.17819961741261425,0.0022,0.033619351215726664,0.09413418340403465,0.09252057541990426,84,60,5,5,0.08953822995488894,0.12189989695440909,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.006518518518518519
BR,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,0.003033505978980685,-0.05647267922020319,0.09165393486712038,-0.07322413890272515,0.07221342132762978,0.8582,0.039818620040147676,0.11149213611241349,0.047351271311110235,84,40,3,5,-0.012570168822207864,0.049148404663887695,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.9277837837837837
BR,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,0.06550692137791503,0.013878001641374935,0.1314134006390217,0.011862485799031087,0.12825536559641162,0.0144,0.029555593849455254,0.08275566277847471,0.08323605920393498,84,62,3,5,0.05304313862247521,0.08161075336048741,True,0.02,True,False,exploratory,ABC_pair_spearman,L4,True,0.03388235294117647
BR,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.06247341539893435,-0.10868283227615885,0.01071681448440772,-0.11954875586450403,-0.0030560567347356193,0.1052,0.031420452947739395,0.0879772682536703,-0.03588478789282475,84,30,0,5,-0.07002283413506505,-0.03246234869659971,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.22147368421052632
BQ,AOPT_vs_RANDOM,mae_all,RANDOM,AOPT,-0.003371720120869312,-0.03746935313597817,0.03554521017321915,-0.05209507518021937,0.029084893805358114,0.9738,0.02095340478254845,0.05866953339113566,0.018487969687607766,90,48,3,5,-0.007057201866494006,0.024127471262072226,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.9852000000000001
BQ,AOPT_vs_MAXMIN,mae_all,MAXMIN,AOPT,0.010272989147868412,-0.01364738580387286,0.04393217034777673,-0.020190602118189356,0.036471478096541235,0.4342,0.015183207200555453,0.04251298016155527,0.02466749815002464,90,43,4,5,0.003187180032186506,0.027154573958983325,True,0.02,False,False,registered,ABC_mae_all,L4,True,0.7636666666666666
BQ,UNCERT_vs_RANDOM,mae_all,RANDOM,UNCERT,0.0034604816222220964,-0.029781360705914348,0.027536683632249367,-0.028627416468673648,0.028729534329566497,0.8032,0.014600255672453322,0.040880715882869297,0.0006425237015836675,90,41,4,5,-0.0041080375241427675,0.009377769031565095,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889
BQ,UNCERT_vs_MAXMIN,mae_all,MAXMIN,UNCERT,0.017105190890959816,-0.03168075413537289,0.04696830250577932,-0.023180239827634952,0.05155523142013139,0.4582,0.020446330712751603,0.057249725995704485,0.006822052164000541,90,48,4,5,-0.0010809348272316699,0.026096291781841488,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.7636666666666666
BQ,MAXMIN_vs_RANDOM,mae_all,RANDOM,MAXMIN,-0.013644709268737724,-0.03061857544674629,0.011800329031080982,-0.03442268786121075,0.006977723245272813,0.3146,0.011076712009571185,0.031014793626799316,-0.006179528462416878,90,37,0,5,-0.016718522750276396,-0.003027102696911098,True,0.02,False,False,exploratory,ABC_mae_all,L4,True,0.484
BQ,AOPT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.030079192078519584,-0.019923717308209923,0.09431314325459507,-0.03998912693299319,0.08188282570867339,0.2648,0.03199887879197551,0.08959686061753142,0.06361345113680471,86,52,4,5,0.02261077180755978,0.07091552445192874,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.43232653061224485
BQ,AOPT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.12971507713552455,0.0878324435917415,0.19573005823561104,0.08452674904995552,0.18879762075817455,0.0,0.028071188466890044,0.07859932770729212,0.14639829185091463,86,80,5,5,0.11053104238451321,0.15536323797934995,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
BQ,UNCERT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.059912556661896044,0.025142229307317587,0.10288428872318744,0.022192419344004927,0.09957933510225163,0.0018,0.019439115501570993,0.05442952340439878,0.0757789194699032,86,62,4,5,0.053037300971603175,0.06836147639960737,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.005538461538461538
BQ,UNCERT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.159548441718901,0.10366982689291823,0.19913114787594477,0.0983316623595235,0.1960811142490328,0.0,0.02374023464941552,0.06647265701836345,0.15856376018401305,86,78,5,5,0.1506366315338651,0.17295521846667333,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
BQ,MAXMIN_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.09963588505700496,-0.1316039327939687,-0.05144547318358194,-0.13862913471401228,-0.0601047335508268,0.0,0.020370519007993654,0.057037453222382226,-0.08278484071410988,86,14,0,5,-0.1047993945476832,-0.08444771352742121,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.0
BQ,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,-0.006791146438321713,-0.06072143118705791,0.05603137182460028,-0.08372302816792332,0.045677647526524666,0.9388,0.03361131267183461,0.09411167548113691,0.02822838263658565,88,48,3,5,-0.012776439812338903,0.03751313312589197,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.9593924050632912
BQ,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,0.018442670110861245,-0.019651097943278253,0.07313778269417032,-0.02960197695521374,0.060788931853054805,0.3778,0.02443066341200397,0.06840585755361112,0.04300635494804395,88,42,4,5,0.006894521304093196,0.045723020384941554,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.5445714285714286
BQ,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,0.0014916243918479122,-0.04969039296987894,0.036256386178707446,-0.04685709153106402,0.037971362670943,0.9474,0.021889270679295803,0.06128995790202824,-0.003915204469871507,88,38,3,5,-0.012168246177413949,0.010863993025002515,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.9593924050632912
BQ,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,0.026725440941030878,-0.05182994237423132,0.07454922302722129,-0.035858888362276735,0.08379370401106292,0.477,0.032676474466181646,0.09149412850530861,0.0108627678415868,88,47,4,5,-0.003958358918364358,0.04121322040603823,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.6579310344827586
BQ,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.025233816549182966,-0.05247562553979545,0.016330571019671624,-0.058411837650060805,0.008158530850876365,0.2466,0.01788620235485758,0.050081366593601226,-0.014777972311458307,88,34,0,5,-0.030349227381035713,-0.008209887259049592,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.41100000000000003
BQ,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,-0.02408363164603549,-0.11431030982737873,0.08823004080428727,-0.1524778757982876,0.06869913409876062,0.8018,0.05845992189093559,0.16368778129461964,0.045533296978664206,84,45,3,5,-0.034741698792209376,0.053997836415141054,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.8786849315068492
BQ,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,0.03482307653488636,-0.026795278431914284,0.12939187385909592,-0.037122739769910595,0.11055434045926699,0.3136,0.04074050608932035,0.11407341705009698,0.07071063610213948,84,41,4,5,0.012011131488831012,0.07811667486430546,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.484
BQ,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,0.008462238533561123,-0.042930362376819714,0.07805107872802779,-0.04798334755594907,0.07178187631571238,0.7434,0.03026309001437689,0.0847366520402553,0.037502931261641385,84,37,3,5,-0.004126899585691904,0.025269395080039007,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.8619130434782608
BQ,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,0.06736894671448297,-0.02388258163886136,0.12090868227907729,-0.0370619755660727,0.11606977137657966,0.118,0.03684279106421017,0.10315981497978848,0.06268027038511666,84,59,4,5,0.0493882335292034,0.09211691188652403,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.24205128205128204
BQ,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.05890670818092186,-0.11004610331612573,0.022253879174706344,-0.12168901008437161,0.007405680839964631,0.1802,0.03513767878147905,0.09838550058814133,-0.025177339123475275,84,31,0,5,-0.06899060622356613,-0.024118838449164397,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.3436190476190476
A,AOPT_vs_RANDOM,mae_all,RANDOM,AOPT,0.03674649425775374,0.020355966225097003,0.050365596569392726,0.021284963559232716,0.05108540382001396,0.0,0.007497158628333921,0.020992044159334977,0.0351510448235346,90,73,5,5,0.034109983434106476,0.03864288902065143,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0
A,AOPT_vs_MAXMIN,mae_all,MAXMIN,AOPT,0.05302624707012112,0.018826055618105,0.0769539507619964,0.026286906029486547,0.08436267973378543,0.0008,0.015450239982417638,0.04326067195076938,0.04097301823601036,90,66,5,5,0.035985215565100946,0.05631342035377368,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0032
A,UNCERT_vs_RANDOM,mae_all,RANDOM,UNCERT,-0.018016861657223583,-0.036746357962991825,-0.0013559279123193917,-0.03476239576897042,0.0006179365946315013,0.0358,0.008807773954246123,0.02466176707188914,-0.02327994983446719,90,34,0,5,-0.023283648447061638,-0.015764130586624944,True,0.02,False,False,registered,ABC_mae_all,L4,True,0.10228571428571429
A,UNCERT_vs_MAXMIN,mae_all,MAXMIN,UNCERT,-0.0017371088448561943,-0.038501884376995074,0.021725357620258567,-0.02948027145582828,0.02826280316821548,0.837,0.01564086306243486,0.043794416574817606,-0.017457976421991442,90,37,2,5,-0.017664310799234594,0.0016499195934072675,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889
A,MAXMIN_vs_RANDOM,mae_all,RANDOM,MAXMIN,-0.01627975281236739,-0.03609645988865297,0.01065404022109703,-0.042426170368341884,0.005019136652329163,0.3352,0.01262953308278205,0.03536269263178974,-0.005821973412475755,90,42,0,5,-0.019278771455576056,-0.0014888786159603133,True,0.02,False,False,exploratory,ABC_mae_all,L4,True,0.5059622641509434
A,AOPT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.08335810484563298,0.0499936139053837,0.10862615153241209,0.0479992764568178,0.10773404000855383,0.0,0.014881544486573245,0.04166832456240509,0.07939264110360975,86,74,5,5,0.0786576883622562,0.08941339985896436,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
A,AOPT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.20350459535827997,0.14313260106106962,0.24159262804944348,0.15604818187605954,0.2494979210578761,0.0,0.02555174127844939,0.07154487557965829,0.18374341354809054,86,79,5,5,0.17822539336150758,0.2101369613089391,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
A,UNCERT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.023968140382233,-0.0022326320618959064,0.05737014828672103,-0.003924842061935812,0.055549689522812355,0.0728,0.015122621826282559,0.042343341113591164,0.021454179212135344,86,55,4,5,0.017861742098126892,0.032961253041988776,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.1574054054054054
A,UNCERT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.14411463089488,0.09880326466370432,0.17150765257671186,0.1022417091491227,0.17315430604799328,0.0,0.018441192246943728,0.051635338291442436,0.12580495165661615,86,77,5,5,0.13252895804124015,0.15066707962624798,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0
A,MAXMIN_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.12014649051264698,-0.1504086864957335,-0.0748054260229117,-0.15787810917143558,-0.08285543227790894,0.0,0.0200107061681524,0.05602997727082672,-0.1043507724444808,86,12,0,5,-0.125245547296769,-0.0995677049992514,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.0
A,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,0.05555250927661973,0.028576194023863712,0.07670237351305496,0.029550544040972196,0.07753523326270205,0.0002,0.01203351184691817,0.033693833171370875,0.05185599608573554,88,70,5,5,0.0510550988981287,0.058913190760916834,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0007272727272727273
A,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,0.08607239467513547,0.029419744823460943,0.12521807820068487,0.04195466813780633,0.1373891539965006,0.0008,0.025482344479386958,0.07135056454228347,0.0668881516676331,88,66,5,5,0.0577323295673978,0.09163990957524255,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.002782608695652174
A,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,-0.03087424679537293,-0.058119593412190654,-0.0071336417046288835,-0.05642389109982943,-0.005939738465145895,0.0132,0.012624704404063906,0.035349172331378936,-0.03692706534605705,88,34,0,5,-0.03711704599590923,-0.027336498256849497,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.032
