design,budget,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1,family,endpoint,lead,loco_stable,p_bh_within_lead_family
B,9,AOPT_vs_RANDOM_k9_mae_all,mae_all,RANDOM,AOPT,-0.030164393544617474,-0.09357047734136838,0.044361710342425,-0.11979548497128863,0.0315086125204847,0.69,0.03939639824192584,0.11030991507739234,0.017115171175114297,90,40,3,5,-0.03787600553299478,0.021535735745551326,False,0.02,False,False,exploratory,budget9_mae_all,L4,False,0.8238910505836576
B,9,AOPT_vs_MAXMIN_k9_mae_all,mae_all,MAXMIN,AOPT,-0.029886752358383926,-0.07415693033839892,0.03320045267082398,-0.08645062227477346,0.018972125164922787,0.404,0.028249160606262126,0.07909764969753395,0.002415854063049901,90,34,3,5,-0.041949333914805806,0.0014881242832190493,False,0.02,False,False,exploratory,budget9_mae_all,L4,False,0.5970443349753695
B,9,UNCERT_vs_RANDOM_k9_mae_all,mae_all,RANDOM,UNCERT,-0.06740650008013241,-0.12887417604977133,0.010301998158482656,-0.15340064375790421,-0.004934312969315265,0.1196,0.03828110661890764,0.1071870985329414,-0.034812108204334766,90,30,2,5,-0.08008828434803165,-0.0203203591264498,True,0.02,False,False,exploratory,budget9_mae_all,L4,True,0.23454545454545453
B,9,UNCERT_vs_MAXMIN_k9_mae_all,mae_all,MAXMIN,UNCERT,-0.06712885889389884,-0.10806323244347224,-0.012299260282248512,-0.12029503005297308,-0.022591542742113647,0.0108,0.025440360131630136,0.07123300836856437,-0.049511425316399155,90,24,1,5,-0.07614961159594397,-0.04036797058878209,True,0.02,False,False,exploratory,budget9_mae_all,L4,True,0.036000000000000004
B,9,MAXMIN_vs_RANDOM_k9_mae_all,mae_all,RANDOM,MAXMIN,-0.00027764118623355025,-0.02744147381543862,0.03759991799499549,-0.0361088133909733,0.029632312463449415,0.9232,0.017541093206157248,0.04911506097724029,0.014699317112064401,90,46,3,5,-0.0040977105916383295,0.020047611462332283,False,0.02,False,False,exploratory,budget9_mae_all,L4,False,0.9436734693877551
B,9,AOPT_vs_RANDOM_k9_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.013238299161849742,-0.07511992918237398,0.12762200348869057,-0.11053854081709272,0.10582662155346087,0.717,0.05631433702043474,0.15768014365721728,0.08160626469072192,86,45,3,5,-0.0011297970471909307,0.08508466101549714,False,0.02,False,False,exploratory,budget9_sign_acc_strong,L4,False,0.8274999999999999
B,9,AOPT_vs_MAXMIN_k9_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.1347941644378526,0.06352647585338238,0.23924135179240474,0.05013273903681646,0.22068435912166376,0.0,0.04616158822748345,0.12925244703695365,0.1681234895589529,86,59,3,5,0.10999932016308726,0.18246999423455976,True,0.02,True,False,exploratory,budget9_sign_acc_strong,L4,True,0.0
B,9,UNCERT_vs_RANDOM_k9_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,-0.06390904534317583,-0.17848618432172694,0.08044083243685736,-0.228308179270505,0.054026048316588596,0.6074,0.07281777401864328,0.20388976725220118,0.013303106598340867,86,39,2,5,-0.08210137041030621,0.02958001539789732,False,0.02,False,False,exploratory,budget9_sign_acc_strong,L4,False,0.768860759493671
B,9,UNCERT_vs_MAXMIN_k9_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.057646819932827026,-0.033848189997963234,0.1792549062222222,-0.06768469977345859,0.1544636204017635,0.2484,0.058152612454861384,0.16282731487361188,0.09982033146657183,86,51,3,5,0.034611446767532646,0.12696534861696002,True,0.02,False,False,exploratory,budget9_sign_acc_strong,L4,True,0.414
B,9,MAXMIN_vs_RANDOM_k9_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.12155586527600287,-0.15772501910404693,-0.060848497546035836,-0.1671269328639105,-0.07392607876164979,0.0,0.02543168302120483,0.07120871245937352,-0.08651722486823098,86,14,0,5,-0.12743454581862168,-0.0973853332190627,True,0.02,False,False,exploratory,budget9_sign_acc_strong,L4,True,0.0
B,12,AOPT_vs_RANDOM_k12_mae_all,mae_all,RANDOM,AOPT,-0.01859147797964346,-0.08214471868399599,0.05464636220901034,-0.10971057860139045,0.04294799031958751,0.777,0.03981086547537952,0.11147042333106265,0.0247592846361192,90,46,3,5,-0.025518135868123997,0.034442986810005696,False,0.02,False,False,exploratory,budget12_mae_all,L4,False,0.8574264705882353
B,12,AOPT_vs_MAXMIN_k12_mae_all,mae_all,MAXMIN,AOPT,0.009001990074172737,-0.040592462705962284,0.07291856580292981,-0.05821981143682439,0.059790921503776046,0.682,0.031291222312989524,0.08761542247637066,0.0429250102727548,90,48,3,5,-0.001503107631835535,0.04825517860209314,False,0.02,False,False,exploratory,budget12_mae_all,L4,False,0.8216867469879519
B,12,UNCERT_vs_RANDOM_k12_mae_all,mae_all,RANDOM,UNCERT,-0.06152905621633325,-0.13342472705392355,0.022574405937043684,-0.16311366152415377,0.008840924289376972,0.3052,0.044275368415261425,0.12397103156273198,-0.01072891762262113,90,30,2,5,-0.07481760219485838,-0.004181605146232625,True,0.02,False,False,exploratory,budget12_mae_all,L4,True,0.492192513368984
B,12,UNCERT_vs_MAXMIN_k12_mae_all,mae_all,MAXMIN,UNCERT,-0.03393558816251706,-0.09240989284146822,0.04028173588330901,-0.11433563949087802,0.026038506236611685,0.52,0.03655989834687438,0.10236771537124825,0.007436808014014472,90,34,2,5,-0.04584486043358212,0.009630586645854814,False,0.02,False,False,exploratory,budget12_mae_all,L4,False,0.7116216216216216
B,12,MAXMIN_vs_RANDOM_k12_mae_all,mae_all,RANDOM,MAXMIN,-0.027593468053816197,-0.04812738410972182,0.0033555430143705945,-0.053491976506639186,-0.003185736314905144,0.0854,0.013494022408522944,0.03778326274386424,-0.018165725636635606,90,27,1,5,-0.03162913811684373,-0.013812191792087437,True,0.02,False,False,exploratory,budget12_mae_all,L4,True,0.17547945205479454
B,12,AOPT_vs_RANDOM_k12_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,-0.032299404105775635,-0.12774446466514633,0.0868244809705904,-0.16635669442125853,0.06613760672942794,0.7678,0.06126321413840376,0.17153699958753052,0.03609195473072855,86,39,3,5,-0.04839012434080368,0.04850799227983058,False,0.02,False,False,exploratory,budget12_sign_acc_strong,L4,False,0.8562825278810409
B,12,AOPT_vs_MAXMIN_k12_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.03705210000675528,-0.029244889433804433,0.1381417038471382,-0.04109018365553179,0.12037281950312255,0.321,0.04439636417871884,0.12430981970041274,0.07578376638654426,86,37,3,5,0.011622503446722977,0.08440380395627382,True,0.02,False,False,exploratory,budget12_sign_acc_strong,L4,True,0.5095238095238095
B,12,UNCERT_vs_RANDOM_k12_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,-0.07411330877617589,-0.21582865442230023,0.08596954042080213,-0.2806280393043076,0.06515752713060258,0.7168,0.08942967141710863,0.2504030799679041,0.03448167251312113,86,41,2,5,-0.09433614099785356,0.046651931134947984,False,0.02,False,False,exploratory,budget12_sign_acc_strong,L4,False,0.8274999999999999
B,12,UNCERT_vs_MAXMIN_k12_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,-0.004761804663644963,-0.1128315498841514,0.1307466199821858,-0.15998416367271057,0.10456167941755623,0.9556,0.06851040232866751,0.191829126520269,0.0741734841689368,86,46,2,5,-0.021862490745456813,0.08254774281139127,False,0.02,False,False,exploratory,budget12_sign_acc_strong,L4,False,0.962013422818792
B,12,MAXMIN_vs_RANDOM_k12_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.06935150411253092,-0.11510878245043128,0.0003139241731605885,-0.1288424290587067,-0.014007760858482219,0.0512,0.030620780425279173,0.08573818519078168,-0.03969181165581569,86,27,1,5,-0.07601579516130681,-0.03589581167644325,True,0.02,False,False,exploratory,budget12_sign_acc_strong,L4,True,0.11815384615384616
B,16,AOPT_vs_RANDOM_k16_mae_all,mae_all,RANDOM,AOPT,-0.02437949656329041,-0.0838501343934913,0.047384367225052466,-0.11144613456977677,0.03530052421834729,0.7252,0.03777953766358651,0.10578270545804222,0.026032723478770566,90,53,3,5,-0.030460740617369853,0.025491675568843738,False,0.02,False,False,exploratory,budget16_mae_all,L4,False,0.8274999999999999
B,16,AOPT_vs_MAXMIN_k16_mae_all,mae_all,MAXMIN,AOPT,-0.01058247176714811,-0.07669694031730419,0.07286169129856798,-0.10400725672441669,0.05613830154549292,0.9106,0.04160877560912581,0.11650457170555227,0.04558461731321983,90,51,3,5,-0.023444928860628555,0.04271685505159343,False,0.02,False,False,exploratory,budget16_mae_all,L4,False,0.9436734693877551
B,16,UNCERT_vs_RANDOM_k16_mae_all,mae_all,RANDOM,UNCERT,-0.026610808118802023,-0.05505163125661961,0.012961722278656993,-0.05781920937721162,0.008864999145934806,0.1886,0.017399582359731526,0.04871883060724827,-0.011724633534089292,90,26,2,5,-0.035161227121522746,-0.013235617530540804,True,0.02,False,False,exploratory,budget16_mae_all,L4,True,0.334792899408284
B,16,UNCERT_vs_MAXMIN_k16_mae_all,mae_all,MAXMIN,UNCERT,-0.01281378332265973,-0.05289294053119487,0.038934616834996535,-0.058988635684599895,0.032698796145069445,0.6318,0.02349601232051304,0.06578883449743651,0.007827260300359986,90,29,2,5,-0.021344039283130015,0.00398956195220889,False,0.02,False,False,exploratory,budget16_mae_all,L4,False,0.7864730290456432
B,16,MAXMIN_vs_RANDOM_k16_mae_all,mae_all,RANDOM,MAXMIN,-0.013797024796142303,-0.03889023025298029,0.006036546658616764,-0.04210490187763654,0.0039817544355953555,0.1698,0.011338387248274129,0.031747484295167556,-0.019551893834449278,90,44,1,5,-0.01731653961978374,-0.006692910862762133,True,0.02,False,False,exploratory,budget16_mae_all,L4,True,0.30686746987951813
B,16,AOPT_vs_RANDOM_k16_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,-0.0636418262610646,-0.15784218206306405,0.061741111359651206,-0.19642952507326286,0.03717138069445653,0.5264,0.06170351364053997,0.1727698381935119,0.030455720479794494,86,42,2,5,-0.0756097531669678,0.015760335486991905,False,0.02,False,False,exploratory,budget16_sign_acc_strong,L4,False,0.7116216216216216
B,16,AOPT_vs_MAXMIN_k16_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,-0.017099241455914464,-0.12477643819083033,0.13719087840136945,-0.15822419223893297,0.10298265654421983,0.9202,0.07074989425196732,0.19809970390550846,0.08222076976193178,86,33,3,5,-0.04834391232442884,0.06786290627913338,False,0.02,False,False,exploratory,budget16_sign_acc_strong,L4,False,0.9436734693877551
B,16,UNCERT_vs_RANDOM_k16_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.003508956240832226,-0.05057668028198958,0.07780007819131247,-0.06628354572986926,0.06394352538450852,0.8412,0.03470416727030618,0.0971716683568573,0.03690469986835955,86,48,4,5,-0.009043192602186615,0.04236828792961589,False,0.02,False,False,exploratory,budget16_sign_acc_strong,L4,False,0.8948936170212766
B,16,UNCERT_vs_MAXMIN_k16_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.05005154104598234,-0.022578817909323503,0.15669535513777846,-0.033608985632139515,0.14007168778333468,0.2084,0.04656555774670838,0.13038356169078347,0.08866974915049683,86,42,4,5,0.023843178865110233,0.09447085872175733,True,0.02,False,False,exploratory,budget16_sign_acc_strong,L4,True,0.36348837209302326
B,16,MAXMIN_vs_RANDOM_k16_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.046542584805150125,-0.10198687504309029,-0.005674474068944765,-0.11896289855876367,-0.01264798754512385,0.0262,0.024228429729146787,0.067839603241611,-0.05176504928213728,86,32,0,5,-0.05210257079214146,-0.02726584084253896,True,0.02,False,False,exploratory,budget16_sign_acc_strong,L4,True,0.07415094339622642
B,20,AOPT_vs_RANDOM_k20_mae_all,mae_all,RANDOM,AOPT,0.007613224568973164,-0.01843637458797405,0.030586236002953203,-0.029825081069756048,0.025477800036460156,0.4862,0.01241742704165388,0.034768795716630864,0.012743830391562197,90,60,2,5,0.003720767310907809,0.017957994166292946,True,0.02,False,False,exploratory,budget20_mae_all,L4,True,0.6784186046511629
B,20,AOPT_vs_MAXMIN_k20_mae_all,mae_all,MAXMIN,AOPT,0.008726533459128572,-0.019984396264734604,0.03840214651338477,-0.030538586656611136,0.03246404348882815,0.498,0.014840767551910768,0.04155414914535015,0.020689645456318618,90,59,3,5,0.002353638231958684,0.020621893300654368,True,0.02,False,False,exploratory,budget20_mae_all,L4,True,0.6916666666666667
B,20,UNCERT_vs_RANDOM_k20_mae_all,mae_all,RANDOM,UNCERT,-0.0037561920221072195,-0.03497351866880943,0.020854126338372404,-0.03236064534943442,0.02227317981644732,0.7586,0.013931630049838812,0.039008564139548674,-0.00450237557059813,90,44,3,5,-0.011140785209161166,0.0008032648934372754,False,0.02,False,False,exploratory,budget20_mae_all,L4,False,0.8523595505617978
B,20,UNCERT_vs_MAXMIN_k20_mae_all,mae_all,MAXMIN,UNCERT,-0.0026428831319518066,-0.03681255554205111,0.02596729416227229,-0.03823742652550268,0.02505149944992852,0.8676,0.015651760028660304,0.04382492808024885,0.0034434394941582876,90,49,3,5,-0.00847688607479974,0.004815200529105049,False,0.02,False,False,exploratory,budget20_mae_all,L4,False,0.913263157894737
B,20,MAXMIN_vs_RANDOM_k20_mae_all,mae_all,RANDOM,MAXMIN,-0.0011133088901554098,-0.01795457167381575,0.011714856072727143,-0.017856471886201437,0.011766506085090616,0.8716,0.00745276789707505,0.02086775011181014,-0.00794581506475642,90,47,2,5,-0.0044894925595039955,0.002533116118827451,False,0.02,False,False,exploratory,budget20_mae_all,L4,False,0.9142657342657343
B,20,AOPT_vs_RANDOM_k20_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,-0.0010637645151672518,-0.0713122845304314,0.04350568971971609,-0.08698807525276599,0.03911697834166425,0.9712,0.03016658101720346,0.08446642684816968,0.005911287344663465,86,65,2,5,-0.017601368792959846,0.023765887589932564,False,0.02,False,False,exploratory,budget20_sign_acc_strong,L4,False,0.9744481605351171
B,20,AOPT_vs_MAXMIN_k20_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.010192849398393076,-0.06478965465739822,0.06634709110674208,-0.09002258163431398,0.056952252487195786,0.703,0.03384042951930556,0.09475320265405557,0.028005099344765593,86,58,3,5,-0.004702199170629251,0.03803081997322618,False,0.02,False,False,exploratory,budget20_sign_acc_strong,L4,False,0.8238910505836576
B,20,UNCERT_vs_RANDOM_k20_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.032272015915439704,-0.0005163527977637,0.07934237711820642,-0.0016190550378029746,0.07732931199026216,0.0552,0.020560413125491294,0.05756915675137562,0.04883121479566508,86,68,4,5,0.021425376812217563,0.046121095145918,True,0.02,False,False,exploratory,budget20_sign_acc_strong,L4,True,0.12402985074626867
B,20,UNCERT_vs_MAXMIN_k20_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.04352862982900003,-0.001464441066228792,0.10729292575277893,-0.007006764853879535,0.09972717166812173,0.0616,0.027977062080288197,0.07833577382480694,0.07092502679576722,86,60,5,5,0.03113376479227322,0.06449397812937062,True,0.02,False,False,exploratory,budget20_sign_acc_strong,L4,True,0.13434782608695653
B,20,MAXMIN_vs_RANDOM_k20_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.011256613913560332,-0.04485394739894632,0.012085598426292574,-0.04722030638525859,0.010774581644962342,0.4024,0.014582727607479988,0.04083163730094397,-0.02209381200010213,86,39,2,5,-0.018372882983452615,-0.0018874273020385982,True,0.02,False,False,exploratory,budget20_sign_acc_strong,L4,True,0.5970443349753695
B,24,AOPT_vs_RANDOM_k24_mae_all,mae_all,RANDOM,AOPT,0.011572867231310645,-0.006579026859570667,0.03660279096763618,-0.010300622319446721,0.0318146334020706,0.2452,0.011376818516792541,0.03185509184701912,0.01200676093539992,90,55,5,5,0.005525608174373616,0.023672660963820553,True,0.02,False,False,exploratory,budget24_mae_all,L4,True,0.4109497206703911
B,24,AOPT_vs_MAXMIN_k24_mae_all,mae_all,MAXMIN,AOPT,0.03222957366155418,-0.0011879039277686483,0.07758877851747609,-0.010098967470991923,0.06874235466089701,0.0624,0.0211781795232691,0.059298902665153475,0.03918940441774147,90,60,5,5,0.021661117088256673,0.056073608578616756,True,0.02,False,False,exploratory,budget24_mae_all,L4,True,0.13467625899280575
B,24,UNCERT_vs_RANDOM_k24_mae_all,mae_all,RANDOM,UNCERT,0.007062436002883654,-0.01979211770399593,0.027669976310846355,-0.017971299434785662,0.028936648760079235,0.5704,0.011918220458390439,0.033371017283493225,0.009801971752578261,90,41,4,5,0.0011684000997859698,0.01011064081147827,True,0.02,False,False,exploratory,budget24_mae_all,L4,True,0.7472489082969432
B,24,UNCERT_vs_MAXMIN_k24_mae_all,mae_all,MAXMIN,UNCERT,0.02771914243312719,-0.0013296110563328874,0.06330639964446927,0.000911653585864664,0.06726058392321009,0.0618,0.016356447514736264,0.045798053041261534,0.036984615234919804,90,44,5,5,0.018722694380070903,0.03356934771458217,True,0.02,False,False,exploratory,budget24_mae_all,L4,True,0.13434782608695653
B,24,MAXMIN_vs_RANDOM_k24_mae_all,mae_all,RANDOM,MAXMIN,-0.020656706430243536,-0.04843404879550239,-0.000925785098756077,-0.044212404814632504,0.0015994578337591356,0.0356,0.012433825709904188,0.03481471198773173,-0.02718264348234154,90,42,0,5,-0.0324009476147962,-0.015481458064644389,True,0.02,False,False,exploratory,budget24_mae_all,L4,True,0.09128205128205127
B,24,AOPT_vs_RANDOM_k24_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.009643673342122074,-0.015862700243388872,0.04491944245277096,-0.01491292891153512,0.046429573470205786,0.522,0.015683260178870978,0.043913128500838734,0.003678114617863658,86,64,3,5,-0.0009442658570248952,0.01904092542620377,False,0.02,False,False,exploratory,budget24_sign_acc_strong,L4,False,0.7116216216216216
B,24,AOPT_vs_MAXMIN_k24_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.04839415674639868,-0.0003691386847770667,0.12025466845624806,-0.004842155097445569,0.11175954440365941,0.0528,0.031799862622554007,0.08903961534315122,0.05072796778424449,86,58,5,5,0.031272188040326235,0.0785406271028405,True,0.02,False,False,exploratory,budget24_sign_acc_strong,L4,True,0.12
B,24,UNCERT_vs_RANDOM_k24_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.035312234712061054,0.006192561666441869,0.07956487276196982,0.004774161597170015,0.07708708650777087,0.014,0.018953466160804087,0.05306970525025144,0.05713805559774369,86,67,5,5,0.02677601989414053,0.048199372092035515,True,0.02,True,True,exploratory,budget24_sign_acc_strong,L4,True,0.04468085106382979
B,24,UNCERT_vs_MAXMIN_k24_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.07406271811633768,0.018081599464712054,0.15603012041520653,0.00918621799534842,0.1432656229959656,0.0036,0.036065331937015346,0.10098292942364297,0.10418790876412451,86,57,5,5,0.05899247379149166,0.10769907376867226,True,0.02,True,True,exploratory,budget24_sign_acc_strong,L4,True,0.013670886075949368
B,24,MAXMIN_vs_RANDOM_k24_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.03875048340427662,-0.09184004943752096,-0.0028641042126093643,-0.08717698380126626,0.00040010955566609495,0.03,0.023248437809157457,0.06509562586564087,-0.047049853166380835,86,47,0,5,-0.059499701676636756,-0.02561630269761876,True,0.02,False,False,exploratory,budget24_sign_acc_strong,L4,True,0.08311926605504588
BR,6,AOPT_vs_RANDOM_k6_mae_all,mae_all,RANDOM,AOPT,0.06496706146057546,0.003333471787216631,0.11015587518079747,0.01720170663137077,0.12809920346762127,0.0352,0.028937126575014332,0.08102395441004012,0.034209894844718876,90,58,5,5,0.030285196786269182,0.07154799732928376,True,0.02,True,True,exploratory,budget6_mae_all,L4,True,0.0910344827586207
BR,6,AOPT_vs_MAXMIN_k6_mae_all,mae_all,MAXMIN,AOPT,0.04877584411252426,-0.05010179739681,0.12564548174624074,-0.030677425364179153,0.15629442346389888,0.5022,0.048382409641603674,0.13547074699649028,0.00676343101323554,90,51,4,5,-0.010869341839371756,0.060797456933424705,False,0.02,False,False,exploratory,budget6_mae_all,L4,False,0.6942857142857143
BR,6,UNCERT_vs_RANDOM_k6_mae_all,mae_all,RANDOM,UNCERT,0.005931627206153665,-0.028648008920159,0.05518517343557662,-0.029659419652816356,0.053335416640639954,0.772,0.0216139064155102,0.06051893796342856,0.011756003705492147,90,38,3,5,-0.0066156829406910445,0.020658347804178523,False,0.02,False,False,exploratory,budget6_mae_all,L4,False,0.8574264705882353
BR,6,UNCERT_vs_MAXMIN_k6_mae_all,mae_all,MAXMIN,UNCERT,-0.010259590141897527,-0.05285069414354393,0.020903062109463688,-0.051793138309279334,0.0217621928868736,0.5508,0.018884946718427338,0.052877850811596544,-0.015690460125991193,90,41,2,5,-0.02049619082146241,-0.004987590464996968,True,0.02,False,False,exploratory,budget6_mae_all,L4,True,0.7376785714285713
BR,6,MAXMIN_vs_RANDOM_k6_mae_all,mae_all,RANDOM,MAXMIN,0.016191217348051193,-0.017235927430301935,0.059028343994488454,-0.028146290615739627,0.05029437438400988,0.3664,0.020670292370167553,0.057876818636469145,0.027446463831483334,90,51,4,5,0.008725639557511556,0.04115453862564094,True,0.02,False,False,exploratory,budget6_mae_all,L4,True,0.5608163265306123
BR,6,AOPT_vs_RANDOM_k6_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.29693735031631524,0.19293874896054503,0.3635434682555976,0.2153657162884128,0.379836572012065,0.0,0.045108116059099396,0.1263027249654783,0.24116355827228114,86,79,5,5,0.24765194614207503,0.3076909606979962,True,0.02,True,True,exploratory,budget6_sign_acc_strong,L4,True,0.0
BR,6,AOPT_vs_MAXMIN_k6_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.5485208186902444,0.42874464735239487,0.6233806159717713,0.4493934448404401,0.6355208163234052,0.0,0.05052706883334187,0.14147579273335723,0.4916124778086283,86,82,5,5,0.5042714054063745,0.5620211371351276,True,0.02,True,True,exploratory,budget6_sign_acc_strong,L4,True,0.0
BR,6,UNCERT_vs_RANDOM_k6_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.17618645869952293,0.11541358885645597,0.2670344133112375,0.10238925627464979,0.25025967217307193,0.0,0.039740191442794184,0.1112725360398237,0.20576532925328306,86,75,5,5,0.16430174111176737,0.21444695212838094,True,0.02,True,True,exploratory,budget6_sign_acc_strong,L4,True,0.0
BR,6,UNCERT_vs_MAXMIN_k6_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.4277699270734521,0.3627173558784296,0.5195615887874658,0.3447644380998314,0.500079331825756,0.0,0.04159409918132963,0.11646347770772295,0.45621424878963024,86,82,5,5,0.4133242426628351,0.47106641139268035,True,0.02,True,True,exploratory,budget6_sign_acc_strong,L4,True,0.0
BR,6,MAXMIN_vs_RANDOM_k6_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.25158346837392925,-0.2867968940563345,-0.2250818352305417,-0.29305607897644725,-0.22839054956451033,0.0,0.015641098499174864,0.04379507579768962,-0.25044891953634724,86,0,0,5,-0.25731536741191025,-0.2397261902959939,True,0.02,False,False,exploratory,budget6_sign_acc_strong,L4,True,0.0
