regime,seed,arm,macro_mae,offset_mae,shape_mae,shape_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,n_ligands
unseen_chemotype,104729,MC,1.1801960853059459,0.9466974706785717,0.6607282663173352,0.05751139660425941,0.4687166058771812,0.9985295665916581,2.197568299265656,0.3823396272247254,0.5878109293751185,91
unseen_chemotype,104729,MC_lig2d_ext,1.0412572350067582,0.7932722253727045,0.5981197468077277,0.19159628076669455,0.37979422156771053,0.947287313732256,1.9394160624846872,0.44760229044543537,0.6397677374200706,91
unseen_chemotype,104729,MC_donors,1.0275556679248858,0.8263903078903128,0.5808051660643987,0.1479809538943231,0.39558493186406846,0.9486692598161145,1.9417175223061958,0.4342928039633086,0.6131211384302997,91
unseen_chemotype,104729,MC_ecfp,1.0219002652401001,0.7700953690814847,0.5822359158610267,0.23114625804686384,0.334095629689351,0.8980095408305449,1.8966109094397254,0.3990833286977691,0.6611855994685872,91
unseen_chemotype,130363,MC,1.1338407504417403,0.90703994825632,0.6118355566415926,0.06684715690241716,0.5399493268786881,0.9628365019559674,2.1180366118999427,0.3923641493878908,0.6039633836492089,91
unseen_chemotype,130363,MC_lig2d_ext,0.960609525504478,0.7377608447418548,0.5831594544966904,0.1748046795161181,0.36093608782350356,0.9484738798840692,1.7260552580086945,0.482952366216098,0.6353787625584507,91
unseen_chemotype,130363,MC_donors,0.9976217212846119,0.8245436285587188,0.5586613815470334,0.11219773813354483,0.39503410026900826,0.9357457836640474,1.8520778586982602,0.44522220271901675,0.6084974702363802,91
unseen_chemotype,130363,MC_ecfp,0.9941027459620511,0.7739936998522706,0.57479768233074,0.21239308168800686,0.31575391245455237,0.9345563216662524,1.7692429298600274,0.4498121100466809,0.6496657191621867,91
unseen_chemotype,155921,MC,1.1037721406317267,0.9049527555737298,0.6114893211616055,0.06728899001696731,0.4525791884927582,0.952897113348608,2.0995648010444468,0.4147929934133696,0.5881755422306554,91
unseen_chemotype,155921,MC_lig2d_ext,1.0245225118352228,0.7788565752286709,0.6037477519518192,0.16944274793903225,0.3909212026830043,0.9383030973014247,1.8524706551906476,0.45299831829336734,0.634802506608608,91
unseen_chemotype,155921,MC_donors,1.0079058205878675,0.7924463617605866,0.5887043050220514,0.10204850189095716,0.3515718577786235,0.9427204279693525,1.8749196969485018,0.38841299178714594,0.6054621729878452,91
unseen_chemotype,155921,MC_ecfp,1.0480152013795396,0.8247721197117113,0.5916159110301329,0.22052438435096877,0.3564706162258906,0.9799027436175906,1.8221687245743625,0.4560757284090595,0.6589193419785696,91
unseen_chemotype,196613,MC,1.1106405097511325,0.9199654265559077,0.6146441507624447,0.1297427737062311,0.5224075626635849,0.9414051131822642,2.0529429262477095,0.439564472983725,0.6138393628914218,91
unseen_chemotype,196613,MC_lig2d_ext,1.0829755232719156,0.8747684682144591,0.6042640527657503,0.15598025367795654,0.4407017831926023,1.0003606660608477,1.9481132869984974,0.48319940241577314,0.6378288980833727,91
unseen_chemotype,196613,MC_donors,1.0203494470660672,0.8368228315614128,0.5700188569763424,0.14535967958915774,0.3919556423678122,0.9063863430369143,1.867427262934282,0.4662021518585401,0.6199822513167449,91
unseen_chemotype,196613,MC_ecfp,1.1235218459204184,0.9446101727981585,0.5888397556309602,0.22618857560319194,0.5081479419681856,1.0761656692494996,2.010886815052179,0.43114752802635065,0.6682850727706491,91
unseen_chemotype,262147,MC,1.2066668438801733,0.9776719748707612,0.6189113064831524,0.069094600537559,0.5257292855815556,0.966345156562042,2.153667835064025,0.42398845466254126,0.5996503697991591,91
unseen_chemotype,262147,MC_lig2d_ext,1.0771660470889939,0.8687584538590931,0.591242410150347,0.1606195960523985,0.42458222021719094,1.0044176669463745,1.9665923912235181,0.5009284391872454,0.6306419386507438,91
unseen_chemotype,262147,MC_donors,1.0978572549689398,0.9060424262592744,0.5754275633608634,0.10626117680467329,0.420977309649271,0.9264775439972424,1.9509721187962552,0.5010946886170361,0.6147315118755874,91
unseen_chemotype,262147,MC_ecfp,1.0957445216010642,0.9014451628282872,0.5849215621226064,0.2357321996160927,0.4435754721741064,1.0433432285570703,1.9181674734950638,0.4764336850714702,0.667677908547133,91
unseen_conditions,104729,MC,1.018671954721004,0.7327708025401652,0.5816131237503734,0.5599338504696886,0.36024383631119855,0.8192590116878976,2.019184746241348,0.4825650524650212,0.8073204412653743,91
unseen_conditions,104729,MC_lig2d_ext,0.74925351585783,0.3932467121608082,0.5254082758623413,0.6329819024164263,0.21912650237915382,0.6156784830965535,1.4661188261465594,0.564541451374311,0.8389474632689219,91
unseen_conditions,104729,MC_donors,0.8964304687125233,0.618206823940291,0.5353596143638885,0.573657188977496,0.3395297270894454,0.7185416876749564,1.9439534982786264,0.5727929575211639,0.8090575910196273,91
