regime,seed,arm,macro_mae,offset_mae,shape_mae,shape_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,n_ligands
unseen_conditions,104729,MC_ecfp,0.7496322905962771,0.41751569797639076,0.47240025969680993,0.6437737338642169,0.2567103546547491,0.5555165575722085,1.5114678008591227,0.56257565704668,0.8357508143544309,91
unseen_conditions,130363,MC,1.0135852230443143,0.7413782908580223,0.5530824152576213,0.5838201788428652,0.37613060813676974,0.7568810729893829,2.003957049499697,0.49804160876055686,0.8070417429332685,91
unseen_conditions,130363,MC_lig2d_ext,0.825348805006469,0.4943772697231529,0.4988859981750916,0.6566905685911816,0.3262962453310187,0.609056850375689,1.7567688168905244,0.592111516821955,0.8315247627659028,91
unseen_conditions,130363,MC_donors,0.8981212959210433,0.6383686318311497,0.5186575576021343,0.6073561951613347,0.35768263061020494,0.6957930229728154,1.9327050909663945,0.5447816318288136,0.8120027827923687,91
unseen_conditions,130363,MC_ecfp,0.8117634680029442,0.4823382552842587,0.4585121099330876,0.6585897237146081,0.3265821145938751,0.5957242630940635,1.6830135100067618,0.568809430295198,0.8295377274770362,91
unseen_conditions,155921,MC,1.0614479907546401,0.7876611385583602,0.5904648912264446,0.5389474315956455,0.37913828299879687,0.8362618479068846,2.0991546235815064,0.44841806007553986,0.8004813308788322,91
unseen_conditions,155921,MC_lig2d_ext,0.7948715066377218,0.46804985964002366,0.5038058951921428,0.625429285686463,0.27486017597286416,0.5830405094803955,1.6390247776332254,0.5623739298745649,0.8261781552894534,91
unseen_conditions,155921,MC_donors,0.9169951227483835,0.661956982649974,0.5414344118304617,0.5667280525575861,0.347692186052404,0.7259208428962219,1.9465053235568555,0.5166088632730063,0.802561090988719,91
unseen_conditions,155921,MC_ecfp,0.828972884239531,0.5084379997263487,0.46310827930137843,0.6358028384874337,0.3050060224124887,0.6851273139994029,1.637728330001421,0.5652286455983523,0.8235588100628957,91
unseen_conditions,196613,MC,1.0319959854695409,0.7459717777153758,0.5800336019666155,0.5605100787446556,0.3721054576577119,0.8344813354386237,2.0668501228548166,0.4923467335025556,0.8034144736635315,91
unseen_conditions,196613,MC_lig2d_ext,0.7957502816017342,0.46551773756064185,0.4947087115384905,0.643683136974744,0.3083759515455057,0.5786650103040459,1.71625881153443,0.5991776318132227,0.8278100073655987,91
unseen_conditions,196613,MC_donors,0.8941878939310323,0.635947642418174,0.529855951617106,0.5914420326364276,0.35925229357062394,0.6942645897348874,1.9725170357856934,0.5833772807484551,0.8081010061428884,91
unseen_conditions,196613,MC_ecfp,0.8032135352872076,0.4667188726962663,0.4622388476827783,0.6503251345148002,0.31502200101175265,0.5803820670150188,1.6798449826280588,0.548113264183889,0.8280415574836265,91
unseen_conditions,262147,MC,0.9971522173774647,0.7361923479085029,0.5517483911210311,0.5834138580074546,0.3768467516000921,0.7871433578890128,2.0130492033010636,0.5268976251025692,0.8076096169783862,91
unseen_conditions,262147,MC_lig2d_ext,0.7912198891573637,0.4564952814980155,0.5096903624320998,0.6483790229092639,0.2878525974476819,0.5846466654432241,1.6984224079779744,0.551801771629502,0.837079346253341,91
unseen_conditions,262147,MC_donors,0.9036370807102082,0.6448108218567711,0.5257916280307527,0.5962321051552575,0.36313056487105405,0.7512967687056064,1.9868143463444226,0.5725709280226579,0.8106763463696399,91
unseen_conditions,262147,MC_ecfp,0.8042938374450517,0.4665413305567294,0.46582303717664747,0.6593711519578787,0.3033210768557131,0.5865173435310241,1.6681539063035995,0.5694890550612338,0.8361384774479614,91
unseen_ligand,104729,MC,0.9304479323501472,0.7179424265400489,0.5586779062245022,0.12806163680688454,0.41974151892853034,0.7734005686723329,1.8593611077252796,0.46538010582996236,0.6222809886875719,91
unseen_ligand,104729,MC_lig2d_ext,0.7979959091215444,0.5305246392169902,0.5242767080205928,0.2477664672567106,0.25973186481091415,0.7557786353756244,1.4666500755347354,0.5203417415027202,0.6588517628717244,91
unseen_ligand,104729,MC_donors,0.8492559841450857,0.6512336034457312,0.5049673672009553,0.2319442435807051,0.3078258738458255,0.7679847965817574,1.6802290991071687,0.5034409465777778,0.6393565002195011,91
unseen_ligand,104729,MC_ecfp,0.8839313865269848,0.60009283698769,0.5357828170315753,0.2623195895348408,0.3054980192468286,0.7984571141184291,1.6311241302613808,0.4488752584138571,0.6671252267043294,91
unseen_ligand,130363,MC,0.9763774030743735,0.7715709872711333,0.5622342333301908,0.1445685590296255,0.45558458137302643,0.8546567079133255,1.9586430142982783,0.49634475906522296,0.6352153154163135,91
unseen_ligand,130363,MC_lig2d_ext,0.8358483902128494,0.5976093328848187,0.5337024522027628,0.2519584376539059,0.35602309822138667,0.7961938284928236,1.6651586182853046,0.5449716442791995,0.6661686418275905,91
unseen_ligand,130363,MC_donors,0.8755317512611743,0.7027409312114037,0.5087446912605951,0.2586945820515455,0.3589795578596232,0.8050935993803369,1.757140631754606,0.5305272959340259,0.6685066693768159,91
unseen_ligand,130363,MC_ecfp,0.9446678667067222,0.7359865183633513,0.535875703839543,0.24847203049765532,0.3589767703564148,0.8460303564689307,1.9144332065609544,0.4920847635447468,0.670338115559225,91
unseen_ligand,155921,MC,0.9322358726467205,0.6975443605143824,0.545765304008915,0.15827230082978427,0.4135227323544876,0.7418614263623731,1.9037158083573222,0.49981174462202815,0.6310683680536274,91
unseen_ligand,155921,MC_lig2d_ext,0.8064821799341484,0.535445425463468,0.5305798571891261,0.2641002853320221,0.25946922088365,0.764285571849272,1.5316594740178882,0.5396710314219846,0.6750655098241162,91
unseen_ligand,155921,MC_donors,0.8406069088389991,0.6332862452846446,0.5026334676944864,0.26246094287281796,0.3114606708185813,0.7548213618329832,1.6936259933454438,0.5172819412134742,0.6572639157953851,91
unseen_ligand,155921,MC_ecfp,0.8697334880091582,0.5892079208440099,0.5346343319414414,0.2674947726238822,0.28999801242973267,0.7958184595979747,1.6464314058719272,0.4621616179807007,0.6689844379461399,91
unseen_ligand,196613,MC,1.0118793488317757,0.7516109109148692,0.5857849242741416,0.09811886828027305,0.45051160079856234,0.8543952928674603,1.9696731139634,0.48977575696410114,0.6039827668038854,91
unseen_ligand,196613,MC_lig2d_ext,0.856398470011043,0.6066475670827353,0.5428806602825461,0.2550614616380872,0.3099632668028559,0.7754110014456839,1.6511002507598718,0.5167631780475369,0.6725064095377694,91
unseen_ligand,196613,MC_donors,0.9130701683667855,0.6799680960190464,0.5327853550970565,0.2494969841385284,0.3570306322753889,0.7929845965809441,1.750599214557224,0.5188910359393515,0.6647709592146993,91
unseen_ligand,196613,MC_ecfp,0.9094621889156377,0.6424045678171317,0.5494056582553472,0.2607145084195601,0.3431409775768057,0.8129051133378425,1.7744502627331493,0.45168702650192294,0.6766973619002616,91
unseen_ligand,262147,MC,0.942618412560019,0.7067669874654862,0.5622705636193474,0.1767262849375928,0.4128331724715525,0.7697129048644038,1.8636587563039257,0.47284473881035677,0.6402009771205434,91
unseen_ligand,262147,MC_lig2d_ext,0.8824600198727339,0.6558256773402489,0.5522907235061688,0.2342916100925203,0.3251845284107203,0.8054398615169193,1.6895067041658387,0.4535403544499694,0.6676951962256283,91
unseen_ligand,262147,MC_donors,0.8942937232448108,0.653049958240603,0.547455214459761,0.24011430118063382,0.3640997466887605,0.8279028422043193,1.7799625522620226,0.44652487886044245,0.6752289569662534,91
unseen_ligand,262147,MC_ecfp,0.9445790730268652,0.6800700794611529,0.5626514549669354,0.24285262317768164,0.2972717937846904,0.8684336217929575,1.7228389399423698,0.42540968544448726,0.6673410607509977,91
unseen_series,104729,MC,0.9358827653403673,0.6479001237088202,0.5814276457795131,0.27723321069315954,0.34629191213210325,0.8313836749285985,1.6546226548740304,0.5036686985022,0.7168032044021764,91
unseen_series,104729,MC_lig2d_ext,0.7790289159181611,0.44238824160990914,0.5678508358104489,0.323139778613758,0.22378445785824846,0.703257652789604,1.5234113397423883,0.5222268531481126,0.7357169724141038,91
unseen_series,104729,MC_donors,0.8039791155851606,0.525606167538063,0.520802802449932,0.3479342893839349,0.23388953557583864,0.6900582816163511,1.4770309945649724,0.5364817542753988,0.7226469636026265,91
unseen_series,104729,MC_ecfp,0.796041831258822,0.4444712070000882,0.5369165317216649,0.3462641802345794,0.23189684597467233,0.6769908978763665,1.5144825394166357,0.5466460222102023,0.7401813844182487,91
unseen_series,130363,MC,0.94352156400236,0.7001809406411199,0.559426645066588,0.24657207366350098,0.40317765964367996,0.7608757920495134,1.8470818933871929,0.49314716368803346,0.6952648524732381,91
unseen_series,130363,MC_lig2d_ext,0.8102866540317943,0.471525557431401,0.5712164710640565,0.3377603212327983,0.24796378424224907,0.7218080764548207,1.6253814561201048,0.47167182874418195,0.741646646137985,91
unseen_series,130363,MC_donors,0.8072240523837315,0.579162933264817,0.506235492370672,0.3559963899188454,0.28835850682513553,0.6878554385753207,1.6317595802825893,0.5386515442477049,0.7193497318314357,91
unseen_series,130363,MC_ecfp,0.868510804508537,0.5236365242946218,0.5497754834557065,0.3414187580351634,0.2757275041242921,0.6825605867277771,1.736911688826189,0.4596713740989585,0.7339049093863712,91
unseen_series,155921,MC,0.8996382441729107,0.6243442030688762,0.5793285098967003,0.25534105712661503,0.4003144636311745,0.7567806628655777,1.6539793865146393,0.5161200909966508,0.7082699015230969,91
unseen_series,155921,MC_lig2d_ext,0.8852721777060463,0.4999616248049331,0.584835107445151,0.2411908215248183,0.29754948203129633,0.7258262755112861,1.7173929125430498,0.4831200849845218,0.725782319838816,91
unseen_series,155921,MC_donors,0.828922984215771,0.5580261112866487,0.52867074472083,0.3187662999255131,0.30122080272901375,0.7529499729162468,1.5748813782370445,0.530065230001573,0.7156438822049019,91
unseen_series,155921,MC_ecfp,0.8666167850313653,0.49373982037408165,0.5638936592143974,0.265141970636359,0.3019216410032343,0.681139303533946,1.6855660639864576,0.4532985734437122,0.7375709449654613,91
unseen_series,196613,MC,0.9268003097207174,0.6599913735994911,0.5579287340019403,0.23182050128054188,0.38868949825497234,0.8061513335333331,1.7088124777948561,0.5296645131383445,0.6869510507241442,91
unseen_series,196613,MC_lig2d_ext,0.8210753054916727,0.46740424987297086,0.5755470984310809,0.2630205588862278,0.2400022508482223,0.7075980411335276,1.5709423768561763,0.5435695681696421,0.7114586924019082,91
unseen_series,196613,MC_donors,0.7748271361097313,0.5208375809825736,0.504087053488464,0.3234466303231539,0.24986399631921574,0.7121130973865731,1.4338600675086104,0.5888092686020822,0.7012385311969255,91
unseen_series,196613,MC_ecfp,0.8207399559100484,0.45877270605577936,0.5424306838872257,0.30213973759622825,0.2386573464307155,0.6706873345020565,1.541356465198318,0.5360103169633349,0.7220329890815214,91
unseen_series,262147,MC,0.9139441059699283,0.6519952086750476,0.5767422710824682,0.28136652044167554,0.3827629068182403,0.7967310377917405,1.6493152066886798,0.4372683425254803,0.7169561741634073,91
unseen_series,262147,MC_lig2d_ext,0.8156138581603841,0.45273173995759997,0.5736564957022482,0.26440005372433784,0.23320601435185842,0.6774809270348294,1.5704104390338396,0.48947062082176346,0.7244956974635308,91
unseen_series,262147,MC_donors,0.8105130935672153,0.5432872314187361,0.532596174993791,0.3215200284981252,0.2604720118747399,0.7349540917508024,1.5026737806029866,0.5067604065813202,0.7166863816050719,91
unseen_series,262147,MC_ecfp,0.8409309402776028,0.4498881149288972,0.5560268927412868,0.2683930255547099,0.24940931217136073,0.6768727381064334,1.6295406765447245,0.49835848724642356,0.724758155855232,91
