regime,arm,macro_mae,offset_mae,shape_mae,shape_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy
unseen_chemotype,MC,1.1470232660021438,0.9312655151870581,0.623521720273226,0.07809698355348679,0.5018763938987536,0.964402690328108,2.124356094704356,0.4106099395344504,0.5986879175891128
unseen_chemotype,MC_donors,1.0302579823664746,0.8372491112060612,0.5747234545941378,0.12276961006253122,0.3910247683857567,0.9319998716967343,1.8974228919366989,0.4470449677890095,0.6123589089693715
unseen_chemotype,MC_ecfp,1.0566569160206347,0.8429833048543826,0.5844821653950932,0.22519689986102484,0.39160871450241724,0.9863955007841916,1.8834153704842715,0.4425104760502661,0.6611467283854251
unseen_chemotype,MC_lig2d_ext,1.0373061685414737,0.8106833134833564,0.5961066832344669,0.17048871159044,0.3993871030968023,0.9677685247849943,1.886529530781209,0.4735361633115838,0.6356839686642493
unseen_conditions,MC,1.0245706742733929,0.7487948715160853,0.5713884846644172,0.5653250795320619,0.3728929873409138,0.8068053251823603,2.040439149095686,0.4896538159812486,0.8051735211438785
unseen_conditions,MC_donors,0.9018743724046381,0.639858180539272,0.5302198326888686,0.5870831148976203,0.3534574804387465,0.7171633823968975,1.9564990589863984,0.5580263322788193,0.8084797634626486
unseen_conditions,MC_ecfp,0.7995752031142024,0.46831043124799876,0.4644165067581404,0.6495725165077875,0.30132831390571574,0.6006535090423435,1.636041705959793,0.5628432104370706,0.8306054773651901
unseen_conditions,MC_lig2d_ext,0.7912887996522238,0.45553737211652845,0.5064998486400332,0.6414327833156157,0.28330229453524486,0.5942175037399816,1.655318728036543,0.5740012603027111,0.8323079469886435
unseen_ligand,MC,0.9587117938926072,0.729087134541184,0.5629465862914194,0.14114952997683203,0.4304387211852318,0.7988053801359791,1.9110103601296413,0.4848314210583343,0.6265496832163884
unseen_ligand,MC_donors,0.874551707171371,0.6640557668402858,0.5193172191425708,0.24854221076484614,0.3398792962976359,0.7897574393160681,1.7323114982052932,0.5033332197050144,0.6610254003145309
unseen_ligand,MC_ecfp,0.9104748006370735,0.6495523846946671,0.5436699932069684,0.256370704850724,0.3189771146788944,0.8243289330632269,1.7378555890739562,0.456043670377143,0.6700972405721908
unseen_ligand,MC_lig2d_ext,0.8358369938304637,0.5852105283976522,0.5367460802402393,0.25063565239464924,0.3020743958259054,0.7794217797360646,1.6008150245527275,0.5150575899402822,0.6680575040573657
unseen_series,MC,0.9239573978412567,0.656882369938671,0.570970761165442,0.25846667264109857,0.3842472880960341,0.7903845002337526,1.7027623238518796,0.49597376177014174,0.7048490366572125
unseen_series,MC_donors,0.805093276372322,0.5453840048981677,0.5184784536047378,0.3335327276099145,0.2667609706647887,0.7155861764490588,1.5240411602392405,0.5401536407416158,0.7151130980881923
unseen_series,MC_ecfp,0.8385680633972751,0.47410167453069363,0.5498086502040562,0.30467153441140804,0.259522529940855,0.6776501721493159,1.6215714867944648,0.4987969547925263,0.7316896767413669
unseen_series,MC_lig2d_ext,0.8222553822616117,0.4668022827353628,0.574621201690597,0.28590230679638806,0.24850119786637492,0.7071941945848136,1.6015077048591118,0.5020117911736444,0.7278200656512688
