arm,n_rows,n_extractants,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,fraction_extractants_improved_vs_A2,extractants_improved_vs_A2,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,extractants_in_r2_metrics,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,pooled_statistics_are_row_weighted
H2_E3_RAW_REAL,6699,34,0.3369336015690306,0.4164972082635737,0.30413965120369113,0.5657448404678761,0.5,17,0.35213302522993906,-0.8964839294934195,0.41435056318450947,31,0.39846672126010496,0.710823042802596,0.12326926352093953,0.472919317246626,0.8346021794297657,True
H2_E3_RAW_SHUFFLED,6699,34,0.3373533833145071,0.41603603744932594,0.3075257587124618,0.5657414911850539,0.47058823529411764,16,0.35354193314705773,-0.8641826907876992,0.4046969873170957,31,0.4002584672019837,0.7083691070796062,0.12340379799927802,0.4723435224698852,0.8346021794297657,True
H2_E3_COMPACT_REAL,6699,34,0.3369336015690306,0.4164972082635737,0.30413965120369113,0.5657448404678761,0.5,17,0.35213302522993906,-0.8964839294934195,0.41435056318450947,31,0.39846672126010496,0.710823042802596,0.12326926352093953,0.472919317246626,0.8346021794297657,True
H2_E3_COMPACT_SHUFFLED,6699,34,0.3373533833145071,0.41603603744932594,0.3075257587124618,0.5657414911850539,0.47058823529411764,16,0.35354193314705773,-0.8641826907876992,0.4046969873170957,31,0.4002584672019837,0.7083691070796062,0.12340379799927802,0.4723435224698852,0.8346021794297657,True
H2_E3_STABLE_REAL,6699,34,0.3369336015690306,0.4164972082635737,0.30413965120369113,0.5657448404678761,0.5,17,0.35213302522993906,-0.8964839294934195,0.41435056318450947,31,0.39846672126010496,0.710823042802596,0.12326926352093953,0.472919317246626,0.8346021794297657,True
H2_E3_STABLE_SHUFFLED,6699,34,0.3369571012734255,0.41596824569941093,0.3070471658032865,0.5653903061598425,0.47058823529411764,16,0.3536503264224896,-0.8713399205187954,0.4052080726733158,31,0.40010286992011324,0.7094423144410655,0.12334714199617532,0.47227358801041097,0.8344529034184207,True
H3_A2,6699,34,0.4214938567158941,0.48025908755315133,0.3252638565003535,0.759375976320607,0.2647058823529412,9,0.10508453911952653,-1.8211320354106115,0.11011185746648822,31,0.24073632870856163,0.8217232129072831,0.12950675140018525,0.5477498806078606,0.799820868786386,True
H3_A2_ELEC,6699,34,0.42725147347338654,0.47797925565985433,0.3703256890745218,0.7752130579613341,0.35294117647058826,12,0.1386661607483869,-1.7627880983026363,0.13165487885822358,31,0.26372649708989937,0.8217397978614934,0.13549779628485858,0.5438785895125368,0.7802657113001941,True
H3_A2_LABEL_SHUFFLED,6699,34,0.44176337002314964,0.3908148007464822,0.3786017892446055,0.7415053679316461,0.3235294117647059,11,0.44642534524580657,-1.9330110019830615,0.26835984381856004,31,0.44653401699542444,0.6774094137489547,0.12488230419589903,0.4419847951877746,0.8525153007911629,True
H3_A2_ELEC_LABEL_SHUFFLED,6699,34,0.4318347009014961,0.3838723765583175,0.3696504871715527,0.7273809330004406,0.35294117647058826,12,0.47231964404882665,-1.7652863677119714,0.31538545515809235,31,0.4728065642834045,0.6692927838634681,0.1256024510108984,0.43356796030996575,0.8528138528138528,True
