arm,n_rows,n_extractants,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,fraction_extractants_improved_vs_A2,extractants_improved_vs_A2,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,extractants_in_r2_metrics,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,pooled_statistics_are_row_weighted
A2_current_champion,6699,34,0.330582056998995,0.42510201722194346,0.29180069675728526,0.5673955221675961,0.0,0,0.3156842389672063,-0.8918206925995193,0.5101124279706201,31,0.36568026579934854,0.7313008971723349,0.11964143308351237,0.48387789679717375,0.8481862964621585,True
H1_CATBOOST_NONE_RMSE,6699,34,0.342550588227905,0.4347111544566062,0.2906132932390706,0.5847655570955574,0.4117647058823529,14,0.2912710631519405,-1.0017115490943413,0.47036509268317184,31,0.35434598827248626,0.703550849535037,0.11877307556436674,0.49550308455317277,0.8289296909986565,True
H1_CATBOOST_NONE_MAE,6699,34,0.3447197871021775,0.4242795050739119,0.3171506293922537,0.5863862735752682,0.4411764705882353,15,0.320575443505285,-0.910484582096893,0.4238732425182865,31,0.36857780213918684,0.701283812227016,0.11913057954997149,0.48299541616173314,0.8538587848932676,True
H1_CATBOOST_NONE_HUBER,6699,34,0.340422159637201,0.4237055322220543,0.2877345624320319,0.5941785025520601,0.4117647058823529,14,0.3076202329030031,-1.0067586795001107,0.42173165076940955,31,0.3654750250453664,0.7384858589640283,0.12067272800842535,0.4820142651083008,0.8292282430213465,True
H1_CATBOOST_GROUP_SQRT_RMSE,6699,34,0.350602347411018,0.4292301257890755,0.30965769189129766,0.5876897045239411,0.3235294117647059,11,0.30088398248546544,-0.9124820944648367,0.40009530413685446,31,0.35739886912907004,0.7139379757710065,0.11733428861864485,0.48924425892920287,0.8459471562919839,True
H1_CATBOOST_GROUP_SQRT_MAE,6699,34,0.36242621531286806,0.43984173584594366,0.34375444361545693,0.6092634463703652,0.4411764705882353,15,0.28184113168471725,-0.9997769004875736,0.3708301497014236,31,0.3347787064492131,0.7068379854683992,0.12324399945670386,0.5007605954110501,0.8408717719062546,True
H1_CATBOOST_GROUP_SQRT_HUBER,6699,34,0.3653553620261579,0.43258517419929043,0.32377424999031734,0.6228319879811948,0.4117647058823529,14,0.2990146476586444,-0.9736544310109357,0.3316599112862558,31,0.3527625089148096,0.7181829671235647,0.12566054750044378,0.4916427607890827,0.8356471115091805,True
H1_CATBOOST_GROUP_EQUAL_RMSE,6699,34,0.36326174857565235,0.41815947508006057,0.36775907116620776,0.5856706154068037,0.29411764705882354,10,0.3584693687629834,-0.9043943186699274,0.21341265350159666,31,0.39834534261985516,0.6927474579746435,0.12402890026640016,0.47475526564139325,0.831915211225556,True
H1_CATBOOST_GROUP_EQUAL_MAE,6699,34,0.3578278013346213,0.43098131365710657,0.31598089965105375,0.5998046339443168,0.4117647058823529,14,0.3206369822596563,-1.043759220344296,0.34549273043575346,31,0.3663751764681792,0.706963555499049,0.12230387093243793,0.49037617225186736,0.8422152560083594,True
H1_CATBOOST_GROUP_EQUAL_HUBER,6699,34,0.3549639003199416,0.41610853301863526,0.33538127422482067,0.5887238752273569,0.4117647058823529,14,0.3548955994853683,-0.7357135531372117,0.29953627688708084,31,0.40130642320694404,0.68074053192052,0.12694539857357529,0.47174850246240707,0.8295267950440364,True
