arm,extractant_family,n_extractants,macro_mae,fraction_extractants_improved_vs_A2
A2_current_champion,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1,0.1515153230375982,0.0
A2_current_champion,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1,0.1495874602229857,0.0
A2_current_champion,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1,0.3161710035016787,0.0
A2_current_champion,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1,0.44553402809201453,0.0
A2_current_champion,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,1,0.34616833794015733,0.0
A2_current_champion,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,1,0.27256016917472337,0.0
A2_current_champion,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,1,0.270442248728449,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,1,0.5858102888787354,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1,0.2210144484063949,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1,0.7960124691974199,0.0
A2_current_champion,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,1,0.1827794088475314,0.0
A2_current_champion,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1,0.6347517254629815,0.0
A2_current_champion,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,1,0.5046133509826497,0.0
A2_current_champion,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,0.0976632111440801,0.0
A2_current_champion,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,1,0.08823417038380546,0.0
A2_current_champion,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,1,0.06354527166606408,0.0
A2_current_champion,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,1,0.30080884399349334,0.0
A2_current_champion,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,1,0.2508335682243748,0.0
A2_current_champion,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,1,0.20436531639814287,0.0
A2_current_champion,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,1,0.2827925495210772,0.0
A2_current_champion,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,1,0.40359525342986746,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,1,0.6496648785212767,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,1,0.3913408420938849,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,0.5047496195248569,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,1,0.4990389158210237,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,1,0.48638442302740703,0.0
A2_current_champion,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1,0.07983876917977578,0.0
A2_current_champion,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,1,0.43513697582234556,0.0
A2_current_champion,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,1,0.19325414436693344,0.0
A2_current_champion,CCN(CC)C(=O)COCC(=O)N(CC)CC,1,0.21973949022000536,0.0
A2_current_champion,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,1,0.2521320240423767,0.0
A2_current_champion,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1,0.3385564831935585,0.0
A2_current_champion,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,1,0.3430964454535774,0.0
A2_current_champion,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,1,0.27805847946458373,0.0
H1_CATBOOST_NONE_RMSE,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1,0.20768792892952578,0.0
H1_CATBOOST_NONE_RMSE,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1,0.21203373840788137,0.0
H1_CATBOOST_NONE_RMSE,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1,0.2847082940026267,1.0
