ablation,outer_fold,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_n_rows,inner_mae,inner_rmse,inner_r2,inner_pearson,inner_spearman,selected
A0,0,0,3,104729,0.35,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,0.0879299397426722,0.04067198144699912,True
A0,0,1,3,104729,0.7,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.10719933401947998,-0.1278316408826274,False
A0,0,2,3,104729,1.0,4,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,0.03999587454329906,0.027374275150761313,False
A1,0,0,3,104729,0.35,2,0.37735345921029734,5743,0.4918868044834893,0.7362303467059107,0.04456602660593234,0.47351926007063455,0.45784128886272524,True
A1,0,1,3,104729,0.7,2,0.3972138590648685,5743,0.5322136694016804,0.8154495802338433,-0.17210758813583826,0.37964692755154666,0.32918325547281,False
A1,0,2,3,104729,1.0,4,0.4061530625057474,5743,0.5713448397249395,0.8920404976075783,-0.40262764104143267,0.2926161834426294,0.2667799263297068,False
A2,0,0,3,104729,0.35,2,0.345496131458052,5743,0.3666607461449685,0.5355908228016043,0.49436223347616814,0.7076570929952177,0.7189003861429561,True
A2,0,1,3,104729,0.7,2,0.34968737580478126,5743,0.38478616409855554,0.5617944070470656,0.4436756450264333,0.6742133917792837,0.7052463266517581,False
A2,0,2,3,104729,1.0,4,0.36618190028376346,5743,0.40193674660099415,0.5854312777416584,0.39587738454859434,0.6441907212694683,0.6910006979670289,False
A3,0,0,3,104729,0.35,2,0.3617709057682961,5743,0.4958433175190027,0.7489145994475105,0.011360759410392385,0.4518155321949293,0.38814047032056176,True
A3,0,1,3,104729,0.7,2,0.36406562176706136,5743,0.5022145350856815,0.7677684956704245,-0.03904372874811668,0.4281845984045062,0.3677682273290536,False
A3,0,2,3,104729,1.0,4,0.37238157793452653,5743,0.5430843230824293,0.8531017051790386,-0.2828470226836519,0.3242206738043214,0.303352105069079,False
A4,0,0,3,104729,0.35,2,0.3426746463851568,5743,0.3612769711271373,0.5285590006399182,0.5075522064758226,0.7151938144145954,0.729208250930538,True
A4,0,1,3,104729,0.7,2,0.35038871021346046,5743,0.3847988814537622,0.5638176886733985,0.43966126632735936,0.6713238138215954,0.7158168834414337,False
A4,0,2,3,104729,1.0,4,0.3646114195238153,5743,0.40425928552336154,0.5904133929609944,0.3855512691833958,0.6371943729680122,0.7003232375366188,False
A5,0,0,3,104729,0.35,2,0.34410068100438707,5743,0.3615914682746864,0.5308234106135661,0.5033237577592118,0.712062680275983,0.7281245327496815,True
A5,0,1,3,104729,0.7,2,0.3495405899625738,5743,0.37639768554149666,0.5525768313951607,0.46178153412004574,0.6847719074867907,0.7205194124551781,False
A5,0,2,3,104729,1.0,4,0.36296714403519326,5743,0.39807015555839437,0.5816447089347845,0.403667039787608,0.6493764042804739,0.6990513152915506,False
A6,0,0,3,104729,0.35,2,0.3450041973145148,5743,0.36038391256573343,0.5293521919700531,0.5060730966536271,0.7138478154310872,0.7327866371838657,True
A6,0,1,3,104729,0.7,2,0.3481502318011595,5743,0.37577348488916873,0.5505311348038833,0.46575923840290034,0.6882179567966743,0.7191884094403029,False
A6,0,2,3,104729,1.0,4,0.3607586655906399,5743,0.40226983914355313,0.5882850257956243,0.389973307504599,0.6410943760463395,0.7014679695290011,False
A2+D1,0,0,3,104729,0.35,2,0.34353799989877953,5743,0.36576819137428584,0.5351655922617296,0.49516481356908615,0.7070315832905871,0.7278982716911372,True
A2+D1,0,1,3,104729,0.7,2,0.35184475777945645,5743,0.38892735430526887,0.5657171795119128,0.435879365852453,0.6684716421855559,0.7088889665468534,False
A2+D1,0,2,3,104729,1.0,4,0.3627714917311308,5743,0.40693304095597294,0.5906644839026872,0.3850285326773919,0.6382295806424316,0.6973974155424383,False
A2+D2,0,0,3,104729,0.35,2,0.3458466273052902,5743,0.36795266951440897,0.5354663137985534,0.49459729775949557,0.7073037608977161,0.7249617254019015,True
A2+D2,0,1,3,104729,0.7,2,0.3523891627748885,5743,0.3921813869478432,0.5714481260097565,0.42439192718520413,0.6611892294983098,0.7093611203414275,False
A2+D2,0,2,3,104729,1.0,4,0.36790200644333415,5743,0.411900256038397,0.5987824203765041,0.3680083600999775,0.6266890058745037,0.6924262117992735,False
A2+D3,0,0,3,104729,0.35,2,0.34302129103956985,5743,0.3647028947929594,0.5361647135030307,0.49327806150794573,0.7069599544817993,0.7178082073126104,True
A2+D3,0,1,3,104729,0.7,2,0.3481938664067499,5743,0.37235024759807883,0.5493215693769328,0.4681042076002404,0.691149080611959,0.7106557413494048,False
A2+D3,0,2,3,104729,1.0,4,0.36844345556042013,5743,0.3930166070350384,0.5756340188270271,0.41592831268438,0.6588558856835384,0.6936922985316283,False
A2+D4,0,0,3,104729,0.35,2,0.34762263024069534,5743,0.3697356702476678,0.5381685492489235,0.4894833882003501,0.7034514620321093,0.7222417644546559,True
A2+D4,0,1,3,104729,0.7,2,0.35536103621117965,5743,0.39181711012982057,0.570106162147007,0.4270922186354865,0.6625492568447513,0.7073900489694628,False
A2+D4,0,2,3,104729,1.0,4,0.37137633689212934,5743,0.42264106790607264,0.6129887694124118,0.3376641138572858,0.6067502742348132,0.6795547602815137,False
A2+D5,0,0,3,104729,0.35,2,0.3428803151488826,5743,0.36805650042341287,0.5373963320346774,0.4909474160649925,0.7041509748886605,0.7243480169715227,True
A2+D5,0,1,3,104729,0.7,2,0.34963793778007096,5743,0.39023009625692034,0.567500573154268,0.43231703842998126,0.6673759767509397,0.7083557776332492,False
A2+D5,0,2,3,104729,1.0,4,0.3659155709596396,5743,0.41298014061987226,0.6011561796891253,0.36298760594667623,0.6227992266779279,0.6853255412137936,False
A5_SHUFFLED_s1009,0,0,3,104729,0.35,2,0.34782147284106985,5743,0.36672222025436435,0.5330976145597426,0.4990588263520426,0.7083548749165874,0.7232546949655514,True
A5_SHUFFLED_s1009,0,1,3,104729,0.7,2,0.35205806338178197,5743,0.37837154157524144,0.5477973053214444,0.47105193382787414,0.6901435858512376,0.713172026548033,False
A5_SHUFFLED_s1009,0,2,3,104729,1.0,4,0.36812914121062745,5743,0.4070974465004932,0.5906894701302681,0.384976502658799,0.6365480314153708,0.6884331255140421,False
A5_SHUFFLED_s2017,0,0,3,104729,0.35,2,0.34696287156376493,5743,0.36276005150589585,0.5305658247041537,0.5038056723012359,0.7118179766082364,0.7242455226859803,True
A5_SHUFFLED_s2017,0,1,3,104729,0.7,2,0.3503728307455773,5743,0.37459916370572827,0.5453008717515498,0.4758620153235492,0.6941374912138747,0.7139886778687566,False
A5_SHUFFLED_s2017,0,2,3,104729,1.0,4,0.36821255147668197,5743,0.40454106451366306,0.5870005716188307,0.3926342487174955,0.6414673522393065,0.6880383981831147,False
A5_SHUFFLED_s3019,0,0,3,104729,0.35,2,0.3492552742164581,5743,0.3666519037050509,0.5364031857799714,0.4928272074906117,0.7050218367224341,0.7272659165708025,True
A5_SHUFFLED_s3019,0,1,3,104729,0.7,2,0.3530415260811906,5743,0.38336749155377764,0.5590690668940355,0.44906016115555836,0.6761221609756157,0.7159995546824643,False
A5_SHUFFLED_s3019,0,2,3,104729,1.0,4,0.36772593133205467,5743,0.4018244867504228,0.5864705674453644,0.39373053745569564,0.642007530021749,0.6996998414756231,False
A0,1,0,3,114736,0.35,2,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,-0.058544942554361774,-0.09865851444106648,True
A0,1,1,3,114736,0.7,2,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,-0.039979037605325986,-0.026516315278668677,False
A0,1,2,3,114736,1.0,4,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,-0.015363563116654915,-0.015295763477377766,False
A1,1,0,3,114736,0.35,2,0.3912441100646722,5783,0.5526568771676359,0.8030198522010772,-0.10892168846860151,0.3898241338327122,0.23994721659745927,True
A1,1,1,3,114736,0.7,2,0.3920928690743923,5783,0.5629920529620198,0.8219929407966224,-0.16194210466988368,0.37360466975858814,0.22170759841616344,False
