outer_fold,ablation,n_rows,mae,rmse,r2,pearson,spearman
0,A0,956,0.30739411733392263,0.581040162607295,-0.23372507036889556,-0.39394549484918656,-0.11246646772971577
0,A1,956,0.3879753493395329,0.5122266765857983,0.04119460306189038,0.7149366995401565,0.4119418820881801
0,A2,956,0.4172615120552959,0.57927899807799,-0.2262574285586516,0.5603658587901282,0.338686567491002
0,A3,956,0.42605276698648387,0.552944689117643,-0.11729914635845629,0.6447733192796031,0.31447598304050645
0,A4,956,0.416691696802533,0.574405592291399,-0.2057115010648205,0.5579923385405764,0.3354843839120848
0,A5,956,0.4167482752280551,0.5634513185489718,-0.1601626605820845,0.5607888195356641,0.3296493467272517
0,A6,956,0.4122889053150323,0.5576402336896488,-0.13635567646457658,0.5687448675040574,0.3359020948309558
0,A2+D1,956,0.4202110330653468,0.5762775416295624,-0.2135829724882301,0.5546976587197481,0.33361391840796917
0,A2+D2,956,0.42271921714560295,0.5825002768608424,-0.23993339484693732,0.552041308123749,0.33055945388325403
0,A2+D3,956,0.41290140742132714,0.571589435856611,-0.19391792278742614,0.5604644096015854,0.34254429508297274
0,A2+D4,956,0.42047173799056203,0.5812058762607524,-0.23442889174296622,0.5550834371945272,0.3384972441979581
0,A2+D5,956,0.42127743837825216,0.5832373813288355,-0.24307344044423274,0.5531676002028675,0.3341065504931489
0,A5_SHUFFLED_s1009,956,0.4217363394623879,0.5765254785617058,-0.21462745798373417,0.5513491490481903,0.3308819977548317
0,A5_SHUFFLED_s2017,956,0.4245900720411802,0.5772714190498459,-0.21777259544871175,0.5495396194723479,0.330127127889556
0,A5_SHUFFLED_s3019,956,0.4156441164783423,0.5661496240592235,-0.17130104624290365,0.5620657967322511,0.33702240309395204
1,A0,916,0.507965849889883,0.7213414863898153,-0.718785093006004,-0.05430228959739526,-0.08046070418102713
1,A1,916,0.28353010254068367,0.42623433890669665,0.3998820353272341,0.6888331565821053,0.5991055957281899
1,A2,916,0.2581561503045135,0.36766226373522126,0.553483130460052,0.7744971979139192,0.6772523553864088
1,A3,916,0.2819635101642615,0.4242725979413237,0.40539340165940496,0.6810160562198053,0.6423074324508968
1,A4,916,0.26690227740804207,0.36440107526606674,0.5613692673973334,0.7706944767576217,0.6625592374513626
1,A5,916,0.2801402144182692,0.38841904815788275,0.5016427313889742,0.7521460342582157,0.6648434515658957
1,A6,916,0.28122581624383564,0.38986120838869276,0.49793516201383803,0.7487320278825719,0.6601567471106708
1,A2+D1,916,0.2617340699973121,0.3644897478420482,0.5611557705014186,0.7712131133611103,0.662745938939375
1,A2+D2,916,0.26028640772292483,0.3656167527106194,0.5584377560283091,0.7738767318809783,0.6619482357843535
1,A2+D3,916,0.2708364154519933,0.3754534362759097,0.5343582373459689,0.7684238388560239,0.6766036805220852
1,A2+D4,916,0.26338995569190715,0.3678888391612197,0.5529326202046789,0.7702919490020738,0.6666060010831052
1,A2+D5,916,0.2645831606098403,0.3664455124388278,0.5564336697329473,0.7719050606285383,0.6705691294487163
1,A5_SHUFFLED_s1009,916,0.2753643066651089,0.37403598190278564,0.5378674876909362,0.7592307325313973,0.6408818988264079
1,A5_SHUFFLED_s2017,916,0.2750268892334278,0.37616189493707486,0.5325993018963662,0.7604886013426773,0.6493890341075957
1,A5_SHUFFLED_s3019,916,0.2871834546796966,0.39105163470959026,0.49486440930414255,0.7505505761356611,0.6428317932262915
2,A0,915,0.9472198742246143,1.263244443776769,-0.8354164469719756,-0.08501051426681301,-0.08284891019650635
2,A1,915,0.425281131520884,0.6040415105573518,0.5803440398782769,0.7782882833244542,0.8091331237633209
2,A2,915,0.4084094165429911,0.619401540127286,0.5587300155574147,0.7598170173309726,0.8085067816443129
2,A3,915,0.452227630083818,0.6638964761904919,0.4930553400579858,0.7329880574329293,0.7865845792336592
2,A4,915,0.41543372633944986,0.6201494368466763,0.5576637488583844,0.7620282747050682,0.8067576555175048
2,A5,915,0.43153984461652073,0.6485280907440646,0.5162539744833856,0.7298168250177397,0.8010479793669858
2,A6,915,0.43216443024112317,0.648573490243092,0.5161862438908785,0.7315007753496207,0.8002446431904305
2,A2+D1,915,0.4207931688299635,0.6246522784431994,0.5512169121063182,0.7562882638853214,0.8120857648093966
2,A2+D2,915,0.4163010213268474,0.6235542834192188,0.5527932403566818,0.7562747355208408,0.81265187327209
2,A2+D3,915,0.40933227167315717,0.6353110639505678,0.535770576799366,0.7400314497498854,0.7982502880237305
2,A2+D4,915,0.41498930715057003,0.6219754407205834,0.5550550329884945,0.7575550506423222,0.8122955625104138
2,A2+D5,915,0.41088154990378556,0.6173935973703316,0.5615863491161824,0.7612007784956017,0.8167683204016412
2,A5_SHUFFLED_s1009,915,0.4312919962961809,0.6267350921851284,0.5482191164387029,0.7547430149243115,0.80640649422923
2,A5_SHUFFLED_s2017,915,0.424240495395146,0.6267630005864084,0.548178880099385,0.7549696245551545,0.8096068254723008
2,A5_SHUFFLED_s3019,915,0.42347782536565015,0.6252533480317818,0.550352816486164,0.7556533142152334,0.811280060863819
3,A0,2921,0.7312620399701275,1.0027480731026428,-0.9259393407369374,-0.04604285083236776,-0.052546466530710274
3,A1,2921,0.6499135847885275,0.9363013815319335,-0.6791529650466019,0.21278501314419485,0.10745390459977824
3,A2,2921,0.512201474132475,0.723691567415882,-0.0031501828154336664,0.474474892516342,0.6151866292771915
3,A3,2921,0.6401791016002121,0.9549066571233793,-0.7465489996937351,0.08008873012307215,0.12450628556480438
3,A4,2921,0.5152763746623277,0.7360777059107246,-0.037782303160793784,0.44002632932835833,0.6264849386259963
3,A5,2921,0.5035652588655681,0.7162437956892554,0.017391134287176424,0.47437017769781153,0.6077313633496597
3,A6,2921,0.4920191146909042,0.6994369324212412,0.06296448064911919,0.5028829582209648,0.6255869372989882
3,A2+D1,2921,0.49841427642757785,0.7069365124376189,0.04276237988717779,0.4948868863290915,0.6435696680473459
3,A2+D2,2921,0.5201116009464417,0.7431132363952986,-0.05771564066897872,0.42366202884374904,0.611695219347052
3,A2+D3,2921,0.5207185623392266,0.7290983367515078,-0.0181954390118364,0.47210050799315567,0.5719706076410638
3,A2+D4,2921,0.5116152989056211,0.727565551980828,-0.013918830824669826,0.4589547266949888,0.6131235225215975
3,A2+D5,2921,0.5160461387425169,0.731524995759661,-0.02498444075489581,0.4602258161370083,0.6217701454496353
3,A5_SHUFFLED_s1009,2921,0.49696948410372827,0.7039122248971169,0.05093502172069697,0.4881417243129173,0.622340116405364
3,A5_SHUFFLED_s2017,2921,0.5037495945877425,0.7182850448701169,0.011782408086600693,0.4712503670970688,0.6325011780460796
3,A5_SHUFFLED_s3019,2921,0.500029580063882,0.7111125163604379,0.031419820103440466,0.4801816945771671,0.6417725282916081
4,A0,991,0.6479772563140445,0.9838838446556313,-0.6347097944550599,0.2901382162575851,0.3567746512985186
4,A1,991,0.3421587985341732,0.4992974510738974,0.5790100739604511,0.7679262266604054,0.6736022098748704
4,A2,991,0.3045504367241896,0.4424950864311838,0.6693489464840581,0.8212192656705537,0.789162811832259
4,A3,991,0.3194037286923523,0.4704614172239179,0.626232934622138,0.7941355830202822,0.7596063136269292
4,A4,991,0.3038370877460896,0.436362615332578,0.6784503229506804,0.8251171953616636,0.7863117822087328
4,A5,991,0.30398601776858397,0.4382365287231895,0.6756826703994012,0.8238821734805499,0.7950942379626909
4,A6,991,0.30449097211055987,0.43984146846020056,0.6733028464517933,0.8221420958570378,0.7927874555084795
4,A2+D1,991,0.30415865494271765,0.4393213842309988,0.6740749863959326,0.8229922564667439,0.7934341806359118
4,A2+D2,991,0.30346568392658113,0.43607021465551415,0.6788811107347945,0.8257279534765999,0.7892581786035574
4,A2+D3,991,0.29678235095643807,0.4366431265712347,0.6780367802384746,0.826750586720058,0.7921348198931608
4,A2+D4,991,0.3046435605677978,0.4391346570547536,0.6743519869063224,0.823438016572564,0.7852239491970379
4,A2+D5,991,0.30529619017111365,0.44238799342251434,0.6695089759722854,0.8217667384490945,0.7882178996444574
4,A5_SHUFFLED_s1009,991,0.3057079738103027,0.4389612709234924,0.6746090911974828,0.8235797412193471,0.7900927840286471
4,A5_SHUFFLED_s2017,991,0.30387221337640985,0.4387711079122612,0.6748909562100246,0.824349439820422,0.7913715187851736
4,A5_SHUFFLED_s3019,991,0.30367569347111956,0.4343901303699763,0.6813507474125657,0.8266592703534101,0.7961026611359091
