claim,design,comparison,discovery_point,discovery_ci_low,discovery_ci_high,discovery_p,confirmation_point,confirmation_ci_low,confirmation_ci_high,confirmation_p,confirmation_seeds_positive,confirmation_loco_stable,confirmation_passes_P1
C1_L3A_measurements_saved,B,G14_saved_vs_0,2.206544553690845,0.5207022547142526,4.117731795599427,0.007,2.085716626414775,0.23425619141688053,4.169863971713069,0.016,5,True,True
C1_L3A_measurements_saved,BR,G14_saved_vs_0,2.1492837329594243,0.4549873551833919,3.984879465635062,0.009,2.1703631936784973,0.2521036799613133,4.195166577260915,0.022,5,True,True
C1_L3A_measurements_saved,BQ,G14_saved_vs_0,2.1789980625836822,0.4682765413067176,4.069607086751335,0.01,2.1225764925042943,0.24824478837510874,4.195569945284751,0.014,5,True,True
C1_L3A_measurements_saved,A,G14_saved_vs_0,2.4915092721446888,0.7708890886974877,4.544156307830471,0.004,2.284612992421185,0.6196230147672721,4.365712115005996,0.005,5,True,True
C1_L3A_measurements_saved,BP,G14_saved_vs_0,1.988219820835213,0.442490226935938,3.7807742090797767,0.009,1.9089851922632064,0.3597825823743442,3.760156005486706,0.014,5,True,True
