design,arm,n_cells,r2_vs_mean_curve,r2_vs_flat_curve,r2_affine_recalibrated,mae_amplitude,sd_amplitude,slope_refit
BP,G14 (predicted direction x constant magnitude),289,0.1170922325558651,0.38643478343069193,0.16098310049903009,0.28982439500668583,0.38113674799846264,0.8437026841850209
BP,oracle direction x constant magnitude,289,0.22558864663028366,0.46183294873540026,0.3883036063246784,0.26546419330922755,0.38113674799846264,0.9649683794817873
BP,corpus mean amplitude (MEAN_CURVE reference),289,0.0,0.3050630663886068,0.0,0.3120394481152635,0.38113674799846264,
BP,"flat curve (a = 0, no separation)",289,-0.43897949818738113,0.0,0.0,0.3236783766584308,0.38113674799846264,
