n_ligand_publication_units,n_ligands,chemotypes_represented,lopo_r2_same_ligand_other_lab,lopo_mae,lopo_sign_agreement,median_between_publication_sd,median_within_publication_sd,corpus_sd_amplitude,replicate_sd_quoted_in_reports,ligands_flipping_direction_between_labs
27,7,3,0.0046103679643582085,0.24265410683994054,0.7777777777777778,0.2012724861625188,0.08999902706769339,0.38113674799846264,0.237,2
