arm,c_asymptote,c_low,c_high,a,b,pred_45,pred_60,pred_90,pred_135,pred_200
G14,1.4766874037593455e-20,1.829892496943156e-21,0.4620969458530205,0.8029504778018421,0.1411127402743587,0.46924473967486907,0.4505769441830078,0.42552026247695474,0.4018569882814808,0.38017548856397027
MEAN_CURVE,0.5206379986709055,0.09246383411837134,0.630282571965669,0.12145743973718472,0.0500000000000047,0.6210448842827399,0.6196109588253316,0.6176246571575773,0.6156782188455232,0.6138287090666423
