outer_fold,ablation,n_rows,mae,rmse,r2,pearson,spearman
0,A0,956,0.30739411733392263,0.581040162607295,-0.23372507036889556,-0.056272901829732894,0.0771831313900584
0,A1,956,0.38977056386498116,0.512951934885203,0.03847754869321862,0.7153779426519361,0.4113853328342115
0,A2,956,0.4231865316186274,0.5876523434005432,-0.2619641841743918,0.5530026231596246,0.3318068940993463
0,A3,956,0.42885906171621735,0.5565311399082646,-0.13183996327028313,0.6385389513062933,0.3093273482100498
0,A4,956,0.4210726194848764,0.5761708270607311,-0.21313355364643694,0.5544837504330965,0.3272188818067245
0,A5,956,0.40936836042601227,0.5559739519678827,-0.1295747463332535,0.5701478759407999,0.3392934240957739
0,A6,956,0.410989152670461,0.5591307609185058,-0.14243856872674265,0.5699088949994072,0.3431421777778263
0,A2+D1,956,0.4181893215442543,0.5733477954974961,-0.20127483323730977,0.5549315821889251,0.3351618045918287
0,A2+D2,956,0.4182965111403383,0.5782652554460719,-0.22196926443843346,0.558654884850514,0.34320929013242224
0,A2+D3,956,0.4069887880753685,0.5660105359354155,-0.17072560100314305,0.5756660022338195,0.35722734499944275
0,A2+D4,956,0.4191613003861516,0.579011413196816,-0.22512480623420417,0.5576054751286834,0.33755063325023693
0,A2+D5,956,0.4177087705603139,0.5767403582416828,-0.21553304640347704,0.5571363820923152,0.3377354969525065
0,A5_SHUFFLED_s1009,956,0.41791883494766263,0.5721385873579553,-0.1962131253605386,0.5597898746117593,0.3397721656392431
0,A5_SHUFFLED_s2017,956,0.42486611323461615,0.580851749462386,-0.23292508321728822,0.5461529619575273,0.32855766792398666
0,A5_SHUFFLED_s3019,956,0.4172278568454721,0.5704013192806469,-0.18895968069658253,0.5592701392574772,0.33165122771150923
0,A5s,956,0.40859642882901737,0.5493821643154784,-0.10294840396823557,0.5770001804678554,0.3317767731766108
0,A6s,956,0.4139723676021191,0.5589861613364318,-0.14184774171441772,0.5670482798223825,0.31688091874153995
0,C1,956,0.4162164118908084,0.5603877910706266,-0.14758117262463633,0.5663572216688112,0.32656661908405754
0,C2,956,0.4176327743467216,0.5695624850471892,-0.18546527525702872,0.561751427512031,0.33760131262054877
0,C3,956,0.41323569045329983,0.5549224121939276,-0.12530595098786002,0.5701453119718994,0.33160774951645694
0,E2,956,0.4208553673245593,0.5806961740774351,-0.23226471813433314,0.5600508080759018,0.3332806146039136
0,E3,956,0.4183711877355975,0.5690564162583693,-0.18335958723287993,0.5677608769688344,0.34191939253336756
0,E4,956,0.42349273214000005,0.5864454479908819,-0.2567859702136248,0.5564567948341469,0.33150050731243624
0,G2,956,0.42294957617098855,0.5718193220805187,-0.19487847404670666,0.5560358766633635,0.325920536598279
0,G4,956,0.42621850697987496,0.5831077015771329,-0.24252072026847316,0.5437428567573576,0.3208212813593335
0,G2_SHUFFLED_s1009,956,0.42264419799762903,0.5758431995230896,-0.21175429965500214,0.5533786422845852,0.32910113046482037
0,G2_SHUFFLED_s2017,956,0.42708975861766735,0.5839053783505467,-0.24592252009670212,0.5477524857387635,0.3273732203248357
0,G2_SHUFFLED_s3019,956,0.42224723799790986,0.5746729250207708,-0.20683405682423794,0.5542525385992089,0.3245507881601268
0,E3_SHUFFLED_s1009,956,0.4173937104072606,0.5723132745460445,-0.19694370012856033,0.5652291901690549,0.3376815885294154
0,E3_SHUFFLED_s2017,956,0.42491862036762285,0.5823408447137561,-0.2392547404404024,0.5517853554667761,0.3278173366475533
0,E3_SHUFFLED_s3019,956,0.42046446505327795,0.572124290985162,-0.19615334510626004,0.5630476587712839,0.32843992230768876
0,E2_SHUFFLED_s1009,956,0.42020876967513643,0.5804641926839567,-0.23128036383743922,0.555008009850156,0.33048914573400157
0,E2_SHUFFLED_s2017,956,0.4244914606522132,0.5843360483009573,-0.24776110317023403,0.5545617850303266,0.3307844842075402
0,E2_SHUFFLED_s3019,956,0.4201664363565545,0.5814490761005351,-0.23546217695744232,0.5545540863292325,0.3362622927718287
0,E4_SHUFFLED_s1009,956,0.421305152903214,0.5866907420498512,-0.2578375483473765,0.55248624201938,0.3292401785868158
0,E4_SHUFFLED_s2017,956,0.41947993793330324,0.5827432840928182,-0.24096816047662273,0.5543714421225997,0.3340113250732505
0,E4_SHUFFLED_s3019,956,0.4249532336446455,0.5900972408853481,-0.2724867026764952,0.5457702312522764,0.3308569202602607
0,G4_SHUFFLED_s1009,956,0.422000203869948,0.5809976053639291,-0.23354435303241305,0.5509111475862053,0.32908078949512165
0,G4_SHUFFLED_s2017,956,0.42500283129699795,0.583076459423101,-0.24238757853946158,0.5473765497868084,0.3282947065731087
0,G4_SHUFFLED_s3019,956,0.4212530217700564,0.5774376468882776,-0.21847402234959357,0.5536841391424687,0.3294608887784575
0,S1,956,0.44376837263335167,0.6112785430396575,-0.36547699519390764,0.511221850930531,0.3561741943407495
0,S2,956,0.45738144045944223,0.6153606471060223,-0.3837751371599525,0.5904847918968937,0.3234302588987376
0,S3,956,0.4374198553305413,0.5996334828052443,-0.3139469627080351,0.5094195922273882,0.33944808437105456
0,S4,956,0.4458237992076362,0.611079398288365,-0.3645874390827819,0.49857712235852325,0.3312276595453593
0,S5,956,0.4211743037220568,0.5793913015518602,-0.2267329380060512,0.5526155104200156,0.3729263419000005
0,S4_SHUFFLED_s1009,956,0.4309663928996137,0.5914786127597443,-0.2784512611590739,0.5305064472572105,0.35713908133744776
0,S4_SHUFFLED_s2017,956,0.4389171325231285,0.6031936483172877,-0.32959570681915795,0.5070739795556266,0.35678764043103034
0,S4_SHUFFLED_s3019,956,0.43143159714983476,0.5900522319235564,-0.27229259527457383,0.5319053846753936,0.35917356270295275
0,S5_SHUFFLED_s1009,956,0.4307259586490139,0.5910088581244718,-0.2764213655380736,0.5249057792225659,0.35876449983552117
0,S5_SHUFFLED_s2017,956,0.43932078405580915,0.605760777011754,-0.340937028143399,0.5051668387528087,0.35393515058613695
0,S5_SHUFFLED_s3019,956,0.43477607014091174,0.5948173051810339,-0.2929248266961988,0.5205352388880095,0.3586640719648642
