ablation,estimator_kind,outer_fold,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_n_rows,inner_mae,inner_rmse,inner_r2,inner_pearson,inner_spearman,selected
A0,forest,0,0,3,104729,0.35,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.0346882657599433,-0.032101723785478396,True
A0,forest,0,1,3,104729,0.7,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,0.10164071040664832,0.048506408101359116,False
A0,forest,0,2,3,104729,1.0,4,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.01116248299013085,-0.10628984991960987,False
A1,forest,0,0,3,104729,0.35,2,0.3789762348583377,5743,0.4924789180570559,0.7350882078232748,0.04752812089711189,0.47585381720124204,0.45971659590864006,True
A1,forest,0,1,3,104729,0.7,2,0.3984780975475784,5743,0.5285942021980587,0.8027675799183333,-0.1359334816680302,0.396362921697883,0.34093229777286693,False
A1,forest,0,2,3,104729,1.0,4,0.40881400254685923,5743,0.567751336226477,0.8845398982493238,-0.37913920587554806,0.30197931363264785,0.27223374687993557,False
A2,forest,0,0,3,104729,0.35,2,0.3396239034867877,5743,0.3654244665353483,0.536414893712702,0.4928050673919028,0.7058488643070235,0.7212176286191163,True
A2,forest,0,1,3,104729,0.7,2,0.3507475646207711,5743,0.38587489574265477,0.5633032446220926,0.4406833393279126,0.6727135488710602,0.7043970205152568,False
A2,forest,0,2,3,104729,1.0,4,0.3666459358593084,5743,0.4053411181132093,0.5888909590295891,0.3887160060520053,0.6401125478889897,0.6870025763345623,False
A3,forest,0,0,3,104729,0.35,2,0.3594601503890671,5743,0.49326205002141343,0.7512139074600718,0.005280825376341891,0.4472669955078148,0.3995085440993671,True
A3,forest,0,1,3,104729,0.7,2,0.365576628036868,5743,0.511877387745577,0.7920560001670423,-0.10582149396456608,0.3949618688757996,0.34046192262369784,False
A3,forest,0,2,3,104729,1.0,4,0.3704378793452933,5743,0.514515392891582,0.7922874439216683,-0.1064678444030076,0.3960281609943673,0.3531497663180473,False
A4,forest,0,0,3,104729,0.35,2,0.3447214911492395,5743,0.35791000250871297,0.5247922928678901,0.5145459292240837,0.7199680471890048,0.7311202125304253,True
A4,forest,0,1,3,104729,0.7,2,0.35046359218897494,5743,0.3829712810633092,0.5616492363205187,0.4439631223495366,0.6739068610107499,0.715562664534547,False
A4,forest,0,2,3,104729,1.0,4,0.36523850001427477,5743,0.40552511882925146,0.5933204022039433,0.37948566998197975,0.6327844677142629,0.701333943817585,False
A5,forest,0,0,3,104729,0.35,2,0.34725527615627044,5743,0.3638382850928222,0.5318716441744601,0.501360216775809,0.7112360363891932,0.727494478238761,True
A5,forest,0,1,3,104729,0.7,2,0.35039521705643045,5743,0.3720877287961964,0.5473397652750619,0.4719351577889588,0.6918456852036178,0.7184459987246504,False
A5,forest,0,2,3,104729,1.0,4,0.3634128715219924,5743,0.3969661637769094,0.5801664389081518,0.4066943892808321,0.6514751609592967,0.7027815458423295,False
A6,forest,0,0,3,104729,0.35,2,0.3462409971706434,5743,0.36044611977208074,0.5303058841320577,0.5042917550284423,0.7128585639579404,0.7287199220005791,True
A6,forest,0,1,3,104729,0.7,2,0.34998856007463147,5743,0.37666062425151176,0.5541698195210509,0.4586738704868315,0.6826750883880593,0.720587933155905,False
A6,forest,0,2,3,104729,1.0,4,0.3625640420392952,5743,0.396748088219472,0.5836974053051495,0.3994505465649294,0.6459251878864498,0.7059209341771422,False
A2+D1,forest,0,0,3,104729,0.35,2,0.34678324522498793,5743,0.3664304947895624,0.5354956968292373,0.4945418295809394,0.7062077311131165,0.7255452164299123,True
A2+D1,forest,0,1,3,104729,0.7,2,0.34916286637207533,5743,0.3833094133936567,0.5577791958602065,0.45159945940698487,0.6787804205812605,0.7147280347955209,False
A2+D1,forest,0,2,3,104729,1.0,4,0.36462254856467397,5743,0.407921271318843,0.5933169985217949,0.37949278933092534,0.6330224024201525,0.6950413038863363,False
A2+D2,forest,0,0,3,104729,0.35,2,0.3469954767440755,5743,0.36995444241253994,0.5383892011510135,0.48906467345227855,0.7040251559535635,0.7202415264794129,True
A2+D2,forest,0,1,3,104729,0.7,2,0.3533112934984191,5743,0.39460730000778954,0.5743310921374232,0.4185693704201139,0.6565539949357373,0.7087272281593663,False
A2+D2,forest,0,2,3,104729,1.0,4,0.3705607075610223,5743,0.415568114889767,0.6041296655886771,0.3566703395658519,0.6193451380396487,0.6897272064943132,False
A2+D3,forest,0,0,3,104729,0.35,2,0.3419398488448165,5743,0.3613123063129073,0.5322127475485239,0.500720429882706,0.7112415330478377,0.7223509185594429,True
A2+D3,forest,0,1,3,104729,0.7,2,0.34760715738477743,5743,0.37134631286103875,0.5489953415004547,0.4687357783239805,0.691978847734374,0.7086892778050076,False
A2+D3,forest,0,2,3,104729,1.0,4,0.36752328853149696,5743,0.3935424581751163,0.5776684870502581,0.41179243775432794,0.6553498987669907,0.6928778748174031,False
A2+D4,forest,0,0,3,104729,0.35,2,0.346778855956424,5743,0.37172947997833083,0.5411626582703007,0.4837870522488096,0.6993393891658197,0.7226363400788225,True
A2+D4,forest,0,1,3,104729,0.7,2,0.35196729561697715,5743,0.39368440688026396,0.5710047377935011,0.42528481251612116,0.6614081076527545,0.7084753852978471,False
A2+D4,forest,0,2,3,104729,1.0,4,0.36651921314838776,5743,0.4168529859495673,0.604895303122232,0.3550386717922146,0.6173030335994725,0.6866162652366736,False
A2+D5,forest,0,0,3,104729,0.35,2,0.3462675922779988,5743,0.37017249361500165,0.5393843491071201,0.48717412232285295,0.7026871094067462,0.721181977032925,True
A2+D5,forest,0,1,3,104729,0.7,2,0.35068876815448485,5743,0.3898063022670009,0.5696704589808543,0.42796757261601603,0.6635354522224876,0.7097299048905193,False
A2+D5,forest,0,2,3,104729,1.0,4,0.36819021837284027,5743,0.4098492621457571,0.5968996831597123,0.3719764242724548,0.628457286287974,0.690268303407614,False
A5_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.34435261455588945,5743,0.36219329409311657,0.5287653934124322,0.5071675473965527,0.7140791134572643,0.7257698380359766,True
A5_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.3522693562062833,5743,0.38304827239656564,0.5570005699916442,0.453129458439514,0.6790978816362834,0.7116847744882737,False
A5_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.36944141905611216,5743,0.4070322704799781,0.5896537364054616,0.3871314153206299,0.6379162259094119,0.6874744824818976,False
A5_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.34607849633287996,5743,0.36233623151579836,0.5282005273340918,0.5082199447090017,0.7153929393401406,0.7229265873647666,True
A5_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.35389809021052054,5743,0.3798745764637509,0.5524612589162406,0.46200664937572133,0.685600820043552,0.7106384001106268,False
A5_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.3669836093259202,5743,0.40166998631203765,0.5816361294123504,0.40368463201942306,0.6490087263854576,0.6927025503825304,False
A5_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.3478703770711099,5743,0.3645684219248612,0.5302981534438623,0.5043062075852031,0.7127268293135846,0.724950651420488,True
A5_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.35568933066662484,5743,0.38244077894383627,0.557756066718876,0.45164493894699687,0.6787444404932398,0.7146861181605414,False
A5_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.3683971282194926,5743,0.40458654083363627,0.5897283753568167,0.38697625048131334,0.6384200078986181,0.6995180445229852,False
A5s,forest,0,0,3,104729,0.35,2,0.3440950252908078,5743,0.3596180542557058,0.5286509122482992,0.5073809271901113,0.7146829084086795,0.7319899165114219,True
A5s,forest,0,1,3,104729,0.7,2,0.3500707223704383,5743,0.3712019015973888,0.5467896043809397,0.47299619751289634,0.6926857679512699,0.7210388232888886,False
A5s,forest,0,2,3,104729,1.0,4,0.36199771180813556,5743,0.39038244309825154,0.5732271261571581,0.4208024472658686,0.6594156980054582,0.7110006165285406,False
A6s,forest,0,0,3,104729,0.35,2,0.35944775477621976,5743,0.36745681043779316,0.5370591757100746,0.4915859632546784,0.7043240794408588,0.7284196874486671,False
A6s,forest,0,1,3,104729,0.7,2,0.3579968584024039,5743,0.37706538425266695,0.5527952661633091,0.46135593226309213,0.6845172641067448,0.7243264663501844,True
A6s,forest,0,2,3,104729,1.0,4,0.3731032414795204,5743,0.4054414964897579,0.5920783709475721,0.38208086649612194,0.6341269815487054,0.7052312520319826,False
C1,forest,0,0,3,104729,0.35,2,0.3486239491109309,5743,0.3635533262775985,0.5298412148896661,0.5051600820302821,0.7131708670606012,0.7269893754241122,True
C1,forest,0,1,3,104729,0.7,2,0.350021596791839,5743,0.37152949271492314,0.5451971358347263,0.4760614162981164,0.6945080572768937,0.720426745991047,False
C1,forest,0,2,3,104729,1.0,4,0.3659459595864831,5743,0.4021756459377455,0.5899542502263512,0.38650656585143395,0.6366761249208873,0.7008111796896042,False
C2,forest,0,0,3,104729,0.35,2,0.34366050099685835,5743,0.3598111804762197,0.5237639571739359,0.516446569352795,0.7205715965381158,0.721440697978659,True
C2,forest,0,1,3,104729,0.7,2,0.35164009663642304,5743,0.3786410609108427,0.5484623858843147,0.46976676272498474,0.6897361288053268,0.710363232008489,False
C2,forest,0,2,3,104729,1.0,4,0.36450936044558085,5743,0.3953529417809704,0.5722402422927197,0.42279505595850275,0.6606014972002757,0.6946292050492197,False
C3,forest,0,0,3,104729,0.35,2,0.3499113118902612,5743,0.35781392405535073,0.5234380592453027,0.5170481381759724,0.7209991328334724,0.7287747640662592,True
C3,forest,0,1,3,104729,0.7,2,0.3520119404486104,5743,0.3713039438176921,0.5471323574725149,0.4723352895678926,0.6919750472989346,0.7202010325666091,False
C3,forest,0,2,3,104729,1.0,4,0.3670512004426704,5743,0.39299497018731533,0.57854474256462,0.4100066002105388,0.6509432821587122,0.7027259829689536,False
E2,forest,0,0,3,104729,0.35,2,0.34687005276563754,5743,0.37075177277648397,0.5395020407190279,0.4869503045983655,0.7016176539137753,0.7184554358705735,True
E2,forest,0,1,3,104729,0.7,2,0.35388824309454137,5743,0.3927839496815207,0.5749045021895474,0.417407794444398,0.6550650110694932,0.7041584324194143,False
E2,forest,0,2,3,104729,1.0,4,0.37148586792482524,5743,0.41630732647801555,0.6088316219727136,0.3466172677025392,0.6110424035673307,0.6813211328190326,False
E3,forest,0,0,3,104729,0.35,2,0.34302580307215336,5743,0.3590057913129356,0.5225943731902591,0.5186037429652308,0.7218821860062009,0.7271092822210444,True
E3,forest,0,1,3,104729,0.7,2,0.3496149115071192,5743,0.3732051061503743,0.5395492126487582,0.48686058259401055,0.7016038866050229,0.7097072350635105,False
E3,forest,0,2,3,104729,1.0,4,0.36297358121326134,5743,0.3986555156095329,0.576186081073143,0.41480746667080626,0.6560588488303196,0.6963656081613139,False
E4,forest,0,0,3,104729,0.35,2,0.34350226975371256,5743,0.3635604355564422,0.5308101453524803,0.5033485812977859,0.712922415386321,0.7229234673228108,True
E4,forest,0,1,3,104729,0.7,2,0.3499023093536021,5743,0.38466788032775845,0.5613752622388639,0.4445054627542072,0.6747295055281494,0.7067072160684493,False
E4,forest,0,2,3,104729,1.0,4,0.3673932707657099,5743,0.4068209957890371,0.5917539658054733,0.3827578080574692,0.636621687906606,0.6867964374311613,False
G2,forest,0,0,3,104729,0.35,2,0.3483329910340371,5743,0.3671759140950628,0.5317945318189222,0.5015047948945281,0.710972818906926,0.7248372476361666,True
G2,forest,0,1,3,104729,0.7,2,0.3540689056615407,5743,0.3870179227403062,0.5606200939866527,0.44599897240615427,0.6750208868047688,0.7143556610532182,False
G2,forest,0,2,3,104729,1.0,4,0.3641314588571363,5743,0.4084232201753323,0.5923220093664122,0.381572218238601,0.635304149353296,0.693490745112671,False
G4,forest,0,0,3,104729,0.35,2,0.3450211576553942,5743,0.36461718201452675,0.5322587103933298,0.5006341888055041,0.7106108398628054,0.7325559505948207,True
G4,forest,0,1,3,104729,0.7,2,0.34958780504485043,5743,0.3845881393393158,0.562403659902266,0.4424683493151752,0.6729804231489965,0.7202761628472768,False
