model,pooled_mae_all,macro_mae_all,spearman,pearson,mae_of_ae_model,pooled_mae_keep95,macro_mae_keep95,frac_kept_95,pooled_mae_keep90,macro_mae_keep90,frac_kept_90,pooled_mae_keep80,macro_mae_keep80,frac_kept_80,pooled_mae_keep70,macro_mae_keep70,frac_kept_70
shallow_tree_d3,0.49167836200368936,0.48098083670010805,0.39361904792338037,0.2862301614321272,0.3507309603611785,0.47210812451269446,0.46479993682093107,0.9484805653710248,0.4556608206599527,0.4334830547482462,0.8964664310954064,0.43978744840355016,0.38142513853432425,0.7952226148409894,0.39402070572961884,0.34597948566638964,0.6948833922261484
ridge_linear,0.49167836200368936,0.48098083670010805,0.17298058458375887,0.05037678770731346,1.3792001646553083,0.47655416504965453,0.47006338019690547,0.9499929328621908,0.4874511392570961,0.47530343673215647,0.9,0.4413231623293371,0.43489213880232036,0.8,0.410880876917037,0.3894592362196127,0.7
abs_prediction_alone,0.49167836200368936,0.48098083670010805,0.44508418847685516,0.3534530416583387,0.3518728974870506,0.4727960381840152,0.45828090664901494,0.9499929328621908,0.4517247898887129,0.441432673881016,0.9,0.41090916163431995,0.4070952424693819,0.8,0.37676480585216043,0.37757608803449644,0.7
replicate_sd_median_alone,0.49167836200368936,0.48098083670010805,-0.01650042147527441,-0.05263083985488149,0.3842840055424087,0.5129436606210688,0.665966453181894,0.04120141342756184,0.5129436606210688,0.665966453181894,0.04120141342756184,0.5129436606210688,0.665966453181894,0.04120141342756184,0.5129436606210688,0.665966453181894,0.04120141342756184
dZ_alone,0.49167836200368936,0.48098083670010805,0.537809671263407,0.5276873175025715,4.449217844695032,0.44089485976645754,0.44939970237405324,0.9162544169611307,0.4196555992621316,0.43461534412198793,0.8827561837455831,0.369936096093383,0.400347510007484,0.7817667844522969,0.3047098096881946,0.34388097462680756,0.6253710247349823
