cut,level,n_pairs,n_extractants,n_cells,mae_pooled,mean_abs_y,mae_pooled_incumbent,mae_pooled_meancurve,frac_beats_meancurve,mae_macro,mean_abs_y_macro,mae_macro_meancurve,ratio_pooled,ratio_macro,n_pairs_per_seed
chemotype,sc018,850,1,17,0.4411790768291535,0.6534342867416089,0.41547852413061787,0.5767409106886922,0.8329411764705882,0.4411790768291536,0.6534342867416089,0.5767409106886922,0.6751697696016545,0.6751697696016546,170.0
chemotype,sc019,455,1,1,0.6061496294289268,0.7532106162744967,0.6148515422665598,0.5849923058398009,0.5274725274725275,0.6061496294289268,0.7532106162744967,0.5849923058398009,0.8047544953987005,0.8047544953987005,91.0
chemotype,sc020,315,1,3,0.38467402428260605,0.7955269945786233,0.3256686069914932,0.5875364254600596,0.8984126984126984,0.3846740242826061,0.7955269945786233,0.5875364254600595,0.4835461611033842,0.4835461611033843,63.0
chemotype,sc021,455,1,1,1.1813625843640079,1.423634065934066,1.020143633974564,1.2596305350608168,0.6791208791208792,1.1813625843640079,1.423634065934066,1.259630535060817,0.8298218008634821,0.8298218008634821,91.0
chemotype,sc027,2910,6,10,0.24820208337853453,0.3587105057803486,0.2051219356111314,0.221746966781081,0.45738831615120273,0.25223453635451304,0.3517852478683612,0.22017209003104518,0.6919286705545158,0.7170128306486,582.0
chemotype,sc028,845,2,2,0.5794714316644561,0.4171694319119123,0.5595604523483827,0.6402593249447063,0.6579881656804734,0.5793016779446123,0.4177613205128282,0.6389687995506226,1.3890553509846206,1.3866809814596601,169.0
chemotype,sc029,1545,3,4,0.27486053549572087,0.22913515475404525,0.2632310793947769,0.4332291778745871,0.6491909385113268,0.2745578290578519,0.23450264215087535,0.4390591965483718,1.1995563744496451,1.170809107051364,309.0
chemotype,sc030,655,3,4,0.550685324688857,0.3500615122519084,0.6326644092007735,0.6089210299567466,0.5114503816793893,0.5902258993448756,0.3914473863625356,0.662781707724622,1.5731101689710387,1.5078039090500988,131.0
chemotype,sc031,395,3,5,0.345945966260837,0.3485681505316455,0.43269915172765033,0.5702977823782402,0.8278481012658228,0.2910090186201387,0.2915322251613757,0.527831019113998,0.9924772694613404,0.9982053217583498,79.0
chemotype,sc032,50,1,5,1.2244200213124474,1.2027972027972027,1.193489663195518,1.189677653033662,0.32,1.2244200213124474,1.2027972027972027,1.189677653033662,1.0179771107423257,1.0179771107423257,10.0
chemotype,sc033,455,1,1,0.14550103434266112,0.9642210884792993,0.13277957996856243,0.7954092741730504,0.9648351648351648,0.1455010343426611,0.9642210884792991,0.7954092741730505,0.15090007476618766,0.15090007476618766,91.0
chemotype,sc036,590,4,4,0.28346493375191945,0.28781228220338984,0.3225619701070094,0.45929340008761077,0.7576271186440678,0.24802140407395404,0.24856387773333335,0.40962633371574997,0.9848951948186901,0.9978175684080641,118.0
chemotype,sc055,910,1,2,0.49542413021511095,0.39273563198901096,0.554760378613296,0.6135379644371943,0.7450549450549451,0.4954241302151109,0.39273563198901096,0.6135379644371944,1.2614697772800338,1.2614697772800336,182.0
chemotype,sc057,455,1,1,0.3702486951307987,1.1575091208791208,0.33291517047749786,0.985499501866472,0.9692307692307692,0.3702486951307987,1.1575091208791208,0.9854995018664721,0.31986676256131547,0.31986676256131547,91.0
chemotype,sc058,225,1,1,1.0406550903552374,1.1576284039555556,1.000317736804096,0.9660063617229429,0.3688888888888889,1.0406550903552374,1.1576284039555556,0.9660063617229427,0.8989543508084058,0.8989543508084058,45.0
chemotype,sc059,455,1,1,0.17095406282481385,0.28518372098901096,0.13718027819655118,0.5221134277038205,0.8769230769230769,0.17095406282481382,0.28518372098901096,0.5221134277038205,0.5994523889089772,0.5994523889089771,91.0
chemotype,sc060,910,1,2,1.3211834589162896,1.260961364879121,1.4495970166563799,1.5745174393227381,0.9076923076923077,1.3211834589162894,1.260961364879121,1.5745174393227381,1.0477588732807384,1.0477588732807381,182.0
chemotype,sc061,6635,2,17,0.6886944202473456,0.9766391794601214,0.9584870796312962,0.8017340011327619,0.6749058025621703,0.9378777769137565,1.322560337181918,1.1336209780705688,0.7051677167283527,0.7091379882993963,1327.0
chemotype,sc062,30,1,1,0.094629275858764,0.04712738866666658,0.12880616584269142,0.3719061299179716,1.0,0.09462927585876402,0.04712738866666658,0.3719061299179716,2.0079465155194502,2.0079465155194507,6.0
chemotype,sc063,15,1,1,2.5452849293301036,2.6666666666666665,2.525396440363076,2.362115262335435,0.26666666666666666,2.5452849293301036,2.6666666666666665,2.362115262335435,0.9544818484987889,0.9544818484987889,3.0
chemotype,sc068,2290,6,6,0.3854323388461056,0.4313245942510917,0.40385597468016815,0.5760554103209791,0.8161572052401747,0.42520239742130184,0.4754863096294262,0.6620216097448756,0.8936015798388015,0.894247402733186,458.0
chemotype,sc069,910,2,2,0.27879389857842185,0.19360743780219777,0.2341720474410022,0.22111157957213934,0.4164835164835165,0.27879389857842185,0.1936074378021978,0.2211115795721393,1.4399958066861884,1.4399958066861882,182.0
chemotype,sc070,455,1,1,0.25086963379728583,0.38450525272527475,0.2640897817674378,0.2576181570107575,0.5384615384615384,0.2508696337972859,0.38450525272527475,0.2576181570107575,0.6524478716979446,0.6524478716979447,91.0
chemotype,sc071,1290,1,12,0.17447760512976399,0.13776322576304637,0.20973250745493024,0.14565191066083455,0.4356589147286822,0.174477605129764,0.13776322576304637,0.14565191066083455,1.2665034820676062,1.2665034820676064,258.0
chemotype,sc075,455,1,1,0.45778175452335346,0.3665168371428584,0.5787428698572794,0.5415182791313604,0.6461538461538462,0.4577817545233535,0.3665168371428583,0.5415182791313604,1.249006070476709,1.2490060704767094,91.0
chemotype,sc076,1215,1,11,0.2805674863401186,0.2966101059603053,0.28642783012791434,0.2783527545605082,0.5176954732510288,0.28056748634011863,0.2966101059603053,0.2783527545605082,0.9459134422670896,0.9459134422670898,243.0
chemotype,sc077,4550,1,10,0.31193495937982824,0.3331691120150303,0.31382365842011123,0.36956711557401983,0.6353846153846154,0.31193495937982824,0.3331691120150303,0.36956711557401983,0.9362661427202047,0.9362661427202047,910.0
chemotype,sc078,455,1,1,0.29076269791724735,0.04274725274725268,0.22043073824556952,0.24920476950535234,0.4747252747252747,0.29076269791724735,0.04274725274725268,0.24920476950535236,6.801903730197828,6.801903730197828,91.0
chemotype,sc083,455,1,1,0.43186568244004814,0.04131868131868131,0.42392281593387243,0.2252989910314888,0.2175824175824176,0.4318656824400481,0.04131868131868131,0.2252989910314888,10.452068378203293,10.452068378203293,91.0
chemotype,sc084,140,1,1,0.3321430956421316,0.5138977473571429,0.394880599256314,0.39229293617218347,0.6214285714285714,0.3321430956421316,0.5138977473571429,0.3922929361721834,0.6463213690861006,0.6463213690861006,28.0
chemotype,sc085,140,1,1,0.26458528103595025,0.5589096608214286,0.37850414157085066,0.4023518960895134,0.6642857142857143,0.26458528103595025,0.5589096608214286,0.40235189608951333,0.4733954332567623,0.4733954332567623,28.0
chemotype,sc086,910,1,2,0.1063139325713836,0.15059394988461564,0.13962100006772038,0.37896557563987493,0.8054945054945055,0.1063139325713836,0.15059394988461564,0.37896557563987493,0.7059641682341211,0.7059641682341211,182.0
chemotype,sc092,15,1,1,0.2619539869600691,0.30874036000000005,0.3451630594389716,0.5443924791347619,0.8666666666666667,0.2619539869600691,0.30874036000000005,0.5443924791347619,0.8484604570651828,0.8484604570651828,3.0
chemotype,sc096,50,1,1,0.38214522419730884,0.4354591918000005,0.3994797239176636,0.728608825184104,1.0,0.3821452241973088,0.4354591918000005,0.7286088251841039,0.8775683953706094,0.8775683953706093,10.0
chemotype,sc097,50,1,1,0.34313303247663285,0.3594450262000003,0.3610662203383645,0.5969371311518031,0.82,0.34313303247663285,0.3594450262000003,0.5969371311518031,0.9546189471702657,0.9546189471702657,10.0
