cut,level,n_pairs,n_extractants,n_cells,mae_pooled,mean_abs_y,mae_pooled_incumbent,mae_pooled_meancurve,frac_beats_meancurve,mae_macro,mean_abs_y_macro,mae_macro_meancurve,ratio_pooled,ratio_macro,n_pairs_per_seed
chemotype,sc000,50,1,1,0.40524144872452683,0.3464787522000003,0.3688887943873161,0.6222264759941633,0.96,0.4052414487245268,0.3464787522000003,0.6222264759941633,1.1695997118189994,1.1695997118189991,10.0
chemotype,sc001,50,1,1,0.416921600497639,0.4034118878000001,0.486758188235542,0.7121849956894764,1.0,0.41692160049763904,0.4034118878000001,0.7121849956894764,1.0334886330973385,1.0334886330973387,10.0
chemotype,sc007,455,1,1,0.20843938212785207,0.5615598713855251,0.19743489839075104,0.3890142259803811,0.7076923076923077,0.20843938212785207,0.5615598713855251,0.3890142259803811,0.3711792682293588,0.3711792682293588,91.0
chemotype,sc008,480,2,3,0.14784836414163496,0.18487607488051383,0.18980133688041265,0.23248299550217147,0.71875,0.1400015550676819,0.20093864136579245,0.1818610233986622,0.7997160489110879,0.6967378405471572,96.0
chemotype,sc009,36050,23,375,0.5332209045953922,0.7515841089273848,0.5461015973840261,0.632865290184077,0.6547850208044382,0.509718208467112,0.7590752319522226,0.6358347512535294,0.7094627178272471,0.6714989331903198,7210.0
chemotype,sc010,140,1,1,0.17166427713246546,0.377276626381301,0.15144111148980882,0.20940982945892003,0.6571428571428571,0.17166427713246546,0.37727662638130094,0.20940982945892,0.4550090441038085,0.45500904410380855,28.0
chemotype,sc012,455,1,1,0.6209603161807679,0.5660204912857151,0.5597155322225856,0.39527149030330155,0.34725274725274724,0.6209603161807679,0.5660204912857151,0.39527149030330155,1.097063314386829,1.097063314386829,91.0
chemotype,sc015,455,1,1,1.2148578620411568,1.5897811784395655,1.170912227068654,1.4442835202134419,0.7604395604395604,1.2148578620411565,1.5897811784395655,1.444283520213442,0.7641667158455033,0.7641667158455031,91.0
chemotype,sc016,5,1,1,2.0653664246828334,1.8249684352973585,2.066672881677489,2.089134354521003,0.8,2.0653664246828334,1.8249684352973585,2.089134354521003,1.1317272040084927,1.1317272040084927,1.0
chemotype,sc017,75,1,1,0.15506953424861988,0.16695513519002816,0.053339949772182524,0.13484573719252843,0.48,0.15506953424861986,0.16695513519002816,0.1348457371925284,0.9288096114690926,0.9288096114690924,15.0
