level,n_pairs_per_seed,mae_best,mae_inc,mae_mc,mae_heavier,mean_abs_y,gain_best_over_inc,gain_best_over_mc
dZ=1,2114.0,0.17029209613272234,0.16992744964076775,0.1912884916030833,0.21261562809999607,0.16723049423075292,-0.00036464649195458443,0.020996395470360973
dZ=2-3,3786.0,0.29893783061145307,0.30449190712547586,0.35600211688206246,0.4034474586711359,0.33500331416008566,0.005554076514022788,0.05706428627060939
dZ=4-7,5162.0,0.4952442347429997,0.5132114376858666,0.6319671706503678,0.7136465588596411,0.6926873195362107,0.01796720294286691,0.13672293590736806
dZ>=8,3088.0,0.7774136668530657,0.8005782418358024,1.016179483233754,1.1190129105885298,1.2952962120440144,0.02316457498273672,0.2387658163806884
