entry,macro_mae_extractant,macro_mae_adjacent,macro_mae_far,macro_mae_chemotype,pooled_mae,pooled_mae_adjacent,pooled_mae_far,n_extractants,n_chemotypes,n_cells,n_pairs,n_pairs_adjacent,n_pairs_far
L1_CORPUS_MEAN_permetal_w,0.5384164062864126,0.19339685797278355,0.7743634901391784,0.5504299729379036,0.5771618079102399,0.17635942809750174,0.8789886135492677,82.0,40.0,289.0,13634.0,2208.0,6583.0
L1_CORPUS_MEAN_permetal,0.5489589701300819,0.19452590114956914,0.7935851273336786,0.5735001404830311,0.5348148966447548,0.16597255984099238,0.8118256215438969,82.0,40.0,289.0,13634.0,2208.0,6583.0
L1_CORPUS_MEAN_aligned,0.5861496566421212,0.194690924179387,0.8572942451886053,0.619001091987536,0.5212133925488216,0.1643619985573944,0.7894229551629509,82.0,40.0,289.0,13634.0,2208.0,6583.0
L1_CORPUS_MEAN_aligned_w,0.5391932388326999,0.195486314528621,0.7745166616858843,0.5548159984803938,0.5703891384322964,0.1801567584513942,0.8654214168189573,82.0,40.0,289.0,13634.0,2208.0,6583.0
L2_CHEMOTYPE_MEAN,0.35847689972284275,0.17365724186048892,0.4937276091983276,0.3033406805606555,0.36446610367640053,0.1456864672810302,0.5235490724052537,61.0,19.0,268.0,12214.0,1998.0,5827.0
L3_EXTRACTANT_MEAN,0.24283367630432603,0.13225275900762073,0.34079103275477396,0.2769171381878297,0.2935920381471284,0.12283658477364146,0.42555730180886875,22.0,13.0,228.0,9352.0,1572.0,4349.0
L3b_EXTRACTANT_MEAN_permetal,0.27484295463508907,0.15051640947691755,0.4012385052504845,0.2833378089789337,0.36340450632205695,0.14001474428620822,0.5428617716962021,22.0,13.0,228.0,9352.0,1572.0,4349.0
L4_EXTRACTANT+PUBLICATION,0.2237213158217137,0.12526604957337584,0.3133343422089112,0.2735856542839445,0.2783208869302656,0.10873243646571122,0.4130073329500172,21.0,12.0,213.0,8627.0,1455.0,3997.0
L5_EXTRACTANT+NEAREST_ACID,0.1940688869226246,0.09227765887634867,0.25334893688088184,0.1642733628592577,0.22548139529959624,0.10382710151140469,0.3179635722721272,19.0,10.0,198.0,7607.0,1255.0,3565.0
L5b_EXT+PUB+SAME_ACID_CONC,0.20482419213094366,0.0879866659384528,0.29202344117482953,0.16355256495018494,0.18174204389382712,0.09203767743664902,0.26086343179331617,14.0,7.0,113.0,4265.0,735.0,1929.0
L6_OWN_QUADRATIC_RADIUS,0.13756151979567244,0.13033917277892323,0.12788791688551424,0.13336918078993398,0.13968681895102653,0.11180211369258466,0.144944296762607,82.0,40.0,289.0,13634.0,2208.0,6583.0
L7_ORACLE_AMPLITUDE_CORPUS_RANK1,0.19217811343765537,0.14187744068138436,0.20416660439319578,0.19112865773658502,0.19154632351668488,0.12305491208712238,0.22037613526873523,82.0,40.0,289.0,13634.0,2208.0,6583.0
L7a_ORACLE_AMPLITUDE_CORPUS_MEANSHAPE,0.2450389237212679,0.17847520137292533,0.2643663872605122,0.24355798675995252,0.27772682790451736,0.1778688362714207,0.3221771731717205,82.0,40.0,289.0,13634.0,2208.0,6583.0
L7b_ORACLE_AMPLITUDE_EXTRACTANT_SHAPE,0.1529263617138175,0.13100770490937536,0.17029457641449328,0.17201754269607483,0.17850721755220342,0.11353242400611196,0.21494210217683293,20.0,12.0,223.0,9276.0,1559.0,4314.0
L3i_EXTRACTANT_MEAN_INSAMPLE,0.0449587769044626,0.02546243510507959,0.060744260493638506,0.04669265351808628,0.18034365381151207,0.07808833671953587,0.2515020559063164,82.0,40.0,289.0,13634.0,2208.0,6583.0
ARM_X_ENS_DIRECT+LOWRANK_K2,0.4319647569931563,0.1688845549882975,0.614025220015874,0.43451812729177064,0.494824185232296,0.15920455143650783,0.7409117787686672,82.0,40.0,289.0,13634.0,2208.0,6583.0
ARM_C_DIRECT_ROW,0.44453457226205834,0.17117088986876497,0.6328654372778727,0.44364916466428994,0.5285656507097913,0.16495573103157063,0.7997222394164257,82.0,40.0,289.0,13634.0,2208.0,6583.0
ARM_M_SELECTED,0.4532049372096646,0.17629196996516217,0.6448078837004255,0.45240096799979124,0.5057553840078836,0.1654015431995053,0.7541417998866716,82.0,40.0,289.0,13634.0,2208.0,6583.0
ARM_B1_MEAN_CURVE,0.554335921595939,0.19724438889157794,0.7990029567504908,0.5637862593991823,0.5968838553095159,0.181386498110449,0.9108370508432222,82.0,40.0,289.0,13634.0,2208.0,6583.0
