extractant,chemotype,mae_all,n_pairs,n_cells,mae_adjacent,mae_far,entry
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,sc009,1.0743399218047724,21,1,0.6318390338434229,1.3491218598868326,L1_CORPUS_MEAN_permetal
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.47696807054786455,3457,171,0.14608687479452206,0.745665789015095,L1_CORPUS_MEAN_permetal
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.5401775960115088,43,2,0.2826102061527642,0.9831969573681363,L1_CORPUS_MEAN_permetal
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.37425777604017135,91,1,0.1446281227855731,0.48973120600445136,L1_CORPUS_MEAN_permetal
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.2209330185401285,78,1,0.07697752612891864,0.3100745049942273,L1_CORPUS_MEAN_permetal
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.29167313282656776,91,1,0.09935126767779233,0.41294545540757205,L1_CORPUS_MEAN_permetal
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,sc028,0.7558577639060253,91,1,0.24300073881623419,1.0971182691090167,L1_CORPUS_MEAN_permetal
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,sc029,0.4819289705409175,127,2,0.22566879517074864,0.70046691758907,L1_CORPUS_MEAN_permetal
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,0.415670973708967,81,2,0.09989340297276754,0.6064341846131143,L1_CORPUS_MEAN_permetal
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],sc055,0.7004014881490414,182,2,0.14840969537272,1.0145186988429797,L1_CORPUS_MEAN_permetal
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,sc031,0.484743720874417,36,1,0.15350085972106883,0.748070602781329,L1_CORPUS_MEAN_permetal
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,sc057,0.7809809696707779,91,1,0.20457899629169687,1.1805833415924418,L1_CORPUS_MEAN_permetal
CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,sc009,0.837231374455266,91,1,0.20840123446304354,1.2661188062985005,L1_CORPUS_MEAN_permetal
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,sc036,0.5740107185514715,36,1,0.2739993411605132,0.8718943428599263,L1_CORPUS_MEAN_permetal
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,0.10792613614660197,59,3,0.12672042840811493,0.11235258794049018,L1_CORPUS_MEAN_permetal
CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,sc030,0.951308780591479,4,2,,1.5304528997691786,L1_CORPUS_MEAN_permetal
CCCCCCOP(=O)(O)OCCCCCC,sc058,0.8085453395053138,45,1,0.24924985553187595,1.1904226375288063,L1_CORPUS_MEAN_permetal
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,sc059,0.6695924855002232,91,1,0.14571257612005464,0.9892463475854525,L1_CORPUS_MEAN_permetal
CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,sc060,1.6578248665104385,182,2,0.36896594074672884,2.4906427713216974,L1_CORPUS_MEAN_permetal
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,sc061,0.5691069874961356,1236,16,0.2101200069108144,0.790667097066894,L1_CORPUS_MEAN_permetal
CCCCN(C)C(=O)CC(=O)N(C)CCCC,sc031,0.5278087244550121,7,3,,0.8572688826548349,L1_CORPUS_MEAN_permetal
CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,sc062,0.4950319762476521,6,1,,0.7065393654643323,L1_CORPUS_MEAN_permetal
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,sc036,0.6176269283158936,36,1,0.25563965090090274,0.9202299076106389,L1_CORPUS_MEAN_permetal
CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,sc036,0.24699743043924588,10,1,0.15022485420759782,0.558002320163689,L1_CORPUS_MEAN_permetal
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,0.4776319481067116,186,33,0.25865379204299593,0.6148282145483207,L1_CORPUS_MEAN_permetal
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,sc029,0.5308107415614359,91,1,0.1871830209125518,0.7731868145848643,L1_CORPUS_MEAN_permetal
CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,sc063,2.216637592102232,3,1,,2.216637592102232,L1_CORPUS_MEAN_permetal
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,sc009,0.16681206860662223,178,9,0.09420071437641546,0.26925963540561804,L1_CORPUS_MEAN_permetal
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,sc061,1.3729063307551956,91,1,0.36706541373477386,1.9444778802966844,L1_CORPUS_MEAN_permetal
CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,sc068,1.3737319300946957,3,1,,1.3737319300946957,L1_CORPUS_MEAN_permetal
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,sc068,0.4882246351943729,91,1,0.08799390227502579,0.7341147607482806,L1_CORPUS_MEAN_permetal
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,sc069,0.27049321845694224,91,1,0.09957214007278642,0.3676379354597923,L1_CORPUS_MEAN_permetal
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,sc069,0.3304352350728582,91,1,0.07586762472615972,0.4834340033441602,L1_CORPUS_MEAN_permetal
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,sc068,0.6651356096761979,91,1,0.13213359293966226,0.9944041052607542,L1_CORPUS_MEAN_permetal
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,sc068,0.31947935717207937,91,1,0.11976984564737367,0.39621580718521393,L1_CORPUS_MEAN_permetal
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,sc068,0.4508456598561936,91,1,0.14121599297782386,0.6277681878612215,L1_CORPUS_MEAN_permetal
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,sc070,0.18839600229700512,91,1,0.09267996499593908,0.2152862466193632,L1_CORPUS_MEAN_permetal
CCN(CC)C(=O)COCC(=O)N(CC)CC,sc071,0.2100525007610962,258,12,0.10851265272851737,0.34445820532075855,L1_CORPUS_MEAN_permetal
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,sc068,1.4271965846221057,91,1,0.3022108503978485,2.1249821601850947,L1_CORPUS_MEAN_permetal
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,sc075,0.6806530853986815,91,1,0.307312578023193,0.9122145827684647,L1_CORPUS_MEAN_permetal
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,sc076,0.2138441741213482,243,11,0.10335882389058436,0.31643449810111274,L1_CORPUS_MEAN_permetal
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,sc077,0.3923645079956,910,10,0.11250026091538455,0.5485832484775676,L1_CORPUS_MEAN_permetal
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,sc078,0.40131208275043917,91,1,0.10497095115586216,0.5947510771696412,L1_CORPUS_MEAN_permetal
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,sc083,0.4073841903347945,91,1,0.10497266598586946,0.6052064428592628,L1_CORPUS_MEAN_permetal
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,sc084,0.36578295679596334,28,1,0.23568124937603194,0.39801123034443847,L1_CORPUS_MEAN_permetal
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,sc085,0.35137806593296383,28,1,0.2713399072406281,0.3875610024279946,L1_CORPUS_MEAN_permetal
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,sc086,0.5142837732723805,182,2,0.12490821681266162,0.7705979785913462,L1_CORPUS_MEAN_permetal
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,sc092,0.788014666531098,3,1,,0.788014666531098,L1_CORPUS_MEAN_permetal
c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,sc096,0.9253794986961006,10,1,0.31827137018624296,1.20799867562294,L1_CORPUS_MEAN_permetal
c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,sc097,0.7323691069434567,10,1,0.4064233275592659,0.9415389632408524,L1_CORPUS_MEAN_permetal
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,0.9736217383688419,10,1,0.28004295347189506,1.3207518654111823,L1_CORPUS_MEAN_aligned
C1COCCOCCOCCOCCOCCO1,sc001,1.0307965652445465,10,1,0.3187845381733774,1.3769664659618952,L1_CORPUS_MEAN_aligned
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,0.174226203945302,91,1,0.07471733044477308,0.21027542448634545,L1_CORPUS_MEAN_aligned
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,0.2038714325200287,15,1,0.120044691917191,0.2750570439343567,L1_CORPUS_MEAN_aligned
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,0.1716765371085238,28,1,0.04756370599393955,0.23057142392419688,L1_CORPUS_MEAN_aligned
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,sc012,0.3898628889516561,91,1,0.1395598143071868,0.48217817184173384,L1_CORPUS_MEAN_aligned
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,sc015,1.1000801655462988,91,1,0.2632826786885427,1.621605506978608,L1_CORPUS_MEAN_aligned
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,sc009,0.3022338339654356,91,1,0.15695714637132824,0.37645111883382354,L1_CORPUS_MEAN_aligned
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,sc016,2.2282158325095125,1,1,,,L1_CORPUS_MEAN_aligned
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,sc009,0.21812478660669604,242,6,0.07543783238976648,0.31325076372321037,L1_CORPUS_MEAN_aligned
CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc017,0.23665127205201106,15,1,0.12558688215978114,0.3830556092633515,L1_CORPUS_MEAN_aligned
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,0.31163918051701855,170,17,0.2905614903625056,0.3711414736871488,L1_CORPUS_MEAN_aligned
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,sc009,0.49951190829694064,91,1,0.14482948280631602,0.738652493528632,L1_CORPUS_MEAN_aligned
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,sc019,0.2254331711786305,91,1,0.08285791128127842,0.3272541333023346,L1_CORPUS_MEAN_aligned
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,sc020,0.4111333984755854,63,3,0.1731315679001429,0.6965505602672278,L1_CORPUS_MEAN_aligned
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,sc009,1.1619085468803865,78,1,0.48052834548263357,1.6712739986969016,L1_CORPUS_MEAN_aligned
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,sc021,0.8859403751110076,91,1,0.16603898999667568,1.3473321309230593,L1_CORPUS_MEAN_aligned
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,0.2782156750707062,247,21,0.1618245401139598,0.4019748747678289,L1_CORPUS_MEAN_aligned
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,0.6332367807260393,229,10,0.23809027172189387,1.3008778097892224,L1_CORPUS_MEAN_aligned
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,0.10886412648811447,140,5,0.08825172822548566,0.1298911759403817,L1_CORPUS_MEAN_aligned
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,0.34981108006483885,376,20,0.12939526823380806,0.5595333552053091,L1_CORPUS_MEAN_aligned
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc009,0.2578391663726999,41,14,0.3231404424716195,0.28690513918112753,L1_CORPUS_MEAN_aligned
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,0.44570119767307187,91,1,0.12911116810693601,0.617571536581986,L1_CORPUS_MEAN_aligned
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc028,0.8753849005897407,78,1,0.1721514437220941,1.304707846231525,L1_CORPUS_MEAN_aligned
CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,sc029,0.7795440551780953,91,1,0.2351445645373141,1.0362000914773672,L1_CORPUS_MEAN_aligned
CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,sc030,0.6932837757270396,36,1,0.15993652362466532,1.1186446289330443,L1_CORPUS_MEAN_aligned
CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,sc030,0.9367169197314256,91,1,0.19028158933938272,1.3733708804169447,L1_CORPUS_MEAN_aligned
CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,sc031,1.0127848437056934,36,1,0.31849642498794045,1.5989030468995742,L1_CORPUS_MEAN_aligned
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,0.6690913145248909,1282,74,0.1743144574620445,1.041864137791242,L1_CORPUS_MEAN_aligned
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.632109557418644,91,1,0.21712369295508063,0.8969902776671044,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,sc009,0.23730029584204324,28,1,0.13932448178339563,0.32855487658541793,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,sc009,0.2128415361700065,28,1,0.17130868991357498,0.275965046905012,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,sc009,0.588232875281055,91,1,0.2215462806281112,0.7996608617907981,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,sc033,0.4302427089457712,91,1,0.14386210217600218,0.642259642488913,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,sc009,0.6529286898862202,91,1,0.24632330752273385,0.9010972674685332,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,sc009,0.5761993035627876,78,1,0.18804812222797204,0.8782001000755838,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,sc009,0.8014078223502447,91,1,0.25279961762527375,1.1966646066317235,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.28274103234610976,91,1,0.10702361945717495,0.3801876845894668,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,sc036,0.6943123415641811,36,1,0.28351247349961695,1.0640081024382677,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,sc032,1.2073598679840676,10,5,1.184698115798062,,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,sc009,0.9999318494345653,21,1,0.5969258698597275,1.1887922015414418,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.3994051312049332,3457,171,0.13023811205657268,0.6166330147460555,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.580785584173119,43,2,0.29471242514571916,1.0608056975954159,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.3155725823966236,91,1,0.13174805794970973,0.40147599755059027,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.37339516204039364,78,1,0.09334064542232405,0.5528829908904347,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.44418594874957307,91,1,0.10880396875063081,0.6541589938363419,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,sc028,0.910072097815167,91,1,0.2490318378338801,1.3396714805988412,L1_CORPUS_MEAN_aligned
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,sc029,0.6349903107723021,127,2,0.2452568686414679,0.9469698700074541,L1_CORPUS_MEAN_aligned
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,0.5704174290490879,81,2,0.12156978173217801,0.8574662234149428,L1_CORPUS_MEAN_aligned
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],sc055,0.8537308101793497,182,2,0.16863614196596471,1.2528351745091162,L1_CORPUS_MEAN_aligned
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,sc031,0.6152613962153946,36,1,0.1709708347268347,0.9848089803699658,L1_CORPUS_MEAN_aligned
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,sc057,0.625567565622231,91,1,0.18456581934950436,0.9423001831107343,L1_CORPUS_MEAN_aligned
CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,sc009,0.6825989691372073,91,1,0.19103408824180257,1.0279964724084794,L1_CORPUS_MEAN_aligned
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,sc036,0.7066585035279715,36,1,0.3062259785155798,1.108807320473345,L1_CORPUS_MEAN_aligned
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,0.22172763346912833,59,3,0.08976208736188217,0.2976097417538319,L1_CORPUS_MEAN_aligned
CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,sc030,1.0055369574948414,4,2,,1.6131836831219046,L1_CORPUS_MEAN_aligned
CCCCCCOP(=O)(O)OCCCCCC,sc058,0.6700780777654342,45,1,0.24005428380671143,0.9560734624846707,L1_CORPUS_MEAN_aligned
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,sc059,0.8285514060783135,91,1,0.17285560379238152,1.2315352802714792,L1_CORPUS_MEAN_aligned
CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,sc060,1.8137966594578272,182,2,0.38110163205001285,2.73564744395512,L1_CORPUS_MEAN_aligned
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,sc061,0.4477743054971019,1236,16,0.21093911675039798,0.6009429508421389,L1_CORPUS_MEAN_aligned
CCCCN(C)C(=O)CC(=O)N(C)CCCC,sc031,0.5793837742993785,7,3,,0.9397990671647403,L1_CORPUS_MEAN_aligned
CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,sc062,0.6513638412483858,6,1,,0.9206919605344505,L1_CORPUS_MEAN_aligned
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,sc036,0.724227150734897,36,1,0.23273362450334253,1.144752637380354,L1_CORPUS_MEAN_aligned
CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,sc036,0.3704804795042672,10,1,0.20384401840207153,0.8221879018940528,L1_CORPUS_MEAN_aligned
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,0.4014996052531995,186,33,0.23278652936788263,0.511188475066427,L1_CORPUS_MEAN_aligned
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,sc029,0.6807867861615947,91,1,0.17730683762868857,1.0150808484492555,L1_CORPUS_MEAN_aligned
CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,sc063,2.162345532772896,3,1,,2.162345532772896,L1_CORPUS_MEAN_aligned
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,sc009,0.16073823243743574,178,9,0.09126789275567894,0.25871090225748095,L1_CORPUS_MEAN_aligned
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,sc061,1.2268467056205317,91,1,0.3415600166091056,1.7147402370884903,L1_CORPUS_MEAN_aligned
CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,sc068,1.6047287363304228,3,1,,1.6047287363304228,L1_CORPUS_MEAN_aligned
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,sc068,0.6470717757118848,91,1,0.11630798672231285,0.9759734003213054,L1_CORPUS_MEAN_aligned
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,sc069,0.4031928237913169,91,1,0.10389547586137685,0.5826445528835491,L1_CORPUS_MEAN_aligned
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,sc069,0.4847132163280223,91,1,0.10134059709826712,0.7236411099479008,L1_CORPUS_MEAN_aligned
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,sc068,0.8240194007062622,91,1,0.15858586015249498,1.2367339359753755,L1_CORPUS_MEAN_aligned
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,sc068,0.38909561316755326,91,1,0.13215412400988819,0.5145989070546491,L1_CORPUS_MEAN_aligned
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,sc068,0.5543273729785952,91,1,0.15734492748736836,0.7953334310331067,L1_CORPUS_MEAN_aligned
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,sc070,0.27726216787048674,91,1,0.10007374017124107,0.3632029752466005,L1_CORPUS_MEAN_aligned
CCN(CC)C(=O)COCC(=O)N(CC)CC,sc071,0.2434352404395488,258,12,0.11983884542965852,0.4193531341779498,L1_CORPUS_MEAN_aligned
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,sc068,1.5860701390685426,91,1,0.3195065651202835,2.3693310789289637,L1_CORPUS_MEAN_aligned
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,sc075,0.8164704267002265,91,1,0.3048688853468374,1.1271695896000937,L1_CORPUS_MEAN_aligned
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,sc076,0.21727210640331004,243,11,0.11032788674906388,0.3372683103484677,L1_CORPUS_MEAN_aligned
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,sc077,0.4765853159382002,910,10,0.12557952656748686,0.6832565291482826,L1_CORPUS_MEAN_aligned
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,sc078,0.5556737963885451,91,1,0.11159724880006404,0.8363324608511709,L1_CORPUS_MEAN_aligned
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,sc083,0.5619783666102081,91,1,0.11314508596428376,0.8468066591211966,L1_CORPUS_MEAN_aligned
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,sc084,0.3782806155242335,28,1,0.18745359247413804,0.41420567328555025,L1_CORPUS_MEAN_aligned
