model,axis_label,n_curves,n_curves_guarded,n_ligands,slope_true_median,slope_pred_median,slope_mae,slope_mae_median,slope_ratio_median,slope_pearson,slope_spearman,slope_sign_agree,span_true_median,span_pred_median,span_recovery_median,span_recovery_median_unguarded,span_recovery_q25,span_recovery_q75,compression_median,shape_mae,shape_mae_median,within_curve_spearman,within_curve_sign_accuracy,row_mae,n_distinct_pred_median,n_distinct_true_median,step_share_pred_median,linear_r2_pred_median,linear_r2_true_median
GEN10_MF_025,acid,2105,1950,68,1.6557758087863772,0.4833883850848423,1.4720140980098892,1.2294315127712532,0.24851024307853573,0.22251939867941406,0.2679452004681207,0.8332541567695962,1.9269282814614344,0.5574809345150185,0.26966920156730784,0.27969806326908386,0.16376312184808078,0.4666423358176596,0.26620547690961993,0.5586838002392649,0.5013113002760318,0.6069981606071781,0.7868687971225534,1.244696767225701,5.0,5.0,1.0,0.9523643243657691,0.917337219586492
GEN10_MF_025,contact_time,40,0,8,0.00014296899524398737,0.0,0.0020865684114948434,0.000657822221572331,2.0059850786125117e-14,0.20304967019843423,0.47462730730233527,0.65,0.06287846248431395,0.03364163636737462,,0.28885106140234995,,,,0.04991917600923847,0.025364065380777578,0.16161791343851972,0.5422916666666666,2.15617885159181,3.0,5.0,0.6,0.5194037163536409,0.1646628381999693
GEN10_MF_025,extractant,775,775,25,2.573675226299942,0.4869557548166856,2.027421223834582,1.9902516254641889,0.18600406661996322,0.2534392837769624,0.2986984717350896,0.96,2.073913043478258,0.45671459649670354,0.20417823074221655,0.20417823074221655,0.1384603740216171,0.32485422897255223,0.20699092809086267,0.575591310291185,0.5110008867025839,0.864038759957477,0.9124127377998347,1.1853223895446392,5.0,5.0,1.0,0.9454327403699406,0.9940258395786431
GEN10_MF_025,metal_concentration,45,30,4,-1.1226193871745382,0.012060711673799318,0.8571054477394139,1.1278394254293331,-0.006931601820489392,0.16197859554363414,0.08283778880078585,0.37777777777777777,0.72923076923077,0.010672418103380557,0.016732374581544068,0.016933932267732186,0.008463924532863397,0.040495878936417484,0.016129125289520003,0.27294624035606013,0.23211230123874238,-0.08774822268857585,0.4571333078686019,0.5432233656985589,4.0,8.0,0.6875,0.6787350495933127,0.7515429813530872
GEN10_MF_025,metal_series,1605,1210,84,0.08443469855079262,0.05297146444261121,0.09322163596706616,0.07547976586870253,0.37072670274011194,0.22377572838781748,0.24820855510862044,0.8093457943925234,1.0261096605744122,0.5360982541868943,0.40619665936046123,0.4673440301731252,0.2328152765165237,0.6102835307784468,0.4110146245033371,0.2969406513805408,0.2438672850027371,0.5471139157383207,0.7512918187298115,1.102641434416532,8.0,8.0,1.0,0.8772556157412933,0.8742223263723046
GEN10_MF_025,temperature,160,160,5,-0.04032650561688559,-0.0005166633152315751,0.03814593038469194,0.04115795168700623,0.013527170093688375,0.05781887252471056,0.0443047299281029,0.59375,1.1765941508309075,0.12877790474801645,0.10407526964177788,0.10407526964177788,0.05182372022722981,0.2043717437980275,0.10960946494182913,0.3872441902776853,0.37276438907378084,0.1965483209907343,0.6038541666666666,1.2869966265637454,4.0,4.0,1.0,0.4085771042481484,0.9893613987029377
GEN10_MF_050,acid,2105,1950,68,1.6557758087863772,0.521905339634152,1.4406970471090403,1.1717803977910384,0.2766091474972438,0.18425810989964714,0.2232637045319144,0.8299287410926366,1.9269282814614344,0.6686909744134145,0.3131659447038492,0.32745497141031404,0.18435679576854513,0.5528502228477746,0.30981355449723663,0.5503878515389481,0.48882695549809324,0.6030903567869574,0.7851145349110588,1.2412254067099524,5.0,5.0,1.0,0.9477181640167965,0.917337219586492
GEN10_MF_050,contact_time,40,0,8,0.00014296899524398737,-1.4913122145840284e-17,0.0022919751767960642,0.0007062164186749961,4.0119701572250234e-14,0.18959042670030213,0.3961158929629063,0.6,0.06287846248431395,0.04683451967055072,,0.32818412850381873,,,,0.05379303365509032,0.031120319635675877,0.12814965242721316,0.5381250000000001,2.0997399254707947,3.0,5.0,0.6,0.6780485501848432,0.1646628381999693
GEN10_MF_050,extractant,775,775,25,2.573675226299942,0.5165330680993424,1.9829579163559443,1.9498849696972682,0.19849520816503463,0.2688523373027085,0.31845162977071145,0.9329032258064516,2.073913043478258,0.483356085484965,0.21929334149512117,0.21929334149512117,0.13599403434294643,0.3673706490037535,0.2232820575379805,0.5675757445243288,0.50808237038368,0.8121510901307355,0.8844981684981684,1.1629333042965364,5.0,5.0,1.0,0.9211134793311034,0.9940258395786431
GEN10_MF_050,metal_concentration,45,30,4,-1.1226193871745382,0.00914950313204103,0.8580553067773447,1.1214561861906143,-4.498999943803565e-16,0.06946863683283272,0.04307565017640863,0.4444444444444444,0.72923076923077,0.01000539618829574,0.020796188838941267,0.015742157869215966,0.007689601145327212,0.05770784120980917,0.023573822162565917,0.2737369283057901,0.23352543005431003,-0.09275620268941498,0.45835537918871244,0.5306509235916728,4.0,8.0,0.5,0.605969302102641,0.7515429813530872
