model,axis_label,true_median,true_q05,true_q25,true_q75,true_q95,true_absmax,pred_median,pred_q05,pred_q25,pred_q75,pred_q95,pred_absmax,n_curves,true_abs_q95,frac_pred_steeper_than_true_q95
GEN10_MF_025,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.4833883850848423,-0.30830385262893606,0.19706116453144165,0.7173199774781787,1.0491647338291026,1.8363359280913278,2105,4.096268892073402,0.0
GEN10_MF_025,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,0.0,-0.009785181876435433,-0.0001332627231318568,8.568322922276626e-17,0.0005629195080006221,0.010811503338536001,40,0.004260886876512296,0.075
GEN10_MF_025,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.4869557548166856,0.122075766303567,0.3445887583094586,0.7282383535064141,1.3464318963403932,3.24915634646398,775,4.083272356142025,0.0
GEN10_MF_025,metal_concentration,-1.1226193871745382,-1.702688996342022,-1.5656634031151335,-0.04384080759636681,0.21979523077041146,1.702688996342022,0.012060711673799318,-0.026687987349641746,7.232125666786431e-17,0.027350189794746113,0.04848535411667071,0.08584475266800887,45,1.702688996342022,0.0
GEN10_MF_025,metal_series,0.08443469855079262,-0.06907917881426685,0.0182241529447495,0.1817395426715157,0.27828843337007847,0.44449204406364573,0.05297146444261121,-0.008837350533280166,0.021521678950792204,0.08447126060478297,0.13960591252292057,0.2218074618432873,1605,0.27875960482985723,0.0
GEN10_MF_025,temperature,-0.04032650561688559,-0.053710948877895556,-0.047092176933804346,-0.027239563148745684,-0.019187176040771352,0.058814071569548106,-0.0005166633152315751,-0.005303189299030911,-0.002518653351528602,0.0018108098182131182,0.007682573434896763,0.010599594767996719,160,0.053710948877895556,0.0
GEN10_MF_050,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.521905339634152,-0.4197981964862869,0.18610614816820745,0.8536700796303639,1.2285988243903254,1.9722825791127154,2105,4.096268892073402,0.0
GEN10_MF_050,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,-1.4913122145840284e-17,-0.009523128313316687,-0.00015814837295106076,1.1903904639454925e-16,0.0011806534612448108,0.013051795693036912,40,0.004260886876512296,0.1
GEN10_MF_050,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.5165330680993424,0.028161876105981882,0.3223283022924986,0.8266585944662008,1.573385756150085,2.5439471177495925,775,4.083272356142025,0.0
GEN10_MF_050,metal_concentration,-1.1226193871745382,-1.702688996342022,-1.5656634031151335,-0.04384080759636681,0.21979523077041146,1.702688996342022,0.00914950313204103,-0.02485617373763868,-0.002017544083512133,0.02897369150085718,0.0670936823745124,0.10351175315930201,45,1.702688996342022,0.0
