extractant,n_rows,sd_true,sd_pred,span_true,span_pred,sd_ratio,span_ratio,model,split_seed
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,5,0.27805428658727666,0.1619956448490226,0.6532125140000005,0.4148265871473159,0.5826043785812122,0.6350560931649812,GEN10_MF_025,104729
C1COCCOCCOCCOCCOCCO1,5,0.32487650575044763,0.16183381006522984,0.7303784690000001,0.4129284029570922,0.49813946900038913,0.5653622340790718,GEN10_MF_025,104729
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,7,1.0923953978158119,0.2925285526385029,2.854369913333206,0.7461518098123188,0.2677863283051161,0.26140683669868,GEN10_MF_025,104729
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,14,0.6819128154648445,0.22372912617223464,2.2463344173155235,0.7513312339212488,0.3280905140633317,0.334469893765473,GEN10_MF_025,104729
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,3,0.29407376578754535,0.16434154375537613,0.5740312677277188,0.2881009861597015,0.5588446263312902,0.5018907546624392,GEN10_MF_025,104729
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,14,0.528354946632151,0.3633664333676092,1.467585685177242,1.1593891497733277,0.6877316767521259,0.7899975868416208,GEN10_MF_025,104729
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6,0.20171374219122631,0.12179598224118363,0.5314789170422551,0.34743865658876494,0.603806071505629,0.6537204872063475,GEN10_MF_025,104729
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,8,0.3237551309679372,0.1558632025246039,0.9195300453453271,0.42292479022259055,0.48142311153067,0.4599358034720467,GEN10_MF_025,104729
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,6,0.5939206167929916,0.29976838795228145,1.274157849263679,0.6565298247061511,0.5047280385229739,0.5152656910488383,GEN10_MF_025,104729
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,11,0.4284083783045114,0.32094469331677855,1.1760912590556813,0.9771610963628825,0.7491559679270605,0.8308548242654862,GEN10_MF_025,104729
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,19,0.4733589997166108,0.5418866374753626,1.5051499790000036,1.6665850996421425,1.1447688494351598,1.1072551725040676,GEN10_MF_025,104729
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,5,0.5613198115031388,0.1588825125775506,1.2710667722865472,0.3562833200993252,0.2830516745027841,0.2803025992555844,GEN10_MF_025,104729
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,11,0.4298868162346492,0.32274878888810976,1.4471580313422285,0.9152085974328559,0.7507761966627531,0.6324178684093033,GEN10_MF_025,104729
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,12,0.6165623141025381,0.06579424663256668,1.8581933381044045,0.20890914085852108,0.10671143066591107,0.11242594437004881,GEN10_MF_025,104729
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,22,1.1951031207154101,0.4429442785060778,4.021189299,1.3651198822050685,0.3706326850196186,0.33948162613099314,GEN10_MF_025,104729
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,14,0.6465329191852247,0.4303394936360011,2.05470142458098,1.194662602301097,0.6656111094518197,0.5814288090761058,GEN10_MF_025,104729
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,17,0.5798927650898932,0.12692116353354102,2.440023247079987,0.4026050155192351,0.21887005869760437,0.16500048349991692,GEN10_MF_025,104729
