split_seed,fold,n_heldout_rows,n_heldout_extractants,n_heldout_chemotypes,assignment,pool,relationship,n_pool,n_excluded,frac_excluded,n_marginal_beyond_stricter,n_union_through_this
104729,0,382,22,16,CLOSURE,all_candidates,SAME_PUBLICATION,10778,281,0.026071627389126,59,401
104729,0,382,22,16,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
104729,0,382,22,16,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
104729,0,382,22,16,CLOSURE,model_ready,SAME_SERIES,5438,101,0.018573004781169546,101,101
104729,0,382,22,16,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,152,0.027951452739977935,51,152
104729,0,382,22,16,CLOSURE,model_ready,SAME_LIGAND,5438,120,0.02206693637366679,0,152
104729,0,382,22,16,CLOSURE,model_ready,SAME_PUBLICATION,5438,115,0.021147480691430673,59,211
104729,1,3753,70,16,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
104729,1,3753,70,16,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,71,0.00658749304138059,71,71
104729,1,3753,70,16,DICT_LEGACY,all_candidates,SAME_SERIES,10778,3377,0.3133234366301726,3306,3377
104729,1,3753,70,16,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,4444,0.4123213954351457,1067,4444
104729,1,3753,70,16,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,4444,0.4123213954351457,0,4444
104729,1,3753,70,16,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,3204,0.29727222119131563,348,4792
104729,1,3753,70,16,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
104729,1,3753,70,16,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,3,0.0005516734093416697,3,3
104729,1,3753,70,16,DICT_LEGACY,model_ready,SAME_SERIES,5438,2111,0.3881941890400883,2108,2111
104729,1,3753,70,16,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,2806,0.5159985288709085,695,2806
104729,1,3753,70,16,DICT_LEGACY,model_ready,SAME_LIGAND,5438,2806,0.5159985288709085,0,2806
104729,1,3753,70,16,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,2417,0.44446487679293856,330,3136
104729,1,3753,70,16,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
104729,1,3753,70,16,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,71,0.00658749304138059,71,71
104729,1,3753,70,16,CLOSURE,all_candidates,SAME_SERIES,10778,3377,0.3133234366301726,3306,3377
104729,1,3753,70,16,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,5460,0.5065874930413806,2083,5460
104729,1,3753,70,16,CLOSURE,all_candidates,SAME_LIGAND,10778,4444,0.4123213954351457,0,5460
104729,1,3753,70,16,CLOSURE,all_candidates,SAME_PUBLICATION,10778,3204,0.29727222119131563,286,5746
104729,1,3753,70,16,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
104729,1,3753,70,16,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,3,0.0005516734093416697,3,3
104729,1,3753,70,16,CLOSURE,model_ready,SAME_SERIES,5438,2111,0.3881941890400883,2108,2111
104729,1,3753,70,16,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,3579,0.658146377344612,1468,3579
104729,1,3753,70,16,CLOSURE,model_ready,SAME_LIGAND,5438,2806,0.5159985288709085,0,3579
104729,1,3753,70,16,CLOSURE,model_ready,SAME_PUBLICATION,5438,2417,0.44446487679293856,268,3847
104729,2,286,18,16,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
104729,2,286,18,16,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,95,0.008814251252551494,95,95
104729,2,286,18,16,DICT_LEGACY,all_candidates,SAME_SERIES,10778,153,0.014195583596214511,58,153
104729,2,286,18,16,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,161,0.01493783633327148,8,161
104729,2,286,18,16,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,161,0.01493783633327148,0,161
104729,2,286,18,16,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,889,0.08248283540545556,788,949
104729,2,286,18,16,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
104729,2,286,18,16,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
104729,2,286,18,16,DICT_LEGACY,model_ready,SAME_SERIES,5438,54,0.009930121368150056,54,54
104729,2,286,18,16,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,62,0.01140125045972784,8,62
104729,2,286,18,16,DICT_LEGACY,model_ready,SAME_LIGAND,5438,62,0.01140125045972784,0,62
104729,2,286,18,16,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,709,0.1303788157410813,703,765
104729,2,286,18,16,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
104729,2,286,18,16,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,95,0.008814251252551494,95,95
104729,2,286,18,16,CLOSURE,all_candidates,SAME_SERIES,10778,153,0.014195583596214511,58,153
104729,2,286,18,16,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,161,0.01493783633327148,8,161
104729,2,286,18,16,CLOSURE,all_candidates,SAME_LIGAND,10778,161,0.01493783633327148,0,161
104729,2,286,18,16,CLOSURE,all_candidates,SAME_PUBLICATION,10778,889,0.08248283540545556,788,949
104729,2,286,18,16,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
104729,2,286,18,16,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
104729,2,286,18,16,CLOSURE,model_ready,SAME_SERIES,5438,54,0.009930121368150056,54,54
104729,2,286,18,16,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,62,0.01140125045972784,8,62
104729,2,286,18,16,CLOSURE,model_ready,SAME_LIGAND,5438,62,0.01140125045972784,0,62
104729,2,286,18,16,CLOSURE,model_ready,SAME_PUBLICATION,5438,709,0.1303788157410813,703,765
104729,3,501,18,16,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
104729,3,501,18,16,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,1203,0.11161625533494154,1203,1203
104729,3,501,18,16,DICT_LEGACY,all_candidates,SAME_SERIES,10778,1302,0.12080163295602153,99,1302
104729,3,501,18,16,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,1314,0.12191501206160697,12,1314
104729,3,501,18,16,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,1314,0.12191501206160697,0,1314
104729,3,501,18,16,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,1449,0.1344405269994433,182,1496
104729,3,501,18,16,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
104729,3,501,18,16,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
104729,3,501,18,16,DICT_LEGACY,model_ready,SAME_SERIES,5438,99,0.018205222508275103,99,99
104729,3,501,18,16,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,99,0.018205222508275103,0,99
104729,3,501,18,16,DICT_LEGACY,model_ready,SAME_LIGAND,5438,99,0.018205222508275103,0,99
104729,3,501,18,16,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,233,0.04284663479220301,169,268
104729,3,501,18,16,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
104729,3,501,18,16,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,1203,0.11161625533494154,1203,1203
104729,3,501,18,16,CLOSURE,all_candidates,SAME_SERIES,10778,1302,0.12080163295602153,99,1302
104729,3,501,18,16,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,1352,0.12544071256262757,50,1352
104729,3,501,18,16,CLOSURE,all_candidates,SAME_LIGAND,10778,1314,0.12191501206160697,0,1352
104729,3,501,18,16,CLOSURE,all_candidates,SAME_PUBLICATION,10778,1449,0.1344405269994433,144,1496
104729,3,501,18,16,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
104729,3,501,18,16,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
104729,3,501,18,16,CLOSURE,model_ready,SAME_SERIES,5438,99,0.018205222508275103,99,99
104729,3,501,18,16,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,137,0.025193085693269585,38,137
104729,3,501,18,16,CLOSURE,model_ready,SAME_LIGAND,5438,99,0.018205222508275103,0,137
104729,3,501,18,16,CLOSURE,model_ready,SAME_PUBLICATION,5438,233,0.04284663479220301,131,268
104729,4,326,24,15,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
104729,4,326,24,15,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,116,0.010762664687326035,116,116
104729,4,326,24,15,DICT_LEGACY,all_candidates,SAME_SERIES,10778,265,0.024587121915012063,149,265
104729,4,326,24,15,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,265,0.024587121915012063,0,265
104729,4,326,24,15,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,265,0.024587121915012063,0,265
104729,4,326,24,15,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,930,0.08628688068287252,753,1018
104729,4,326,24,15,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
104729,4,326,24,15,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
104729,4,326,24,15,DICT_LEGACY,model_ready,SAME_SERIES,5438,140,0.025744759102611255,140,140
104729,4,326,24,15,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,140,0.025744759102611255,0,140
104729,4,326,24,15,DICT_LEGACY,model_ready,SAME_LIGAND,5438,140,0.025744759102611255,0,140
104729,4,326,24,15,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,729,0.13405663847002575,674,814
104729,4,326,24,15,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
104729,4,326,24,15,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,116,0.010762664687326035,116,116
104729,4,326,24,15,CLOSURE,all_candidates,SAME_SERIES,10778,265,0.024587121915012063,149,265
104729,4,326,24,15,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,899,0.08341065132677676,634,899
104729,4,326,24,15,CLOSURE,all_candidates,SAME_LIGAND,10778,265,0.024587121915012063,0,899
104729,4,326,24,15,CLOSURE,all_candidates,SAME_PUBLICATION,10778,930,0.08628688068287252,753,1652
104729,4,326,24,15,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
104729,4,326,24,15,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
104729,4,326,24,15,CLOSURE,model_ready,SAME_SERIES,5438,140,0.025744759102611255,140,140
104729,4,326,24,15,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,601,0.11051857300478117,461,601
104729,4,326,24,15,CLOSURE,model_ready,SAME_LIGAND,5438,140,0.025744759102611255,0,601
104729,4,326,24,15,CLOSURE,model_ready,SAME_PUBLICATION,5438,729,0.13405663847002575,674,1275
130363,0,3812,54,16,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
130363,0,3812,54,16,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,1274,0.11820374837632214,1274,1274
130363,0,3812,54,16,DICT_LEGACY,all_candidates,SAME_SERIES,10778,4415,0.4096307292633142,3141,4415
130363,0,3812,54,16,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,5429,0.5037112636852848,1014,5429
130363,0,3812,54,16,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,5429,0.5037112636852848,0,5429
130363,0,3812,54,16,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,4166,0.38652811282241606,265,5694
130363,0,3812,54,16,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
130363,0,3812,54,16,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,3,0.0005516734093416697,3,3
130363,0,3812,54,16,DICT_LEGACY,model_ready,SAME_SERIES,5438,1957,0.35987495402721587,1954,1957
130363,0,3812,54,16,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,2606,0.4792203015814638,649,2606
130363,0,3812,54,16,DICT_LEGACY,model_ready,SAME_LIGAND,5438,2606,0.4792203015814638,0,2606
130363,0,3812,54,16,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,2184,0.40161824200073554,243,2849
130363,0,3812,54,16,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
130363,0,3812,54,16,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,1274,0.11820374837632214,1274,1274
130363,0,3812,54,16,CLOSURE,all_candidates,SAME_SERIES,10778,4415,0.4096307292633142,3141,4415
130363,0,3812,54,16,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,5577,0.5174429393208387,1162,5577
130363,0,3812,54,16,CLOSURE,all_candidates,SAME_LIGAND,10778,5429,0.5037112636852848,0,5577
130363,0,3812,54,16,CLOSURE,all_candidates,SAME_PUBLICATION,10778,4166,0.38652811282241606,214,5791
130363,0,3812,54,16,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
130363,0,3812,54,16,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,3,0.0005516734093416697,3,3
130363,0,3812,54,16,CLOSURE,model_ready,SAME_SERIES,5438,1957,0.35987495402721587,1954,1957
130363,0,3812,54,16,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,2689,0.4944832659065833,732,2689
130363,0,3812,54,16,CLOSURE,model_ready,SAME_LIGAND,5438,2606,0.4792203015814638,0,2689
130363,0,3812,54,16,CLOSURE,model_ready,SAME_PUBLICATION,5438,2184,0.40161824200073554,192,2881
130363,1,311,21,16,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
130363,1,311,21,16,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,0,0.0,0,0
130363,1,311,21,16,DICT_LEGACY,all_candidates,SAME_SERIES,10778,115,0.010669883095193913,115,115
130363,1,311,21,16,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,139,0.012896641306364818,24,139
130363,1,311,21,16,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,139,0.012896641306364818,0,139
130363,1,311,21,16,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,80,0.007422527370569679,77,216
130363,1,311,21,16,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
130363,1,311,21,16,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
130363,1,311,21,16,DICT_LEGACY,model_ready,SAME_SERIES,5438,108,0.01986024273630011,108,108
130363,1,311,21,16,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,108,0.01986024273630011,0,108
130363,1,311,21,16,DICT_LEGACY,model_ready,SAME_LIGAND,5438,108,0.01986024273630011,0,108
130363,1,311,21,16,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,68,0.01250459727841118,65,173
130363,1,311,21,16,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
130363,1,311,21,16,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,0,0.0,0,0
130363,1,311,21,16,CLOSURE,all_candidates,SAME_SERIES,10778,115,0.010669883095193913,115,115
130363,1,311,21,16,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,141,0.01308220449062906,26,141
130363,1,311,21,16,CLOSURE,all_candidates,SAME_LIGAND,10778,139,0.012896641306364818,0,141
130363,1,311,21,16,CLOSURE,all_candidates,SAME_PUBLICATION,10778,80,0.007422527370569679,77,218
130363,1,311,21,16,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
130363,1,311,21,16,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
130363,1,311,21,16,CLOSURE,model_ready,SAME_SERIES,5438,108,0.01986024273630011,108,108
130363,1,311,21,16,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,110,0.02022802500919456,2,110
130363,1,311,21,16,CLOSURE,model_ready,SAME_LIGAND,5438,108,0.01986024273630011,0,110
130363,1,311,21,16,CLOSURE,model_ready,SAME_PUBLICATION,5438,68,0.01250459727841118,65,175
130363,2,482,27,16,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
130363,2,482,27,16,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,219,0.020319168676934497,219,219
130363,2,482,27,16,DICT_LEGACY,all_candidates,SAME_SERIES,10778,359,0.03330859157543144,140,359
130363,2,482,27,16,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,417,0.038689923919094454,58,417
130363,2,482,27,16,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,417,0.038689923919094454,0,417
130363,2,482,27,16,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,500,0.046390796066060495,177,594
130363,2,482,27,16,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
130363,2,482,27,16,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
130363,2,482,27,16,DICT_LEGACY,model_ready,SAME_SERIES,5438,134,0.024641412283927914,134,134
130363,2,482,27,16,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,180,0.03310040456050018,46,180
130363,2,482,27,16,DICT_LEGACY,model_ready,SAME_LIGAND,5438,180,0.03310040456050018,0,180
130363,2,482,27,16,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,244,0.04486943729312247,146,326
130363,2,482,27,16,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
130363,2,482,27,16,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,219,0.020319168676934497,219,219
130363,2,482,27,16,CLOSURE,all_candidates,SAME_SERIES,10778,359,0.03330859157543144,140,359
130363,2,482,27,16,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,429,0.0398033030246799,70,429
130363,2,482,27,16,CLOSURE,all_candidates,SAME_LIGAND,10778,417,0.038689923919094454,0,429
130363,2,482,27,16,CLOSURE,all_candidates,SAME_PUBLICATION,10778,500,0.046390796066060495,166,595
130363,2,482,27,16,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
130363,2,482,27,16,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
130363,2,482,27,16,CLOSURE,model_ready,SAME_SERIES,5438,134,0.024641412283927914,134,134
130363,2,482,27,16,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,192,0.035307098197866864,58,192
130363,2,482,27,16,CLOSURE,model_ready,SAME_LIGAND,5438,180,0.03310040456050018,0,192
130363,2,482,27,16,CLOSURE,model_ready,SAME_PUBLICATION,5438,244,0.04486943729312247,135,327
130363,3,412,28,16,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
130363,3,412,28,16,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,30,0.0027834477639636294,30,30
130363,3,412,28,16,DICT_LEGACY,all_candidates,SAME_SERIES,10778,221,0.02050473186119874,191,221
130363,3,412,28,16,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,236,0.021896455743180554,15,236
130363,3,412,28,16,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,236,0.021896455743180554,0,236
130363,3,412,28,16,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,930,0.08628688068287252,747,983
130363,3,412,28,16,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
130363,3,412,28,16,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
130363,3,412,28,16,DICT_LEGACY,model_ready,SAME_SERIES,5438,175,0.032180948878264067,175,175
130363,3,412,28,16,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,186,0.03420375137918352,11,186
130363,3,412,28,16,DICT_LEGACY,model_ready,SAME_LIGAND,5438,186,0.03420375137918352,0,186
130363,3,412,28,16,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,831,0.1528135343876425,698,884
130363,3,412,28,16,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
130363,3,412,28,16,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,30,0.0027834477639636294,30,30
130363,3,412,28,16,CLOSURE,all_candidates,SAME_SERIES,10778,221,0.02050473186119874,191,221
130363,3,412,28,16,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,1098,0.10187418816106884,877,1098
130363,3,412,28,16,CLOSURE,all_candidates,SAME_LIGAND,10778,236,0.021896455743180554,0,1098
130363,3,412,28,16,CLOSURE,all_candidates,SAME_PUBLICATION,10778,930,0.08628688068287252,747,1845
130363,3,412,28,16,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
130363,3,412,28,16,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
130363,3,412,28,16,CLOSURE,model_ready,SAME_SERIES,5438,175,0.032180948878264067,175,175
130363,3,412,28,16,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,870,0.1599852887090842,695,870
130363,3,412,28,16,CLOSURE,model_ready,SAME_LIGAND,5438,186,0.03420375137918352,0,870
130363,3,412,28,16,CLOSURE,model_ready,SAME_PUBLICATION,5438,831,0.1528135343876425,698,1568
130363,4,231,22,15,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
130363,4,231,22,15,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,116,0.010762664687326035,116,116
130363,4,231,22,15,DICT_LEGACY,all_candidates,SAME_SERIES,10778,250,0.023195398033030248,134,250
130363,4,231,22,15,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,273,0.02532937465206903,23,273
130363,4,231,22,15,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,273,0.02532937465206903,0,273
130363,4,231,22,15,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,325,0.030154017442939322,112,385
130363,4,231,22,15,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
130363,4,231,22,15,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
130363,4,231,22,15,DICT_LEGACY,model_ready,SAME_SERIES,5438,131,0.024089738874586247,131,131
130363,4,231,22,15,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,147,0.027031997057741817,16,147
130363,4,231,22,15,DICT_LEGACY,model_ready,SAME_LIGAND,5438,147,0.027031997057741817,0,147
130363,4,231,22,15,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,205,0.03769768297168077,112,259
130363,4,231,22,15,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
130363,4,231,22,15,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,116,0.010762664687326035,116,116
130363,4,231,22,15,CLOSURE,all_candidates,SAME_SERIES,10778,250,0.023195398033030248,134,250
130363,4,231,22,15,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,974,0.09036927073668584,724,974
130363,4,231,22,15,CLOSURE,all_candidates,SAME_LIGAND,10778,273,0.02532937465206903,0,974
130363,4,231,22,15,CLOSURE,all_candidates,SAME_PUBLICATION,10778,325,0.030154017442939322,74,1048
130363,4,231,22,15,CLOSURE,model_ready,EXACT,5438,0,0.0,0,0
130363,4,231,22,15,CLOSURE,model_ready,DUPLICATE_EQUIVALENT,5438,0,0.0,0,0
130363,4,231,22,15,CLOSURE,model_ready,SAME_SERIES,5438,131,0.024089738874586247,131,131
130363,4,231,22,15,CLOSURE,model_ready,SAME_CHEMOTYPE,5438,675,0.1241265171018757,544,675
130363,4,231,22,15,CLOSURE,model_ready,SAME_LIGAND,5438,147,0.027031997057741817,0,675
130363,4,231,22,15,CLOSURE,model_ready,SAME_PUBLICATION,5438,205,0.03769768297168077,74,749
155921,0,3700,56,16,DICT_LEGACY,all_candidates,EXACT,10778,0,0.0,0,0
155921,0,3700,56,16,DICT_LEGACY,all_candidates,DUPLICATE_EQUIVALENT,10778,71,0.00658749304138059,71,71
155921,0,3700,56,16,DICT_LEGACY,all_candidates,SAME_SERIES,10778,3234,0.3000556689552793,3163,3234
155921,0,3700,56,16,DICT_LEGACY,all_candidates,SAME_CHEMOTYPE,10778,4272,0.3963629615884209,1038,4272
155921,0,3700,56,16,DICT_LEGACY,all_candidates,SAME_LIGAND,10778,4272,0.3963629615884209,0,4272
155921,0,3700,56,16,DICT_LEGACY,all_candidates,SAME_PUBLICATION,10778,2963,0.2749118574874745,259,4531
155921,0,3700,56,16,DICT_LEGACY,model_ready,EXACT,5438,0,0.0,0,0
155921,0,3700,56,16,DICT_LEGACY,model_ready,DUPLICATE_EQUIVALENT,5438,3,0.0005516734093416697,3,3
155921,0,3700,56,16,DICT_LEGACY,model_ready,SAME_SERIES,5438,1979,0.3639205590290548,1976,1979
155921,0,3700,56,16,DICT_LEGACY,model_ready,SAME_CHEMOTYPE,5438,2628,0.4832659065833027,649,2628
155921,0,3700,56,16,DICT_LEGACY,model_ready,SAME_LIGAND,5438,2628,0.4832659065833027,0,2628
155921,0,3700,56,16,DICT_LEGACY,model_ready,SAME_PUBLICATION,5438,2184,0.40161824200073554,237,2865
155921,0,3700,56,16,CLOSURE,all_candidates,EXACT,10778,0,0.0,0,0
155921,0,3700,56,16,CLOSURE,all_candidates,DUPLICATE_EQUIVALENT,10778,71,0.00658749304138059,71,71
155921,0,3700,56,16,CLOSURE,all_candidates,SAME_SERIES,10778,3234,0.3000556689552793,3163,3234
155921,0,3700,56,16,CLOSURE,all_candidates,SAME_CHEMOTYPE,10778,4422,0.410280200408239,1188,4422
