split_seed,fold,assignment,policy,pool,metal_category,n_surviving,n_surviving_with_target
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,actinide,6101,6037
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,lanthanide,2046,1887
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,44,44
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,transition_metal,109,109
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,ALL,10562,8420
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,actinide,4723,4723
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,lanthanide,86,86
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
130363,1,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,ALL,5265,5265
130363,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,actinide,6175,6108
130363,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
130363,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,lanthanide,2049,1887
130363,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
130363,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
130363,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,transition_metal,109,109
130363,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,unknown,1918,0
130363,1,DICT_LEGACY,LIGAND_ONLY,all_candidates,ALL,10639,8491
130363,1,DICT_LEGACY,LIGAND_ONLY,model_ready,actinide,4788,4788
130363,1,DICT_LEGACY,LIGAND_ONLY,model_ready,alkaline_earth,246,246
130363,1,DICT_LEGACY,LIGAND_ONLY,model_ready,lanthanide,86,86
130363,1,DICT_LEGACY,LIGAND_ONLY,model_ready,post_transition_metal,44,44
130363,1,DICT_LEGACY,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
130363,1,DICT_LEGACY,LIGAND_ONLY,model_ready,transition_metal,109,109
130363,1,DICT_LEGACY,LIGAND_ONLY,model_ready,ALL,5330,5330
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,2061,1899
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10778,8630
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,86,86
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
130363,1,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5438,5438
130363,1,CLOSURE,HEADLINE,all_candidates,actinide,6173,6106
130363,1,CLOSURE,HEADLINE,all_candidates,alkaline_earth,285,284
130363,1,CLOSURE,HEADLINE,all_candidates,lanthanide,2049,1887
130363,1,CLOSURE,HEADLINE,all_candidates,post_transition_metal,44,44
130363,1,CLOSURE,HEADLINE,all_candidates,rare_earth_non_lanthanide,59,59
130363,1,CLOSURE,HEADLINE,all_candidates,transition_metal,109,109
130363,1,CLOSURE,HEADLINE,all_candidates,unknown,1918,0
130363,1,CLOSURE,HEADLINE,all_candidates,ALL,10637,8489
130363,1,CLOSURE,HEADLINE,model_ready,actinide,4786,4786
130363,1,CLOSURE,HEADLINE,model_ready,alkaline_earth,246,246
130363,1,CLOSURE,HEADLINE,model_ready,lanthanide,86,86
130363,1,CLOSURE,HEADLINE,model_ready,post_transition_metal,44,44
130363,1,CLOSURE,HEADLINE,model_ready,rare_earth_non_lanthanide,57,57
130363,1,CLOSURE,HEADLINE,model_ready,transition_metal,109,109
130363,1,CLOSURE,HEADLINE,model_ready,ALL,5328,5328
130363,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,actinide,6099,6035
130363,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
130363,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,lanthanide,2046,1887
130363,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,44,44
130363,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
130363,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,transition_metal,109,109
130363,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
130363,1,CLOSURE,PUBLICATION_BLOCKED,all_candidates,ALL,10560,8418
130363,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,actinide,4721,4721
130363,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
130363,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,lanthanide,86,86
130363,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
130363,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
130363,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
130363,1,CLOSURE,PUBLICATION_BLOCKED,model_ready,ALL,5263,5263
130363,1,CLOSURE,LIGAND_ONLY,all_candidates,actinide,6175,6108
130363,1,CLOSURE,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
130363,1,CLOSURE,LIGAND_ONLY,all_candidates,lanthanide,2049,1887
130363,1,CLOSURE,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
130363,1,CLOSURE,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
130363,1,CLOSURE,LIGAND_ONLY,all_candidates,transition_metal,109,109
130363,1,CLOSURE,LIGAND_ONLY,all_candidates,unknown,1918,0
130363,1,CLOSURE,LIGAND_ONLY,all_candidates,ALL,10639,8491
130363,1,CLOSURE,LIGAND_ONLY,model_ready,actinide,4788,4788
130363,1,CLOSURE,LIGAND_ONLY,model_ready,alkaline_earth,246,246
130363,1,CLOSURE,LIGAND_ONLY,model_ready,lanthanide,86,86
130363,1,CLOSURE,LIGAND_ONLY,model_ready,post_transition_metal,44,44
130363,1,CLOSURE,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
130363,1,CLOSURE,LIGAND_ONLY,model_ready,transition_metal,109,109
130363,1,CLOSURE,LIGAND_ONLY,model_ready,ALL,5330,5330
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,2061,1899
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10778,8630
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,86,86
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
130363,1,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5438,5438
130363,2,DICT_LEGACY,HEADLINE,all_candidates,actinide,6107,6046
130363,2,DICT_LEGACY,HEADLINE,all_candidates,alkaline_earth,285,284
130363,2,DICT_LEGACY,HEADLINE,all_candidates,lanthanide,1839,1677
130363,2,DICT_LEGACY,HEADLINE,all_candidates,post_transition_metal,44,44
130363,2,DICT_LEGACY,HEADLINE,all_candidates,rare_earth_non_lanthanide,59,59
130363,2,DICT_LEGACY,HEADLINE,all_candidates,transition_metal,109,109
130363,2,DICT_LEGACY,HEADLINE,all_candidates,unknown,1918,0
130363,2,DICT_LEGACY,HEADLINE,all_candidates,ALL,10361,8219
130363,2,DICT_LEGACY,HEADLINE,model_ready,actinide,4716,4716
130363,2,DICT_LEGACY,HEADLINE,model_ready,alkaline_earth,246,246
130363,2,DICT_LEGACY,HEADLINE,model_ready,lanthanide,86,86
130363,2,DICT_LEGACY,HEADLINE,model_ready,post_transition_metal,44,44
130363,2,DICT_LEGACY,HEADLINE,model_ready,rare_earth_non_lanthanide,57,57
130363,2,DICT_LEGACY,HEADLINE,model_ready,transition_metal,109,109
130363,2,DICT_LEGACY,HEADLINE,model_ready,ALL,5258,5258
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,actinide,5961,5900
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,lanthanide,1808,1647
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,44,44
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,transition_metal,109,109
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,ALL,10184,8043
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,actinide,4570,4570
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,lanthanide,86,86
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
130363,2,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,ALL,5112,5112
130363,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,actinide,6107,6046
130363,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
130363,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,lanthanide,1839,1677
130363,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
130363,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
130363,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,transition_metal,109,109
130363,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,unknown,1918,0
130363,2,DICT_LEGACY,LIGAND_ONLY,all_candidates,ALL,10361,8219
130363,2,DICT_LEGACY,LIGAND_ONLY,model_ready,actinide,4716,4716
130363,2,DICT_LEGACY,LIGAND_ONLY,model_ready,alkaline_earth,246,246
130363,2,DICT_LEGACY,LIGAND_ONLY,model_ready,lanthanide,86,86
130363,2,DICT_LEGACY,LIGAND_ONLY,model_ready,post_transition_metal,44,44
130363,2,DICT_LEGACY,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
130363,2,DICT_LEGACY,LIGAND_ONLY,model_ready,transition_metal,109,109
130363,2,DICT_LEGACY,LIGAND_ONLY,model_ready,ALL,5258,5258
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,1842,1680
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10559,8411
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,86,86
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
130363,2,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5438,5438
130363,2,CLOSURE,HEADLINE,all_candidates,actinide,6095,6034
130363,2,CLOSURE,HEADLINE,all_candidates,alkaline_earth,285,284
130363,2,CLOSURE,HEADLINE,all_candidates,lanthanide,1839,1677
130363,2,CLOSURE,HEADLINE,all_candidates,post_transition_metal,44,44
130363,2,CLOSURE,HEADLINE,all_candidates,rare_earth_non_lanthanide,59,59
130363,2,CLOSURE,HEADLINE,all_candidates,transition_metal,109,109
130363,2,CLOSURE,HEADLINE,all_candidates,unknown,1918,0
130363,2,CLOSURE,HEADLINE,all_candidates,ALL,10349,8207
130363,2,CLOSURE,HEADLINE,model_ready,actinide,4704,4704
130363,2,CLOSURE,HEADLINE,model_ready,alkaline_earth,246,246
130363,2,CLOSURE,HEADLINE,model_ready,lanthanide,86,86
130363,2,CLOSURE,HEADLINE,model_ready,post_transition_metal,44,44
130363,2,CLOSURE,HEADLINE,model_ready,rare_earth_non_lanthanide,57,57
130363,2,CLOSURE,HEADLINE,model_ready,transition_metal,109,109
130363,2,CLOSURE,HEADLINE,model_ready,ALL,5246,5246
130363,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,actinide,5960,5899
130363,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
130363,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,lanthanide,1808,1647
130363,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,44,44
130363,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
130363,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,transition_metal,109,109
130363,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
130363,2,CLOSURE,PUBLICATION_BLOCKED,all_candidates,ALL,10183,8042
130363,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,actinide,4569,4569
130363,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
130363,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,lanthanide,86,86
130363,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
130363,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
130363,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
130363,2,CLOSURE,PUBLICATION_BLOCKED,model_ready,ALL,5111,5111
130363,2,CLOSURE,LIGAND_ONLY,all_candidates,actinide,6107,6046
130363,2,CLOSURE,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
130363,2,CLOSURE,LIGAND_ONLY,all_candidates,lanthanide,1839,1677
130363,2,CLOSURE,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
130363,2,CLOSURE,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
130363,2,CLOSURE,LIGAND_ONLY,all_candidates,transition_metal,109,109
130363,2,CLOSURE,LIGAND_ONLY,all_candidates,unknown,1918,0
130363,2,CLOSURE,LIGAND_ONLY,all_candidates,ALL,10361,8219
130363,2,CLOSURE,LIGAND_ONLY,model_ready,actinide,4716,4716
130363,2,CLOSURE,LIGAND_ONLY,model_ready,alkaline_earth,246,246
130363,2,CLOSURE,LIGAND_ONLY,model_ready,lanthanide,86,86
130363,2,CLOSURE,LIGAND_ONLY,model_ready,post_transition_metal,44,44
130363,2,CLOSURE,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
130363,2,CLOSURE,LIGAND_ONLY,model_ready,transition_metal,109,109
130363,2,CLOSURE,LIGAND_ONLY,model_ready,ALL,5258,5258
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,1842,1680
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10559,8411
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,86,86
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
130363,2,CLOSURE,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5438,5438
130363,3,DICT_LEGACY,HEADLINE,all_candidates,actinide,6104,6041
130363,3,DICT_LEGACY,HEADLINE,all_candidates,alkaline_earth,285,284
130363,3,DICT_LEGACY,HEADLINE,all_candidates,lanthanide,2023,1865
130363,3,DICT_LEGACY,HEADLINE,all_candidates,post_transition_metal,44,44
130363,3,DICT_LEGACY,HEADLINE,all_candidates,rare_earth_non_lanthanide,59,59
130363,3,DICT_LEGACY,HEADLINE,all_candidates,transition_metal,109,109
130363,3,DICT_LEGACY,HEADLINE,all_candidates,unknown,1918,0
130363,3,DICT_LEGACY,HEADLINE,all_candidates,ALL,10542,8402
130363,3,DICT_LEGACY,HEADLINE,model_ready,actinide,4714,4714
130363,3,DICT_LEGACY,HEADLINE,model_ready,alkaline_earth,246,246
130363,3,DICT_LEGACY,HEADLINE,model_ready,lanthanide,82,82
130363,3,DICT_LEGACY,HEADLINE,model_ready,post_transition_metal,44,44
130363,3,DICT_LEGACY,HEADLINE,model_ready,rare_earth_non_lanthanide,57,57
130363,3,DICT_LEGACY,HEADLINE,model_ready,transition_metal,109,109
130363,3,DICT_LEGACY,HEADLINE,model_ready,ALL,5252,5252
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,actinide,5388,5325
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,lanthanide,1992,1835
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,44,44
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,transition_metal,109,109
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,all_candidates,ALL,9795,7656
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,actinide,4016,4016
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,lanthanide,82,82
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
130363,3,DICT_LEGACY,PUBLICATION_BLOCKED,model_ready,ALL,4554,4554
130363,3,DICT_LEGACY,LIGAND_ONLY,all_candidates,actinide,6104,6041
130363,3,DICT_LEGACY,LIGAND_ONLY,all_candidates,alkaline_earth,285,284
130363,3,DICT_LEGACY,LIGAND_ONLY,all_candidates,lanthanide,2023,1865
130363,3,DICT_LEGACY,LIGAND_ONLY,all_candidates,post_transition_metal,44,44
130363,3,DICT_LEGACY,LIGAND_ONLY,all_candidates,rare_earth_non_lanthanide,59,59
130363,3,DICT_LEGACY,LIGAND_ONLY,all_candidates,transition_metal,109,109
130363,3,DICT_LEGACY,LIGAND_ONLY,all_candidates,unknown,1918,0
130363,3,DICT_LEGACY,LIGAND_ONLY,all_candidates,ALL,10542,8402
130363,3,DICT_LEGACY,LIGAND_ONLY,model_ready,actinide,4714,4714
130363,3,DICT_LEGACY,LIGAND_ONLY,model_ready,alkaline_earth,246,246
130363,3,DICT_LEGACY,LIGAND_ONLY,model_ready,lanthanide,82,82
130363,3,DICT_LEGACY,LIGAND_ONLY,model_ready,post_transition_metal,44,44
130363,3,DICT_LEGACY,LIGAND_ONLY,model_ready,rare_earth_non_lanthanide,57,57
130363,3,DICT_LEGACY,LIGAND_ONLY,model_ready,transition_metal,109,109
130363,3,DICT_LEGACY,LIGAND_ONLY,model_ready,ALL,5252,5252
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,actinide,6302,6235
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,alkaline_earth,285,284
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,lanthanide,2031,1869
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,post_transition_metal,44,44
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,rare_earth_non_lanthanide,59,59
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,transition_metal,109,109
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,unknown,1918,0
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,all_candidates,ALL,10748,8600
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,actinide,4896,4896
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,alkaline_earth,246,246
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,lanthanide,86,86
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,post_transition_metal,44,44
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,rare_earth_non_lanthanide,57,57
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,transition_metal,109,109
130363,3,DICT_LEGACY,PERMISSIVE_DIAGNOSTIC,model_ready,ALL,5438,5438
130363,3,CLOSURE,HEADLINE,all_candidates,actinide,5242,5179
130363,3,CLOSURE,HEADLINE,all_candidates,alkaline_earth,285,284
130363,3,CLOSURE,HEADLINE,all_candidates,lanthanide,2023,1865
130363,3,CLOSURE,HEADLINE,all_candidates,post_transition_metal,44,44
130363,3,CLOSURE,HEADLINE,all_candidates,rare_earth_non_lanthanide,59,59
130363,3,CLOSURE,HEADLINE,all_candidates,transition_metal,109,109
130363,3,CLOSURE,HEADLINE,all_candidates,unknown,1918,0
130363,3,CLOSURE,HEADLINE,all_candidates,ALL,9680,7540
130363,3,CLOSURE,HEADLINE,model_ready,actinide,4030,4030
130363,3,CLOSURE,HEADLINE,model_ready,alkaline_earth,246,246
130363,3,CLOSURE,HEADLINE,model_ready,lanthanide,82,82
130363,3,CLOSURE,HEADLINE,model_ready,post_transition_metal,44,44
130363,3,CLOSURE,HEADLINE,model_ready,rare_earth_non_lanthanide,57,57
130363,3,CLOSURE,HEADLINE,model_ready,transition_metal,109,109
130363,3,CLOSURE,HEADLINE,model_ready,ALL,4568,4568
130363,3,CLOSURE,PUBLICATION_BLOCKED,all_candidates,actinide,4526,4463
130363,3,CLOSURE,PUBLICATION_BLOCKED,all_candidates,alkaline_earth,285,284
130363,3,CLOSURE,PUBLICATION_BLOCKED,all_candidates,lanthanide,1992,1835
130363,3,CLOSURE,PUBLICATION_BLOCKED,all_candidates,post_transition_metal,44,44
130363,3,CLOSURE,PUBLICATION_BLOCKED,all_candidates,rare_earth_non_lanthanide,59,59
130363,3,CLOSURE,PUBLICATION_BLOCKED,all_candidates,transition_metal,109,109
130363,3,CLOSURE,PUBLICATION_BLOCKED,all_candidates,unknown,1918,0
130363,3,CLOSURE,PUBLICATION_BLOCKED,all_candidates,ALL,8933,6794
130363,3,CLOSURE,PUBLICATION_BLOCKED,model_ready,actinide,3332,3332
130363,3,CLOSURE,PUBLICATION_BLOCKED,model_ready,alkaline_earth,246,246
130363,3,CLOSURE,PUBLICATION_BLOCKED,model_ready,lanthanide,82,82
130363,3,CLOSURE,PUBLICATION_BLOCKED,model_ready,post_transition_metal,44,44
130363,3,CLOSURE,PUBLICATION_BLOCKED,model_ready,rare_earth_non_lanthanide,57,57
130363,3,CLOSURE,PUBLICATION_BLOCKED,model_ready,transition_metal,109,109
130363,3,CLOSURE,PUBLICATION_BLOCKED,model_ready,ALL,3870,3870
130363,3,CLOSURE,LIGAND_ONLY,all_candidates,actinide,6104,6041
