band,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
far,X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,-0.002893996088907657,-0.011739667620863302,0.009581504044094979,-0.010047793421471418,0.013356858721431168,0.558,0.0054293920097332245,0.015202297627253027,-0.0028853155166340804,19,5,2,5,-0.007566599739706682,-0.0008488961322236366,True,0.02,False,False
far,X_X_LOGK_ADD_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_ADD,-0.004826454948006944,-0.015683024172184094,0.008415702344149081,-0.01401931910672862,0.011480922787803105,0.434,0.006150855266956381,0.017222394747477866,-0.004967822172682069,19,7,1,5,-0.009606417424311486,-0.0028887138168284393,True,0.02,False,False
far,X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.11784431241507538,-0.2337892757827276,-0.04025028140127062,-0.310272161186019,-0.05290205226072572,0.0,0.05194131967556774,0.14543569509158966,-0.1247156921996725,19,4,0,5,-0.13239546960598697,-0.06767888725869467,True,0.02,False,False
far,X_X_LOGK_SHUFFLED_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_SHUFFLED,-0.004434599199007943,-0.014078544325178447,0.005598228317514419,-0.014628964581270519,0.004934734892047439,0.374,0.004978855198933971,0.013940794557015117,-0.004285991357816226,19,8,2,5,-0.006601668972908083,-0.0019225503242633459,True,0.02,False,False
far,X_X_LOGK_ADD_vs_X_LOGK_SHUFFLED,mae_all,X_LOGK_SHUFFLED,X_LOGK_ADD,-0.00039185574899900115,-0.0078123698248706176,0.007664530756169079,-0.0074099412809987475,0.008129679135052829,0.903,0.003867516294737168,0.01082904562526407,-0.0006818308148658436,19,7,1,5,-0.0030047484514034023,0.0017384232150019943,False,0.02,False,False
mid,X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,0.003156197625049124,-0.0001442728605828875,0.007447167292742304,0.0002861533255584958,0.008281032889519245,0.057,0.001944733982611665,0.005445255151312662,0.004552288342930479,30,17,3,5,0.0020515889338313647,0.0037478216359091193,True,0.02,False,False
mid,X_X_LOGK_ADD_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_ADD,0.0020693571028264726,-0.002510199176085052,0.0067647876673778045,-0.002339367035126542,0.006990192265114184,0.363,0.0023597530097799837,0.006607308427383954,0.0032908983453296837,30,17,2,5,0.0009272711522217253,0.002966168862441638,True,0.02,False,False
mid,X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.009199024796379147,-0.0299623648197749,0.011829339845109761,-0.02945409006367092,0.012717607980167885,0.365,0.010434383475795894,0.0292162737322285,-0.010182939542424697,30,12,1,5,-0.016458574112237907,-0.003277280609605346,True,0.02,False,False
mid,X_X_LOGK_SHUFFLED_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_SHUFFLED,-0.002581278550023894,-0.007512696186101243,0.0030608685373927935,-0.007857222156565393,0.0028227613042285517,0.354,0.0026921397176457034,0.007537991209407969,-0.0006547599362632329,30,13,2,5,-0.0037351547660015288,-0.0008307282604801937,True,0.02,False,False
mid,X_X_LOGK_ADD_vs_X_LOGK_SHUFFLED,mae_all,X_LOGK_SHUFFLED,X_LOGK_ADD,0.004650635652850367,-0.00040138474897714947,0.009026841683147132,-1.0232629486507741e-05,0.009163009704472917,0.064,0.002294049120331654,0.006423337536928631,0.003945658281592917,30,16,3,5,0.0036242471621677564,0.005568126389581146,True,0.02,False,False
near,X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,0.0005919668942750074,-0.0016816102362781516,0.0023213277443823845,-0.001567653219971496,0.00243275377750238,0.538,0.0009935316960552444,0.0027818887489546845,-0.0004616604145508727,55,30,3,5,0.00017571831341078474,0.0009522795160390045,True,0.02,False,False
near,X_X_LOGK_ADD_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_ADD,-0.000136506121222924,-0.002688491111797483,0.0018943583886046032,-0.0025761053941862934,0.00194387950025058,0.882,0.0011617060868514579,0.003252777043184082,-0.0004715108774266479,55,26,2,5,-0.0007172180775725189,0.00039429560130581056,False,0.02,False,False
near,X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.021970060790248935,-0.043422613203036683,-0.004166068902726458,-0.04542435367343321,-0.005390771587544057,0.017,0.009430510511824164,0.02640542943310766,-0.026450238228795064,55,20,0,5,-0.02454791697648684,-0.017980971445452312,True,0.02,False,False
near,X_X_LOGK_SHUFFLED_vs_M_PHYSICS_radius+radius_sq,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_SHUFFLED,-0.00016879974678723057,-0.003914490924882153,0.004039005885297959,-0.00331171009665253,0.004964021681591327,0.882,0.001964689401518487,0.0055011303242517625,0.00046521808793497125,55,21,2,5,-0.0012578062761058758,0.0003421616336474857,False,0.02,False,False
near,X_X_LOGK_ADD_vs_X_LOGK_SHUFFLED,mae_all,X_LOGK_SHUFFLED,X_LOGK_ADD,3.229362556430658e-05,-0.003988187379519918,0.0027516025993655205,-0.005003599909245525,0.002409315143323509,0.939,0.0017026088737155001,0.0047673048464034,-0.0009367289653616194,55,24,2,5,-0.0005768126745003183,0.0011339522036353587,False,0.02,False,False
