grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction
pair_type,Sm-Eu,173,0.14386087103797449,0.20677087059209212,0.7225433526011561,0.1894335937869558,0.1467624816617337,0.20661109039316208,0.7398843930635838,0.19068582454369898,-0.00290161062375921
pair_type,Eu-Gd,160,0.14658581381612096,0.20805300563019435,0.65625,-0.056633550395886134,0.14243495502877795,0.2044879110549061,0.6625,-0.02073189346240456,0.004150858787343004
pair_type,La-Ce,160,0.2040071050724866,0.28509326511052696,0.78125,0.03271420777493628,0.20652470770532344,0.2875125756998605,0.7875,0.01622771437617565,-0.002517602632836846
pair_type,Ho-Er,157,0.10979576462498088,0.1570548671964795,0.5477707006369427,-0.35259813284534447,0.10886891858985642,0.15712672875907796,0.6369426751592356,-0.35383619766129315,0.000926846035124454
pair_type,Dy-Ho,156,0.11717413296736968,0.1758212590218968,0.8333333333333334,-0.05311121745502789,0.11777390973327834,0.1754169906574461,0.8205128205128205,-0.04827391737791209,-0.0005997767659086523
pair_type,Gd-Tb,155,0.1313640047424608,0.1800939785963211,0.9032258064516129,0.22295717441986718,0.1313122511825524,0.18236569790439044,0.9032258064516129,0.20323017927535647,5.175355990838515e-05
pair_type,Pr-Nd,148,0.14974342565583584,0.22864296862768788,0.7432432432432432,0.10320500740921823,0.14678298321366326,0.2242676059710965,0.7432432432432432,0.13719914209330708,0.002960442442172584
pair_type,Tb-Dy,148,0.12271750999082848,0.17429950162031727,0.7837837837837838,-0.04992762106457582,0.12327650105385304,0.17288560892860405,0.7972972972972973,-0.0329629824824309,-0.0005589910630245665
pair_type,Ce-Pr,145,0.20229427824838878,0.32636042669020265,0.7172413793103448,-0.11200183372812456,0.20489716858529466,0.3268480769198729,0.7172413793103448,-0.11532743962685665,-0.0026028903369058887
pair_type,Yb-Lu,124,0.13021563517145313,0.16473234984697024,0.5967741935483871,-0.7792448327701187,0.10640234774364812,0.13766355911467879,0.5887096774193549,-0.24255583509475787,0.023813287427805002
pair_type,Er-Tm,123,0.09848289995865477,0.1764931472623115,0.5040650406504065,-0.09175783244718394,0.10234616319647803,0.17436273666628968,0.4959349593495935,-0.06556016054782932,-0.0038632632378232667
pair_type,Tm-Yb,119,0.06853145234084718,0.1235122748564639,0.5546218487394958,0.05389879561101474,0.07220170375404902,0.1273230688319542,0.5714285714285714,-0.005383027925524919,-0.003670251413201847
