comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),0.0005729458335331484,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,2.0510715558559148e-07,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,-0.001187195583461472,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,0.0011225369900303365,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,2.501200192664295e-06,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,0.009687999627089315,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,0.0009246870234706264,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,0.0044279530548627126,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,-0.00044108422295160955,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,-0.002304273392180818,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,0.0009756853542794212,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,0.0013606491399963082,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,0.0006996228597584483,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,0.0038907162590467834,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,0.004295609949223456,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,-0.0038290455221958643,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,0.002927601334316966,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,0.0013723543978629803,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,-0.004493329989423522,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,0.00029045957236052385,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,0.0005244858709283026,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,0.0014853815771796652,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,-4.657445148247299e-05,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,-0.0012781242224727061,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,0.0021485414554592622,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,-0.0002004689277323028,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,0.0014750619278993133,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,-0.0014665733830036447,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,-0.0038510002042240615,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc062,0.0006895536421878486,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc063,0.00021976302078658485,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc068,0.002754999246743572,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc069,0.001495428592343255,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc070,0.0007035689205431488,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc071,-0.00026279658025128575,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc075,-0.001446933898274911,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc076,0.00035086962137602856,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc077,0.0007909655025209857,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc078,0.003483045001440558,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc083,-0.0005608700823533787,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc084,0.00046999810924825173,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc085,-0.0010123897919107588,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc086,0.0016809794051816957,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc092,8.271787364853329e-05,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc096,-0.0003519506684923134,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc097,0.00016726520170218844,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,(none),0.1625450615410059,90
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc000,0.15985693258289696,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc001,0.15940681561764625,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc007,0.16294832558195546,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc008,0.16580510198157655,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc009,0.1429978962824089,67
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc010,0.16366337134308465,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc012,0.16989195298811544,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc015,0.1611739676972523,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc016,0.1617891337462779,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc017,0.16475329092115726,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc018,0.16267999458752375,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc019,0.16346245593753853,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc020,0.16541412994724666,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc021,0.16565187130171405,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc027,0.1743694329726027,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc028,0.1620008380374105,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc029,0.16364984265946814,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc030,0.15928615296738385,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc031,0.15978551099166913,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc032,0.1642576480488101,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc033,0.15750691735684608,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc036,0.15996187679540502,86
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc055,0.1624982522290563,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc057,0.1585067229882169,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc058,0.16445198670770395,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc059,0.16173930712442405,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc060,0.16030680973694478,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc061,0.15706195167946044,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc062,0.161204978320464,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc063,0.16552415977974336,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc068,0.1537593124059511,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc069,0.16667103963361962,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc070,0.16426561831595055,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc071,0.16443417674051097,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc075,0.16212595229255466,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc076,0.16423780293772378,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc077,0.1641944475353357,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc078,0.1672018377691572,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc083,0.16767172447588372,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc084,0.16427435880140034,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc085,0.1632517547176251,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc086,0.16268042627901802,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc092,0.16139406743721654,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc096,0.16016532491814933,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc097,0.1617488944958138,89
