comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_all,C_DIRECT_ROW,M_SELECTED,0.0005729458335331484,-0.024470304005157005,0.033460679153052786,-0.026488663274498055,0.03201846333652153,0.9576,0.015080353695293957,0.04222499034682308,0.0016702732012354653,90,46,3,5,-0.004493329989423522,0.009687999627089315,False,0.02,False,False
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_all,B1_MEAN_CURVE,M_SELECTED,0.1625450615410059,0.09948402329406375,0.2045520694132249,0.10545040316627795,0.20811267293967792,0.0,0.027347103351371388,0.07657188938383988,0.13072636460209136,90,73,5,5,0.1429978962824089,0.1743694329726027,True,0.02,True,True
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_far,C_DIRECT_ROW,M_SELECTED,0.0009008091056930123,-0.03935966916604915,0.05013903486134102,-0.040548873288688815,0.04945740931137848,0.9776,0.022767714510013633,0.06374960062803817,-0.005689072321122798,88,46,3,5,-0.007369128724554666,0.013295165829420703,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_far,B1_MEAN_CURVE,M_SELECTED,0.24707257293470739,0.14103713867522044,0.3154903755171246,0.15589916611189727,0.32341069709334264,0.0,0.04488988961076535,0.12569169091014298,0.18738284546150938,88,69,5,5,0.2127856183857828,0.2659889255742412,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,C_DIRECT_ROW,M_SELECTED,-0.00718721112196764,-0.013452292570935285,0.0010286022640441568,-0.013678795119483268,0.0006354095714169452,0.0804,0.00362657012730544,0.010154396356455231,-0.0073591293829165585,83,27,0,5,-0.008830637365078007,-0.004792738749775639,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,B1_MEAN_CURVE,M_SELECTED,0.030326033959921655,0.018061797464239,0.040213448226543436,0.018410773862837626,0.04092807176651886,0.0,0.005537547329516491,0.015505132522646172,0.030050535408199557,83,58,5,5,0.028026170362162203,0.03160980287230915,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,sign_acc_strong,C_DIRECT_ROW,M_SELECTED,0.03025275041178066,-0.02222178042216136,0.10513649034242455,-0.01965082820977001,0.11055978088819929,0.2912,0.03215594565084593,0.0900366478223686,0.04488623198755545,86,30,5,5,0.01247914661982856,0.044192595139301294,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,sign_acc_strong,B1_MEAN_CURVE,M_SELECTED,0.20792556673915108,0.10418230034569677,0.35343287841414445,0.09139683580131645,0.33969686409883154,0.0,0.06578042996951099,0.18418520391463075,0.21241803964938322,86,57,5,5,0.18277621829761898,0.2660147726912372,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,pair_spearman,C_DIRECT_ROW,M_SELECTED,-0.0036272213374874064,-0.0656754619603439,0.07362791661859558,-0.06324601090190332,0.07888132071482021,0.8916,0.03512806246873529,0.09835857491245881,0.031774747885898715,84,31,1,5,-0.016858514716500465,0.007836780108210203,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,pair_spearman,B1_MEAN_CURVE,M_SELECTED,0.27090425194227336,0.1495597029967281,0.4552896493013106,0.14035603820322634,0.43882894653408294,0.0,0.07910825404241835,0.22150311131877137,0.2973908343564092,84,68,5,5,0.23270662537145995,0.33673154588793713,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,curve_spearman,C_DIRECT_ROW,M_SELECTED,0.05106817178924833,-0.02963094845797199,0.1710134712514527,-0.03226918902677852,0.16419750297031002,0.2376,0.0518305348149858,0.14512549748196021,0.10093668569214322,84,38,5,5,0.033610529593095795,0.08212384541998019,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,curve_spearman,B1_MEAN_CURVE,M_SELECTED,0.37412426171550567,0.20723791247869636,0.6300220738463678,0.18107246561568902,0.5894998940010687,0.0,0.11085725045584709,0.3104003012763718,0.419670305186159,84,65,5,5,0.333091117919407,0.4757849971936498,True,0.02,True,
