sigma_label,sigma,kind,ORACLE_macro_mae,ORACLE_pooled_mae,FLAT_macro_mae,FLAT_pooled_mae
optimistic_0.10,0.1,FLOOR_noise,0.11094501353777556,0.10976043692235084,0.5207866120413385,0.6048467703839813
optimistic_0.10,0.1,FLOOR_total,0.10861453358480362,0.11027282181855641,0.6078224895369342,0.6684201542294661
residual_bound_0.201,0.20104922258857588,FLOOR_noise,0.21879662039790201,0.22220014359154727,0.5668214566491306,0.6502385977177771
residual_bound_0.201,0.20104922258857588,FLOOR_total,0.22300727670364057,0.2214789408275432,0.6490364397485188,0.7087439174254362
replicate_interaction_0.334,0.3341556266855024,FLOOR_noise,0.37531031016764294,0.36864482974245044,0.6601435807010094,0.7346572115385794
replicate_interaction_0.334,0.3341556266855024,FLOOR_total,0.3656956850897399,0.3637580185037539,0.7320076596296092,0.7854988566533929
naive_replicate_0.760,0.76,FLOOR_noise,0.832996855986124,0.8324147207984973,1.020548623163855,1.0728101739544356
naive_replicate_0.760,0.76,FLOOR_total,0.8492652308199758,0.8299963639031295,1.0774099927983403,1.1036398039183233
