arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds
O_BOTH,0.18111057110671816,,0.20045544691695766,0.1503934269603488,0.16125745339993164,0.9721828318299756,0.766666955960425,0.16331280637482878,0.13052682820622757,0.16352748904348377,0.9808429118773946,90,83,88,86,1
O_BOTH_LOO1,0.22265659460059678,,0.25010945362459486,0.15802750649692868,0.21394839452775605,0.9530914128074549,0.6668089529973211,0.19148846670707922,0.136101181971211,0.2074866786588198,0.9699666295884316,90,83,88,86,1
O_BOTH_LOPO,0.27361634920108274,,0.3280610517144934,0.1601281220227458,0.2726271272803849,0.9205331832370144,0.5860185861081635,0.2096069990219253,0.13809158066517058,0.23864211608182873,0.9541465826226672,90,83,88,86,1
FLAT,0.5885062528901843,,0.6092005776059211,0.20691787779638152,0.8071706996999869,0.0,,0.649991127805776,0.18946933882956535,1.0118291621647846,0.0,90,83,88,86,1
