model,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,nn_lt_0_4__macro_mae,nn_lt_0_4__offset_mae,nn_lt_0_4__shape_mae,nn_lt_0_4__n_rows,nn_lt_0_6__macro_mae,nn_lt_0_6__offset_mae,nn_lt_0_6__shape_mae,nn_lt_0_6__n_rows,macro_mae_sd,macro_mae_min,macro_mae_max,offset_mae_sd,offset_mae_min,offset_mae_max,shape_mae_sd,shape_mae_min,shape_mae_max,n_seeds
ABL_minus_lig2d,0.9696254411264262,0.8142469979087027,0.49849220345978185,0.21059966572486177,0.9888092913638801,1.138555971034849,0.2703200170830813,0.4655067923217227,0.9155340622676164,1.9167703862948902,0.4805176383669773,0.6392595290906763,0.28398119918699183,0.5018419715447154,0.4900547771211099,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8444415186570908,0.7174179257196404,0.37816981891325163,408.6666666666667,1.053722499761519,0.8919675328120746,0.5169439319606364,1494.3333333333333,0.024047787840624984,0.9436430232036337,0.9911008453467566,0.030527253207996013,0.7885231796120739,0.8479805880532049,0.014253454193262785,0.4895706210538357,0.5149306814999483,3
ABL_minus_ligphys,0.9946889320247516,0.8422402756751234,0.5003895314679532,0.19757926669365902,1.0155108107335618,1.146412982694612,0.2570093673415174,0.4643568774199296,0.9069902332807361,1.984904010755938,0.47182700671661165,0.6331401712568829,0.28226626016260165,0.502858231707317,0.5014712936722748,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8892209310620979,0.7690031643727707,0.37768774085820334,408.6666666666667,1.0886258524499681,0.9356800351958668,0.5175831033920398,1494.3333333333333,0.03606580331072593,0.9694448742657357,1.0359953700727011,0.06044058428461834,0.7968558874912999,0.9108482318814884,0.009438408757170719,0.4925061420200079,0.5108483335238988,3
ABL_minus_donors,0.9958184411143837,0.8380082712628396,0.5024669788030522,0.20343755349623915,1.015971939290701,1.1386196683711127,0.2665240786163186,0.46054754285397276,0.8886066282794425,1.9861033038148577,0.4833860555905008,0.6381011149038708,0.2817581300813008,0.5070503048780487,0.4974897792519557,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8741878167835818,0.7528630939748564,0.3828266979478889,408.6666666666667,1.0951252884729197,0.9372337647892411,0.5196030682022631,1494.3333333333333,0.03342388788394336,0.9699016941213285,1.0335436866429604,0.05959206474768919,0.8001613541443534,0.9067004180644165,0.010580548586661867,0.49247562543180384,0.5135517976082894,3
ABL_add_ecfp,0.9987286499867803,0.8501023520709879,0.5045520773953309,0.17276410377770443,1.0172992376911332,1.1367356722514468,0.26505706096093623,0.44404205401649205,0.9166236588600607,1.99005210743252,0.46304506024952014,0.6303221193955172,0.2856961382113821,0.5020960365853658,0.49863152846190634,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8660939875512194,0.7444645156816164,0.381606645327864,408.6666666666667,1.1077569147824755,0.9628494147848065,0.5192341644309838,1494.3333333333333,0.025863200551734033,0.9694722926397419,1.0185485825899467,0.03127289793364998,0.8161663216824727,0.8777593113791803,0.012748939727356504,0.4970659022004473,0.5192725667748612,3
ABL_full,1.0019473681789115,0.8441857217299381,0.5021244177468374,0.20762185603606184,1.0203035028075453,1.1395069913156304,0.26679651355894846,0.4639935215618379,0.9037571016862987,1.9829841334840006,0.48861515162585917,0.6404430655128582,0.281567581300813,0.5048272357723578,0.4964367770028059,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9140921088315,0.7929834530987789,0.38160961434873525,408.6666666666667,1.103599730386393,0.9456755606192552,0.5192383704487522,1494.3333333333333,0.035179112606876006,0.9785103735615078,1.0423991288992953,0.060281758772067054,0.8069669869599828,0.9137358859014452,0.011748714120307119,0.49237958656349584,0.5151706318671504,3
ABL_add_recovered,1.0019473681789115,0.8441857217299383,0.5021244177468374,0.20762185603606184,1.0203035028075453,1.1395069913156304,0.26679651355894834,0.4639935215618379,0.903757101686299,1.9829841334840008,0.48861515162585917,0.6404430655128582,0.281567581300813,0.5048272357723578,0.4964367770028059,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9140921088314999,0.7929834530987789,0.38160961434873525,408.6666666666667,1.103599730386393,0.9456755606192552,0.5192383704487522,1494.3333333333333,0.03517911260687587,0.9785103735615078,1.0423991288992953,0.060281758772067165,0.8069669869599828,0.9137358859014453,0.011748714120307119,0.49237958656349584,0.5151706318671504,3
ABL_minus_recovered,1.0136526631042522,0.8636544803136369,0.5067063950744242,0.1697341593889968,1.0337776778434125,1.1425814550823383,0.25390919832501535,0.4464452257319065,0.9302805639178876,2.024747504924994,0.46788583119112964,0.6300672333824263,0.28086890243902435,0.5065421747967479,0.5072532544459545,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8858776235983535,0.7670028115808937,0.37911508328706706,408.6666666666667,1.121574429435752,0.9737365140286186,0.5208338056820735,1494.3333333333333,0.03910690787685472,0.9734406238900589,1.0515517760446045,0.06417772655606593,0.8080360446961109,0.9338750503821369,0.009039375111359285,0.4997013636244999,0.516910213149903,3
ABL_minus_conditions,1.0160348843069105,0.8576344059385946,0.506179092922897,0.20601362796027553,1.0370670428336244,1.1434718256349732,0.26346510162513276,0.46217108308769794,0.9121745364308671,2.019921255355403,0.4577343491786181,0.6418802667283557,0.2808053861788618,0.5020960365853658,0.49267529480514605,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9641134419273326,0.839196186859057,0.38676259707642097,408.6666666666667,1.1159680172399062,0.9587976917671529,0.5211458181222202,1494.3333333333333,0.03634725889152556,0.9927421592740636,1.0579171517930173,0.06412995758743092,0.8180281747839391,0.9316238786591986,0.01003039793700981,0.4974320176919133,0.517127232347807,3
ABL_minus_ecfp,1.0183178750752182,0.8527977760569337,0.5002575638481718,0.20292977747300922,1.0225626262712388,1.1311302219461778,0.2695161861951482,0.457802731311957,0.8685750959612305,2.0357960949660105,0.46793905107898204,0.6352377034508531,0.2858866869918699,0.5198805894308943,0.49299090630301245,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.011065072268223,0.9446302146149584,0.3789328573421071,408.6666666666667,1.1610750251144617,1.0165827317900629,0.5130702511843354,1494.3333333333333,0.03174610459804721,0.9960564876990086,1.0546703476699526,0.061870859562022595,0.8132552242447509,0.9240985892215642,0.006523589875824736,0.4958479893090645,0.5077513930116799,3
ABL_minus_massaction,1.0210178187103558,0.8546492035982395,0.513559326031938,0.18251463903219414,1.0419953286738488,1.1568197739544157,0.24979658799057347,0.4554973692666593,0.9347578290634854,2.012787880835129,0.4668184370747177,0.630414757638468,0.27305640243902435,0.4954903455284552,0.4773114799557366,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9659037709566817,0.839872565348012,0.38626372727981423,408.6666666666667,1.1136604199830578,0.9530351943373567,0.5237092491431491,1494.3333333333333,0.04027110527431,0.9956697304088996,1.067453790155164,0.0726698084889792,0.8126598898416635,0.9385610617295534,0.012410964620772558,0.5029156160583885,0.5271917538820773,3
