model,failure_class,n_ligands,macro_mae,mean_mae,span_recovery,slope_abs_error,shape_mae
GEN10_MONO_HYBRID,ALREADY_GOOD,82,0.5540964495261811,0.5600830046126997,0.45364166257149713,1.304684427096268,0.3321006625894101
GEN10_MONO_HYBRID,PARTIAL_LEVEL,7,1.4847816444738213,1.4847816444738215,0.22160426021315538,1.5163604174665406,0.5457503787869855
GEN10_MONO_HYBRID,PURE_LEVEL,25,1.9153340963334946,1.960080675298612,0.5756013063683567,1.0953363923141317,0.3078160319142
GEN10_MONO_HYBRID,RESIDUAL_SHAPE,29,1.3289451288008607,1.313823346839607,0.30810171840089806,1.754606915958906,0.6183593080048819
GEN10_MONO_RANK,ALREADY_GOOD,82,0.5490382555276758,0.5548102322508163,0.4245920425361949,1.3295626792040842,0.33815968921455364
GEN10_MONO_RANK,PARTIAL_LEVEL,7,1.4651464791590614,1.4651464791590614,0.23415733507912795,1.4867122389482634,0.5281560923685842
GEN10_MONO_RANK,PURE_LEVEL,25,1.925572821428201,1.9519144290169095,0.5508355501117683,1.092387195148253,0.3059561262871438
GEN10_MONO_RANK,RESIDUAL_SHAPE,29,1.3436472231291101,1.3304546188555681,0.3019591559170617,1.8032292309725169,0.6339282918094444
GEN10_REC_ALL,ALREADY_GOOD,82,0.5417213375295837,0.5474954099520415,0.8713054768338073,1.383498363514473,0.2799331614362555
GEN10_REC_ALL,PARTIAL_LEVEL,7,1.4360810426051602,1.4360810426051602,0.49264232878819825,0.886278211043409,0.345957133373898
GEN10_REC_ALL,PURE_LEVEL,25,1.880313869144819,1.9123792581585002,0.8093157694604509,0.80428689875787,0.26387441981252135
GEN10_REC_ALL,RESIDUAL_SHAPE,29,1.2933133830381052,1.2822212231081496,0.6774351992868735,1.3399565235756163,0.5227426435858211
GEN10_REC_GEN9_CURVEWINDOW,ALREADY_GOOD,82,0.5437540173740507,0.5476573599532037,0.5823863425085699,1.1976931991841087,0.30036826109594505
GEN10_REC_GEN9_CURVEWINDOW,PARTIAL_LEVEL,7,1.4411569985675292,1.441156998567529,0.28328418855206283,1.0992924182471098,0.4200665452015338
GEN10_REC_GEN9_CURVEWINDOW,PURE_LEVEL,25,1.8801505647940546,1.9122355503298278,0.6754244849875524,0.9933956429599717,0.30925923302657526
GEN10_REC_GEN9_CURVEWINDOW,RESIDUAL_SHAPE,29,1.2997719380765491,1.2908602619327265,0.44102368341654785,1.6495886633708146,0.6015748240582912
GEN10_REC_GEN9_PLUS,ALREADY_GOOD,82,0.5427578257112025,0.5465949550460127,0.6186957065262954,1.1691860360252888,0.29027474926342145
GEN10_REC_GEN9_PLUS,PARTIAL_LEVEL,7,1.4406752858775451,1.440675285877545,0.30895682169102845,1.0600206233608407,0.40996062361898744
GEN10_REC_GEN9_PLUS,PURE_LEVEL,25,1.880114328999438,1.912203662830565,0.7170136883433758,0.9393701691975413,0.29586866459091243
GEN10_REC_GEN9_PLUS,RESIDUAL_SHAPE,29,1.2975709564164664,1.2883937507691152,0.5125010426345488,1.5853139452820422,0.5858611295308026
GEN10_REC_HYBRID,ALREADY_GOOD,82,0.5405357452169036,0.5457242700730472,0.7976900741187336,1.3165689262163953,0.28175170195833216
GEN10_REC_HYBRID,PARTIAL_LEVEL,7,1.4369368139837864,1.4369368139837864,0.4629275403990076,0.8601729514533542,0.3399933234698307
GEN10_REC_HYBRID,PURE_LEVEL,25,1.880183814173018,1.9122648097833153,0.7904641133722379,0.7468855125662044,0.2466055593538873
GEN10_REC_HYBRID,RESIDUAL_SHAPE,29,1.2948711253811027,1.2843310143008793,0.6532315617078155,1.4067897706121315,0.5421582932496732
GEN10_REC_LOCAL,ALREADY_GOOD,82,0.5490062853356793,0.5524327866269938,0.1251376291347637,2.0419779493294015,0.42667468421871657
GEN10_REC_LOCAL,PARTIAL_LEVEL,7,1.4494941695330443,1.4494941695330439,0.10233228044625708,1.6430647821493056,0.5727273518658119
GEN10_REC_LOCAL,PURE_LEVEL,25,1.8814240922957246,1.9133733403375603,0.17317265977609947,1.6687555786899306,0.41370976649740066
GEN10_REC_LOCAL,RESIDUAL_SHAPE,29,1.3081231915377705,1.3023855218699059,0.1672030450884352,2.0890729446769134,0.716974388262619
GEN10_REC_RANK,ALREADY_GOOD,82,0.5419136033214568,0.5468852430390259,0.7742087188926644,1.3199303998824694,0.2912924508463227
GEN10_REC_RANK,PARTIAL_LEVEL,7,1.4381386191374268,1.4381386191374268,0.40250117517889566,0.8829518792737321,0.34696169668805676
GEN10_REC_RANK,PURE_LEVEL,25,1.8802240301147746,1.9123001998120612,0.7616011862852774,0.7640606068575581,0.24849659003697244
GEN10_REC_RANK,RESIDUAL_SHAPE,29,1.3002376222599825,1.290059143272504,0.6204446873988698,1.413452384407633,0.5552873611699213
